rank	vhag_code	prop_3260	sac_streams	grts_ranking	grts_ranking_draw	segment_id	point_code	db_ref
218775	9574	100	intersecting or downstream	49778098	35098034	1_7_1636	35098034_1	NA
37815	8516	100	outside	35110518	35110518	1_7_170698	35110518_1	NA
218816	9574	100	intersecting or downstream	15188658	35111602	1_4_954	35111602_1	NA
92048	8656	80	intersecting or downstream	26728758	35117366	1_7_211286	35117366_1	NA
144017	8991	100	outside	35181782	35181782	NA	NA	NA
39408	9501	100	intersecting or downstream	35196402	35196402	1_7_20155	35196402_1	NA
144031	8991	100	outside	35202262	35202262	NA	NA	NA
224818	8501	100	intersecting or downstream	35540470	35278326	1_4_1395	35278326_1	NA
39950	9617	64	outside	35317854	35317854	NA	NA	NA
123771	8504	73	intersecting or downstream	35323606	35323606	1_7_27116	35323606_1	NA
39215	9501	100	intersecting or downstream	35356754	35356754	1_7_7726	35356754_1	NA
214070	8520	19	intersecting or downstream	35429494	35429494	NA	NA	NA
45962	8797	100	intersecting or downstream	35439478	35439478	NA	NA	NA
92549	1561	10	intersecting or downstream	34926385	35450673	1_7_153854	35450673_1	NA
144054	8991	100	outside	35472598	35472598	1_4_1660	35472598_1	NA
39176	9501	100	intersecting or downstream	35483730	35483730	1_7_7765	35483730_1	NA
39403	9501	100	intersecting or downstream	30281202	35524082	1_7_20160	35524082_1	NA
238756	9512	100	outside	52314322	35537106	1_4_82	35537106_1	NA
33320	8553	4	intersecting or downstream	35592942	35592942	NA	NA	NA
169159	39725	100	outside	39803654	35609350	1_7_25684	35609350_1	NA
9543	1167	16	outside	35634113	35634113	1_7_125635	35634113_1	NA
35615	9816	20	intersecting or downstream	35635474	35635474	NA	NA	NA
39464	9501	100	intersecting or downstream	65059314	35699186	1_4_1834	35699186_1	NA
39199	9501	100	intersecting or downstream	35725394	35725394	1_7_7742	35725394_1	NA
166814	8836	100	outside	35761710	35761710	NA	NA	NA
47686	10163	57	intersecting or downstream	35773278	35773278	NA	NA	NA
206690	8634	100	outside	20406390	35872886	1_4_1175	35872886_1	NA
218820	9574	100	intersecting or downstream	51872642	35881858	1_7_7035	35881858_1	NA
166755	8836	41	outside	35906806	35906806	1_4_1315	35906806_1	NA
39277	9501	100	intersecting or downstream	35924306	35924306	1_4_171	35924306_1	NA
231526	9630	97	intersecting or downstream	35956690	35956690	NA	NA	NA
113058	8589	100	outside	53293302	36090102	1_4_41	36090102_1	NA
5554	113	100	outside	35078077	36126653	1_4_1136	36126653_1	NA
39125	9501	100	intersecting or downstream	42607010	36184482	1_7_8869	36184482_1	NA
206715	8634	100	outside	36199542	36199542	NA	NA	NA
214067	8520	100	intersecting or downstream	43555958	36215926	1_7_41030	36215926_1	NA
39387	9501	100	intersecting or downstream	12637682	36230642	1_4_281	36230642_1	NA
259168	8710	100	intersecting or downstream	36239478	36239478	NA	NA	NA
255377	9508	96	intersecting or downstream	36298258	36298258	1_4_725	36298258_1	NA
238590	9512	100	intersecting or downstream	53113106	36335890	1_4_1163	36335890_1	NA
103395	8552	18	intersecting or downstream	58363702	36343606	1_4_1336	36343606_1	NA
90120	8787	100	intersecting or downstream	36356142	36356142	1_7_209696	36356142_1	NA
241471	9505	48	intersecting or downstream	19610770	36387986	1_4_4	36387986_1	NA
206734	8634	100	outside	36404342	36404342	NA	NA	NA
241540	9505	70	intersecting or downstream	19662866	36440082	1_4_379	36440082_1	NA
238633	9512	100	intersecting or downstream	49122066	36539154	1_4_937	36539154_1	NA
224821	8501	100	intersecting or downstream	66735606	36543990	1_4_1398	36543990_1	NA
221125	9766	100	intersecting or downstream	64862194	36550642	1_7_114564	36550642_1	NA
169163	39725	47	outside	36559622	36559622	NA	NA	NA
40004	9617	35	outside	36570526	36570526	NA	NA	NA
40005	9617	100	outside	36570526	36570526	NA	NA	NA
83544	9297	40	outside	36603030	36603030	NA	NA	NA
123607	8502	100	intersecting or downstream	36640758	36640758	1_7_3118	36640758_1	NA
144617	9702	100	intersecting or downstream	21055250	36652818	1_4_495	36652818_1	NA
39217	9501	100	intersecting or downstream	36733010	36733010	1_7_7179	36733010_1	NA
212381	9536	100	intersecting or downstream	19965362	36742578	1_4_354	36742578_1	NA
255426	9508	100	outside	36782098	36782098	1_4_400	36782098_1	NA
143995	8991	100	outside	36803798	36803798	NA	NA	NA
39250	9501	100	intersecting or downstream	20068690	36845906	1_4_144	36845906_1	NA
206657	8634	100	outside	8575862	36887414	1_4_561	36887414_1	NA
123581	8502	100	intersecting or downstream	15947510	36919030	1_7_18096	36919030_1	NA
5587	113	100	outside	39307230	36947934	1_4_1689	36947934_1	NA
231530	9630	81	intersecting or downstream	37046226	37046226	1_4_376	37046226_1	NA
238735	9512	102	outside	47571154	37085394	1_4_61	37085394_1	NA
113052	8589	32	outside	42365174	37122294	1_7_47414	37122294_1	NA
104304	10047	100	outside	5146974	37128542	1_4_1516	37128542_1	NA
38401	9064	4	outside	48669942	37135606	1_4_304	37135606_1	NA
38402	9064	100	outside	37135606	37135606	NA	NA	NA
5569	113	100	outside	37136350	37136350	1_4_1670	37136350_1	NA
255382	9508	100	intersecting or downstream	41344530	37150226	1_4_418	37150226_1	NA
255401	9508	100	intersecting or downstream	6319634	37219858	1_4_865	37219858_1	NA
33367	8569	83	outside	17345398	37268342	1_7_166717	37268342_1	NA
76255	8657	100	intersecting or downstream	63000918	37310806	1_4_587	37310806_1	NA
166824	8836	100	outside	37338670	37338670	NA	NA	NA
238626	9512	100	intersecting or downstream	8014610	37374738	1_4_930	37374738_1	NA
39115	9501	100	intersecting or downstream	3834274	37388706	1_7_8879	37388706_1	NA
218793	9574	100	intersecting or downstream	12279218	37445042	1_4_1034	37445042_1	NA
238634	9512	100	intersecting or downstream	19761938	37456658	1_4_938	37456658_1	NA
39285	9501	100	intersecting or downstream	41652562	37458258	1_4_179	37458258_1	NA
39423	9501	100	intersecting or downstream	54241778	37464562	1_7_20140	37464562_1	NA
252507	8506	100	outside	27523574	37485046	1_4_1635	37485046_1	NA
39203	9501	100	intersecting or downstream	37494866	37494866	1_7_7738	37494866_1	NA
212390	9536	100	intersecting or downstream	15100594	37513906	1_4_363	37513906_1	NA
39291	9501	100	intersecting or downstream	37523794	37523794	1_4_185	37523794_1	NA
255341	9508	65	intersecting or downstream	54342162	37564946	1_4_439	37564946_1	NA
144052	8991	100	outside	49890518	37569750	1_4_1659	37569750_1	NA
144053	8991	100	outside	37569750	37569750	NA	NA	NA
238632	9512	100	intersecting or downstream	63802130	37587730	1_4_936	37587730_1	NA
9549	1167	47	outside	10116033	37641153	1_7_125629	37641153_1	NA
41684	9975	77	intersecting or downstream	67063954	37703826	1_4_45	37703826_1	NA
39201	9501	100	intersecting or downstream	37757010	37757010	1_7_7740	37757010_1	NA
260296	9890	59	outside	37771282	37771282	NA	NA	NA
76254	8657	100	intersecting or downstream	47796566	37835094	1_4_586	37835094_1	NA
123497	8502	100	intersecting or downstream	33661910	37856214	1_4_536	37856214_1	NA
259131	8710	100	intersecting or downstream	37879030	37879030	1_4_843	37879030_1	NA
216076	9522	88	intersecting or downstream	10343570	37934226	1_4_505	37934226_1	NA
39358	9501	100	intersecting or downstream	42020338	37961202	1_4_252	37961202_1	NA
123677	8502	100	intersecting or downstream	37962998	37962998	NA	NA	NA
39286	9501	100	intersecting or downstream	54759762	37982546	1_4_180	37982546_1	NA
79222	9068	99	outside	19650262	37983958	1_7_39635	37983958_1	NA
224943	8501	100	intersecting or downstream	37992310	37992310	NA	NA	NA
40870	9225	100	intersecting or downstream	38056406	38056406	1_7_190364	38056406_1	NA
39155	9501	100	intersecting or downstream	56982610	38108242	1_7_8931	38108242_1	NA
39414	9501	100	intersecting or downstream	17230322	38201842	1_7_20149	38201842_1	NA
166856	8836	87	outside	17241838	38213358	1_7_190787	38213358_1	NA
39069	9501	100	intersecting or downstream	50809314	38226402	1_7_8904	38226402_1	NA
123608	8502	100	intersecting or downstream	38230006	38230006	1_7_3117	38230006_1	NA
113041	8589	100	outside	29880566	38269174	1_7_44909	38269174_1	NA
123614	8502	100	intersecting or downstream	63461366	38295542	1_7_3111	38295542_1	NA
37174	7790	23	outside	38330674	38330674	NA	NA	NA
123588	8502	100	intersecting or downstream	50484982	38413302	1_7_23088	38413302_1	NA
46491	9047	100	intersecting or downstream	38546230	38546230	NA	NA	NA
39378	9501	100	intersecting or downstream	38559218	38559218	1_4_272	38559218_1	NA
255358	9508	61	intersecting or downstream	38580754	38580754	NA	NA	NA
238739	9512	100	outside	38658258	38658258	1_4_65	38658258_1	NA
39096	9501	100	intersecting or downstream	38702162	38702162	1_4_995	38702162_1	NA
180394	3538	100	intersecting or downstream	4236221	38740925	1_7_210213	38740925_1	NA
41685	9975	94	intersecting or downstream	66015378	38752402	1_7_50895	38752402_1	NA
39223	9501	100	intersecting or downstream	5226578	38781010	1_4_117	38781010_1	NA
123464	8502	100	intersecting or downstream	38781910	38781910	1_7_18089	38781910_1	NA
224923	8501	98	intersecting or downstream	38807414	38807414	NA	NA	NA
255474	9508	32	outside	25179154	38810642	1_4_1227	38810642_1	NA
39426	9501	100	intersecting or downstream	31533554	38873586	1_4_1872	38873586_1	NA
123028	7235	90	outside	33674678	38917558	1_7_161836	38917558_1	NA
39129	9501	100	intersecting or downstream	31580578	38920610	1_7_8865	38920610_1	NA
209482	8038	100	outside	22157874	38935090	1_4_1476	38935090_1	NA
238595	9512	100	intersecting or downstream	14835986	38953234	1_4_91	38953234_1	NA
103396	8552	93	intersecting or downstream	36343606	38965046	1_4_1337	38965046_1	NA
103397	8552	75	intersecting or downstream	38965046	38965046	NA	NA	NA
5604	113	100	intersecting or downstream	454622	38989790	1_7_227029	38989790_1	NA
103410	8552	102	outside	36108086	38991670	1_4_1889	38991670_1	NA
226447	9875	100	outside	38997266	38997266	1_4_1068	38997266_1	NA
81103	9621	3	intersecting or downstream	39027586	39027586	NA	NA	NA
255345	9508	100	intersecting or downstream	28652050	39039506	1_4_438	39039506_1	NA
123487	8502	100	intersecting or downstream	64705494	39089110	1_4_463	39089110_1	NA
39106	9501	100	intersecting or downstream	13926818	39092642	1_4_985	39092642_1	NA
224937	8501	100	intersecting or downstream	34989942	39184246	1_4_1544	39184246_1	NA
37816	8516	100	outside	39304822	39304822	1_7_170697	39304822_1	NA
5586	113	100	outside	40880094	39307230	1_4_1688	39307230_1	NA
226463	9875	100	outside	5754130	39308562	1_4_1084	39308562_1	NA
166794	8836	58	outside	39312942	39312942	NA	NA	NA
206713	8634	100	outside	39345270	39345270	NA	NA	NA
39407	9501	100	intersecting or downstream	56167922	39390706	1_7_20156	39390706_1	NA
144049	8991	100	outside	51791062	39404758	1_4_1656	39404758_1	NA
90114	8787	101	intersecting or downstream	39410222	39410222	1_7_40976	39410222_1	NA
212352	9536	96	intersecting or downstream	60381874	39410354	1_4_325	39410354_1	NA
259170	8710	100	intersecting or downstream	22673526	39450742	1_7_37742	39450742_1	NA
40008	9617	100	outside	39454110	39454110	NA	NA	NA
39116	9501	100	intersecting or downstream	56263074	39485858	1_7_8878	39485858_1	NA
38447	9064	87	outside	39530030	39530030	NA	NA	NA
123499	8502	100	intersecting or downstream	35759062	39543766	1_4_538	39543766_1	NA
241629	9505	17	intersecting or downstream	39574482	39574482	NA	NA	NA
39204	9501	100	intersecting or downstream	39592018	39592018	1_7_7737	39592018_1	NA
39243	9501	100	intersecting or downstream	22821202	39598418	1_4_137	39598418_1	NA
226473	9875	100	outside	56499474	39722258	1_4_891	39722258_1	NA
39098	9501	100	intersecting or downstream	39734354	39734354	1_4_993	39734354_1	NA
218794	9574	100	intersecting or downstream	60775858	39804338	1_4_1035	39804338_1	NA
39374	9501	100	intersecting or downstream	39804402	39804402	1_4_268	39804402_1	NA
123772	8504	100	intersecting or downstream	39911126	39911126	1_7_27115	39911126_1	NA
238748	9512	100	outside	56754386	39977170	1_4_74	39977170_1	NA
218821	9574	102	intersecting or downstream	2327426	40076162	1_4_1873	40076162_1	NA
39419	9501	100	intersecting or downstream	44280306	40086002	1_7_20144	40086002_1	NA
260190	9890	100	intersecting or downstream	6541458	40095890	1_7_18802	40095890_1	NA
218766	9574	100	intersecting or downstream	40144306	40144306	1_4_14	40144306_1	NA
238618	9512	100	intersecting or downstream	8932114	40151826	1_4_922	40151826_1	NA
39253	9501	100	intersecting or downstream	23476562	40253778	1_4_147	40253778_1	NA
39168	9501	100	intersecting or downstream	40267858	40267858	1_7_7773	40267858_1	NA
104306	10047	100	outside	6719838	40274270	1_4_1518	40274270_1	NA
224813	8501	100	intersecting or downstream	44469750	40275446	1_4_1390	40275446_1	NA
78866	8677	44	intersecting or downstream	40277494	40277494	NA	NA	NA
230692	9663	7	outside	15153106	40318930	1_4_650	40318930_1	NA
5555	113	100	outside	52903869	40320957	1_4_1137	40320957_1	NA
252530	8506	100	outside	8112630	40356342	1_4_695	40356342_1	NA
212377	9536	100	intersecting or downstream	44606898	40412594	1_4_350	40412594_1	NA
238622	9512	69	intersecting or downstream	40413970	40413970	NA	NA	NA
39429	9501	100	intersecting or downstream	64563698	40446450	1_4_1869	40446450_1	NA
5547	113	100	outside	2703293	40452029	1_4_1129	40452029_1	NA
238627	9512	100	intersecting or downstream	23743250	40520466	1_4_931	40520466_1	NA
209823	9594	93	outside	11164626	40524754	1_7_134887	40524754_1	NA
123688	8502	100	intersecting or downstream	2880758	40629494	1_7_29352	40629494_1	NA
123678	8502	100	intersecting or downstream	23872758	40649974	1_7_29090	40649974_1	NA
209509	8038	71	outside	40660434	40660434	NA	NA	NA
221116	9766	100	intersecting or downstream	38476786	40679410	1_7_114573	40679410_1	NA
175051	1179	100	intersecting or downstream	38594625	40691777	1_4_1010	40691777_1	NA
590	460	100	outside	65864822	40698998	1_7_226904	40698998_1	NA
39157	9501	100	intersecting or downstream	18709586	40729682	1_7_25100	40729682_1	NA
123602	8502	100	intersecting or downstream	55223286	40805366	1_7_23093	40805366_1	NA
230693	9663	100	outside	40318930	40843218	1_4_651	40843218_1	NA
255388	9508	99	intersecting or downstream	7302674	40857106	1_4_1158	40857106_1	NA
39058	9501	100	intersecting or downstream	40864226	40864226	1_4_968	40864226_1	NA
50547	9988	55	outside	43498770	40873334	1_7_83283	40873334_1	NA
5585	113	100	outside	34588638	40880094	1_4_1687	40880094_1	NA
206677	8634	100	outside	7367542	40921974	1_7_34548	40921974_1	NA
39445	9501	100	intersecting or downstream	41994738	40946162	1_4_1853	40946162_1	NA
212368	9536	100	intersecting or downstream	7550386	41104818	1_4_341	41104818_1	NA
39449	9501	100	intersecting or downstream	12794354	41105906	1_4_1849	41105906_1	NA
206735	8634	100	outside	41122934	41122934	NA	NA	NA
39287	9501	100	intersecting or downstream	41128274	41128274	1_4_181	41128274_1	NA
39235	9501	100	intersecting or downstream	7600466	41154898	1_4_129	41154898_1	NA
39147	9501	100	intersecting or downstream	62192722	41221202	1_7_8847	41221202_1	NA
72020	9118	3	intersecting or downstream	41260790	41260790	NA	NA	NA
238640	9512	100	intersecting or downstream	23300882	41310994	1_4_896	41310994_1	NA
238597	9512	100	intersecting or downstream	41312530	41312530	1_4_93	41312530_1	NA
39133	9501	100	intersecting or downstream	53895586	41312674	1_7_8861	41312674_1	NA
78867	8677	28	intersecting or downstream	24548854	41326070	1_7_34699	41326070_1	NA
218776	9574	88	intersecting or downstream	41389490	41389490	NA	NA	NA
224925	8501	100	intersecting or downstream	41428854	41428854	NA	NA	NA
238543	9512	100	intersecting or downstream	7928082	41482514	1_4_780	41482514_1	NA
259149	8710	15	intersecting or downstream	41520374	41520374	NA	NA	NA
224820	8501	100	intersecting or downstream	58232310	41569782	1_4_1397	41569782_1	NA
39366	9501	100	intersecting or downstream	37441010	41635314	1_4_260	41635314_1	NA
46489	9047	89	intersecting or downstream	41691958	41691958	1_7_31627	41691958_1	NA
123680	8502	100	intersecting or downstream	58475766	41698550	1_7_29360	41698550_1	NA
5608	113	50	intersecting or downstream	66883550	41717726	1_7_28257	41717726_1	NA
124214	8953	100	intersecting or downstream	27924342	41817974	1_7_31129	41817974_1	NA
113035	8589	26	outside	12493046	41853174	1_7_45076	41853174_1	NA
224950	8501	100	intersecting or downstream	41858934	41858934	NA	NA	NA
123583	8502	100	intersecting or downstream	16733942	41899766	1_7_18094	41899766_1	NA
113046	8589	100	outside	58716406	41939190	1_7_215276	41939190_1	NA
252562	8506	16	outside	41966454	41966454	NA	NA	NA
212384	9536	100	intersecting or downstream	41970354	41970354	NA	NA	NA
104297	10047	100	outside	46184798	41990494	1_4_1653	41990494_1	NA
143786	8911	102	outside	8550262	42104694	1_7_50909	42104694_1	NA
123490	8502	100	intersecting or downstream	42759126	42116054	1_4_458	42116054_1	NA
123491	8502	100	intersecting or downstream	42116054	42116054	NA	NA	NA
216077	9522	100	intersecting or downstream	8574098	42128530	1_4_506	42128530_1	NA
38390	9064	100	outside	50574582	42185974	1_4_307	42185974_1	NA
221121	9766	100	intersecting or downstream	58963954	42186738	1_7_114568	42186738_1	NA
252505	8506	47	outside	33815030	42203638	1_4_1633	42203638_1	NA
92051	8656	100	intersecting or downstream	25499958	42277174	1_7_212002	42277174_1	NA
230707	9663	100	outside	42293202	42293202	NA	NA	NA
123540	8502	50	intersecting or downstream	25556950	42334166	1_4_599	42334166_1	NA
123590	8502	100	intersecting or downstream	31859702	42345462	1_7_23086	42345462_1	NA
206724	8634	61	outside	42351734	42351734	NA	NA	NA
39093	9501	100	intersecting or downstream	64392274	42372178	1_7_11422	42372178_1	NA
5572	113	100	outside	59287518	42510302	1_4_1673	42510302_1	NA
39239	9501	100	intersecting or downstream	42531154	42531154	1_4_133	42531154_1	NA
144062	8991	10	outside	42547670	42547670	NA	NA	NA
226456	9875	64	outside	9014546	42568978	1_4_1077	42568978_1	NA
144035	8991	100	outside	42607830	42607830	NA	NA	NA
80914	9102	100	outside	667862	42610902	1_4_1427	42610902_1	NA
39076	9501	100	intersecting or downstream	18008546	42650082	1_7_8897	42650082_1	NA
255383	9508	100	intersecting or downstream	34266642	42655250	1_7_17835	42655250_1	NA
255384	9508	100	intersecting or downstream	42655250	42655250	NA	NA	NA
39951	9617	37	outside	42657886	42657886	NA	NA	NA
260214	9890	100	intersecting or downstream	25650322	42689682	1_4_413	42689682_1	NA
224759	8501	40	intersecting or downstream	42714614	42714614	NA	NA	NA
33413	8572	100	intersecting or downstream	42761686	42761686	1_4_1526	42761686_1	NA
166812	8836	100	outside	42839598	42839598	NA	NA	NA
123603	8502	100	intersecting or downstream	24028150	42902518	1_7_23092	42902518_1	NA
238520	9512	100	intersecting or downstream	42912018	42912018	1_4_1111	42912018_1	NA
37788	8514	61	intersecting or downstream	42925782	42925782	1_7_2830	42925782_1	NA
224946	8501	100	intersecting or downstream	42973046	42973046	NA	NA	NA
113045	8589	100	outside	1044726	42987766	1_7_215277	42987766_1	NA
83539	9297	54	outside	43009750	43009750	NA	NA	NA
46653	9190	24	intersecting or downstream	43050030	43050030	1_7_113476	43050030_1	NA
56556	9800	100	intersecting or downstream	47258610	43064306	1_7_119648	43064306_1	NA
39355	9501	100	intersecting or downstream	26291698	43068914	1_4_249	43068914_1	NA
144040	8991	100	outside	34694358	43082966	1_7_209215	43082966_1	NA
40012	9617	100	outside	43210142	43210142	NA	NA	NA
39269	9501	100	intersecting or downstream	26437970	43215186	1_4_163	43215186_1	NA
218838	9574	71	outside	43238274	43238274	NA	NA	NA
227987	7151	96	outside	60018662	43241446	1_7_5668	43241446_1	NA
216179	9522	100	intersecting or downstream	9692642	43247074	1_7_8075	43247074_1	NA
92833	3510	50	outside	39189142	43252374	1_7_197729	43252374_1	NA
90377	9502	27	intersecting or downstream	43302302	43302302	NA	NA	NA
39146	9501	100	intersecting or downstream	43318354	43318354	1_7_8848	43318354_1	NA
259147	8710	100	intersecting or downstream	43355382	43355382	NA	NA	NA
260212	9890	64	intersecting or downstream	9921682	43476114	1_4_411	43476114_1	NA
216092	9522	44	intersecting or downstream	43479890	43479890	NA	NA	NA
113043	8589	100	outside	49803510	43512054	1_7_215279	43512054_1	NA
218803	9574	100	intersecting or downstream	64511410	43539890	1_4_958	43539890_1	NA
255369	9508	29	intersecting or downstream	43539986	43539986	NA	NA	NA
76260	8657	64	intersecting or downstream	11092310	43598166	1_7_212511	43598166_1	NA
38430	9064	100	outside	43621622	43621622	1_4_659	43621622_1	NA
40028	9617	31	outside	43636126	43636126	NA	NA	NA
226470	9875	100	outside	10099986	43654418	1_4_888	43654418_1	NA
9548	1167	100	outside	13261761	43670465	1_4_597	43670465_1	NA
39386	9501	100	intersecting or downstream	43722226	43722226	1_4_280	43722226_1	NA
123500	8502	100	intersecting or downstream	43738070	43738070	NA	NA	NA
166915	8869	33	outside	43755702	43755702	1_7_200839	43755702_1	NA
209487	8038	100	outside	18623954	43789778	1_4_1481	43789778_1	NA
123575	8502	64	intersecting or downstream	39552758	43812598	1_7_18423	43812598_1	NA
45961	8797	100	intersecting or downstream	43828086	43828086	NA	NA	NA
144015	8991	100	outside	43832534	43832534	NA	NA	NA
238753	9512	100	outside	43860178	43860178	1_4_79	43860178_1	NA
144000	8991	100	outside	43881686	43881686	NA	NA	NA
123453	8502	100	intersecting or downstream	1687254	43957974	1_7_9428	43957974_1	NA
166860	8836	100	outside	31397614	43980526	1_7_190783	43980526_1	NA
230710	9663	100	outside	42555346	44029906	1_4_648	44029906_1	NA
224934	8501	100	intersecting or downstream	44033910	44033910	NA	NA	NA
39232	9501	100	intersecting or downstream	39844178	44038482	1_4_126	44038482_1	NA
255476	9508	100	outside	44053522	44053522	NA	NA	NA
209469	8038	3	outside	44071474	44071474	NA	NA	NA
153229	6714	100	intersecting or downstream	44072134	44072134	NA	NA	NA
224816	8501	100	intersecting or downstream	44076534	44076534	NA	NA	NA
180392	3538	37	intersecting or downstream	44082109	44082109	NA	NA	NA
39478	9501	100	intersecting or downstream	12684018	44141298	1_4_1820	44141298_1	NA
206721	8634	100	outside	44186742	44186742	NA	NA	NA
212369	9536	100	intersecting or downstream	27473330	44250546	1_4_342	44250546_1	NA
238603	9512	100	intersecting or downstream	28795154	44261650	1_4_907	44261650_1	NA
255348	9508	95	intersecting or downstream	44282386	44282386	NA	NA	NA
224945	8501	100	intersecting or downstream	44283766	44283766	NA	NA	NA
39342	9501	100	intersecting or downstream	44293618	44293618	NA	NA	NA
39441	9501	100	intersecting or downstream	4573682	44354034	1_4_1857	44354034_1	NA
206703	8634	100	outside	46472310	44375158	1_4_1188	44375158_1	NA
206704	8634	100	outside	44375158	44375158	NA	NA	NA
259145	8710	100	intersecting or downstream	27626742	44403958	1_4_857	44403958_1	NA
47690	10163	99	intersecting or downstream	44428126	44428126	1_4_807	44428126_1	NA
144048	8991	100	outside	40256726	44451030	1_7_49516	44451030_1	NA
238570	9512	53	intersecting or downstream	40366354	44560658	1_4_1056	44560658_1	NA
209512	8038	40	outside	17347026	44610002	1_4_594	44610002_1	NA
228217	7151	98	intersecting or downstream	30268722	44621106	1_7_3725	44621106_1	NA
228218	7151	10	intersecting or downstream	44621106	44621106	NA	NA	NA
169152	39725	100	outside	44653318	44653318	NA	NA	NA
218829	9574	100	outside	42566530	44663682	1_4_29	44663682_1	NA
238628	9512	100	intersecting or downstream	61491986	44714770	1_4_932	44714770_1	NA
216081	9522	100	intersecting or downstream	61527186	44749970	1_4_510	44749970_1	NA
124416	9568	66	intersecting or downstream	44765058	44765058	NA	NA	NA
255335	9508	100	intersecting or downstream	53162514	44773906	1_7_232396	44773906_1	NA
197912	8956	42	intersecting or downstream	36288854	44822870	1_7_13009	44822870_1	NA
79354	43620	3	intersecting or downstream	44844278	44844278	NA	NA	NA
218769	9574	100	intersecting or downstream	64785842	44862898	1_4_18	44862898_1	NA
45993	8797	100	intersecting or downstream	28094070	44871286	1_7_35896	44871286_1	NA
39230	9501	100	intersecting or downstream	12402770	44908626	1_4_124	44908626_1	NA
143999	8991	100	outside	44930262	44930262	NA	NA	NA
40006	9617	100	outside	44959134	44959134	NA	NA	NA
238743	9512	100	outside	45023442	45023442	1_4_69	45023442_1	NA
166743	8836	100	outside	49226998	45032694	1_7_30998	45032694_1	NA
144028	8991	100	outside	45163734	45163734	NA	NA	NA
238507	9512	100	intersecting or downstream	45175658	45175658	NA	NA	NA
238762	9512	100	outside	45186258	45186258	1_4_88	45186258_1	NA
238630	9512	100	intersecting or downstream	20024082	45189906	1_4_934	45189906_1	NA
169160	39725	100	outside	61987590	45210374	1_7_25683	45210374_1	NA
238541	9512	100	intersecting or downstream	41023762	45218066	1_4_100	45218066_1	NA
255408	9508	100	intersecting or downstream	49475090	45280786	1_4_409	45280786_1	NA
197236	8541	56	intersecting or downstream	49498006	45303702	1_7_31236	45303702_1	NA
144635	9702	100	intersecting or downstream	12839122	45344978	1_7_19327	45344978_1	NA
103403	8552	100	intersecting or downstream	58525494	45418294	1_7_30474	45418294_1	NA
260485	3130	13	intersecting or downstream	45440617	45440617	NA	NA	NA
39330	9501	100	intersecting or downstream	45213010	45475154	1_4_224	45475154_1	NA
230697	9663	100	outside	7731154	45479890	1_4_655	45479890_1	NA
241527	9505	23	intersecting or downstream	49690642	45496338	1_7_26029	45496338_1	NA
218788	9574	100	intersecting or downstream	11947442	45501874	1_4_1029	45501874_1	NA
39078	9501	100	intersecting or downstream	64408034	45533666	1_7_8895	45533666_1	NA
39308	9501	100	intersecting or downstream	45539666	45539666	1_4_202	45539666_1	NA
39108	9501	100	intersecting or downstream	45646242	45646242	1_4_983	45646242_1	NA
5573	113	100	outside	63481822	45656030	1_4_1674	45656030_1	NA
39181	9501	100	intersecting or downstream	45658194	45658194	1_7_7760	45658194_1	NA
39228	9501	100	intersecting or downstream	62472274	45695058	1_4_122	45695058_1	NA
218828	9574	100	outside	49906562	45712258	1_4_28	45712258_1	NA
111578	9670	48	outside	15357342	45766046	1_4_737	45766046_1	NA
218394	7921	100	intersecting or downstream	39474994	45766450	1_4_1523	45766450_1	NA
166799	8836	102	outside	19586606	45801006	1_4_1433	45801006_1	NA
39383	9501	100	intersecting or downstream	64431602	45819378	1_4_277	45819378_1	NA
39351	9501	100	intersecting or downstream	45821426	45821426	1_4_245	45821426_1	NA
39071	9501	100	intersecting or downstream	23546338	45828578	1_7_8902	45828578_1	NA
144024	8991	100	outside	45831382	45831382	NA	NA	NA
252509	8506	39	outside	6289910	45873654	1_4_1637	45873654_1	NA
45940	8797	100	intersecting or downstream	45885302	45885302	NA	NA	NA
39292	9501	100	intersecting or downstream	45912402	45912402	1_4_186	45912402_1	NA
226452	9875	100	outside	24972562	45944082	1_4_1073	45944082_1	NA
123531	8502	100	intersecting or downstream	8226774	45975510	1_4_1149	45975510_1	NA
221124	9766	100	intersecting or downstream	29210610	45987826	1_7_114565	45987826_1	NA
241626	9505	43	intersecting or downstream	45997010	45997010	NA	NA	NA
46044	8797	100	outside	6163062	46008950	1_7_55002	46008950_1	NA
123604	8502	100	intersecting or downstream	42902518	46077942	1_7_8016	46077942_1	NA
123605	8502	100	intersecting or downstream	46077942	46077942	NA	NA	NA
39073	9501	100	intersecting or downstream	58706402	46123490	1_7_8900	46123490_1	NA
39074	9501	100	intersecting or downstream	46123490	46123490	NA	NA	NA
35601	9816	102	intersecting or downstream	61235474	46154002	1_4_113	46154002_1	NA
33411	8572	83	intersecting or downstream	46169558	46169558	1_4_1524	46169558_1	NA
212383	9536	100	intersecting or downstream	46179762	46179762	NA	NA	NA
39486	9501	100	intersecting or downstream	11621618	46224626	1_4_1812	46224626_1	NA
39394	9501	100	intersecting or downstream	58840562	46257650	1_4_288	46257650_1	NA
39336	9501	100	intersecting or downstream	12705266	46259698	1_4_230	46259698_1	NA
144034	8991	100	outside	46277846	46277846	NA	NA	NA
46046	8797	100	outside	54725238	46336630	1_7_55000	46336630_1	NA
