segment_id	river_name	wl_code	grts_ranking	x	y
92	DOMMEL	VL05_136	30564626	224743.203677844	212233.125239902
93	DOMMEL	VL05_136	41312530	224724.076298181	212165.049104082
94	DOMMEL	VL05_136	54423826	224609.511399999	212627.364999998
95	DOMMEL	VL05_136	946450	224626.868908388	212537.635096183
96	DOMMEL	VL05_136	9335058	224641.46818912	212446.488206205
97	DOMMEL	VL05_136	52031762	223566.105899997	214430.588500001
98	DOMMEL	VL05_136	48707858	223447.3904	214645.600000001
99	DOMMEL	VL05_136	66189586	223178.053900003	216010.7555
100	DOMMEL	VL05_136	45218066	223225.549828549	215942.122896398
101	DOMMEL	VL05_136	60553490	223100.815899998	216427.340999998
102	DOMMEL	VL05_136	784658	223114.676735562	216335.942685091
103	DOMMEL	VL05_136	39844114	223127.943217522	216245.22356082
104	DOMMEL	VL05_136	66058514	223140.851241822	216153.769713341
105	OUDE DOMMEL	L208_830	56803602	224925.177900001	211395.7685
106	OUDE DOMMEL	L208_830	48414994	224975.240651762	211308.132535874
107	OUDE DOMMEL	L208_830	36880658	224985.996148464	211204.362109739
108	OUDE DOMMEL	L208_830	21938450	225028.650171382	211109.943464087
109	OUDE DOMMEL	L208_830	18530578	225054.083463894	211009.256646195
110	OUDE DOMMEL	L208_830	36618514	225013.911126644	210933.287202195
111	OUDE DOMMEL	L208_830	35635474	224964.653067628	210854.732695063
112	OUDE DOMMEL	L208_830	61235474	224748.812899999	212017.386
113	OUDE DOMMEL	L208_830	46154002	224799.957616827	211984.932969871
114	MAAS	VL11_203	819282	248392.999399997	195090.368500002
115	MAAS	VL11_203	6275154	248407.198638852	194991.523338068
116	MAAS	VL11_203	59752530	248408.968142314	194891.898745286
117	MAAS	VL11_203	38781010	248403.160315358	194792.113145442
118	MAAS	VL11_203	2342994	248393.35839289	194692.688326656
119	MAAS	VL11_203	4440146	248384.053878007	194593.200576827
120	MAAS	VL11_203	7454802	248374.183630371	194493.765484228
121	MAAS	VL11_203	28426322	248358.725887387	194395.059709115
122	MAAS	VL11_203	45695058	248331.045542835	194299.403179953
123	MAAS	VL11_203	33374290	248296.623744328	194205.563644431
124	MAAS	VL11_203	44908626	248265.272242363	194110.682269758
125	MAAS	VL11_203	1917010	248229.237543178	194017.650912905
126	MAAS	VL11_203	44038482	248190.898183501	193925.38419991
127	MAAS	VL11_203	33552722	248154.983279728	193832.104960648
128	MAAS	VL11_203	3406162	248118.522533248	193739.039375465
129	MAAS	VL11_203	41154898	248082.662054731	193645.745786997
130	MAAS	VL11_203	16513362	248045.694260815	193552.90369667
131	MAAS	VL11_203	18413906	248005.583070006	193461.358733587
132	MAAS	VL11_203	20511058	247966.189389167	193369.512381385
133	MAAS	VL11_203	42531154	247921.993097843	193280.122191369
134	MAAS	VL11_203	18938194	247869.673059133	193194.993633484
135	MAAS	VL11_203	61995346	247814.917813498	193111.371404418
136	MAAS	VL11_203	24246610	247759.995281858	193027.858498591
137	MAAS	VL11_203	39598418	247705.143069817	192944.299348138
138	MAAS	VL11_203	66861394	247651.904594327	192859.721075579
139	MAAS	VL11_203	62667090	247593.619767709	192778.81999979
140	MAAS	VL11_203	66599250	247545.593528761	192692.253207049
141	MAAS	VL11_203	22559058	247504.69357896	192601.0688596
142	MAAS	VL11_203	60307794	247480.349731909	192505.697919591
143	MAAS	VL11_203	33700178	247471.999899998	192406.10700984
144	MAAS	VL11_203	36845906	247475.371874979	192306.392175136
145	MAAS	VL11_203	32127314	247495.808608911	192209.010549468
146	MAAS	VL11_203	27933010	247547.030500067	192127.107323765
147	MAAS	VL11_203	40253778	247623.772324112	192063.063672772
148	MAAS	VL11_203	9845074	247708.35702987	192011.844245795
149	MAAS	VL11_203	47593810	247802.3317248	191978.333878445
150	MAAS	VL11_203	61778258	247899.548024565	191955.747855942
151	MAAS	VL11_203	62826834	247997.599934526	191936.473887104
152	MAAS	VL11_203	53127506	248094.786953061	191913.179530894
153	MAAS	VL11_203	23767378	248189.972297563	191883.197555986
154	MAAS	VL11_203	59418962	248281.481275055	191843.239493461
155	MAAS	VL11_203	11364690	248370.113311864	191797.111114789
156	MAAS	VL11_203	23947602	248453.271955529	191742.173619066
157	MAAS	VL11_203	65628498	248532.1160733	191680.73664418
158	MAAS	VL11_203	3238226	248600.916945361	191609.439939516
159	MAAS	VL11_203	18966866	248653.347204252	191524.837319661
160	MAAS	VL11_203	12544338	248694.704144662	191433.912587449
161	MAAS	VL11_203	7301458	248728.159978099	191339.846060566
162	MAAS	VL11_203	60778834	248750.358706392	191242.748018088
163	MAAS	VL11_203	43215186	248750.944916871	191143.611118106
164	MAAS	VL11_203	19097938	248726.888650671	191047.293987746
165	MAAS	VL11_203	56846674	248683.108995469	190957.943481842
166	MAAS	VL11_203	58468690	248627.568497411	190874.868656305
167	MAAS	VL11_203	20457810	248569.848533942	190793.264106141
168	MAAS	VL11_203	58206546	248512.936928845	190711.102708463
169	MAAS	VL11_203	32778578	248457.923572108	190627.655045503
170	MAAS	VL11_203	10758482	248405.481947013	190542.59247328
171	MAAS	VL11_203	35924306	248353.922724918	190456.987950777
172	MAAS	VL11_203	29616466	248301.703607474	190371.787559831
173	MAAS	VL11_203	3402066	248250.006768085	190286.274527205
174	MAAS	VL11_203	18082130	248200.199320899	190199.831997234
175	MAAS	VL11_203	65792338	248160.981592048	190108.040803237
176	MAAS	VL11_203	14412114	248132.75713149	190012.320094805
177	MAAS	VL11_203	9146706	248110.420278423	189914.893395255
178	MAAS	VL11_203	63672658	248090.390188477	189817.017798751
179	MAAS	VL11_203	37458258	248079.257000202	189717.972077838
180	MAAS	VL11_203	37982546	248081.320526202	189618.067024408
181	MAAS	VL11_203	41128274	248089.102063421	189518.422973846
182	MAAS	VL11_203	66359634	248100.471403007	189419.166301341
183	MAAS	VL11_203	7639378	248114.413506233	189320.233011855
184	MAAS	VL11_203	9736530	248124.968894982	189220.837490709
185	MAAS	VL11_203	37523794	248135.981127426	189121.492028962
186	MAAS	VL11_203	45912402	248148.118569501	189022.282741445
187	MAAS	VL11_203	48009554	248159.118622037	188923.03222307
188	MAAS	VL11_203	266578	248161.712979228	188823.136826055
189	MAAS	VL11_203	51646802	248160.364696406	188723.192588507
190	MAAS	VL11_203	25956690	248153.13551667	188623.765679243
191	MAAS	VL11_203	790866	248134.107950013	188525.672803009
192	MAAS	VL11_203	54268242	248103.02209475	188431.395497036
193	MAAS	VL11_203	13570386	248055.263123772	188343.649697517
194	MAAS	VL11_203	17764690	247999.540168983	188261.056328106
195	MAAS	VL11_203	25104722	247933.178514116	188186.312201987
196	MAAS	VL11_203	51843410	247865.064058145	188113.197374391
197	MAAS	VL11_203	21631314	247794.129028374	188042.776366576
198	MAAS	VL11_203	25825618	247723.73233144	187971.825692176
199	MAAS	VL11_203	56234322	247653.009813389	187901.284723783
200	MAAS	VL11_203	2548050	247577.68158677	187835.588665476
201	MAAS	VL11_203	10936658	247505.521591816	187766.969185188
202	MAAS	VL11_203	45539666	247444.287756481	187688.017573132
203	MAAS	VL11_203	66511186	247389.496136229	187604.541418325
204	MAAS	VL11_203	48423250	247342.097658498	187516.583262243
205	MAAS	VL11_203	64791890	247298.13425075	187426.816262901
206	MAAS	VL11_203	14067026	247254.874666374	187336.717703057
207	MAAS	VL11_203	1484114	247213.856881073	187245.567069053
208	MAAS	VL11_203	435538	247171.926799289	187154.849552507
209	MAAS	VL11_203	56534354	247128.51001307	187064.851921631
210	MAAS	VL11_203	24028498	247087.337123244	186973.836443078
211	MAAS	VL11_203	14853458	247042.608293129	186884.510236453
212	MAAS	VL11_203	17720658	246999.089212526	186794.860516781
213	MAAS	VL11_203	54420818	246941.853740226	186712.971054483
214	MAAS	VL11_203	65955154	246877.474115557	186636.810144026
215	MAAS	VL11_203	48915794	246802.92141096	186570.288265377
216	MAAS	VL11_203	67069266	246722.021903635	186512.394848812
217	MAAS	VL11_203	24077650	246631.993444608	186468.969356811
218	MAAS	VL11_203	61302098	246540.153901289	186430.066562916
219	MAAS	VL11_203	19359058	246444.087770286	186402.930972976
220	MAAS	VL11_203	12019026	246346.712006837	186380.537522849
221	MAAS	VL11_203	4646226	246252.244585136	186348.906472928
222	MAAS	VL11_203	2221394	246168.550541102	186296.676710123
223	MAAS	VL11_203	31581522	246100.253013068	186224.011430314
224	MAAS	VL11_203	45475154	246046.262002752	186140.740404786
225	MAAS	VL11_203	31319378	246007.667837407	186048.571820568
226	MAAS	VL11_203	27125074	245979.818498945	185953.112993373
227	MAAS	VL11_203	32367954	245964.125368277	185854.398139172
228	MAAS	VL11_203	14802418	245941.143444627	185757.526096821
229	MAAS	VL11_203	8510962	245902.796102508	185665.461727823
230	MAAS	VL11_203	46259698	245852.346533733	185579.400549438
231	MAAS	VL11_203	46783986	245795.744443677	185497.017530274
232	MAAS	VL11_203	24698354	245730.860241367	185422.171009175
233	MAAS	VL11_203	62447090	245658.212320052	185353.919066961
234	MAAS	VL11_203	62905842	245598.152086768	185274.71156387
235	MAAS	VL11_203	67100146	245542.671704863	185192.028653487
236	MAAS	VL11_203	48487922	245476.734971944	185116.976583362
237	MAAS	VL11_203	53730802	245408.074664477	185044.335968216
238	MAAS	VL11_203	55303666	245340.070609187	184971.08783513
239	MAAS	VL11_203	26930674	245276.59431414	184894.076372197
240	MAAS	VL11_203	52096498	245219.034345755	184812.367769343
241	MAAS	VL11_203	10956274	245161.711851879	184730.495243973
242	MAAS	VL11_203	8859122	245103.32639689	184649.366521952
243	MAAS	VL11_203	50802162	245048.175855167	184566.091782691
244	MAAS	VL11_203	63647218	245001.898274669	184477.850156784
245	MAAS	VL11_203	45821426	244970.457675403	184383.144764507
246	MAAS	VL11_203	11087346	244958.472875926	184285.15688128
247	MAAS	VL11_203	15281650	244964.102383648	184185.361062564
248	MAAS	VL11_203	58273266	244981.876924938	184087.8259226
249	MAAS	VL11_203	43068914	245019.257665416	183995.366126854
250	MAAS	VL11_203	17903090	245071.043318512	183910.429388769
251	MAAS	VL11_203	25243122	245136.373918756	183835.088066688
252	MAAS	VL11_203	37961202	245211.184003266	183769.117437845
253	MAAS	VL11_203	3034610	245296.816164958	183718.320599053
254	MAAS	VL11_203	52317682	245393.005726412	183693.555940569
255	MAAS	VL11_203	48123378	245490.215111693	183670.354955381
256	MAAS	VL11_203	14044658	245589.078218287	183668.085106695
257	MAAS	VL11_203	33967602	245688.755971653	183675.517620968
258	MAAS	VL11_203	52121074	245787.06490102	183692.297825341
259	MAAS	VL11_203	3886578	245884.088132875	183716.27583131
260	MAAS	VL11_203	41635314	245979.674345224	183745.328234689
261	MAAS	VL11_203	52907506	246069.017632228	183789.19284764
262	MAAS	VL11_203	13606386	246152.940680763	183843.366450496
263	MAAS	VL11_203	27237874	246229.538231253	183907.338349746
264	MAAS	VL11_203	7560690	246290.991304078	183985.605633522
265	MAAS	VL11_203	15162866	246347.305497332	184068.181414683
266	MAAS	VL11_203	14114290	246410.526546022	184145.441138677
267	MAAS	VL11_203	4677106	246475.896924488	184221.056020873
268	MAAS	VL11_203	39804402	246553.920276229	184282.407643373
269	MAAS	VL11_203	66215410	246643.745849651	184325.064804053
270	MAAS	VL11_203	2252274	246741.719196507	184338.783463359
271	MAAS	VL11_203	25976306	246840.250823883	184325.458889703
272	MAAS	VL11_203	38559218	246936.721496561	184299.449871693
273	MAAS	VL11_203	52518386	247030.072729401	184263.887504339
274	MAAS	VL11_203	6118898	247117.400220292	184215.711525806
275	MAAS	VL11_203	34430450	247199.540607556	184158.87190036
276	MAAS	VL11_203	26041842	247277.724126896	184096.642025425
277	MAAS	VL11_203	45819378	247352.363815829	184030.191918522
278	MAAS	VL11_203	20653554	247416.774522234	183954.059971763
279	MAAS	VL11_203	18556402	247475.73296924	183873.369703062
280	MAAS	VL11_203	43722226	247530.741449044	183789.943055895
281	MAAS	VL11_203	36230642	247582.661897547	183704.546357073
282	MAAS	VL11_203	18404850	247626.784339254	183615.014615393
283	MAAS	VL11_203	64542194	247655.959887609	183519.71756848
284	MAAS	VL11_203	53794290	247664.059904897	183420.455757725
285	MAAS	VL11_203	50648562	247653.693359137	183321.371205301
286	MAAS	VL11_203	16111090	247612.242304313	183231.845335321
287	MAAS	VL11_203	60937714	247562.122928871	183145.364441503
288	MAAS	VL11_203	46257650	247486.596510847	183083.803023532
289	MAAS	VL11_203	22140402	247390.516251404	183058.990310093
290	MAAS	VL11_203	13487602	247295.155621411	183029.317388065
291	MAAS	VL11_203	51236338	247202.308053546	182992.42172328
292	MAAS	VL11_203	2477554	247113.582741319	182946.605227233
293	MAAS	VL11_203	53595634	247027.540230761	182895.764608299
294	KIKBEEK	VL11_203	1781234	244775.426799998	184397.437800001
295	KIKBEEK	VL11_203	7482866	244674.068146566	184401.053721077
296	KIKBEEK	VL11_203	48377330	244578.094334254	184424.952151736
297	KIKBEEK	VL11_203	48901618	244484.213318584	184432.96657374
298	KIKBEEK	VL11_203	2764274	244385.666396948	184427.803273037
299	KIKBEEK	VL11_203	3812850	244295.556991167	184403.489157373
300	KIKBEEK	VL11_203	22785522	244221.375656529	184334.960915666
301	KLEINE NETE	L111_1067	66501878	198923.742899999	214638.002
302	LOEIJENS NEETJE	L111_1066	28161270	196511.119400002	216260.300500002
303	LOEIJENS NEETJE	L111_1066	60929270	196566.483969743	216346.461228725
304	KLEIN NEETJE	L111_1066	37135606	197826.139899999	216737.186500002
305	LOEIJENS NEETJE	L111_1066	18068726	196621.719400004	216433.451499999
306	KLEIN NEETJE	L111_1066	55817462	196718.848792692	216479.756610348
307	KLEIN NEETJE	L111_1066	42185974	196821.987334639	216507.894026906
308	KLEIN NEETJE	L111_1066	16233718	196929.674352552	216508.986030591
309	LOEIJENS NEETJE	L111_1066	65348142	198102.121399999	219319.526000001
310	LOEIJENS NEETJE	L111_1066	66807030	197404.167400002	218524.258499999
311	MAAS	VL11_203	64376306	245614.917400002	183669.987500001
312	ZIEPBEEK	L107_883	50744818	245647.761842702	183599.154222891
313	KLEINE NETE	VL11_126	10155254	196673.599399999	215041.482500002
314	KLEINE NETE	VL11_126	51049718	196776.534403498	215099.877545491
315	TAPPELBEEK	L111_624	37033878	169302.8979	212368.392499998
316	TAPPELBEEK	L111_624	33769366	169349.618853985	212455.733544804
317	BERWIJN	VL05_134	3799218	242803.093999997	161362.515099999
319	BERWIJN	VL05_134	48887986	242901.674438289	161337.658972681
320	BERWIJN	VL05_134	391346	242974.051983875	161358.800324102
321	BERWIJN	VL05_134	54917298	243014.895747916	161277.912886206
322	BERWIJN	VL05_134	6448050	243030.242280348	161186.268995807
323	BERWIJN	VL05_134	57828274	243118.852884252	161141.101753743
324	BERWIJN	VL05_134	32070322	243217.562716537	161125.67778633
325	BERWIJN	VL05_134	39410354	243316.57921919	161115.606511551
326	BERWIJN	VL05_134	63527602	243403.653126383	161155.797102053
327	BERWIJN	VL05_134	51468978	243488.122662629	161106.918209076
328	BERWIJN	VL05_134	64051890	243546.503861951	161029.225766527
329	BERWIJN	VL05_134	88754	243642.003095615	161000.355374062
330	BERWIJN	VL05_134	17980082	243738.400640076	160989.616517482
331	BERWIJN	VL05_134	29252274	243777.654609663	161077.903592567
332	BERWIJN	VL05_134	26106546	243837.863189543	161145.473923537
333	BERWIJN	VL05_134	65952434	243933.233996519	161119.141670388
334	BERWIJN	VL05_134	47602354	244000.028888144	161183.084404464
335	BERWIJN	VL05_134	16217522	244068.431531301	161252.88000559
336	BERWIJN	VL05_134	22508978	244159.422946886	161290.490325159
337	BERWIJN	VL05_134	26162610	244254.013044526	161296.973906655
338	BERWIJN	VL05_134	63911346	244340.223690303	161332.506641831
339	BERWIJN	VL05_134	67057074	244433.821376167	161362.09495443
340	BERWIJN	VL05_134	62076338	244527.260822514	161330.95104533
341	BERWIJN	VL05_134	41104818	244615.372071622	161351.253658074
342	BERWIJN	VL05_134	44250546	244678.469993356	161426.561313111
343	BERWIJN	VL05_134	24524210	244760.709374607	161483.17054819
344	BERWIJN	VL05_134	48117170	244839.578466458	161543.646249827
345	BERWIJN	VL05_134	15611314	244937.321970285	161553.426080031
346	BERWIJN	VL05_134	34223538	245035.914595804	161537.434925621
347	BERWIJN	VL05_134	9582002	245081.098533385	161455.844611339
348	BERWIJN	VL05_134	2241970	245151.959104465	161385.905582946
349	BERWIJN	VL05_134	6436274	245241.819209243	161398.915585681
350	BERWIJN	VL05_134	40412594	245323.943414079	161451.666084424
351	BERWIJN	VL05_134	16295346	245392.807887204	161390.329782562
352	BERWIJN	VL05_134	29926834	245427.533754205	161298.66707971
353	BERWIJN	VL05_134	42509746	245506.462250544	161263.794225379
354	BERWIJN	VL05_134	36742578	245579.774783884	161303.725886828
355	BERWIJN	VL05_134	16819634	245658.544079641	161326.185498993
356	BERWIJN	VL05_134	8415922	245672.725493789	161232.749994847
357	BERWIJN	VL05_134	12610226	245670.935364365	161151.960600129
358	BERWIJN	VL05_134	17853106	245604.682528574	161133.626551481
359	BERWIJN	VL05_134	3173042	245580.983712611	161040.003247522
360	BERWIJN	VL05_134	6318770	245661.38721703	161002.534841441
361	BERWIJN	VL05_134	31484594	245700.585441198	161055.817181735
362	BERWIJN	VL05_134	18901682	245773.515365577	160997.991665061
363	BERWIJN	VL05_134	37513906	245769.971065043	160907.004613278
364	BERWIJN	VL05_134	6056626	245726.964145117	160830.911013864
365	BERWIJN	VL05_134	27028146	245650.440810365	160777.906404122
366	BERWIJN	VL05_134	59468466	245649.585209246	160694.88897889
367	ABEEK	L208_824	52931538	230720.157899998	196035.807500001
368	ABEEK	L208_824	8417234	230959.350900002	196931.728
369	ABEEK	L208_824	45997010	230488.877400003	197678.9265
370	ABEEK	L208_824	28040146	230525.83856037	197583.115877381
371	ABEEK	L208_824	38525906	230582.232568092	197517.617445457
372	BULLENBEEK	L208_824	27941842	229828.925399996	197571.532000002
373	ABEEK	L107_861	17106898	230258.662900001	199396.456
374	ABEEK	L107_861	53282770	230253.95591055	199289.061848682
375	HOMMELBEEK	L208_824	59287506	229390.304899998	200168.440499999
376	HOMMELBEEK	L208_824	37046226	229348.347238164	200089.620035672
377	HOMMELBEEK	L208_824	35956690	229566.0119	200420.873
378	HOMMELBEEK	L208_824	51947474	229495.271065642	200327.468274818
379	ABEEK	L107_861	36440082	231014.795900002	204168.480999999
380	SOERBEEK	L208_824	67065874	233485.6294	203367.2535
381	SOERBEEK	L208_824	20994066	233409.874975547	203288.467843998
382	RENNE	L208_825	23971218	247360.1184	207314.524999999
383	RENNE	L208_825	7401874	247300.249245339	207244.42865272
384	RENNE	L208_825	61927826	247210.943636139	207205.428638246
385	RENNE	L208_825	4256146	247121.367412513	207166.992773579
386	RENNE	L208_825	3469714	247048.190093641	207107.999379857
387	RENNE	L208_825	28111250	246992.71224108	207027.872363909
388	RENNE	L208_825	5042578	246966.275230938	206935.478667582
389	RENNE	L208_825	54325650	246904.386198894	206881.981219169
390	RENNE	L208_825	9302418	246848.549961899	206803.70813772
391	RENNE	L208_825	51245458	246799.335898727	206719.556872945
392	RENNE	L208_825	57078162	246741.831682058	206641.17359158
393	RENNE	L208_825	65991058	246694.035948548	206556.479007076
394	RENNE	L208_825	59699602	246626.070470071	206486.593631587
395	RENNE	L208_825	8319378	246562.894192688	206416.022142622
396	RENNE	L208_825	30077330	246469.295312447	206393.35697034
397	RENNE	L208_825	20640146	246378.932369464	206356.826920363
398	WARMBEEK	L208_828	17031186	229156.350400001	208150.107000001
399	WARMBEEK	L208_828	28827666	229034.093270496	208154.755741535
400	WARMBEEK	L107_858	36782098	229009.314400002	209476.458000001
401	WARMBEEK	L107_858	57753618	229035.355363999	209376.894947954
402	WARMBEEK	L107_858	22839314	229061.008859735	209278.803248658
403	WARMBEEK	L107_858	61636626	229074.717823602	209175.918697649
404	WARMBEEK	L107_858	2129938	229115.957654968	209081.373777303
405	WARMBEEK	L107_858	56655890	229050.124489023	209025.065352695
406	WARMBEEK	L107_858	24150034	229099.738256374	208934.281539236
407	WARMBEEK	L107_858	7241746	229152.074760532	208846.425558748
408	WARMBEEK	L107_858	23900178	228746.134900004	210281.658
409	WARMBEEK	L107_858	45280786	228704.221900001	210806.504000001
410	WARMBEEK	L107_858	30600722	228717.473277833	210702.05381961
411	SOERBEEK	L107_869	43476114	240087.193400003	206272.157499999
412	SOERBEEK	L107_869	4678802	239984.609553408	206267.574216304
413	SOERBEEK	L107_869	42689682	239883.172774219	206253.336028437
414	SOERBEEK	L107_869	17523858	239782.325252385	206233.988427802
415	SOERBEEK	L107_869	15426706	239681.607722732	206214.016152554
416	SOERBEEK	L107_869	65168530	239582.962780434	206185.954458685
417	WARMBEEK	L107_858	14081554	228718.661899999	212838.216499999
418	WARMBEEK	L107_858	37150226	228742.149300545	212759.526177625
419	WARMBEEK	VL05_147	7036434	228658.528899997	214432.954999998
420	WARMBEEK	VL05_147	9133586	228668.037760224	214344.197234684
421	WARMBEEK	VL05_147	13327890	228654.331737371	214259.345543
422	WARMBEEK	VL05_147	1269266	228633.370415677	214184.048293361
423	WARMBEEK	VL05_147	13065746	228597.10140934	214126.772492484
424	WARMBEEK	VL05_147	16211474	228580.592998782	214058.683719744
425	WARMBEEK	VL05_147	28794386	228584.782784272	213996.979344914
426	WARMBEEK	VL05_147	63462930	228564.077648294	213936.411560718
427	WARMBEEK	VL05_147	59268626	228585.459811753	213878.377095656
428	WARMBEEK	VL05_147	16495122	228638.990900002	215212.579
429	WARMBEEK	VL05_147	55292434	228676.496846139	215125.936228121
430	WARMBEEK	VL05_147	59486738	228656.970395267	215032.427198298
431	WARMBEEK	VL05_147	51425810	228574.017436275	214988.11265422
432	WARMBEEK	VL05_147	5288466	228587.57076669	214900.332497202
433	WARMBEEK	VL05_147	23638546	228667.512024261	214836.875040221
434	WARMBEEK	VL05_147	34910738	228643.598878695	214747.195027085
435	WARMBEEK	VL05_147	1880594	228575.489988698	214719.5494055
436	WARMBEEK	VL05_147	27046418	228582.666635651	214622.183018081
437	WARMBEEK	VL05_147	26718738	228624.742399998	215341.850499999
438	WARMBEEK	VL05_147	39039506	228586.358400002	215503.194499999
