sample_id	segment_id	type	river_name	sac	catchment_area	wl_code	grts_ranking	sample	x	y
5834358_3260	1613	35	GROTE NETE	1	2	L107_708	5834358	1	212790.392798168	205787.094502112
5850898_3260	493	35	BOLLISENBEEK	1	2	L107_854	5850898	1	221950.274511039	202892.168157018
5998326_3260	633	35	KLEINE NETE	1	2	VL11_127	5998326	1	187379.889899999	209998.772500001
6056626_3260	364	35	BERWIJN	1	2	VL05_134	6056626	1	245726.964145117	160830.911013864
6104950_3260	1256	35	KLEINE HOOFDGRACHT	1	2	L111_707	6104950	1	206856.93294348	205592.813068444
6118898_3260	274	35	MAAS	1	2	VL11_203	6118898	1	247117.400220292	184215.711525806
6155254_3260	1290	35	RODE LOOP	1	2	L107_723	6155254	1	193791.355511228	216591.176143031
6258134_3260	1529	35	LAAKBEEK	1	2	L111_1052	6258134	1	182897.864710791	216057.845401102
6272886_3260	1278	35	KLEINE HOOFDGRACHT	1	2	L111_707	6272886	1	208775.279226129	206296.499682752
6275154_3260	115	35	MAAS	1	2	VL11_203	6275154	1	248407.198638852	194991.523338068
6318770_3260	360	35	BERWIJN	1	2	VL05_134	6318770	1	245661.38721703	161002.534841441
6376530_3260	990	35	MAAS	1	2	VL11_203	6376530	1	251015.489499829	200858.607668703
6436274_3260	349	35	BERWIJN	1	2	VL05_134	6436274	1	245241.819209243	161398.915585681
6448050_3260	322	35	BERWIJN	1	2	VL05_134	6448050	1	243030.242280348	161186.268995807
6459190_3260	1339	35	VARENDONKSE BEEK	1	2	L107_695	6459190	1	189956.733304694	196643.636179067
6592374_3260	1757	35	ASBEEK	1	2	L111_1065	6592374	1	206666.98962788	204183.387354964
6620790_3260	1611	35	GROTE NETE	1	2	L107_708	6620790	1	212622.816573079	205749.715836649
6655222_3260	856	35	DESSELSE NEET	1	2	L111_717	6655222	1	200775.206875365	216044.410623522
6707986_3260	898	35	DOMMEL	1	2	VL05_136	6707986	1	224619.886593977	208115.833971891
6786294_3260	852	35	DESSELSE NEET	1	2	L111_717	6786294	0	200483.280479305	215855.723716078
6976338_3260	515	35	ITTERBEEK	1	2	L111_1088	6976338	0	239932.26548956	202035.876305569
7036434_3260	419	35	WARMBEEK	1	2	VL05_147	7036434	0	228658.528899997	214432.954999998
7047030_3260	1409	35	BRISDILLOOP	1	2	L111_1065	7047030	0	208856.735022461	204082.027187079
7065746_3260	545	35	ABEEK	1	2	VL11_133	7065746	0	241939.722887521	207320.891928933
7071606_3260	1263	35	KLEINE HOOFDGRACHT	1	2	L111_707	7071606	0	207413.364235572	205887.611352747
7144054_3260	1710	35	GROTE NETE	1	2	L107_708	7144054	0	217812.923003304	205345.686089009
7208182_3260	846	35	DESSELSE NEET	1	2	L111_717	7208182	0	200179.276056649	215559.584727112
7219794_3260	50	35	BOSBEEK	1	2	VL05_135	7219794	0	238018.201399997	193834.710499998
7263474_3260	1802	35	MAAS	1	2	VL11_203	7263474	0	242376.808445619	176041.557126825
7301458_3260	161	35	MAAS	1	2	VL11_203	7301458	0	248728.159978099	191339.846060566
7454802_3260	120	35	MAAS	1	2	VL11_203	7454802	0	248374.183630371	194493.765484228
7560690_3260	264	35	MAAS	1	2	VL11_203	7560690	0	246290.991304078	183985.605633522
7583702_3260	616	35	KLEINE NETE	1	2	VL11_127	7583702	0	185747.223521857	209529.033049099
7612278_3260	1260	35	KLEINE HOOFDGRACHT	1	2	L111_707	7612278	0	207190.667232433	205764.39360833
7639378_3260	183	35	MAAS	1	2	VL11_203	7639378	0	248114.413506233	189320.233011855
7652018_3260	961	35	VOER	1	2	L107_891	7652018	0	250606.582010447	161237.646382352
7739254_3260	1767	35	ASBEEK	1	2	L111_1065	7739254	0	207398.940566139	203913.664702297
7746706_3260	522	35	ITTERBEEK	1	2	L111_1088	7746706	0	242203.481558786	202950.035496572
7844114_3260	1057	35	DOMMEL	1	2	VL05_136	7844114	0	223794.50175254	213514.270538509
8073718_3260	1625	35	MOLSE NETE	1	2	VL11_128	8073718	0	197847.889277656	206940.02183686
8300150_3260	1604	35	GROTE NETE	1	2	L107_708	8300150	0	212164.084961642	205923.816959842
8370134_3260	613	35	KLEINE NETE	1	2	VL11_127	8370134	0	185452.645378641	209465.521381784
8415922_3260	356	35	BERWIJN	1	2	VL05_134	8415922	0	245672.725493789	161232.749994847
8473682_3260	989	35	MAAS	1	2	VL11_203	8473682	0	251095.373355966	200796.41238071
8483090_3260	1053	35	DOMMEL	1	2	VL05_136	8483090	0	224562.390077078	213373.46479853
8499474_3260	1050	35	DOMMEL	1	2	VL05_136	8499474	0	224348.323148129	213523.208485527
8510962_3260	229	35	MAAS	1	2	VL11_203	8510962	0	245902.796102508	185665.461727823
8554454_3260	1621	35	KLEINE NETE	1	2	VL11_127	8554454	0	183276.47274485	208281.78505451
8556022_3260	1387	35	GROTE NETE	1	2	VL11_123	8556022	0	199243.808766239	203407.803540282
8632182_3260	1549	35	GROTE NETE	1	2	L107_708	8632182	0	208459.099177813	205993.568585818
8779638_3260	1416	35	BRISDILLOOP	1	2	L111_1065	8779638	0	209423.548359649	204464.01452099
8801714_3260	573	35	NA	1	2	L107_891	8801714	0	249141.91893036	161886.815016434
8844434_3260	532	35	ITTERBEEK	1	2	L111_1088	8844434	0	241324.75069237	202742.818381034
8859122_3260	242	35	MAAS	1	2	VL11_203	8859122	0	245103.32639689	184649.366521952
8860150_3260	1628	35	MOLSE NETE	1	2	VL11_128	8860150	0	198074.075110395	206984.849261616
9014518_3260	1454	35	DESSELSE NEET	1	2	L111_717	9014518	0	201210.087899998	216426.986000001
9133586_3260	420	35	WARMBEEK	1	2	VL05_147	9133586	0	228668.037760224	214344.197234684
9146706_3260	177	35	MAAS	1	2	VL11_203	9146706	0	248110.420278423	189914.893395255
9260466_3260	578	35	NA	1	2	L107_891	9260466	0	248565.367357346	161878.274923126
9335058_3260	96	35	DOMMEL	1	2	VL05_136	9335058	0	224641.46818912	212446.488206205
9418614_3260	1552	35	GROTE NETE	1	2	L107_708	9418614	0	208696.601586958	206086.127071682
9552758_3260	1283	35	KLEINE HOOFDGRACHT	1	2	L111_707	9552758	0	209228.289965579	206453.836984671
9582002_3260	347	35	BERWIJN	1	2	VL05_134	9582002	0	245081.098533385	161455.844611339
9585490_3260	52	35	BOSBEEK	1	2	VL05_135	9585490	0	242942.6404	198219.982000001
9594290_3260	6	35	VOER	1	2	L107_891	9594290	0	246811.155900002	162290.59
9736530_3260	184	35	MAAS	1	2	VL11_203	9736530	0	248124.968894982	189220.837490709
9774514_3260	8	35	VOER	1	2	L107_891	9774514	0	246885.193251655	162156.625278243
9845074_3260	148	35	MAAS	1	2	VL11_203	9845074	0	247708.35702987	192011.844245795
9850290_3260	571	35	NA	1	2	L107_891	9850290	0	249295.339400001	161809.556499999
10046898_3260	575	35	NA	1	2	L107_891	10046898	0	248808.822899997	161792.2535
10046898_3260	1023	35	VOER	1	2	L107_891	10046898	0	248803.328292964	161791.089128853
10155254_3260	313	35	KLEINE NETE	1	2	VL11_126	10155254	0	196673.599399999	215041.482500002
10168530_3260	502	35	BOLLISENBEEK	1	2	L107_854	10168530	0	221816.818560902	202077.700392361
10286966_3260	1421	35	BRISDILLOOP	1	2	L111_1065	10286966	0	209740.582648909	204843.12255795
10309042_3260	1019	35	VOER	1	2	L107_891	10309042	0	248428.623899996	161826.7755
10316258_3260	982	35	MAAS	1	2	VL11_203	10316258	0	253874.216859423	204727.958142381
10438930_3260	1104	35	DOMMEL	1	2	VL05_136	10438930	0	223966.434334357	218284.777671262
10559762_3260	916	35	DOMMEL	1	2	VL05_136	10559762	0	224689.489002218	210740.352058268
10601334_3260	1284	35	KLEINE HOOFDGRACHT	1	2	L111_707	10601334	0	209302.105474511	206505.359650338
10635538_3260	1109	35	DOMMEL	1	2	VL05_136	10635538	0	223862.186909508	217819.265919807
10758482_3260	170	35	MAAS	1	2	VL11_203	10758482	0	248405.481947013	190542.59247328
10843382_3260	965	35	KLEINE NETE	1	2	VL11_126	10843382	0	197430.364657209	215117.135590577
10878838_3260	1736	35	ASBEEK	1	2	L111_1065	10878838	0	204893.766356281	204517.291542198
10936658_3260	201	35	MAAS	1	2	VL11_203	10936658	0	247505.521591816	187766.969185188
10956274_3260	241	35	MAAS	1	2	VL11_203	10956274	0	245161.711851879	184730.495243973
10957302_3260	1627	35	MOLSE NETE	1	2	VL11_128	10957302	0	197991.312347454	206966.107867807
10994354_3260	953	35	VOER	1	2	L107_891	10994354	0	251242.371173887	160930.574704545
11087346_3260	246	35	MAAS	1	2	VL11_203	11087346	0	244958.472875926	184285.15688128
11095474_3260	1021	35	VOER	1	2	L107_891	11095474	0	248608.56410944	161776.079575848
11181942_3260	1751	35	ASBEEK	1	2	L111_1065	11181942	0	206136.817739475	204240.826667073
11218418_3260	1875	35	KIKBEEK	1	2	VL11_203	11218418	0	244868.936500088	184460.640237449
11364690_3260	155	35	MAAS	1	2	VL11_203	11364690	0	248370.113311864	191797.111114789
11483126_3260	1714	35	KLEINE NETE	1	2	VL11_127	11483126	0	193033.566399999	213823.0779
11515862_3260	614	35	KLEINE NETE	1	2	VL11_127	11515862	0	185550.684565247	209487.384524753
11663222_3260	1418	35	BRISDILLOOP	1	2	L111_1065	11663222	0	209559.458716417	204606.515689989
11714422_3260	1745	35	ASBEEK	1	2	L111_1065	11714422	0	205646.473298428	204310.559039958
11947254_3260	1455	35	DESSELSE NEET	1	2	L111_717	11947254	0	201295.625529889	216463.880181854
12019026_3260	220	35	MAAS	1	2	VL11_203	12019026	0	246346.712006837	186380.537522849
12029174_3260	854	35	DESSELSE NEET	1	2	L111_717	12029174	0	200629.456313026	215967.227543238
12253686_3260	1631	35	MOLSE NETE	1	2	VL11_128	12253686	0	198321.063064162	207037.961701765
12289910_3260	1408	35	BRISDILLOOP	1	2	L111_1065	12289910	0	208766.067886859	204037.736525901
12322422_3260	1617	35	GROTE NETE	1	2	L107_708	12322422	0	213084.93387561	205827.216882719
12388150_3260	1342	35	VARENDONKSE BEEK	1	2	L107_695	12388150	0	190095.890692117	196420.211083154
12542934_3260	455	35	KLEINE NETE	1	2	VL11_127	12542934	0	181163.122067449	208645.441715839
12544338_3260	160	35	MAAS	1	2	VL11_203	12544338	0	248694.704144662	191433.912587449
12582134_3260	837	35	DESSELSE NEET	1	2	L111_717	12582134	0	199488.519900002	215639.870999999
12610226_3260	357	35	BERWIJN	1	2	VL05_134	12610226	0	245670.935364365	161151.960600129
12713206_3260	842	35	DESSELSE NEET	1	2	L111_717	12713206	0	199858.203607128	215580.541433742
12713846_3260	1738	35	ASBEEK	1	2	L111_1065	12713846	0	204967.33584729	204363.741710008
12835026_3260	471	35	BOLLISENBEEK	1	2	L107_854	12835026	0	222466.991495674	199362.640540401
12869138_3260	718	35	WARMBEEK	1	2	L107_858	12869138	0	228493.0964	213701.394000001
12969846_3260	1542	35	GROTE NETE	1	2	L107_708	12969846	0	207977.517474619	205841.561457711
13063926_3260	447	35	KLEINE NETE	1	2	VL11_127	13063926	0	188383.323805288	210315.379317372
13065746_3260	423	35	WARMBEEK	1	2	VL05_147	13065746	0	228597.10140934	214126.772492484
13315570_3260	1874	35	MAAS	1	2	VL11_203	13315570	0	244984.917900003	184434.991
13327890_3260	421	35	WARMBEEK	1	2	VL05_147	13327890	0	228654.331737371	214259.345543
13454418_3260	988	35	MAAS	1	2	VL11_203	13454418	0	251182.101285647	200748.536751644
13470482_3260	935	35	DOMMEL	1	2	VL05_136	13470482	0	224684.262808372	209092.046885322
13487602_3260	290	35	MAAS	1	2	VL11_203	13487602	0	247295.155621411	183029.317388065
13520306_3260	574	35	NA	1	2	L107_891	13520306	0	249062.308874982	161838.397420627
13570386_3260	193	35	MAAS	1	2	VL11_203	13570386	0	248055.263123772	188343.649697517
13606386_3260	262	35	MAAS	1	2	VL11_203	13606386	0	246152.940680763	183843.366450496
13756278_3260	1271	35	KLEINE HOOFDGRACHT	1	2	L111_707	13756278	0	208125.398061869	206078.094158779
13838834_3260	1866	35	MAAS	1	2	VL11_203	13838834	0	245484.411921361	180005.505460938
13967634_3260	917	35	DOMMEL	1	2	VL05_136	13967634	0	224677.241286233	210642.771817175
14044658_3260	256	35	MAAS	1	2	VL11_203	14044658	0	245589.078218287	183668.085106695
14067026_3260	206	35	MAAS	1	2	VL11_203	14067026	0	247254.874666374	187336.717703057
14081554_3260	417	35	WARMBEEK	1	2	L107_858	14081554	0	228718.661899999	212838.216499999
14114290_3260	266	35	MAAS	1	2	VL11_203	14114290	0	246410.526546022	184145.441138677
14310162_3260	900	35	DOMMEL	1	2	VL05_136	14310162	0	224574.290436489	207914.96122707
14352246_3260	1733	35	ASBEEK	1	2	L111_1065	14352246	0	204664.1369	204612.710999999
14412114_3260	176	35	MAAS	1	2	VL11_203	14412114	0	248132.75713149	190012.320094805
14640086_3260	454	35	KLEINE NETE	1	2	VL11_127	14640086	0	181087.084899999	208607.180500001
14642706_3260	1157	35	WARMBEEK	1	2	L107_858	14642706	0	228729.5508745	212352.983838534
14646742_3260	1530	35	LAAKBEEK	1	2	L111_1052	14646742	0	182827.421196977	216125.271032383
14727666_3260	1835	35	MAAS	1	2	VL11_203	14727666	0	243827.109733354	178727.537187508
14802418_3260	228	35	MAAS	1	2	VL11_203	14802418	0	245941.143444627	185757.526096821
14842962_3260	592	35	ZANDERBEEK	1	2	VL11_203	14842962	0	249921.065899998	198354.634
14853458_3260	211	35	MAAS	1	2	VL11_203	14853458	0	247042.608293129	186884.510236453
15024146_3260	1152	35	WARMBEEK	1	2	L107_858	15024146	0	228897.604900002	209812.311999999
15034230_3260	1251	35	GROTE NETE	1	2	VL11_123	15034230	0	206670.126783854	205195.65322416
15043314_3260	1817	35	MAAS	1	2	VL11_203	15043314	0	243313.225577743	177174.081727355
15162866_3260	265	35	MAAS	1	2	VL11_203	15162866	0	246347.305497332	184068.181414683
15163666_3260	904	35	DOMMEL	1	2	VL05_136	15163666	0	224578.834182626	211894.408613441
15208246_3260	1329	35	VARENDONKSE BEEK	1	2	L107_695	15208246	0	189230.503470245	197093.044893087
15254034_3260	443	35	WARMBEEK	1	2	VL05_147	15254034	0	228429.443997121	218040.152146654
15281650_3260	247	35	MAAS	1	2	VL11_203	15281650	0	244964.102383648	184185.361062564
15426706_3260	415	35	SOERBEEK	1	2	L107_869	15426706	0	239681.607722732	206214.016152554
15443574_3260	1601	35	GROTE NETE	1	2	L107_708	15443574	0	211929.553127223	205974.767454333
15454354_3260	544	35	ABEEK	1	2	VL11_133	15454354	0	242039.204400003	207290.743999999
15460214_3260	1264	35	KLEINE HOOFDGRACHT	1	2	L111_707	15460214	0	207492.836652701	205899.269730804
15591286_3260	1547	35	GROTE NETE	1	2	L107_708	15591286	0	208340.542689902	205916.597058796
15611314_3260	345	35	BERWIJN	1	2	VL05_134	15611314	0	244937.321970285	161553.426080031
15681298_3260	496	35	BOLLISENBEEK	1	2	L107_854	15681298	0	222044.429984291	202618.090113105
15776242_3260	1836	35	MAAS	1	2	VL11_203	15776242	0	243922.897227576	178753.123670679
15886198_3260	833	35	HANSKENSELSLOOP	1	2	L107_710	15886198	0	206388.041807971	204515.194793253
16058166_3260	1344	35	VARENDONKSE BEEK	1	2	L107_695	16058166	0	190285.713750965	196359.818110987
16111090_3260	286	35	MAAS	1	2	VL11_203	16111090	0	247612.242304313	183231.845335321
16211474_3260	424	35	WARMBEEK	1	2	VL05_147	16211474	0	228580.592998782	214058.683719744
16217522_3260	335	35	BERWIJN	1	2	VL05_134	16217522	0	244068.431531301	161252.88000559
16256822_3260	1331	35	VARENDONKSE BEEK	1	2	L107_695	16256822	0	189428.873208138	197105.786233366
16295346_3260	351	35	BERWIJN	1	2	VL05_134	16295346	0	245392.807887204	161390.329782562
16459986_3260	501	35	BOLLISENBEEK	1	2	L107_854	16459986	0	221861.237622798	202165.087146614
16462354_3260	786	35	WARMBEEK	1	2	VL05_147	16462354	0	228487.439761529	216475.723539251
16495122_3260	428	35	WARMBEEK	1	2	VL05_147	16495122	0	228638.990900002	215212.579
16513362_3260	130	35	MAAS	1	2	VL11_203	16513362	0	248045.694260815	193552.90369667
16629622_3260	1244	35	GROTE NETE	1	2	VL11_123	16629622	0	206328.209890226	204800.938726447
16682066_3260	996	35	MAAS	1	2	VL11_203	16682066	0	250790.248873269	201400.105782974
16819634_3260	355	35	BERWIJN	1	2	VL05_134	16819634	0	245658.544079641	161326.185498993
17106898_3260	373	35	ABEEK	1	2	L107_861	17106898	0	230258.662900001	199396.456
17120670_3260	1647	35	MARK	1	2	VL11_145	17120670	0	179370.871554277	231451.067913257
17161746_3260	722	35	WARMBEEK	1	2	L107_858	17161746	0	228502.098009803	213385.495626188
17299954_3260	1825	35	MAAS	1	2	VL11_203	17299954	0	243392.728317348	177960.138411923
17393526_3260	1247	35	GROTE NETE	1	2	VL11_123	17393526	0	206483.706139081	204886.734185743
17417078_3260	1282	35	KLEINE HOOFDGRACHT	1	2	L111_707	17417078	0	209152.762267799	206403.511691889
17421554_3260	1805	35	MAAS	1	2	VL11_203	17421554	0	242554.486744337	176280.066573545
17523858_3260	414	35	SOERBEEK	1	2	L107_869	17523858	0	239782.325252385	206233.988427802
17649074_3260	1020	35	VOER	1	2	L107_891	17649074	0	248514.631495021	161796.706756787
17700946_3260	59	35	BOSBEEK	1	2	VL05_135	17700946	0	245054.32788357	198479.920076543
17708918_3260	1567	35	GROTE NETE	1	2	L107_708	17708918	0	209634.105983133	206264.62121406
17720658_3260	212	35	MAAS	1	2	VL11_203	17720658	0	246999.089212526	186794.860516781
17741686_3260	1558	35	GROTE NETE	1	2	L107_708	17741686	0	209106.90319976	206228.693085572
17749234_3260	1801	35	MAAS	1	2	VL11_203	17749234	0	242335.747584151	175950.927517393
17764690_3260	194	35	MAAS	1	2	VL11_203	17764690	0	247999.540168983	188261.056328106
17835858_3260	54	35	BOSBEEK	1	2	VL05_135	17835858	0	243022.190784445	198027.133331609
17853106_3260	358	35	BERWIJN	1	2	VL05_134	17853106	0	245604.682528574	161133.626551481
17903090_3260	250	35	MAAS	1	2	VL11_203	17903090	0	245071.043318512	183910.429388769
17980082_3260	330	35	BERWIJN	1	2	VL05_134	17980082	0	243738.400640076	160989.616517482
18082130_3260	174	35	MAAS	1	2	VL11_203	18082130	0	248200.199320899	190199.831997234
18138870_3260	626	35	KLEINE NETE	1	2	VL11_127	18138870	0	186673.540100749	209754.803410879
18171666_3260	492	35	BOLLISENBEEK	1	2	L107_854	18171666	0	221913.451899998	202983.010000002
18270290_3260	56	35	BOSBEEK	1	2	VL05_135	18270290	0	245290.558899999	198520.818500001
18404850_3260	282	35	MAAS	1	2	VL11_203	18404850	0	247626.784339254	183615.014615393
18413906_3260	131	35	MAAS	1	2	VL11_203	18413906	0	248005.583070006	193461.358733587
18417462_3260	1347	35	VARENDONKSE BEEK	1	2	L107_695	18417462	0	190335.030669123	196111.780572855
18426354_3260	1870	35	MAAS	1	2	VL11_203	18426354	0	245622.320833487	180377.674411162
18499858_3260	1108	35	DOMMEL	1	2	VL05_136	18499858	0	223923.644200897	217897.457837618
18512370_3260	1841	35	MAAS	1	2	VL11_203	18512370	0	244387.768733626	178658.836470348
18535570_3260	509	35	ITTERBEEK	1	2	L111_1088	18535570	0	240321.680853112	202450.583235802
18556402_3260	279	35	MAAS	1	2	VL11_203	18556402	0	247475.73296924	183873.369703062
18737014_3260	1545	35	GROTE NETE	1	2	L107_708	18737014	0	208170.833390449	205908.806474505
18837010_3260	1156	35	WARMBEEK	1	2	L107_858	18837010	0	228728.495414959	212439.608997895
18901682_3260	362	35	BERWIJN	1	2	VL05_134	18901682	0	245773.515365577	160997.991665061
18938194_3260	134	35	MAAS	1	2	VL11_203	18938194	0	247869.673059133	193194.993633484
18966866_3260	159	35	MAAS	1	2	VL11_203	18966866	0	248653.347204252	191524.837319661
18991602_3260	1862	35	MAAS	1	2	VL11_203	18991602	0	245446.140195147	179611.645050428
19015542_3260	1262	35	KLEINE HOOFDGRACHT	1	2	L111_707	19015542	0	207329.322931151	205839.88021947
19059858_3260	507	35	ITTERBEEK	1	2	L111_1088	19059858	0	240488.550729437	202543.347388488
19097938_3260	164	35	MAAS	1	2	VL11_203	19097938	0	248726.888650671	191047.293987746
19134962_3260	1822	35	MAAS	1	2	VL11_203	19134962	0	243403.74271571	177662.081003043
19214866_3260	441	35	WARMBEEK	1	2	VL05_147	19214866	0	228536.847478192	215653.709461615
19316598_3260	1743	35	ASBEEK	1	2	L111_1065	19316598	0	205455.769783298	204316.645430998
19332242_3260	5	35	ABEEK	1	2	VL11_133	19332242	0	236147.796899997	207486.136999998
19359058_3260	219	35	MAAS	1	2	VL11_203	19359058	0	246444.087770286	186402.930972976
19382962_3260	952	35	VOER	1	2	L107_891	19382962	0	251160.184076713	160984.418000001
19548434_3260	1107	35	DOMMEL	1	2	VL05_136	19548434	0	223948.314166693	217994.00316172
19568502_3260	1761	35	ASBEEK	1	2	L111_1065	19568502	0	207024.176060582	204181.988737574
19576694_3260	1560	35	GROTE NETE	1	2	L107_708	19576694	0	209215.072308435	206280.897483984
19593718_3260	1630	35	MOLSE NETE	1	2	VL11_128	19593718	0	198245.595745192	206992.927510626
19613458_3260	499	35	BOLLISENBEEK	1	2	L107_854	19613458	0	221940.541071896	202343.994846005
19619250_3260	1032	35	VOER	1	2	L107_891	19619250	0	249417.052833571	161722.036546003
19723410_3260	528	35	ITTERBEEK	1	2	L111_1088	19723410	0	241679.25947776	202838.392415555
19728182_3260	1341	35	VARENDONKSE BEEK	1	2	L107_695	19728182	0	190003.172666013	196457.030800471
19892498_3260	1116	35	DOMMEL	1	2	VL05_136	19892498	0	223450.112008036	217253.026362331
20236786_3260	1856	35	MAAS	1	2	VL11_203	20236786	0	245461.07173522	179020.771643284
20251154_3260	784	35	WARMBEEK	1	2	VL05_147	20251154	0	228455.008900002	216628.112
20266066_3260	947	35	BOSBEEK	1	2	VL05_135	20266066	0	249979.675899997	199630.567499999
20307474_3260	721	35	WARMBEEK	1	2	L107_858	20307474	0	228471.795068551	213457.01984676
20329618_3260	521	35	ITTERBEEK	1	2	L111_1088	20329618	0	242301.768911285	202935.720371086
20457810_3260	167	35	MAAS	1	2	VL11_203	20457810	0	248569.848533942	190793.264106141
20511058_3260	132	35	MAAS	1	2	VL11_203	20511058	0	247966.189389167	193369.512381385
20653554_3260	278	35	MAAS	1	2	VL11_203	20653554	0	247416.774522234	183954.059971763
20741590_3260	1528	35	LAAKBEEK	1	2	L111_1052	20741590	0	182949.322875017	215978.498406946
20784562_3260	11	35	VOER	1	2	L107_891	20784562	0	247155.712830515	162161.068170477
20940534_3260	630	35	KLEINE NETE	1	2	VL11_127	20940534	0	187012.108319977	209957.597696654
20965238_3260	1268	35	KLEINE HOOFDGRACHT	1	2	L111_707	20965238	0	207846.590714826	205992.826766178
21141366_3260	1764	35	ASBEEK	1	2	L111_1065	21141366	0	207221.090057339	204050.198016607
21166038_3260	605	35	KLEINE NETE	1	2	VL11_127	21166038	0	184816.356135486	209046.457580661
21248498_3260	1844	35	MAAS	1	2	VL11_203	21248498	0	244618.056510975	178471.902265302
21477238_3260	1274	35	KLEINE HOOFDGRACHT	1	2	L111_707	21477238	0	208403.088602686	206171.483179138
21539602_3260	924	35	DOMMEL	1	2	VL05_136	21539602	0	224882.215544098	210048.871758908
21611382_3260	1281	35	KLEINE HOOFDGRACHT	1	2	L111_707	21611382	0	209059.800407232	206372.270228446
21631314_3260	197	35	MAAS	1	2	VL11_203	21631314	0	247794.129028374	188042.776366576
21846802_3260	901	35	DOMMEL	1	2	VL05_136	21846802	0	224574.567658174	207810.775251437
21903222_3260	1566	35	GROTE NETE	1	2	L107_708	21903222	0	209579.098725045	206274.568420228
21973266_3260	1106	35	DOMMEL	1	2	VL05_136	21973266	0	223953.398407132	218094.258823521
22013814_3260	1266	35	KLEINE HOOFDGRACHT	1	2	L111_707	22013814	0	207674.479852572	205897.997573806
22047202_3260	981	35	MAAS	1	2	VL11_203	22047202	0	253956.59337971	204804.95307119
22051830_3260	1287	35	RODE LOOP	1	2	L107_723	22051830	0	193849.644194657	216292.813562504
22140402_3260	289	35	MAAS	1	2	VL11_203	22140402	0	247390.516251404	183058.990310093
22304502_3260	1696	35	LARUMSE LOOP	1	2	L107_654	22304502	0	188437.952100001	209746.463399999
22306226_3260	1040	35	VOER	1	2	L107_891	22306226	0	249986.526065968	161421.90628593
22306322_3260	720	35	WARMBEEK	1	2	L107_858	22306322	0	228482.949622177	213523.654124583
22357878_3260	1254	35	KLEINE HOOFDGRACHT	1	2	L111_707	22357878	0	206749.122449907	205437.249159745
22383074_3260	967	35	MAAS	1	2	VL11_203	22383074	0	253193.406931791	203665.112605819
22454134_3260	1750	35	ASBEEK	1	2	L111_1065	22454134	0	206041.399413265	204217.138176357
22508978_3260	336	35	BERWIJN	1	2	VL05_134	22508978	0	244159.422946886	161290.490325159
22559058_3260	141	35	MAAS	1	2	VL11_203	22559058	0	247504.69357896	192601.0688596
22776594_3260	939	35	DOMMEL	1	2	VL05_136	22776594	0	224717.858636414	208751.674917438
22829113_3260	1699	35	WOLFPUTBEEK	1	2	L111_1033	22829113	0	127857.056000002	167681.1831
22931318_3260	1546	35	GROTE NETE	1	2	L107_708	22931318	0	208250.006325245	205906.710585686
22957558_3260	1394	35	GROTE NETE	1	2	VL11_123	22957558	0	199866.61017104	203225.124505715
23039058_3260	1000	35	MAAS	1	2	VL11_203	23039058	0	250893.517240215	201791.281375164
23107446_3260	1756	35	ASBEEK	1	2	L111_1065	23107446	0	206568.440246639	204181.393060768
23169810_3260	933	35	DOMMEL	1	2	VL05_136	23169810	0	224736.179958099	209282.153393746
23340918_3260	1533	35	GROTE NETE	1	2	L107_708	23340918	0	207352.777305152	205603.314534034
23431650_3260	966	35	MAAS	1	2	VL11_203	23431650	0	253164.999899998	203571.995999999
23574390_3260	1276	35	KLEINE HOOFDGRACHT	1	2	L111_707	23574390	0	208590.274197241	206233.262195863
23638546_3260	433	35	WARMBEEK	1	2	VL05_147	23638546	0	228667.512024261	214836.875040221
23678386_3260	577	35	NA	1	2	L107_891	23678386	0	248672.918154272	161883.288018535
23713010_3260	1804	35	MAAS	1	2	VL11_203	23713010	0	242488.175476266	176206.017348703
23767378_3260	153	35	MAAS	1	2	VL11_203	23767378	0	248189.972297563	191883.197555986
23808274_3260	1101	35	DOMMEL	1	2	VL05_136	23808274	0	224113.522370454	218503.038152695
23825170_3260	940	35	DOMMEL	1	2	VL05_136	23825170	0	224753.715092244	208666.251313932
23900178_3260	408	35	WARMBEEK	1	2	L107_858	23900178	0	228746.134900004	210281.658
23947602_3260	156	35	MAAS	1	2	VL11_203	23947602	0	248453.271955529	191742.173619066
24028498_3260	210	35	MAAS	1	2	VL11_203	24028498	0	247087.337123244	186973.836443078
24028790_3260	1603	35	GROTE NETE	1	2	L107_708	24028790	0	212080.901213943	205951.239445252
24077650_3260	217	35	MAAS	1	2	VL11_203	24077650	0	246631.993444608	186468.969356811
24171762_3260	1809	35	MAAS	1	2	VL11_203	24171762	0	242851.485299028	176544.199856449
24246610_3260	136	35	MAAS	1	2	VL11_203	24246610	0	247759.995281858	193027.858498591
24267538_3260	928	35	DOMMEL	1	2	VL05_136	24267538	0	224765.768813449	209714.812702907
24282070_3260	1144	35	KLEINE NETE	1	2	VL11_127	24282070	0	179021.897399999	208400.762499999
24394226_3260	1845	35	MAAS	1	2	VL11_203	24394226	0	244709.241352007	178433.289905426
24405622_3260	1594	35	GROTE NETE	1	2	L107_708	24405622	0	211439.963231118	205931.499802793
24445458_3260	785	35	WARMBEEK	1	2	VL05_147	24445458	0	228465.147314185	216558.053480944
24471414_3260	1250	35	GROTE NETE	1	2	VL11_123	24471414	0	206620.909044113	205110.458505715
