sample_id	segment_id	type	river_name	sac	catchment_area	wl_code	grts_ranking	sample	x	y
10930130_3260	541	35	ABEEK	1	1	L208_824	10930130	0	230428.298702545	198290.790841855
11085430_3260	882	35	BRISDILLOOP	1	1	L208_639	11085430	0	211215.155579926	204948.327244721
12385374_3260	826	35	GOUWBERGSE LOOP	1	1	L208_648	12385374	0	181207.295298702	242554.113627102
12995794_3260	475	35	BOLLISENBEEK	1	1	L208_830	12995794	0	223830.787131987	198025.982737041
13119698_3260	473	35	BOLLISENBEEK	1	1	L208_830	13119698	0	223739.765931735	198200.687831578
13757278_3260	810	35	GOUWBERGSE LOOP	1	1	L208_648	13757278	0	180164.140515769	243218.984444982
14154846_3260	819	35	GOUWBERGSE LOOP	1	1	L208_648	14154846	0	180758.814768334	242996.379363707
14761054_3260	817	35	GOUWBERGSE LOOP	1	1	L208_648	14761054	0	180629.42906269	243028.075906883
14805854_3260	808	35	GOUWBERGSE LOOP	1	1	L208_648	14805854	0	180065.927545305	243280.43464924
15087570_3260	944	35	GIELISBEEK	1	1	L208_824	15087570	0	228266.631630161	200754.670236299
15203422_3260	821	35	GOUWBERGSE LOOP	1	1	L208_648	15203422	0	180936.605064705	242946.942532077
15522654_3260	792	35	GOUWBERGSE LOOP	1	1	L208_648	15522654	0	178918.842649498	243415.839317452
16967745_3260	1008	35	BORNEBEEK	1	1	L208_221	16967745	0	74266.9405499504	200677.334655474
17279954_3260	861	35	ABEEK	1	1	L208_824	17279954	0	230673.238899998	195863.199499998
17963218_3260	1239	35	BOLLISENBEEK	1	1	L208_830	17963218	0	222714.883553655	199078.087232424
18349150_3260	820	35	GOUWBERGSE LOOP	1	1	L208_648	18349150	0	180842.805931218	242969.478392103
18530578_3260	109	35	OUDE DOMMEL	1	1	L208_830	18530578	0	225054.083463894	211009.256646195
18675922_3260	1461	35	ZWARTEBEEK	1	1	L208_818	18675922	0	220057.356059908	198860.987678766
18872182_3260	870	35	BRISDILLOOP	1	1	L208_639	18872182	0	210026.3292	204876.592
19801718_3260	878	35	BRISDILLOOP	1	1	L208_639	19801718	0	210810.851624948	204865.881514365
20241246_3260	796	35	GOUWBERGSE LOOP	1	1	L208_648	20241246	0	179192.245463568	243332.504031758
20335826_3260	476	35	BOLLISENBEEK	1	1	L208_830	20335826	0	223875.105671208	197937.951722363
20640146_3260	397	35	RENNE	1	1	L208_825	20640146	0	246378.932369464	206356.826920363
20651442_3260	1016	35	NOORBEEK	1	1	L208_820	20651442	0	249751.026900001	162350.342
21387058_3260	1521	35	ZUTENDAALBEEK	1	1	L208_806	21387058	0	232206.818632849	177351.961432573
21646546_3260	478	35	BOLLISENBEEK	1	1	L208_830	21646546	0	223898.180748414	197745.441492149
21938450_3260	108	35	OUDE DOMMEL	1	1	L208_830	21938450	0	225028.650171382	211109.943464087
22157522_3260	1238	35	BOLLISENBEEK	1	1	L208_830	22157522	0	222623.591142308	199121.16673603
22489106_3260	551	35	LOSBEEK	1	1	L208_824	22489106	0	233207.273242303	205399.856836954
22697778_3260	1522	35	ZUTENDAALBEEK	1	1	L208_806	22697778	0	232156.657863749	177441.939465942
22718529_3260	1004	35	BORNEBEEK	1	1	L208_221	22718529	0	74103.5077000037	200919.484999999
23433126_3260	1691	35	NA	1	1	L208_416	23433126	0	186123.921800002	180218.885499999
23911262_3260	791	35	GOUWBERGSE LOOP	1	1	L208_648	23911262	0	178839.85993398	243408.956750979
23971218_3260	382	35	RENNE	1	1	L208_825	23971218	0	247360.1184	207314.524999999
23976798_3260	797	35	GOUWBERGSE LOOP	1	1	L208_648	23976798	0	179261.996026508	243281.49724408
24095698_3260	863	35	ABEEK	1	1	L208_824	24095698	0	230635.560004575	195662.664488463
24700993_3260	1013	35	BORNEBEEK	1	1	L208_221	24700993	0	74579.7823954922	200346.780381368
24706142_3260	828	35	GOUWBERGSE LOOP	1	1	L208_648	24706142	0	181177.336605333	242364.595940889
25581362_3260	1520	35	ZUTENDAALBEEK	1	1	L208_806	25581362	0	232247.519081832	177257.145066605
26016862_3260	827	35	GOUWBERGSE LOOP	1	1	L208_648	26016862	0	181200.012551596	242458.970404362
26562902_3260	589	35	RAAMDONKSEBEEK	1	1	L208_614	26562902	0	183722.51965205	192218.453449109
26889426_3260	479	35	BOLLISENBEEK	1	1	L208_830	26889426	0	223897.227065075	197646.896952589
27122526_3260	798	35	GOUWBERGSE LOOP	1	1	L208_648	27122526	0	179334.576650767	243283.827223536
27869526_3260	591	35	RAAMDONKSEBEEK	1	1	L208_614	27869526	0	183907.537009957	192179.025070577
27978590_3260	812	35	GOUWBERGSE LOOP	1	1	L208_648	27978590	0	180320.949492405	243202.216378002
28040146_3260	370	35	ABEEK	1	1	L208_824	28040146	0	230525.83856037	197583.115877381
28111250_3260	387	35	RENNE	1	1	L208_825	28111250	0	246992.71224108	207027.872363909
28727090_3260	1519	35	ZUTENDAALBEEK	1	1	L208_806	28727090	0	232311.9899	177182.467999998
28859230_3260	787	35	GOUWBERGSE LOOP	1	1	L208_648	28859230	0	178653.551899999	243658.919
29673426_3260	542	35	ABEEK	1	1	L208_824	29673426	0	230392.411564029	198221.780063428
30035154_3260	477	35	BOLLISENBEEK	1	1	L208_830	30035154	0	223902.205466222	197843.897632402
30058561_3260	1007	35	BORNEBEEK	1	1	L208_221	30058561	0	74236.191330566	200745.004783622
30077330_3260	396	35	RENNE	1	1	L208_825	30077330	0	246469.295312447	206393.35697034
30796638_3260	804	35	GOUWBERGSE LOOP	1	1	L208_648	30796638	0	179743.191969299	243428.110406783
30945490_3260	472	35	BOLLISENBEEK	1	1	L208_830	30945490	0	223681.479900002	198280.157499999
31006130_3260	1	35	NOORBEEK	1	1	L208_820	31006130	0	250057.605899997	162492.418000001
33356894_3260	825	35	GOUWBERGSE LOOP	1	1	L208_648	33356894	0	181182.698262909	242650.92325075
33876033_3260	1012	35	BORNEBEEK	1	1	L208_221	33876033	0	74507.1229428878	200393.417577986
34151858_3260	1018	35	NOORBEEK	1	1	L208_820	34151858	0	249884.406754015	162447.672961106
34659166_3260	789	35	GOUWBERGSE LOOP	1	1	L208_648	34659166	0	178754.214300143	243510.095368243
35301441_3260	1005	35	BORNEBEEK	1	1	L208_221	35301441	0	74119.0582320136	200823.024430594
35596306_3260	550	35	LOSBEEK	1	1	L208_824	35596306	0	233272.445900001	205468.782499999
35635474_3260	111	35	OUDE DOMMEL	1	1	L208_830	35635474	0	224964.653067628	210854.732695063
35731410_3260	946	35	GIELISBEEK	1	1	L208_824	35731410	0	228465.994900003	200956.140000001
35773278_3260	803	35	GOUWBERGSE LOOP	1	1	L208_648	35773278	0	179656.231490677	243405.932191064
35956690_3260	377	35	HOMMELBEEK	1	1	L208_824	35956690	0	229566.0119	200420.873
36618514_3260	110	35	OUDE DOMMEL	1	1	L208_830	36618514	0	225013.911126644	210933.287202195
36880658_3260	107	35	OUDE DOMMEL	1	1	L208_830	36880658	0	224985.996148464	211204.362109739
37046226_3260	376	35	HOMMELBEEK	1	1	L208_824	37046226	0	229348.347238164	200089.620035672
37310806_3260	587	35	RAAMDONKSEBEEK	1	1	L208_614	37310806	0	183583.218610718	192341.404070983
37703826_3260	45	35	OUDE LOSSING	1	1	L208_825	37703826	0	243146.873899996	207942.433499999
37835094_3260	586	35	RAAMDONKSEBEEK	1	1	L208_614	37835094	0	183558.920240001	192415.28119279
38008694_3260	873	35	BRISDILLOOP	1	1	L208_639	38008694	0	210335.727646744	204883.868681851
38219986_3260	1240	35	BOLLISENBEEK	1	1	L208_830	38219986	0	222809.379100678	199088.863326112
38337630_3260	829	35	GOUWBERGSE LOOP	1	1	L208_648	38337630	0	181168.104504689	242266.795931687
38525906_3260	371	35	ABEEK	1	1	L208_824	38525906	0	230582.232568092	197517.617445457
38656862_3260	800	35	GOUWBERGSE LOOP	1	1	L208_648	38656862	0	179459.09294542	243322.752218704
39014742_3260	583	35	RAAMDONKSEBEEK	1	1	L208_614	39014742	0	183707.71496617	192609.724490945
39517622_3260	1003	35	KLEINEBEEK	1	1	L208_414	39517622	0	203019.639700003	191797.6127
40076162_3260	1873	35	VOER	1	1	L208_820	40076162	0	251738.770900004	160907.9485
40164190_3260	794	35	GOUWBERGSE LOOP	1	1	L208_648	40164190	0	179032.560640096	243329.461251349
40561502_3260	811	35	GOUWBERGSE LOOP	1	1	L208_648	40561502	0	180252.616289888	243217.88159062
40691777_3260	1010	35	BORNEBEEK	1	1	L208_221	40691777	0	74360.7646153335	200520.285282248
41212766_3260	795	35	GOUWBERGSE LOOP	1	1	L208_648	41212766	0	179116.640660392	243346.864084804
41220306_3260	1462	35	ZWARTEBEEK	1	1	L208_818	41220306	0	220133.312771349	198919.53981191
43334750_3260	813	35	GOUWBERGSE LOOP	1	1	L208_648	43334750	0	180381.890136202	243158.406375649
43643090_3260	474	35	BOLLISENBEEK	1	1	L208_830	43643090	0	223786.031161829	198113.790287188
44121182_3260	818	35	GOUWBERGSE LOOP	1	1	L208_648	44121182	0	180716.280143374	243022.260654608
44428126_3260	807	35	GOUWBERGSE LOOP	1	1	L208_648	44428126	0	179978.909607569	243328.676915653
45766450_3260	1523	35	ZUTENDAALBEEK	1	1	L208_806	45766450	0	232182.169918316	177542.231281519
45997010_3260	369	35	ABEEK	1	1	L208_824	45997010	0	230488.877400003	197678.9265
46154002_3260	113	35	OUDE DOMMEL	1	1	L208_830	46154002	0	224799.957616827	211984.932969871
47796566_3260	585	35	RAAMDONKSEBEEK	1	1	L208_614	47796566	0	183644.48141939	192459.900930281
48414994_3260	106	35	OUDE DOMMEL	1	1	L208_830	48414994	0	224975.240651762	211308.132535874
48552798_3260	793	35	GOUWBERGSE LOOP	1	1	L208_648	48552798	0	178962.482930964	243361.113139638
48748754_3260	1237	35	BOLLISENBEEK	1	1	L208_830	48748754	0	222541.67120268	199172.634076104
48834166_3260	883	35	BRISDILLOOP	1	1	L208_639	48834166	0	211316.275832481	204968.103719028
49161846_3260	877	35	BRISDILLOOP	1	1	L208_639	49161846	0	210709.835151315	204844.958472529
50251730_3260	539	35	ABEEK	1	1	L208_824	50251730	0	230442.650399998	198447.214499999
50286934_3260	580	35	RAAMDONKSEBEEK	1	1	L208_614	50286934	0	183514.966593949	192811.12634031
50412638_3260	816	35	GOUWBERGSE LOOP	1	1	L208_648	50412638	0	180562.821626883	243085.13533633
50915393_3260	1015	35	BORNEBEEK	1	1	L208_221	50915393	0	74713.4746367551	200255.830293965
50920542_3260	1876	35	GOUWBERGSE LOOP	1	1	L208_648	50920542	0	181202.987199999	242178.932700001
50931318_3260	884	35	BRISDILLOOP	1	1	L208_639	50931318	0	211416.813176003	204969.572510934
51245458_3260	391	35	RENNE	1	1	L208_825	51245458	0	246799.335898727	206719.556872945
51335510_3260	579	35	RAAMDONKSEBEEK	1	1	L208_614	51335510	0	183422.598899998	192827.7645
51728726_3260	590	35	RAAMDONKSEBEEK	1	1	L208_614	51728726	0	183810.575166624	192177.980379201
51947474_3260	378	35	HOMMELBEEK	1	1	L208_824	51947474	0	229495.271065642	200327.468274818
52931538_3260	367	35	ABEEK	1	1	L208_824	52931538	0	230720.157899998	196035.807500001
53956950_3260	581	35	RAAMDONKSEBEEK	1	1	L208_614	53956950	0	183581.371727595	192756.905383049
54325650_3260	389	35	RENNE	1	1	L208_825	54325650	0	246904.386198894	206881.981219169
54582110_3260	788	35	GOUWBERGSE LOOP	1	1	L208_648	54582110	0	178721.565701665	243605.242461588
55176030_3260	805	35	GOUWBERGSE LOOP	1	1	L208_648	55176030	0	179823.149347293	243436.145126553
55224385_3260	1006	35	BORNEBEEK	1	1	L208_221	55224385	0	74161.3433563312	200762.170140844
55371841_3260	1009	35	BORNEBEEK	1	1	L208_221	55371841	0	74288.48463287	200585.981088474
55912054_3260	880	35	BRISDILLOOP	1	1	L208_639	55912054	0	211012.910562482	204907.56464614
56748894_3260	809	35	GOUWBERGSE LOOP	1	1	L208_648	56748894	0	180101.127368598	243202.780411651
56803602_3260	105	35	OUDE DOMMEL	1	1	L208_830	56803602	0	224925.177900001	211395.7685
57078162_3260	392	35	RENNE	1	1	L208_825	57078162	0	246741.831682058	206641.17359158
57363666_3260	481	35	BOLLISENBEEK	1	1	L208_830	57363666	0	223869.513103379	197475.135127528
57408814_3260	1089	35	GELSLOOPKE	1	1	L208_644	57408814	0	186912.669589004	232134.572356637
58521810_3260	1460	35	ZWARTEBEEK	1	1	L208_818	58521810	0	219982.58627232	198799.810851918
58640338_3260	540	35	ABEEK	1	1	L208_824	58640338	0	230433.253526085	198371.908444457
58718070_3260	871	35	BRISDILLOOP	1	1	L208_639	58718070	0	210129.459997802	204879.103844663
58980214_3260	874	35	BRISDILLOOP	1	1	L208_639	58980214	0	210435.667229855	204877.595971006
59287506_3260	375	35	HOMMELBEEK	1	1	L208_824	59287506	0	229390.304899998	200168.440499999
59460818_3260	480	35	BOLLISENBEEK	1	1	L208_830	59460818	0	223891.684871551	197550.381022521
59699602_3260	394	35	RENNE	1	1	L208_825	59699602	0	246626.070470071	206486.593631587
59890526_3260	801	35	GOUWBERGSE LOOP	1	1	L208_648	59890526	0	179495.421890101	243412.434605399
60509394_3260	482	35	BOLLISENBEEK	1	1	L208_830	60509394	0	223895.270002618	197380.031330004
61235474_3260	112	35	OUDE DOMMEL	1	1	L208_830	61235474	0	224748.812899999	212017.386
61927826_3260	384	35	RENNE	1	1	L208_825	61927826	0	247210.943636139	207205.428638246
62083414_3260	582	35	RAAMDONKSEBEEK	1	1	L208_614	62083414	0	183646.535306	192685.045320265
62203510_3260	881	35	BRISDILLOOP	1	1	L208_639	62203510	0	211114.085238922	204927.693691699
62708574_3260	790	35	GOUWBERGSE LOOP	1	1	L208_648	62708574	0	178765.526586217	243421.820158724
64104054_3260	875	35	BRISDILLOOP	1	1	L208_639	64104054	0	210516.986586291	204814.118155292
64890486_3260	879	35	BRISDILLOOP	1	1	L208_639	64890486	0	210911.842219061	204886.889521544
65229142_3260	584	35	RAAMDONKSEBEEK	1	1	L208_614	65229142	0	183708.447442731	192532.710575578
65595457_3260	1014	35	BORNEBEEK	1	1	L208_221	65595457	0	74653.6089176315	200328.42122035
65991058_3260	393	35	RENNE	1	1	L208_825	65991058	0	246694.035948548	206556.479007076
66015378_3260	46	35	OUDE LOSSING	1	1	L208_825	66015378	0	243132.473640269	208025.313783358
66059358_3260	823	35	GOUWBERGSE LOOP	1	1	L208_648	66059358	0	181094.636732836	242825.418838822
66670934_3260	588	35	RAAMDONKSEBEEK	1	1	L208_614	66670934	0	183635.674642885	192261.521472006
63762_3260	783	35	DOMMEL	1	2	VL05_136	63762	1	223428.545106323	215626.031699572
88754_3260	329	35	BERWIJN	1	2	VL05_134	88754	1	243642.003095615	161000.355374062
116470_3260	618	35	KLEINE NETE	1	2	VL11_127	116470	1	185944.609143443	209539.174993418
157302_3260	1583	35	GROTE NETE	1	2	L107_708	157302	1	210667.030431509	206049.541291915
266578_3260	188	35	MAAS	1	2	VL11_203	266578	1	248161.712979228	188823.136826055
391346_3260	320	35	BERWIJN	1	2	VL05_134	391346	1	242974.051983875	161358.800324102
435538_3260	208	35	MAAS	1	2	VL11_203	435538	1	247171.926799289	187154.849552507
494838_3260	853	35	DESSELSE NEET	1	2	L111_717	494838	1	200562.975061656	215903.977644226
559698_3260	674	35	BOSBEEK	1	2	L107_876	559698	1	236314.492399998	191366.280999999
620406_3260	1413	35	BRISDILLOOP	1	2	L111_1065	620406	1	209162.936793833	204312.769962361
678674_3260	899	35	DOMMEL	1	2	VL05_136	678674	1	224594.601110157	208014.213647034
756982_3260	851	35	DESSELSE NEET	1	2	L111_717	756982	1	200411.799324574	215822.215
763510_3260	1600	35	GROTE NETE	1	2	L107_708	763510	1	211853.21460326	205980.816389118
784658_3260	102	35	DOMMEL	1	2	VL05_136	784658	1	223114.676735562	216335.942685091
790866_3260	191	35	MAAS	1	2	VL11_203	790866	1	248134.107950013	188525.672803009
819282_3260	114	35	MAAS	1	2	VL11_203	819282	1	248392.999399997	195090.368500002
931702_3260	1568	35	GROTE NETE	1	2	L107_708	931702	1	209673.694299028	206272.408670992
946450_3260	95	35	DOMMEL	1	2	VL05_136	946450	1	224626.868908388	212537.635096183
947026_3260	516	35	ITTERBEEK	1	2	L111_1088	947026	1	239836.409497916	202029.350921291
1001746_3260	1105	35	DOMMEL	1	2	VL05_136	1001746	1	223946.205168926	218194.370586653
1018130_3260	1117	35	DOMMEL	1	2	VL05_136	1018130	1	223461.305706435	217154.052939355
1135858_3260	1811	35	MAAS	1	2	VL11_203	1135858	1	243005.007791754	176670.635055347
1269266_3260	422	35	WARMBEEK	1	2	VL05_147	1269266	1	228633.370415677	214184.048293361
1296146_3260	491	35	BOLLISENBEEK	1	2	L107_854	1296146	1	222732.964454952	204137.183358192
1309170_3260	1824	35	MAAS	1	2	VL11_203	1309170	1	243401.527752693	177860.963388884
1480566_3260	1765	35	ASBEEK	1	2	L111_1065	1480566	1	207272.884282578	203969.314376349
1484114_3260	207	35	MAAS	1	2	VL11_203	1484114	1	247213.856881073	187245.567069053
1496534_3260	1471	35	LAAKBEEK	1	2	L111_1052	1496534	1	183457.362574092	213567.304405126
1528790_3260	1147	35	KLEINE NETE	1	2	VL11_127	1528790	1	179280.914676255	208326.40841556
1604598_3260	1286	35	RODE LOOP	1	2	L107_723	1604598	1	193866.738242468	216192.948532911
1880594_3260	435	35	WARMBEEK	1	2	VL05_147	1880594	1	228575.489988698	214719.5494055
1917010_3260	125	35	MAAS	1	2	VL11_203	1917010	1	248229.237543178	194017.650912905
1980278_3260	1565	35	GROTE NETE	1	2	L107_708	1980278	1	209496.42834074	206289.801437964
2133494_3260	1393	35	GROTE NETE	1	2	VL11_123	2133494	1	199781.69969942	203276.769804733
2192630_3260	964	35	KLEINE NETE	1	2	VL11_126	2192630	1	197326.712218625	215148.856734717
2221394_3260	222	35	MAAS	1	2	VL11_203	2221394	1	246168.550541102	186296.676710123
2241970_3260	348	35	BERWIJN	1	2	VL05_134	2241970	1	245151.959104465	161385.905582946
2246930_3260	1110	35	DOMMEL	1	2	VL05_136	2246930	1	223798.572304634	217741.620798619
2252274_3260	270	35	MAAS	1	2	VL11_203	2252274	1	246741.719196507	184338.783463359
2291670_3260	603	35	KLEINE NETE	1	2	VL11_127	2291670	1	184630.441757365	208996.025142996
2342994_3260	118	35	MAAS	1	2	VL11_203	2342994	1	248393.35839289	194692.688326656
2369362_3260	55	35	BOSBEEK	1	2	VL05_135	2369362	1	242952.863360173	197998.695669782
2465270_3260	1402	35	GROTE NETE	1	2	VL11_123	2465270	1	200562.060147002	203135.922936571
2476530_3260	1859	35	MAAS	1	2	VL11_203	2476530	1	245486.060120318	179315.686698851
2477554_3260	292	35	MAAS	1	2	VL11_203	2477554	1	247113.582741319	182946.605227233
2548050_3260	200	35	MAAS	1	2	VL11_203	2548050	1	247577.68158677	187835.588665476
2589570_3260	956	35	VOER	1	2	L107_891	2589570	1	251490.861922898	160895.34
2608274_3260	44	35	ABEEK	1	2	VL11_133	2608274	1	238208.4749	208398.335000001
2685046_3260	1458	35	DESSELSE NEET	1	2	L111_717	2685046	1	202424.075235715	217095.364801743
2746230_3260	1273	35	KLEINE HOOFDGRACHT	1	2	L111_707	2746230	1	208308.773946688	206144.707486616
2853618_3260	1815	35	MAAS	1	2	VL11_203	2853618	1	243237.79261925	176989.833676406
2992914_3260	926	35	DOMMEL	1	2	VL05_136	2992914	1	224866.848681773	209874.332184531
3009526_3260	1292	35	RODE LOOP	1	2	L107_723	3009526	1	193714.596299181	216777.593669116
3012470_3260	1420	35	BRISDILLOOP	1	2	L111_1065	3012470	1	209691.644060355	204755.98205018
3034610_3260	253	35	MAAS	1	2	VL11_203	3034610	1	245296.816164958	183718.320599053
3057270_3260	1602	35	GROTE NETE	1	2	L107_708	3057270	1	212018.092602624	205957.955808619
3097462_3260	1575	35	GROTE NETE	1	2	L107_708	3097462	1	210170.420756248	206329.960123773
3114742_3260	631	35	KLEINE NETE	1	2	VL11_127	3114742	1	187108.704413235	209979.481515609
3115490_3260	969	35	MAAS	1	2	VL11_203	3115490	1	253223.758637145	203857.338768361
3173042_3260	359	35	BERWIJN	1	2	VL05_134	3173042	1	245580.983712611	161040.003247522
3197426_3260	1852	35	MAAS	1	2	VL11_203	3197426	1	245288.116615622	178665.023433311
3238226_3260	158	35	MAAS	1	2	VL11_203	3238226	1	248600.916945361	191609.439939516
3240210_3260	1054	35	DOMMEL	1	2	VL05_136	3240210	1	224535.301344983	213300.705554041
3266770_3260	466	35	BOLLISENBEEK	1	2	L107_854	3266770	1	222140.815726903	199704.121209798
3303286_3260	831	35	HANSKENSELSLOOP	1	2	L107_710	3303286	1	206360.860288506	204632.511999998
3378422_3260	850	35	DESSELSE NEET	1	2	L111_717	3378422	1	200362.195894356	215760.960541273
3402066_3260	173	35	MAAS	1	2	VL11_203	3402066	1	248250.006768085	190286.274527205
3406162_3260	128	35	MAAS	1	2	VL11_203	3406162	1	248118.522533248	193739.039375465
3431858_3260	1041	35	VOER	1	2	L107_891	3431858	1	250076.544781514	161383.861617944
3446646_3260	1759	35	ASBEEK	1	2	L111_1065	3446646	1	206838.204537065	204157.841877519
3481874_3260	919	35	DOMMEL	1	2	VL05_136	3481874	1	224673.747857343	210456.421092122
3483058_3260	9	35	VOER	1	2	L107_891	3483058	1	246975.485841243	162158.350758206
3729270_3260	1535	35	GROTE NETE	1	2	L107_708	3729270	1	207480.522419823	205708.697657425
3757298_3260	1810	35	MAAS	1	2	VL11_203	3757298	1	242930.589045959	176604.61814166
3799218_3260	317	35	BERWIJN	1	2	VL05_134	3799218	1	242803.093999997	161362.515099999
3886578_3260	259	35	MAAS	1	2	VL11_203	3886578	1	245884.088132875	183716.27583131
3902898_3260	20	35	VOER	1	2	L107_891	3902898	1	247930.949728246	161929.585125102
3979222_3260	610	35	KLEINE NETE	1	2	VL11_127	3979222	1	185162.653275551	209383.560422168
4028278_3260	1415	35	BRISDILLOOP	1	2	L111_1065	4028278	1	209333.108807775	204419.250584135
4105846_3260	1605	35	GROTE NETE	1	2	L107_708	4105846	1	212218.40449679	205926.883474932
4110198_3260	1556	35	GROTE NETE	1	2	L107_708	4110198	1	209016.157772852	206116.526326495
4117746_3260	1800	35	MAAS	1	2	VL11_203	4117746	1	242301.767222695	175857.387758991
4152754_3260	1037	35	VOER	1	2	L107_891	4152754	1	249770.348962801	161555.698836149
4193526_3260	838	35	DESSELSE NEET	1	2	L111_717	4193526	1	199562.486841911	215643.393975099
4275614_3260	1640	35	MARK	1	2	VL11_145	4275614	1	179455.587200001	231899.231899999
4325778_3260	47	35	ABEEK	1	2	VL11_133	4325778	1	245198.855899997	206415.4505
4367318_3260	459	35	KLEINE NETE	1	2	VL11_127	4367318	1	180091.245226272	208410.665929259
4394806_3260	1333	35	VARENDONKSE BEEK	1	2	L107_695	4394806	1	189618.088090041	197095.270077337
4440146_3260	119	35	MAAS	1	2	VL11_203	4440146	1	248384.053878007	194593.200576827
4492722_3260	16	35	VOER	1	2	L107_891	4492722	1	247555.007837127	162044.035242718
4623442_3260	997	35	MAAS	1	2	VL11_203	4623442	1	250810.611458463	201499.119882815
4646226_3260	221	35	MAAS	1	2	VL11_203	4646226	1	246252.244585136	186348.906472928
4654710_3260	1615	35	GROTE NETE	1	2	L107_708	4654710	1	212931.887977593	205806.719431524
4677106_3260	267	35	MAAS	1	2	VL11_203	4677106	1	246475.896924488	184221.056020873
4678802_3260	412	35	SOERBEEK	1	2	L107_869	4678802	1	239984.609553408	206267.574216304
4896630_3260	1563	35	GROTE NETE	1	2	L107_708	4896630	1	209351.057915167	206265.833622087
4965042_3260	950	35	VOER	1	2	L107_891	4965042	1	250984.421113078	161069.693437919
4984630_3260	1328	35	VARENDONKSE BEEK	1	2	L107_695	4984630	1	189132.526677907	197104.627972787
5012950_3260	1527	35	LAAKBEEK	1	2	L111_1052	5012950	1	182990.400911982	215889.116939989
5027798_3260	611	35	KLEINE NETE	1	2	VL11_127	5027798	1	185259.393682053	209410.609519399
5062046_3260	1643	35	MARK	1	2	VL11_145	5062046	1	179501.712147778	231712.486857281
5118034_3260	58	35	BOSBEEK	1	2	VL05_135	5118034	1	245125.301242781	198449.10642213
5219958_3260	1596	35	GROTE NETE	1	2	L107_708	5219958	1	211586.495922098	205987.63228943
5230070_3260	1386	35	GROTE NETE	1	2	VL11_123	5230070	1	199158.650346554	203451.055793953
5281654_3260	1754	35	ASBEEK	1	2	L111_1065	5281654	1	206401.235321054	204208.819233577
5288466_3260	432	35	WARMBEEK	1	2	VL05_147	5288466	1	228587.57076669	214900.332497202
5353746_3260	1051	35	DOMMEL	1	2	VL05_136	5353746	1	224433.058161193	213471.918165811
5464338_3260	908	35	DOMMEL	1	2	VL05_136	5464338	1	224608.144394344	211525.892769333
5699382_3260	1348	35	VARENDONKSE BEEK	1	2	L107_695	5699382	1	190334.543591571	196030.960072008
5712082_3260	504	35	BOLLISENBEEK	1	2	L107_854	5712082	1	221778.83223362	201890.601001004
5788522_3260	1096	35	DOMMEL	1	2	VL05_136	5788522	1	224356.882525145	218922.734175322
