segment_id	grts_ranking	sac_streams	x	y
1_4_1539	35645302	intersecting or downstream	207774.688503525	205813.330014762
1_4_154	59418962	intersecting or downstream	248281.481275055	191843.239493461
1_4_1540	39839606	intersecting or downstream	207832.179218929	205840.921814281
1_4_1541	25552758	intersecting or downstream	207889.496544356	205849.646426354
1_4_1542	12969846	intersecting or downstream	207977.517474619	205841.561457711
1_4_1543	34989942	intersecting or downstream	208052.169164475	205861.520759636
1_4_1544	39184246	intersecting or downstream	208103.429240168	205869.661808793
1_4_1545	18737014	intersecting or downstream	208170.833390449	205908.806474505
1_4_1546	22931318	intersecting or downstream	208250.006325245	205906.710585686
1_4_1547	15591286	intersecting or downstream	208340.542689902	205916.597058796
1_4_1548	63158134	intersecting or downstream	208405.540708067	205941.072701591
1_4_1549	8632182	intersecting or downstream	208459.099177813	205993.568585818
1_4_155	11364690	intersecting or downstream	248370.113311864	191797.111114789
1_4_1550	40089462	intersecting or downstream	208544.539126125	206020.265563452
1_4_1551	61060982	intersecting or downstream	208618.665526967	206028.213540305
1_4_1552	9418614	intersecting or downstream	208696.601586958	206086.127071682
1_4_1553	58701686	intersecting or downstream	208784.932544987	206107.011493901
1_4_1554	67090294	intersecting or downstream	208869.434759056	206127.091243786
1_4_1555	58636150	intersecting or downstream	208921.492043833	206140.95236946
1_4_1556	4110198	intersecting or downstream	209016.157772852	206116.526326495
1_4_156	23947602	intersecting or downstream	248453.271955529	191742.173619066
1_4_157	65628498	intersecting or downstream	248532.1160733	191680.73664418
1_4_158	3238226	intersecting or downstream	248600.916945361	191609.439939516
1_4_159	18966866	intersecting or downstream	248653.347204252	191524.837319661
1_4_16	4492722	intersecting or downstream	247555.007837127	162044.035242718
1_4_160	12544338	intersecting or downstream	248694.704144662	191433.912587449
1_4_161	7301458	intersecting or downstream	248728.159978099	191339.846060566
1_4_1619	59934678	intersecting or downstream	183114.562899999	208333.783500001
1_4_162	60778834	intersecting or downstream	248750.358706392	191242.748018088
1_4_1620	29525974	intersecting or downstream	183195.530108854	208307.822346983
1_4_1621	8554454	intersecting or downstream	183276.47274485	208281.78505451
1_4_1622	60502518	intersecting or downstream	197665.727899998	206977.138999999
1_4_1623	63648246	intersecting or downstream	197709.489289936	206928.027606219
1_4_1624	61551094	intersecting or downstream	197793.080042904	206961.72807757
1_4_1625	8073718	intersecting or downstream	197847.889277656	206940.02183686
1_4_1626	36123126	intersecting or downstream	197907.993759473	206962.817955218
1_4_1627	10957302	intersecting or downstream	197991.312347454	206966.107867807
1_4_1628	8860150	intersecting or downstream	198074.075110395	206984.849261616
1_4_1629	65731062	intersecting or downstream	198159.482786801	206947.391084235
1_4_163	43215186	intersecting or downstream	248750.944916871	191143.611118106
1_4_1630	19593718	intersecting or downstream	198245.595745192	206992.927510626
1_4_1631	12253686	intersecting or downstream	198321.063064162	207037.961701765
1_4_1632	29555190	intersecting or downstream	198344.793226835	207116.038542732
1_4_1633	42203638	outside	198759.946900003	207127.741500001
1_4_1634	48495094	outside	198846.42471819	207110.238832661
1_4_1635	37485046	outside	198933.508977518	207115.283723074
1_4_1636	3930614	outside	198982.590787003	207071.829426217
1_4_1637	45873654	outside	199039.361390546	207084.152230164
1_4_1638	4979190	outside	199115.396415693	207104.706276225
1_4_1639	59505142	outside	199143.642071049	207074.055498362
1_4_164	19097938	intersecting or downstream	248726.888650671	191047.293987746
1_4_1640	4275614	intersecting or downstream	179455.587200001	231899.231899999
1_4_1641	32325022	intersecting or downstream	179492.231310022	231847.973853119
1_4_1642	57752990	intersecting or downstream	179458.687708289	231764.612182774
1_4_1643	5062046	intersecting or downstream	179501.712147778	231712.486857281
1_4_1644	48840094	intersecting or downstream	179522.279220965	231637.511919357
1_4_1645	65617310	intersecting or downstream	179481.857245268	231588.515567913
1_4_1646	60112286	intersecting or downstream	179413.131364321	231528.194018685
1_4_1647	17120670	intersecting or downstream	179370.871554277	231451.067913257
1_4_165	56846674	intersecting or downstream	248683.108995469	190957.943481842
1_4_1650	53000542	outside	176016.798900001	237290.083999999
1_4_1651	46446942	outside	175925.773853118	237237.973024048
1_4_1652	34912606	outside	175890.837309902	237140.429915913
1_4_1653	41990494	outside	175829.416248615	237058.58956624
1_4_1654	60620562	outside	219840.228500001	210312.477499999
1_4_1655	18236630	outside	177155.374799997	212859.625999998
1_4_1656	39404758	outside	177166.469537861	212959.80795154
1_4_1657	64570582	outside	177202.430477775	213053.109309529
1_4_1658	49890518	outside	177250.507590899	213141.724862867
1_4_1659	37569750	outside	177292.095322063	213233.576594064
1_4_166	58468690	intersecting or downstream	248627.568497411	190874.868656305
1_4_1660	35472598	outside	177349.153332786	213315.631022947
1_4_1661	8471766	outside	177428.165992277	213375.969980457
1_4_1662	12666070	outside	177522.455160342	213408.677297718
1_4_1663	64046294	outside	177596.814349286	213346.521179775
1_4_1664	53560534	outside	177664.41300587	213278.434580606
1_4_1665	12401110	outside	177762.773413239	213262.458372342
1_4_1666	63781334	outside	177861.740044477	213277.68276988
1_4_1667	64829910	outside	177922.901346182	213356.280523567
1_4_1668	15312862	outside	154188.544399999	226302.379000001
1_4_1669	56207326	outside	154284.863123384	226279.596557977
1_4_167	20457810	intersecting or downstream	248569.848533942	190793.264106141
1_4_1670	37136350	outside	154381.181846769	226256.814115954
1_4_1671	53651422	outside	154477.500570154	226234.03167393
1_4_1672	16951262	outside	154573.813284417	226211.224098078
1_4_1673	42510302	outside	154670.020774447	226187.976409998
1_4_1674	45656030	outside	154766.228264478	226164.728721917
1_4_1675	32024542	outside	154860.284971811	226136.091931108
1_4_1676	23898078	outside	154942.643138307	226081.196862563
1_4_1677	6072286	outside	155025.272302219	226026.711215726
1_4_1678	7383006	outside	155107.982067354	225972.34734086
1_4_1679	50038750	outside	155195.18714626	225927.894148377
1_4_168	58206546	intersecting or downstream	248512.936928845	190711.102708463
1_4_1680	23824350	outside	155291.736926326	225906.145215713
1_4_1681	25921502	outside	155388.133911694	225883.857289538
1_4_1682	25397214	outside	155484.541227567	225861.458634922
1_4_1683	15960030	outside	155580.983382486	225839.205724367
1_4_1684	28542942	outside	155652.851834019	225778.612992191
1_4_1685	29345758	outside	155713.439343581	225700.34748367
1_4_1686	34588638	outside	155774.026853143	225622.081975148
1_4_1687	40880094	outside	155834.614362704	225543.816466626
1_4_1688	39307230	outside	155894.352134019	225464.902198434
1_4_1689	36947934	outside	155966.751127684	225404.723209296
1_4_169	32778578	intersecting or downstream	248457.923572108	190627.655045503
1_4_1690	1150886	intersecting or downstream	186150.672700003	180314.791999999
1_4_1691	23433126	intersecting or downstream	186123.921800002	180218.885499999
1_4_1692	7550870	intersecting or downstream	167003.1074	213204.267000001
1_4_1697	53066070	intersecting or downstream	184431.9639	189902.768399999
1_4_1699	22829113	intersecting or downstream	127857.056000002	167681.1831
1_4_17	64785842	intersecting or downstream	247641.145590585	161998.155857102
1_4_170	10758482	intersecting or downstream	248405.481947013	190542.59247328
1_4_1700	18162078	outside	184144.3072	229462.3891
1_4_171	35924306	intersecting or downstream	248353.922724918	190456.987950777
1_4_1713	56121334	intersecting or downstream	190874.045100003	211818.1019
1_4_1714	11483126	intersecting or downstream	193033.566399999	213823.0779
1_4_172	29616466	intersecting or downstream	248301.703607474	190371.787559831
1_4_1724	24781358	outside	197915.168700002	219062.581900001
1_4_173	3402066	intersecting or downstream	248250.006768085	190286.274527205
1_4_174	18082130	intersecting or downstream	248200.199320899	190199.831997234
1_4_175	65792338	intersecting or downstream	248160.981592048	190108.040803237
1_4_176	14412114	intersecting or downstream	248132.75713149	190012.320094805
1_4_1769	31856502	intersecting or downstream	207527.782334837	203947.178216336
1_4_177	9146706	intersecting or downstream	248110.420278423	189914.893395255
1_4_1770	61216630	intersecting or downstream	207615.024773034	203961.24112334
1_4_178	63672658	intersecting or downstream	248090.390188477	189817.017798751
1_4_1784	47627526	intersecting or downstream	166010.644900002	164573.8651
1_4_179	37458258	intersecting or downstream	248079.257000202	189717.972077838
1_4_1794	64341234	intersecting or downstream	242253.453000002	175272.969000001
1_4_1795	50971890	intersecting or downstream	242231.903862815	175369.967969191
1_4_1796	30000370	intersecting or downstream	242227.625344673	175469.007967334
1_4_1797	48465138	intersecting or downstream	242230.114305144	175568.545471082
1_4_1798	59167986	intersecting or downstream	242245.462389519	175666.450279476
1_4_1799	48682226	intersecting or downstream	242272.316654493	175762.274697821
1_4_18	44862898	intersecting or downstream	247736.336846686	161969.667986059
1_4_180	37982546	intersecting or downstream	248081.320526202	189618.067024408
1_4_1800	4117746	intersecting or downstream	242301.767222695	175857.387758991
1_4_1801	17749234	intersecting or downstream	242335.747584151	175950.927517393
1_4_1802	7263474	intersecting or downstream	242376.808445619	176041.557126825
1_4_1803	47305970	intersecting or downstream	242428.832504828	176126.101518364
1_4_1804	23713010	intersecting or downstream	242488.175476266	176206.017348703
1_4_1805	17421554	intersecting or downstream	242554.486744337	176280.066573545
1_4_1806	57005298	intersecting or downstream	242625.125252497	176350.233066018
1_4_1807	31839474	intersecting or downstream	242696.294473477	176419.86676161
1_4_1808	53531890	intersecting or downstream	242771.575129647	176484.856183718
1_4_1809	24171762	intersecting or downstream	242851.485299028	176544.199856449
1_4_181	41128274	intersecting or downstream	248089.102063421	189518.422973846
1_4_1810	3757298	intersecting or downstream	242930.589045959	176604.61814166
1_4_1811	1135858	intersecting or downstream	243005.007791754	176670.635055347
1_4_1812	46224626	intersecting or downstream	243075.647614338	176740.776506178
1_4_1813	32593138	intersecting or downstream	243137.947019219	176818.021510742
1_4_1814	52253938	intersecting or downstream	243191.818141246	176901.693068746
1_4_1815	2853618	intersecting or downstream	243237.79261925	176989.833676406
1_4_1816	65768178	intersecting or downstream	243276.58884788	177081.498469681
1_4_1817	15043314	intersecting or downstream	243313.225577743	177174.081727355
1_4_1818	59083506	intersecting or downstream	243342.712830272	177268.905359022
1_4_1819	26577650	intersecting or downstream	243362.084076086	177366.511578536
1_4_182	66359634	intersecting or downstream	248100.471403007	189419.166301341
1_4_1820	44141298	intersecting or downstream	243378.536669955	177464.71063309
1_4_1821	63015666	intersecting or downstream	243393.804731562	177563.088513079
1_4_1822	19134962	intersecting or downstream	243403.74271571	177662.081003043
1_4_1823	60029426	intersecting or downstream	243406.128897554	177761.546122218
1_4_1824	1309170	intersecting or downstream	243401.527752693	177860.963388884
1_4_1825	17299954	intersecting or downstream	243392.728317348	177960.138411923
1_4_1826	65534450	intersecting or downstream	243382.673793795	178059.197644186
1_4_1827	52951538	intersecting or downstream	243372.2762115	178158.221882932
1_4_1828	49871346	intersecting or downstream	243372.745287146	178256.881172969
1_4_1829	25754098	intersecting or downstream	243396.807554474	178353.079809382
1_4_183	7639378	intersecting or downstream	248114.413506233	189320.233011855
1_4_1830	50395634	intersecting or downstream	243437.762138632	178443.426641548
1_4_1831	49609202	intersecting or downstream	243491.295458142	178527.215672444
1_4_1832	57997810	intersecting or downstream	243559.598053655	178598.399482033
1_4_1833	65337842	intersecting or downstream	243643.096277709	178651.746543907
1_4_1834	35699186	intersecting or downstream	243734.139278977	178691.901044658
1_4_1835	14727666	intersecting or downstream	243827.109733354	178727.537187508
1_4_1836	15776242	intersecting or downstream	243922.897227576	178753.123670679
1_4_1837	25475570	intersecting or downstream	244020.960670643	178770.371009912
1_4_1838	31767026	intersecting or downstream	244119.478733017	178773.558765602
1_4_1839	27572722	intersecting or downstream	244217.036842903	178754.839298634
1_4_184	9736530	intersecting or downstream	248124.968894982	189220.837490709
1_4_1840	53115378	intersecting or downstream	244308.759711928	178717.746119048
1_4_1841	18512370	intersecting or downstream	244387.768733626	178658.836470348
1_4_1842	57162226	intersecting or downstream	244458.091745921	178588.378421645
1_4_1843	63191538	intersecting or downstream	244533.571328906	178524.215779986
1_4_1844	21248498	intersecting or downstream	244618.056510975	178471.902265302
1_4_1845	24394226	intersecting or downstream	244709.241352007	178433.289905426
1_4_1846	66009586	intersecting or downstream	244806.383724572	178411.824756292
1_4_1847	34028018	intersecting or downstream	244904.442372564	178394.550175817
1_4_1848	59718130	intersecting or downstream	244998.636998759	178407.05927635
1_4_1849	41105906	intersecting or downstream	245088.851892099	178449.189798464
1_4_185	37523794	intersecting or downstream	248135.981127426	189121.492028962
1_4_1850	63126002	intersecting or downstream	245167.76860006	178506.789503144
1_4_1851	47397362	intersecting or downstream	245231.187774345	178583.400591805
1_4_1852	3197426	intersecting or downstream	245288.116615622	178665.023433311
1_4_1853	40946162	intersecting or downstream	245342.361312357	178748.518022167
1_4_1854	58771954	intersecting or downstream	245390.940612396	178835.278716372
1_4_1855	57985522	intersecting or downstream	245431.901956332	178925.9609352
1_4_1856	20236786	intersecting or downstream	245461.07173522	179020.771643284
1_4_1857	44354034	intersecting or downstream	245482.881302243	179117.922311644
1_4_1858	54905330	intersecting or downstream	245491.932650901	179216.358454855
1_4_1859	2476530	intersecting or downstream	245486.060120318	179315.686698851
1_4_186	45912402	intersecting or downstream	248148.118569501	189022.282741445
1_4_1860	61196786	intersecting or downstream	245475.115390622	179414.641147019
1_4_1861	53594610	intersecting or downstream	245461.195478613	179513.221265364
1_4_1862	18991602	intersecting or downstream	245446.140195147	179611.645050428
1_4_1863	53160434	intersecting or downstream	245441.744574446	179710.72324055
1_4_1864	34286066	intersecting or downstream	245448.588520221	179809.999926275
1_4_1865	55257586	intersecting or downstream	245462.121842424	179908.58194671
1_4_1866	13838834	intersecting or downstream	245484.411921361	180005.505460938
1_4_1867	52636146	intersecting or downstream	245510.609936382	180101.565721117
1_4_1868	32057842	intersecting or downstream	245540.683358499	180196.406045386
1_4_1869	40446450	intersecting or downstream	245577.820316808	180288.713387419
1_4_187	48009554	intersecting or downstream	248159.118622037	188923.03222307
1_4_1870	18426354	intersecting or downstream	245622.320833487	180377.674411162
1_4_1871	59845106	intersecting or downstream	245672.34644969	180463.743258315
1_4_1872	38873586	intersecting or downstream	245722.391280492	180549.800928232
1_4_1873	40076162	intersecting or downstream	251738.770900004	160907.9485
1_4_1874	13315570	intersecting or downstream	244984.917900003	184434.991
1_4_188	266578	intersecting or downstream	248161.712979228	188823.136826055
1_4_1889	38991670	intersecting or downstream	190220.4529	195881.23
1_4_189	51646802	intersecting or downstream	248160.364696406	188723.192588507
1_4_1890	30078774	outside	190192.492028029	195778.705715673
1_4_1891	34273078	outside	190170.209496425	195694.838908046
1_4_1892	15398710	outside	190203.561617314	195593.5072385
1_4_1893	14546742	outside	190264.035076002	195508.554943175
1_4_19	66817458	intersecting or downstream	247833.619821595	161949.199660773
1_4_190	25956690	intersecting or downstream	248153.13551667	188623.765679243
1_4_191	790866	intersecting or downstream	248134.107950013	188525.672803009
1_4_192	54268242	intersecting or downstream	248103.02209475	188431.395497036
1_4_193	13570386	intersecting or downstream	248055.263123772	188343.649697517
1_4_194	17764690	intersecting or downstream	247999.540168983	188261.056328106
1_4_195	25104722	intersecting or downstream	247933.178514116	188186.312201987
1_4_196	51843410	intersecting or downstream	247865.064058145	188113.197374391
1_4_197	21631314	intersecting or downstream	247794.129028374	188042.776366576
1_4_198	25825618	intersecting or downstream	247723.73233144	187971.825692176
1_4_199	56234322	intersecting or downstream	247653.009813389	187901.284723783
1_4_2	29855154	intersecting or downstream	248186.118900001	161881.8455
1_4_20	3902898	intersecting or downstream	247930.949728246	161929.585125102
1_4_200	2548050	intersecting or downstream	247577.68158677	187835.588665476
1_4_201	10936658	intersecting or downstream	247505.521591816	187766.969185188
1_4_202	45539666	intersecting or downstream	247444.287756481	187688.017573132
1_4_203	66511186	intersecting or downstream	247389.496136229	187604.541418325
1_4_204	48423250	intersecting or downstream	247342.097658498	187516.583262243
1_4_205	64791890	intersecting or downstream	247298.13425075	187426.816262901
1_4_206	14067026	intersecting or downstream	247254.874666374	187336.717703057
1_4_207	1484114	intersecting or downstream	247213.856881073	187245.567069053
1_4_208	435538	intersecting or downstream	247171.926799289	187154.849552507
1_4_209	56534354	intersecting or downstream	247128.51001307	187064.851921631
1_4_21	65768882	intersecting or downstream	248029.463200807	161916.835763275
1_4_210	24028498	intersecting or downstream	247087.337123244	186973.836443078
1_4_211	14853458	intersecting or downstream	247042.608293129	186884.510236453
1_4_212	17720658	intersecting or downstream	246999.089212526	186794.860516781
1_4_213	54420818	intersecting or downstream	246941.853740226	186712.971054483
1_4_214	65955154	intersecting or downstream	246877.474115557	186636.810144026
1_4_215	48915794	intersecting or downstream	246802.92141096	186570.288265377
1_4_216	67069266	intersecting or downstream	246722.021903635	186512.394848812
1_4_217	24077650	intersecting or downstream	246631.993444608	186468.969356811
1_4_218	61302098	intersecting or downstream	246540.153901289	186430.066562916
1_4_219	19359058	intersecting or downstream	246444.087770286	186402.930972976
1_4_22	4424578	outside	251794.780199997	160861.484000001
1_4_220	12019026	intersecting or downstream	246346.712006837	186380.537522849
1_4_221	4646226	intersecting or downstream	246252.244585136	186348.906472928
1_4_222	2221394	intersecting or downstream	246168.550541102	186296.676710123
1_4_223	31581522	intersecting or downstream	246100.253013068	186224.011430314
1_4_224	45475154	intersecting or downstream	246046.262002752	186140.740404786
1_4_225	31319378	intersecting or downstream	246007.667837407	186048.571820568
1_4_226	27125074	intersecting or downstream	245979.818498945	185953.112993373
1_4_227	32367954	intersecting or downstream	245964.125368277	185854.398139172
1_4_228	14802418	intersecting or downstream	245941.143444627	185757.526096821
1_4_229	8510962	intersecting or downstream	245902.796102508	185665.461727823
1_4_23	33784706	outside	251839.219867019	160779.820894635
1_4_230	46259698	intersecting or downstream	245852.346533733	185579.400549438
1_4_231	46783986	intersecting or downstream	245795.744443677	185497.017530274
1_4_232	24698354	intersecting or downstream	245730.860241367	185422.171009175
1_4_233	62447090	intersecting or downstream	245658.212320052	185353.919066961
1_4_234	62905842	intersecting or downstream	245598.152086768	185274.71156387
1_4_235	67100146	intersecting or downstream	245542.671704863	185192.028653487
1_4_236	48487922	intersecting or downstream	245476.734971944	185116.976583362
1_4_237	53730802	intersecting or downstream	245408.074664477	185044.335968216
1_4_238	55303666	intersecting or downstream	245340.070609187	184971.08783513
1_4_239	26930674	intersecting or downstream	245276.59431414	184894.076372197
1_4_24	3048322	outside	251834.149274777	160681.428074532
1_4_240	52096498	intersecting or downstream	245219.034345755	184812.367769343
1_4_241	10956274	intersecting or downstream	245161.711851879	184730.495243973
1_4_242	8859122	intersecting or downstream	245103.32639689	184649.366521952
1_4_243	50802162	intersecting or downstream	245048.175855167	184566.091782691
1_4_244	63647218	intersecting or downstream	245001.898274669	184477.850156784
1_4_245	45821426	intersecting or downstream	244970.457675403	184383.144764507
1_4_246	11087346	intersecting or downstream	244958.472875926	184285.15688128
1_4_247	15281650	intersecting or downstream	244964.102383648	184185.361062564
1_4_248	58273266	intersecting or downstream	244981.876924938	184087.8259226
1_4_249	43068914	intersecting or downstream	245019.257665416	183995.366126854
1_4_25	15631234	outside	251896.557336837	160616.745374111
1_4_250	17903090	intersecting or downstream	245071.043318512	183910.429388769
1_4_251	25243122	intersecting or downstream	245136.373918756	183835.088066688
1_4_252	37961202	intersecting or downstream	245211.184003266	183769.117437845
1_4_253	3034610	intersecting or downstream	245296.816164958	183718.320599053
1_4_254	52317682	intersecting or downstream	245393.005726412	183693.555940569
1_4_255	48123378	intersecting or downstream	245490.215111693	183670.354955381
1_4_256	14044658	intersecting or downstream	245589.078218287	183668.085106695
1_4_257	33967602	intersecting or downstream	245688.755971653	183675.517620968
1_4_258	52121074	intersecting or downstream	245787.06490102	183692.297825341
1_4_259	3886578	intersecting or downstream	245884.088132875	183716.27583131
1_4_26	21857154	outside	251973.396021749	160552.552873513
1_4_260	41635314	intersecting or downstream	245979.674345224	183745.328234689
1_4_261	52907506	intersecting or downstream	246069.017632228	183789.19284764
1_4_262	13606386	intersecting or downstream	246152.940680763	183843.366450496
1_4_263	27237874	intersecting or downstream	246229.538231253	183907.338349746
1_4_264	7560690	intersecting or downstream	246290.991304078	183985.605633522
1_4_265	15162866	intersecting or downstream	246347.305497332	184068.181414683
1_4_266	14114290	intersecting or downstream	246410.526546022	184145.441138677
1_4_267	4677106	intersecting or downstream	246475.896924488	184221.056020873
1_4_268	39804402	intersecting or downstream	246553.920276229	184282.407643373
1_4_269	66215410	intersecting or downstream	246643.745849651	184325.064804053
1_4_27	33129346	outside	252015.048153804	160463.794882094
1_4_270	2252274	intersecting or downstream	246741.719196507	184338.783463359
1_4_271	25976306	intersecting or downstream	246840.250823883	184325.458889703
1_4_272	38559218	intersecting or downstream	246936.721496561	184299.449871693
1_4_273	52518386	intersecting or downstream	247030.072729401	184263.887504339
1_4_274	6118898	intersecting or downstream	247117.400220292	184215.711525806
1_4_275	34430450	intersecting or downstream	247199.540607556	184158.87190036
1_4_276	26041842	intersecting or downstream	247277.724126896	184096.642025425
1_4_277	45819378	intersecting or downstream	247352.363815829	184030.191918522
1_4_278	20653554	intersecting or downstream	247416.774522234	183954.059971763
1_4_279	18556402	intersecting or downstream	247475.73296924	183873.369703062
1_4_28	45712258	outside	252027.021206402	160366.388317552
1_4_280	43722226	intersecting or downstream	247530.741449044	183789.943055895
1_4_281	36230642	intersecting or downstream	247582.661897547	183704.546357073
1_4_282	18404850	intersecting or downstream	247626.784339254	183615.014615393
1_4_283	64542194	intersecting or downstream	247655.959887609	183519.71756848
1_4_284	53794290	intersecting or downstream	247664.059904897	183420.455757725
1_4_285	50648562	intersecting or downstream	247653.693359137	183321.371205301
1_4_286	16111090	intersecting or downstream	247612.242304313	183231.845335321
1_4_287	60937714	intersecting or downstream	247562.122928871	183145.364441503
1_4_288	46257650	intersecting or downstream	247486.596510847	183083.803023532
1_4_289	22140402	intersecting or downstream	247390.516251404	183058.990310093
1_4_29	44663682	outside	252063.814983867	160280.606714812
1_4_290	13487602	intersecting or downstream	247295.155621411	183029.317388065
1_4_291	51236338	intersecting or downstream	247202.308053546	182992.42172328
1_4_292	2477554	intersecting or downstream	247113.582741319	182946.605227233
1_4_293	53595634	intersecting or downstream	247027.540230761	182895.764608299
1_4_3	43486642	intersecting or downstream	248293.468173774	161892.563879675
1_4_30	63046530	outside	252071.784700272	160198.246239965
1_4_302	28161270	outside	196511.119400002	216260.300500002
1_4_303	60929270	outside	196566.483969743	216346.461228725
1_4_304	37135606	outside	197826.139899999	216737.186500002
1_4_305	18068726	outside	196621.719400004	216433.451499999
1_4_306	55817462	outside	196718.848792692	216479.756610348
1_4_307	42185974	outside	196821.987334639	216507.894026906
1_4_308	16233718	outside	196929.674352552	216508.986030591
1_4_309	65348142	outside	198102.121399999	219319.526000001
1_4_31	131970	outside	252091.152004789	160123.85765789
1_4_311	64376306	intersecting or downstream	245614.917400002	183669.987500001
1_4_312	50744818	intersecting or downstream	245647.761842702	183599.154222891
1_4_313	10155254	intersecting or downstream	196673.599399999	215041.482500002
1_4_314	51049718	intersecting or downstream	196776.534403498	215099.877545491
1_4_315	37033878	intersecting or downstream	169302.8979	212368.392499998
1_4_316	33769366	intersecting or downstream	169349.618853985	212455.733544804
1_4_317	3799218	intersecting or downstream	242803.093999997	161362.515099999
1_4_319	48887986	intersecting or downstream	242901.674438289	161337.658972681
1_4_32	26346370	outside	252130.484371791	160063.593187033
1_4_320	391346	intersecting or downstream	242974.051983875	161358.800324102
1_4_321	54917298	intersecting or downstream	243014.895747916	161277.912886206
1_4_322	6448050	intersecting or downstream	243030.242280348	161186.268995807
1_4_323	57828274	intersecting or downstream	243118.852884252	161141.101753743
1_4_324	32070322	intersecting or downstream	243217.562716537	161125.67778633
1_4_325	39410354	intersecting or downstream	243316.57921919	161115.606511551
1_4_326	63527602	intersecting or downstream	243403.653126383	161155.797102053
1_4_327	51468978	intersecting or downstream	243488.122662629	161106.918209076
1_4_328	64051890	intersecting or downstream	243546.503861951	161029.225766527
1_4_329	88754	intersecting or downstream	243642.003095615	161000.355374062
1_4_33	17433474	outside	252212.983655	160026.893354549
1_4_330	17980082	intersecting or downstream	243738.400640076	160989.616517482
1_4_331	29252274	intersecting or downstream	243777.654609663	161077.903592567
1_4_332	26106546	intersecting or downstream	243837.863189543	161145.473923537
1_4_333	65952434	intersecting or downstream	243933.233996519	161119.141670388
1_4_334	47602354	intersecting or downstream	244000.028888144	161183.084404464
1_4_335	16217522	intersecting or downstream	244068.431531301	161252.88000559
1_4_336	22508978	intersecting or downstream	244159.422946886	161290.490325159
1_4_337	26162610	intersecting or downstream	244254.013044526	161296.973906655
1_4_338	63911346	intersecting or downstream	244340.223690303	161332.506641831
1_4_339	67057074	intersecting or downstream	244433.821376167	161362.09495443
1_4_34	25822082	outside	252254.277748735	159967.059906031
1_4_340	62076338	intersecting or downstream	244527.260822514	161330.95104533
1_4_341	41104818	intersecting or downstream	244615.372071622	161351.253658074
1_4_342	44250546	intersecting or downstream	244678.469993356	161426.561313111
1_4_343	24524210	intersecting or downstream	244760.709374607	161483.17054819
1_4_344	48117170	intersecting or downstream	244839.578466458	161543.646249827
1_4_345	15611314	intersecting or downstream	244937.321970285	161553.426080031
1_4_346	34223538	intersecting or downstream	245035.914595804	161537.434925621
1_4_347	9582002	intersecting or downstream	245081.098533385	161455.844611339
1_4_348	2241970	intersecting or downstream	245151.959104465	161385.905582946
1_4_349	6436274	intersecting or downstream	245241.819209243	161398.915585681
1_4_35	59638658	outside	252277.868574732	159880.080257838
1_4_350	40412594	intersecting or downstream	245323.943414079	161451.666084424
1_4_351	16295346	intersecting or downstream	245392.807887204	161390.329782562
1_4_352	29926834	intersecting or downstream	245427.533754205	161298.66707971
1_4_353	42509746	intersecting or downstream	245506.462250544	161263.794225379
1_4_354	36742578	intersecting or downstream	245579.774783884	161303.725886828
1_4_355	16819634	intersecting or downstream	245658.544079641	161326.185498993
1_4_356	8415922	intersecting or downstream	245672.725493789	161232.749994847
1_4_357	12610226	intersecting or downstream	245670.935364365	161151.960600129
1_4_358	17853106	intersecting or downstream	245604.682528574	161133.626551481
1_4_359	3173042	intersecting or downstream	245580.983712611	161040.003247522
1_4_36	50201474	outside	252363.032142171	159854.937644732
1_4_360	6318770	intersecting or downstream	245661.38721703	161002.534841441
1_4_361	31484594	intersecting or downstream	245700.585441198	161055.817181735
1_4_362	18901682	intersecting or downstream	245773.515365577	160997.991665061
1_4_363	37513906	intersecting or downstream	245769.971065043	160907.004613278
1_4_364	6056626	intersecting or downstream	245726.964145117	160830.911013864
1_4_365	27028146	intersecting or downstream	245650.440810365	160777.906404122
1_4_366	59468466	intersecting or downstream	245649.585209246	160694.88897889
1_4_369	45997010	intersecting or downstream	230488.877400003	197678.9265
1_4_37	18744194	outside	252415.541444556	159773.690259441
1_4_370	28040146	intersecting or downstream	230525.83856037	197583.115877381
1_4_371	38525906	intersecting or downstream	230582.232568092	197517.617445457
1_4_372	27941842	outside	229828.925399996	197571.532000002
1_4_373	17106898	intersecting or downstream	230258.662900001	199396.456
1_4_374	53282770	intersecting or downstream	230253.95591055	199289.061848682
1_4_375	59287506	intersecting or downstream	229390.304899998	200168.440499999
1_4_376	37046226	intersecting or downstream	229348.347238164	200089.620035672
1_4_377	35956690	intersecting or downstream	229566.0119	200420.873
1_4_378	51947474	intersecting or downstream	229495.271065642	200327.468274818
1_4_379	36440082	intersecting or downstream	231014.795900002	204168.480999999
1_4_38	23146742	outside	197367.455399998	211500.692899998
1_4_380	67065874	outside	233485.6294	203367.2535
1_4_381	20994066	outside	233409.874975547	203288.467843998
1_4_39	34418934	outside	197467.845127931	211500.247949985
1_4_398	17031186	outside	229156.350400001	208150.107000001
1_4_399	28827666	outside	229034.093270496	208154.755741535
1_4_4	36387986	intersecting or downstream	235535.655900002	206781.668000001
1_4_40	53293302	outside	197561.739062088	211484.18578324
1_4_400	36782098	outside	229009.314400002	209476.458000001
1_4_401	57753618	outside	229035.355363999	209376.894947954
1_4_402	22839314	outside	229061.008859735	209278.803248658
1_4_403	61636626	outside	229074.717823602	209175.918697649
