segment_id	grts_ranking	sac_streams	x	y
1_4_1089	57408814	intersecting or downstream	186912.669589004	232134.572356637
1_4_1094	32002922	intersecting or downstream	224528.747900002	219016.9005
1_4_1095	58217322	intersecting or downstream	224446.198384685	218959.798147464
1_4_1096	5788522	intersecting or downstream	224356.882525145	218922.734175322
1_4_1097	64508778	intersecting or downstream	224277.756460056	218862.890594
1_4_1098	56709994	intersecting or downstream	224218.778520143	218782.739551935
1_4_11	20784562	intersecting or downstream	247155.712830515	162161.068170477
1_4_1100	32592746	intersecting or downstream	224154.795522134	218593.536684684
1_4_1101	23808274	intersecting or downstream	224113.522370454	218503.038152695
1_4_1102	60508434	intersecting or downstream	224036.525862888	218446.408346996
1_4_1103	31148306	intersecting or downstream	224023.122465847	218355.449703144
1_4_1104	10438930	intersecting or downstream	223966.434334357	218284.777671262
1_4_1106	21973266	intersecting or downstream	223953.398407132	218094.258823521
1_4_1108	18499858	intersecting or downstream	223923.644200897	217897.457837618
1_4_1109	10635538	intersecting or downstream	223862.186909508	217819.265919807
1_4_1110	2246930	intersecting or downstream	223798.572304634	217741.620798619
1_4_1111	42912018	intersecting or downstream	223736.939404173	217662.476592617
1_4_1114	57116946	intersecting or downstream	223549.995212343	217426.683019869
1_4_1116	19892498	intersecting or downstream	223450.112008036	217253.026362331
1_4_1117	1018130	intersecting or downstream	223461.305706435	217154.052939355
1_4_1119	30312722	intersecting or downstream	223337.300010027	217007.203553608
1_4_112	61235474	intersecting or downstream	224748.812899999	212017.386
1_4_1120	59672850	intersecting or downstream	223259.964076827	216943.249869768
1_4_1122	59869458	intersecting or downstream	223145.378702016	216809.327805185
1_4_1123	29985042	intersecting or downstream	223112.636229095	216717.088576569
1_4_1124	28936466	intersecting or downstream	223096.777770595	216618.193518123
1_4_1125	57148062	outside	178062.911399998	220831.455499999
1_4_1126	11272862	outside	178050.62629046	220936.64996679
1_4_1127	13370014	outside	178095.006860092	221031.681383032
1_4_1128	18431933	outside	152204.785899997	226361.3715
1_4_1129	40452029	outside	152306.754236467	226351.334100214
1_4_113	46154002	intersecting or downstream	224799.957616827	211984.932969871
1_4_1130	60637117	outside	152408.722527558	226341.296239432
1_4_1131	55394237	outside	152508.585561564	226352.57839379
1_4_1132	19611581	outside	152604.219634185	226389.353591832
1_4_1133	13320125	outside	152700.391935699	226423.54691069
1_4_1134	10174397	outside	152797.569948547	226391.769637517
1_4_1135	9912253	outside	152894.586833707	226358.814895354
1_4_1136	36126653	outside	152991.603718866	226325.86015319
1_4_1137	40320957	outside	153088.620604025	226292.905411027
1_4_1138	47081438	outside	153185.221384467	226309.53530798
1_4_1139	3041246	outside	153280.766647024	226346.54062976
1_4_114	819282	intersecting or downstream	248392.999399997	195090.368500002
1_4_1140	66480094	outside	153376.31190958	226383.54595154
1_4_1141	35022814	outside	153475.129627827	226401.412431488
1_4_1142	19294174	outside	153577.190445196	226392.363641785
1_4_1143	485342	outside	153679.251262564	226383.314852083
1_4_1148	43354070	intersecting or downstream	183516.389399998	208261.734999999
1_4_1149	45975510	intersecting or downstream	183621.057482975	208298.630973486
1_4_115	6275154	intersecting or downstream	248407.198638852	194991.523338068
1_4_1150	47024086	intersecting or downstream	183725.707937622	208335.575373541
1_4_1151	60291030	intersecting or downstream	183827.045085327	208379.200783163
1_4_1152	15024146	intersecting or downstream	228897.604900002	209812.311999999
1_4_1153	66404370	intersecting or downstream	228897.014636575	209712.845031534
1_4_1154	30490642	intersecting or downstream	228941.44497833	209618.052233661
1_4_1155	47898130	intersecting or downstream	228714.747400001	212524.293000001
1_4_1156	18837010	intersecting or downstream	228728.495414959	212439.608997895
1_4_1157	14642706	intersecting or downstream	228729.5508745	212352.983838534
1_4_1158	40857106	intersecting or downstream	228703.551784066	212272.845478629
1_4_1159	61174034	intersecting or downstream	224526.083400004	212990.604499999
1_4_116	59752530	intersecting or downstream	248408.968142314	194891.898745286
1_4_1160	47804690	intersecting or downstream	224445.963394845	212961.338300353
1_4_1161	46559506	intersecting or downstream	224426.578576774	212865.525530502
1_4_1162	62288146	intersecting or downstream	224431.851392958	212759.557132954
1_4_1163	36335890	intersecting or downstream	224469.778001343	212658.093894859
1_4_1164	20212598	outside	205145.1294	210290.456500001
1_4_1165	10775414	outside	205241.604869182	210306.147428356
1_4_1166	1370998	outside	205330.587607055	210333.081269774
1_4_1167	26536822	outside	205417.916466126	210327.097640724
1_4_1168	31779702	outside	205508.011272996	210354.850805132
1_4_1169	18672502	outside	205594.694951795	210346.414266815
1_4_117	38781010	intersecting or downstream	248403.160315358	194792.113145442
1_4_1170	22866806	outside	205681.970323234	210373.545109915
1_4_1171	54419574	outside	205764.216566088	210405.38085185
1_4_1172	483446	outside	205843.068497751	210444.874159948
1_4_1173	46620790	outside	205924.954741262	210497.050370758
1_4_1174	62349430	outside	206021.531638139	210519.067185905
1_4_1175	35872886	outside	206117.209298321	210526.048618476
1_4_1176	16998518	outside	206215.344664357	210530.934417198
1_4_1177	62087286	outside	206312.313474632	210554.030000001
1_4_1178	56630390	outside	206410.605375955	210563.200446623
1_4_1179	3153014	outside	206504.254217741	210593.649549059
1_4_118	2342994	intersecting or downstream	248393.35839289	194692.688326656
1_4_1180	66067574	outside	206599.904731591	210622.616811678
1_4_1181	25959542	outside	206691.823597729	210652.209832406
1_4_1182	2366582	outside	206779.323708874	210692.480501973
1_4_1183	23338102	outside	206824.973938895	210756.714495927
1_4_1184	18422902	outside	206920.989381935	210771.332531093
1_4_1185	61414518	outside	207019.785604626	210753.183130446
1_4_1186	17112182	outside	207119.48248732	210741.089843629
1_4_1187	46472310	outside	207215.011050786	210712.181170636
1_4_1188	44375158	outside	207315.134382794	210717.314012759
1_4_1189	1006710	outside	207415.373188661	210723.760814086
1_4_119	4440146	intersecting or downstream	248384.053878007	194593.200576827
1_4_1190	6249590	outside	207515.824723306	210722.054385685
1_4_1191	60775542	outside	207616.241551695	210719.884512726
1_4_1192	55270518	outside	207694.428214131	210757.477714539
1_4_1193	28007542	outside	207793.143341256	210776.17027509
1_4_1194	19618934	outside	207847.277758841	210716.537979613
1_4_1195	47996022	outside	207941.189992904	210688.534317474
1_4_1196	50093174	outside	208039.808472928	210706.552818821
1_4_1197	62676086	outside	208137.885505143	210727.960671378
1_4_1198	1596534	outside	208236.036103805	210749.235186143
1_4_1199	36199542	outside	208334.076255328	210769.967457254
1_4_12	52241842	intersecting or downstream	247246.247134876	162144.669397362
1_4_120	7454802	intersecting or downstream	248374.183630371	194493.765484228
1_4_1200	7552118	outside	208430.801632448	210789.262344168
1_4_1201	40057974	outside	208528.869840377	210808.746612502
1_4_1202	27475062	outside	208625.634400003	210831.502999999
1_4_1203	55262326	outside	208721.560872754	210851.953356281
1_4_1204	4930678	outside	208781.09807891	210899.790094253
1_4_1205	62012534	outside	208782.018913676	210997.838648442
1_4_1206	42089590	outside	208782.837083614	211096.021275212
1_4_1207	52837494	outside	208783.771035346	211194.222348119
1_4_1208	65420406	outside	208786.015900001	211292.361355301
1_4_121	28426322	intersecting or downstream	248358.725887387	194395.059709115
1_4_1211	38599798	outside	208986.972878692	211454.57483789
1_4_1212	22871158	outside	209077.285833528	211493.111919315
1_4_1213	31521910	outside	209166.839725159	211533.392852033
1_4_1214	8453238	outside	209256.883360585	211572.591047629
1_4_1215	19987574	outside	209350.450203994	211601.122447557
1_4_1216	35093622	outside	209436.004383545	211627.818677736
1_4_1217	33258614	outside	209481.626929508	211686.760979125
1_4_1218	53181558	outside	209576.46296408	211712.267583418
1_4_1219	23821430	outside	209671.298998651	211737.774187712
1_4_122	45695058	intersecting or downstream	248331.045542835	194299.403179953
1_4_1220	31685750	outside	209686.651294596	211814.119172891
1_4_1221	25918582	outside	209670.037521577	211910.909889708
1_4_1222	9075830	outside	209726.53468172	211958.11578352
1_4_1223	16415862	outside	209822.605887228	211978.482024902
1_4_1224	3832950	outside	209878.466284361	212029.250794239
1_4_1225	26901622	outside	209919.140812926	212092.511291173
1_4_1226	26049654	outside	209986.046367055	212138.87846041
1_4_1227	38810642	outside	228769.248400003	205405.693500001
1_4_1228	10499090	outside	228712.359437041	205333.586495334
1_4_1229	6534162	outside	228660.041369547	205256.735192441
1_4_123	33374290	intersecting or downstream	248296.623744328	194205.563644431
1_4_1230	63943698	outside	228610.223252734	205175.140433304
1_4_1231	7320594	outside	228556.906924366	205096.86044033
1_4_1232	7844882	outside	228520.19511723	205014.216971211
1_4_1233	17282066	outside	228486.611178148	204941.22451622
1_4_1234	62841042	outside	226260.945900001	200720.999000002
1_4_1235	34988242	outside	226243.028831979	200618.097398349
1_4_124	44908626	intersecting or downstream	248265.272242363	194110.682269758
1_4_125	1917010	intersecting or downstream	248229.237543178	194017.650912905
1_4_1252	50669430	intersecting or downstream	206713.704899997	205286.596000001
1_4_1257	45885302	intersecting or downstream	206944.732327857	205633.498364414
1_4_1258	32253814	intersecting or downstream	207032.183074323	205669.653152093
1_4_1259	53225334	intersecting or downstream	207117.368012484	205712.942636105
1_4_126	44038482	intersecting or downstream	248190.898183501	193925.38419991
1_4_127	33552722	intersecting or downstream	248154.983279728	193832.104960648
1_4_1279	52216694	intersecting or downstream	208870.80385296	206320.163580528
1_4_128	3406162	intersecting or downstream	248118.522533248	193739.039375465
1_4_1280	41534326	intersecting or downstream	208965.916052929	206345.106070023
1_4_1281	21611382	intersecting or downstream	209059.800407232	206372.270228446
1_4_1282	17417078	intersecting or downstream	209152.762267799	206403.511691889
1_4_1283	9552758	intersecting or downstream	209228.289965579	206453.836984671
1_4_1284	10601334	intersecting or downstream	209302.105474511	206505.359650338
1_4_129	41154898	intersecting or downstream	248082.662054731	193645.745786997
1_4_13	60067250	intersecting or downstream	247336.414645129	162172.189276446
1_4_130	16513362	intersecting or downstream	248045.694260815	193552.90369667
1_4_1309	378102	outside	196022.7355	215574.442400001
1_4_131	18413906	intersecting or downstream	248005.583070006	193461.358733587
1_4_1310	43066614	outside	196736.365900002	217194.767900001
1_4_1311	13706486	outside	196732.039388983	217297.84513879
1_4_1312	37299446	outside	196725.997553166	217400.885896819
1_4_1313	38348022	outside	196717.979243397	217503.709055271
1_4_1314	33809654	outside	196691.921799165	217602.69029433
1_4_1315	35906806	outside	196725.620292477	217700.126295291
1_4_1316	51635446	outside	196763.803690612	217795.929991051
1_4_1317	15721718	outside	196824.461942722	217879.11729586
1_4_1318	66839798	outside	196889.228607414	217959.486176098
1_4_1319	8119542	outside	196954.062444592	218039.800593501
1_4_132	20511058	intersecting or downstream	247966.189389167	193369.512381385
1_4_1320	1762550	outside	197019.228570031	218119.846209911
1_4_1321	60482806	outside	197083.717806517	218200.435388932
1_4_133	42531154	intersecting or downstream	247921.993097843	193280.122191369
1_4_1331	16256822	intersecting or downstream	189428.873208138	197105.786233366
1_4_1332	40046390	intersecting or downstream	189526.931590254	197121.123476336
1_4_1333	4394806	intersecting or downstream	189618.088090041	197095.270077337
1_4_1334	63344438	intersecting or downstream	189697.891662715	197036.116422264
1_4_1335	58363702	intersecting or downstream	189785.407251126	196990.931057552
1_4_1336	36343606	intersecting or downstream	189851.507305089	196921.441478825
1_4_1337	38965046	intersecting or downstream	189871.031484509	196823.656959423
1_4_1338	26382134	intersecting or downstream	189911.684326156	196732.677895284
1_4_1339	6459190	intersecting or downstream	189956.733304694	196643.636179067
1_4_134	18938194	intersecting or downstream	247869.673059133	193194.993633484
1_4_1340	61671222	intersecting or downstream	189997.11816028	196552.373193499
1_4_1341	19728182	intersecting or downstream	190003.172666013	196457.030800471
1_4_1342	12388150	intersecting or downstream	190095.890692117	196420.211083154
1_4_1343	58525494	intersecting or downstream	190191.875047347	196392.914669812
1_4_1344	16058166	intersecting or downstream	190285.713750965	196359.818110987
1_4_1345	37291830	intersecting or downstream	190313.282584285	196274.607368572
1_4_1346	62457654	intersecting or downstream	190299.444203376	196200.010102005
1_4_1347	18417462	intersecting or downstream	190335.030669123	196111.780572855
1_4_1348	5699382	intersecting or downstream	190334.543591571	196030.960072008
1_4_1349	30865206	intersecting or downstream	190266.255720361	195958.659326084
1_4_135	61995346	intersecting or downstream	247814.917813498	193111.371404418
1_4_1350	48623809	outside	85711.4319000021	209177.206999999
1_4_1351	32633025	outside	85799.3867411167	209129.385003295
1_4_1352	55439553	outside	85887.9769598599	209082.787708126
1_4_1353	64876737	outside	85975.5352206252	209034.259326164
1_4_1354	8122561	outside	86064.4988350814	208988.446317058
1_4_1355	50065601	outside	86139.9044970667	208933.227470353
1_4_1356	4976833	outside	86210.8621689085	208874.222180044
1_4_1357	27324609	outside	86273.2468242259	208795.996415343
1_4_1358	1372353	outside	86343.0969761004	208726.13396561
1_4_1359	63238337	outside	86415.4138631994	208670.787888841
1_4_136	24246610	intersecting or downstream	247759.995281858	193027.858498591
1_4_1360	62451905	outside	86476.879278771	208593.269359047
1_4_1361	66646209	outside	86537.1223648019	208513.320437802
1_4_1362	19460289	outside	86528.6490705271	208418.869384889
1_4_1363	20713665	outside	86511.7772252041	208320.705310257
1_4_1364	62656705	outside	86529.7843375668	208222.224282881
1_4_1365	51564737	outside	86574.8116184532	208139.217918454
1_4_1366	11194561	outside	86645.5378699993	208072.818870059
1_4_1367	5951681	outside	86719.2209818883	208009.479745915
1_4_1368	16437441	outside	86777.7311962044	207928.24935533
1_4_1369	52875457	outside	86835.7795659334	207846.917127208
1_4_137	39598418	intersecting or downstream	247705.143069817	192944.299348138
1_4_1370	24105153	outside	86881.3834590316	207759.289922459
1_4_1371	14667969	outside	86938.733123226	207678.343213219
1_4_1372	23056577	outside	87007.58645388	207605.882519563
1_4_1373	27840705	outside	87090.6036564395	207617.103622363
1_4_1374	36229313	outside	87172.9614599721	207632.545339516
1_4_1375	17354945	outside	87248.3065689032	207605.754995386
1_4_1376	31772865	outside	87318.5882139471	207549.083783528
1_4_1377	44355777	outside	87371.5861462909	207466.004971258
1_4_1378	13947073	outside	87447.9669242409	207454.284929104
1_4_1379	8704193	outside	87516.6702366561	207423.822843669
1_4_138	66861394	intersecting or downstream	247651.904594327	192859.721075579
1_4_1380	36473417	outside	87571.1906955435	207339.856355891
1_4_1381	42486345	outside	87620.0319127426	207254.573991006
1_4_1382	14174793	outside	87644.6709094029	207174.793197452
1_4_1383	34065910	intersecting or downstream	199079.394400001	203728.691500001
1_4_1384	63426038	intersecting or downstream	199092.01657828	203632.030081076
1_4_1385	33017334	intersecting or downstream	199107.539358041	203533.812752565
1_4_1386	5230070	intersecting or downstream	199158.650346554	203451.055793953
1_4_1387	8556022	intersecting or downstream	199243.808766239	203407.803540282
1_4_1388	26381814	intersecting or downstream	199344.502386168	203407.613222622
1_4_1389	52858358	intersecting or downstream	199442.553391922	203424.345682582
1_4_139	62667090	intersecting or downstream	247593.619767709	192778.81999979
1_4_1390	40275446	intersecting or downstream	199540.764207962	203405.23271018
1_4_1391	28741110	intersecting or downstream	199641.125112218	203398.358855836
1_4_1392	60853750	intersecting or downstream	199705.560582543	203340.265332075
1_4_1393	2133494	intersecting or downstream	199781.69969942	203276.769804733
1_4_1394	22957558	intersecting or downstream	199866.61017104	203225.124505715
1_4_1395	35278326	intersecting or downstream	199963.582627029	203198.905581173
1_4_1396	64638454	intersecting or downstream	200053.465464392	203224.071402296
1_4_1397	41569782	intersecting or downstream	200138.169820898	203210.347685407
1_4_1398	36543990	intersecting or downstream	200226.460368188	203170.556473038
1_4_1399	49126902	intersecting or downstream	200306.335719211	203143.580406281
1_4_14	40144306	intersecting or downstream	247383.306552491	162100.699554702
1_4_140	66599250	intersecting or downstream	247545.593528761	192692.253207049
1_4_1400	26058230	intersecting or downstream	200393.058072606	203143.756903244
1_4_1401	65379830	intersecting or downstream	200486.855585874	203145.927974666
1_4_1402	2465270	intersecting or downstream	200562.060147002	203135.922936571
1_4_1404	65242998	intersecting or downstream	208532.525899999	203748.206
1_4_1405	56854390	intersecting or downstream	208598.581953612	203824.350002598
1_4_1406	63932278	intersecting or downstream	208656.405488511	203906.429523908
1_4_141	22559058	intersecting or downstream	247504.69357896	192601.0688596
1_4_142	60307794	intersecting or downstream	247480.349731909	192505.697919591
1_4_1424	16986326	outside	171793.036399998	212738.2535
1_4_1425	25899222	outside	171788.873421198	212832.433632943
1_4_1426	10694870	outside	171793.988480309	212927.302990467
1_4_1427	42610902	outside	171859.188518263	212982.819648069
1_4_1428	56090158	outside	199627.883900002	219975.463500001
1_4_1429	54713902	outside	199727.106177088	219975.017349321
1_4_143	33700178	intersecting or downstream	247471.999899998	192406.10700984
1_4_1430	48422446	outside	199826.292215557	219975.779761224
1_4_1431	26402350	outside	199919.178290523	220007.868338199
1_4_1432	11197998	outside	200007.138488781	220053.766921588
1_4_1433	45801006	outside	200096.460597852	220096.972624326
1_4_1434	3792430	outside	200186.086986234	220139.540738217
1_4_1435	13610542	outside	200275.538007054	220182.479848615
1_4_1436	35630638	outside	200365.105882834	220225.174537094
1_4_1437	42839598	outside	200894.828900002	220538.991999999
1_4_1438	55422510	outside	200962.607372858	220511.350977502
1_4_1439	23178798	outside	201036.877427385	220578.812257109
1_4_144	36845906	intersecting or downstream	247475.371874979	192306.392175136
1_4_1440	57781806	outside	201127.388669916	220617.822769915
1_4_1441	47398446	outside	201201.342882284	220674.710313296
1_4_1443	28360238	outside	201304.201922926	220848.435348073
1_4_1444	33340974	outside	201376.924545131	220907.500724455
1_4_1445	20758062	outside	201473.796123361	220936.172933038
1_4_1446	9748014	outside	201572.130828245	220956.764614976
1_4_1447	25476654	outside	201672.966417292	220950.365595079
1_4_1448	9027118	outside	201773.949288002	220947.102564176
1_4_1449	37338670	outside	201872.907212741	220928.620456154
1_4_145	32127314	intersecting or downstream	247495.808608911	192209.010549468
1_4_1450	11124270	outside	201979.025399998	221130.613000002
1_4_1451	51887662	outside	202005.19750452	221217.218587557
1_4_1452	66567726	outside	202026.976680779	221305.281967381
1_4_1453	7847470	outside	202048.58756649	221393.395241397
1_4_1454	9014518	intersecting or downstream	201210.087899998	216426.986000001
1_4_1455	11947254	intersecting or downstream	201295.625529889	216463.880181854
1_4_1456	59370742	intersecting or downstream	202244.843900003	217089.759
1_4_1457	59308150	intersecting or downstream	202343.913108461	217063.242569383
1_4_1458	2685046	intersecting or downstream	202424.075235715	217095.364801743
1_4_146	27933010	intersecting or downstream	247547.030500067	192127.107323765
1_4_1463	33137345	outside	81524.8589000031	212975.1818
1_4_1464	434881	outside	81436.766184152	212954.770119679
1_4_1465	7393985	outside	81348.7523694956	212934.032182725
1_4_1466	2151105	outside	81260.4331553808	212914.61974977
1_4_1467	48288449	outside	81172.1545375266	212895.024165087
1_4_147	40253778	intersecting or downstream	247623.772324112	192063.063672772
1_4_1474	16128562	outside	228892.843400002	185548.300000001
1_4_1475	7477810	outside	228927.505081087	185642.587100664
1_4_1476	38935090	outside	228956.881699577	185738.630849199
1_4_1477	6827474	outside	228986.579041422	185834.587321339
1_4_1478	51916242	outside	229015.564758421	185930.764213849
1_4_1479	58207698	outside	229094.021066713	185993.222579524
1_4_148	9845074	intersecting or downstream	247708.35702987	192011.844245795
1_4_1480	52178386	outside	229072.210226203	186080.178940114
1_4_1481	43789778	outside	229126.328421041	186161.207276998
1_4_1482	4206034	outside	229192.99475886	186233.99847821
1_4_1483	6303186	outside	229280.908981695	186281.037254483
1_4_1484	64302546	outside	229320.550847591	186366.415074502
1_4_1485	9776594	outside	229387.452783957	186440.059647546
1_4_1486	16657874	outside	229456.793927058	186512.671978276
1_4_1487	59649490	outside	229525.770720059	186585.644309174
1_4_1488	23473618	outside	229611.992121856	186636.846458514
1_4_1489	64630226	outside	229699.119221508	186686.842299292
1_4_149	47593810	intersecting or downstream	247802.3317248	191978.333878445
1_4_1490	8007122	outside	229789.808149209	186712.287371736
1_4_1491	50998738	outside	229886.034763031	186723.079154297
1_4_1492	46591442	outside	229943.025073081	186800.717292475
1_4_1493	14085586	outside	230035.843574014	186835.72225281
1_4_1494	34958802	outside	230118.36513105	186868.125877414
1_4_1495	93650	outside	230211.135072333	186888.390817851
1_4_1496	9530834	outside	230307.693704027	186913.327303303
1_4_1497	1142226	outside	230401.568026464	186948.84476269
1_4_1498	2387410	outside	230484.043366132	187004.657977254
1_4_1499	36990418	outside	230554.262107293	187075.459291241
1_4_15	63212978	intersecting or downstream	247462.806338467	162068.322630655
1_4_150	61778258	intersecting or downstream	247899.548024565	191955.747855942
1_4_1500	53505490	outside	230617.41166958	187153.129106524
1_4_1501	58486226	outside	230701.891207827	187206.217332031
1_4_1502	13397458	outside	230786.6679041	187258.768489238
1_4_1503	38304306	outside	227907.7359	184297.844999999
1_4_1504	65567282	outside	228001.771389422	184321.236443664
1_4_1505	6847026	outside	228093.503987942	184349.640461438
1_4_1506	20740658	outside	228165.519628066	184411.18342888
1_4_1507	10254898	outside	228207.629481775	184498.401643003
1_4_1508	49314354	outside	228258.833315856	184580.431043171
1_4_1509	31488562	outside	228275.844602221	184672.629352551
1_4_151	62826834	intersecting or downstream	247997.599934526	191936.473887104
1_4_1510	23099954	outside	228325.38932273	184755.427391618
1_4_1511	34159154	outside	228381.939473803	184833.999953694
1_4_1512	55130674	outside	228473.105099096	184865.541493608
1_4_1513	24721970	outside	228562.303011422	184902.66628315
1_4_1515	952670	outside	175351.358711811	236847.309629006
1_4_1516	37128542	outside	175316.223300025	236754.06321066
1_4_1517	49711454	outside	175261.883003198	236671.21885725
1_4_1518	40274270	outside	175223.101262597	236581.018519883
1_4_1519	28727090	intersecting or downstream	232311.9899	177182.467999998
1_4_152	53127506	intersecting or downstream	248094.786953061	191913.179530894
1_4_1520	25581362	intersecting or downstream	232247.519081832	177257.145066605
1_4_1521	21387058	intersecting or downstream	232206.818632849	177351.961432573
1_4_1522	22697778	intersecting or downstream	232156.657863749	177441.939465942
1_4_1523	45766450	intersecting or downstream	232182.169918316	177542.231281519
1_4_1524	46169558	intersecting or downstream	183077.819899999	215612.372000001
1_4_1525	54033878	intersecting or downstream	183037.779993538	215701.577385801
1_4_1526	42761686	intersecting or downstream	183024.4430587	215799.308447517
1_4_1527	5012950	intersecting or downstream	182990.400911982	215889.116939989
1_4_1528	20741590	intersecting or downstream	182949.322875017	215978.498406946
1_4_1529	6258134	intersecting or downstream	182897.864710791	216057.845401102
1_4_153	23767378	intersecting or downstream	248189.972297563	191883.197555986
1_4_1530	14646742	intersecting or downstream	182827.421196977	216125.271032383
1_4_1531	61351798	intersecting or downstream	207209.615400001	205523.401500002
1_4_1532	41428854	intersecting or downstream	207305.119374251	205522.349513238
1_4_1533	23340918	intersecting or downstream	207352.777305152	205603.314534034
1_4_1534	51963766	intersecting or downstream	207404.965628223	205651.566776444
1_4_1535	3729270	intersecting or downstream	207480.522419823	205708.697657425
1_4_1536	34137974	intersecting or downstream	207554.316234826	205710.780757492
1_4_1537	59828086	intersecting or downstream	207647.752763079	205740.128135749
1_4_1538	64022390	intersecting or downstream	207730.798386359	205759.983574332
