measurement_date	polygon_id	db_ref	measurement_type	type
16071	LIMDPB0311	LI_LAN_005	1	33
16071	LIMDPB0315	LI_LAN_008	1	33
16071	LIMDST0108	LI_HEU_001	1	28
16071	LIMDST0108	LI_HEU_001	1	30
16071	LIMGNK0025	LI_MAT_005	1	33
16071	LIMGNK0062	LI_MAT_003	1	33
16071	LIMGNK0064	LI_BOK_001	1	33
16071	LIMGNK0095	LI_WIK_003	1	30
16071	LIMGNK0119	LI_MAT_004	1	31
16071	LIMGNK0152	LI_STI_001	1	30
16071	LIMGNK0182	LI_MAT_002	1	30
16071	LIMGNK0182	LI_MAT_002	1	31
16071	LIMGNK0182	LI_MAT_002	1	32
16071	LIMGNK0372	LI_WIK_002	1	30
16071	LIMGNK0374	LI_WIK_001	1	30
16071	LIMGNK0374	LI_WIK_001	1	31
16071	LIMGNK0374	LI_WIK_001	2	30
16071	LIMGNK0374	LI_WIK_001	2	31
16071	LIMGNK0396	LI_MAT_001	1	31
16071	LIMHAS0462	LI_MLV_004	1	30
16071	LIMHAS0462	LI_MLV_004	2	30
16071	LIMHAS0541	LI_MLV_003	1	30
16071	LIMHAS0541	LI_MLV_003	2	30
16071	LIMHAS0544	LI_MLV_002	1	31
16071	LIMHHE0001	LI_VZB_002	1	34
16071	LIMHHE0286	LI_LBV_001	1	30
16071	LIMHHE0286	LI_LBV_001	1	31
16071	LIMHHE0286	LI_LBV_001	1	32
16071	LIMHHE0375	LI_VZB_001	1	34
16071	LIMHMA0273	LI_WAR_001	1	NA
16071	LIMLNK0083	LI_ASB_001	1	30
16071	LIMLNK0083	LI_ASB_001	2	30
16071	LIMLUM0054	LI_VIJ_001	1	NA
16071	LIMLUM0401	LI_GRD_001	1	30
16071	LIMLUM0401	LI_GRD_001	1	33
16071	LIMMGR0035	LI_OPH_001	1	NA
16071	LIMMGR0035	LI_OPH_001	2	NA
16071	LIMMGR0253	LI_DON_001	1	NA
16071	LIMMGR0253	LI_DON_001	2	NA
16071	LIMMSK0007	LI_BER_001	1	30
16071	LIMMSK0007	LI_BER_001	1	31
16071	LIMMSM0026	LI_EIM_001	1	30
16071	LIMMSM0026	LI_EIM_001	1	31
16071	LIMMSM0197	LI_MEC_001	1	34
16071	LIMZNH0138	LI_MLV_007	1	NA
16071	LIMZNH0138	LI_MLV_007	2	NA
16071	LIMZNH0333	LI_TEU_002	1	30
16071	LIMZNH0333	LI_TEU_002	1	34
16071	LIMZNH0333	LI_TEU_002	2	30
16071	LIMZNH0333	LI_TEU_002	2	34
16071	LIMZNH0360	LI_TEU_001	1	30
16071	LIMZNH0360	LI_TEU_001	1	34
16071	LIMZNH0360	LI_TEU_001	2	30
16071	LIMZNH0360	LI_TEU_001	2	34
16071	LIMZNH0385	LI_SBB_001	1	30
16071	LIMZNH0385	LI_SBB_001	2	30
16071	LIMZNH0478	LI_MLV_005	1	30
16071	LIMZNH0478	LI_MLV_005	1	31
16071	LIMZNH0478	LI_MLV_005	2	30
16071	LIMZNH0478	LI_MLV_005	2	31
16071	LIMZNH0539	LI_MLV_001	1	31
16071	LIMZNH0539	LI_MLV_001	1	33
16071	OVLALT0344	OV_KRA_001	1	30
16071	OVLALT0344	OV_KRA_001	1	31
16071	OVLALT0344	OV_KRA_001	2	30
16071	OVLALT0344	OV_KRA_001	2	31
16071	OVLLOK0348	OV_MOL_001	1	33
16071	VBRDIE0443	VB_ASD_001	1	30
16071	VBRSZI0235	VB_VIE_001	1	30
16071	VBRSZI0235	VB_VIE_001	2	30
16071	VBRSZI0277	VB_VIE_002	1	33
16071	VBRSZI0277	VB_VIE_002	2	33
16071	VBRSZI0401	VB_VIE_003	1	33
16071	VBRSZI0401	VB_VIE_003	2	33
16071	VBRZOU0028	VB_VIN_001	1	NA
16071	WVLBRN0145	WV_BUL_001	1	30
16071	WVLBRU1212	WV_ASS_001	1	33
16071	WVLHAR0329	WV_GAV_001	1	32
16071	WVLHAR0329	WV_GAV_001	1	33
16071	WVLJAB0140	NA	1	30
16071	WVLJAB0140	NA	2	30
16071	WVLJAB0174	WV_VLO_002	1	30
16071	WVLJAB0174	WV_VLO_002	2	30
16071	WVLJAB0206	WV_VLO_001	1	30
16071	WVLJAB0206	WV_VLO_001	2	30
16436	ANTANT0297	AN_BPE_001	1	32
16436	ANTANT0297	AN_BPE_001	1	33
16436	ANTARE0200	AN_ARE_001	1	30
16436	ANTARE0200	AN_ARE_001	1	31
16436	ANTBCT0252	AN_GSV_004	1	32
16436	ANTBCT0252	AN_GSV_004	1	33
16436	ANTBCT0404	AN_GSV_002	1	31
16436	ANTBCT0458	AN_GSV_003	1	30
16436	ANTBCT0528	AN_KOO_002	1	NA
16436	ANTBCT0544	AN_RVS_002	1	31
16436	ANTBSE0061	AN_BLA_004	1	30
16436	ANTBSE0061	AN_BLA_004	1	31
16436	ANTBSE0061	AN_BLA_004	1	32
16436	ANTBSE0165	AN_GKH_001	1	31
16436	ANTBSE0215	AN_BLA_002	1	30
16436	ANTBSE0215	AN_BLA_002	1	31
16436	ANTBSE0227	AN_BEE_002	1	30
16436	ANTBSE0227	AN_BEE_002	2	30
16436	ANTBSE0314	AN_BEE_001	2	30
16436	ANTBSE0314	AN_BEE_001	2	31
16436	ANTBSE0335	AN_GKH_002	1	NA
16436	ANTBSE0338	AN_BLA_003	1	30
16436	ANTBSE0338	AN_BLA_003	1	31
16436	ANTDES0075	AN_DES_003	2	33
16436	ANTGEE0105	AN_ZEG_001	2	33
16436	ANTGEE0889	AN_ZAM_001	1	33
16436	ANTGEE0889	AN_ZAM_001	2	33
16436	ANTHST0141	AN_LAN_003	1	NA
16436	ANTHST0141	AN_LAN_003	2	NA
16436	ANTHST0346	AN_LAN_007	1	30
16436	ANTHST0346	AN_LAN_007	2	30
16436	ANTHST0458	AN_LAN_002	2	NA
16436	ANTHST0508	AN_LAN_005	2	30
16436	ANTHST0665	AN_LAN_009	1	30
16436	ANTHST0665	AN_LAN_009	1	32
16436	ANTHST0665	AN_LAN_009	2	30
16436	ANTHST0665	AN_LAN_009	2	32
16436	ANTHTS0151	AN_SNE_003	1	30
16436	ANTHTS0151	AN_SNE_003	1	34
16436	ANTKAL0004	AN_KAL_003	1	34
16436	ANTKAL0330	AN_KAL_002	1	34
16436	ANTKAL0383	AN_NOL_001	1	34
16436	ANTKAS0017	AN_SNE_002	1	NA
16436	ANTKAS0403	AN_KAS_002	1	30
16436	ANTKAS0431	AN_TIE_004	2	33
16436	ANTKAS0462	AN_TIE_002	1	30
16436	ANTKAS0462	AN_TIE_002	1	34
16436	ANTKAS0467	AN_TIE_003	1	30
16436	ANTKAS0467	AN_TIE_003	1	34
16436	ANTKAS0616	AN_SNE_001	2	34
16436	ANTLIL0362	AN_KDN_002	1	30
16436	ANTLIL0362	AN_KDN_002	1	32
16436	ANTLIL0528	AN_KDN_001	1	30
16436	ANTMEC0180	NA	1	32
16436	ANTMEC0388	AN_MEC_001	1	31
16436	ANTMEC0388	AN_MEC_001	1	32
16436	ANTMOL0143	AN_DIE_002	1	30
16436	ANTMOL0143	AN_DIE_002	1	31
16436	ANTMOL0143	AN_DIE_002	1	32
16436	ANTMOL0143	AN_DIE_002	1	33
16436	ANTOTH0270	AN_LDL_003	1	34
16436	ANTOTH0271	AN_LDL_001	2	34
16436	ANTOTH0306	AN_LDL_002	1	30
16436	ANTRAN0277	AN_VRI_001	2	30
16436	ANTRAV0052	AN_BOG_001	1	30
16436	ANTRAV0052	AN_BOG_001	1	31
16436	ANTRET0236	AN_RET_001	2	32
16436	ANTRIJ0006	AN_DVH_004	1	31
16436	ANTRIJ0006	AN_DVH_004	1	32
16436	ANTRIJ0041	AN_DVH_005	1	30
16436	ANTRIJ0041	AN_DVH_005	1	31
16436	ANTRIJ0076	AN_DVH_006	1	31
16436	ANTRIJ0171	AN_SLH_001	1	31
16436	ANTTUR0082	AN_TVG_004	1	30
16436	ANTTUR0127	AN_DUI_002	2	NA
16436	ANTTUR0142	AN_DUI_001	2	33
16436	ANTTUR0296	AN_TVG_005	1	28
16436	ANTTUR0296	AN_TVG_005	1	30
16436	ANTTUR0296	AN_TVG_005	1	31
16436	ANTTUR0296	AN_TVG_005	1	34
16436	ANTTUR0301	AN_TVG_001	2	30
16436	ANTWUU0153	AN_E10_002	1	30
16436	ANTWUU0153	AN_E10_002	1	33
16436	LIMBRE0283	LI_KBR_001	1	31
16436	LIMBRG0182	LI_VZB_006	1	34
16436	LIMDPB0057	LI_LAN_003	2	33
16436	LIMDST0104	LI_HEU_002	1	34
16436	LIMDST0108	LI_HEU_001	2	28
16436	LIMDST0108	LI_HEU_001	2	30
16436	LIMDST0178	LI_MAA_001	1	33
16436	LIMDST0178	LI_MAA_001	2	33
16436	LIMGNK0010	LI_MAT_008	1	NA
16436	LIMGNK0035	LI_MAT_007	1	32
16436	LIMGNK0035	LI_MAT_007	1	33
16436	LIMGNK0050	LI_MAT_009	1	31
16436	LIMGNK0066	LI_WIK_004	1	34
16436	LIMGNK0089	LI_WIK_005	1	30
16436	LIMGNK0127	LI_BOK_002	1	31
16436	LIMGNK0147	LI_BOK_003	1	31
16436	LIMGNK0152	LI_STI_001	2	30
16436	LIMGNK0177	LI_WIK_006	1	30
16436	LIMGNK0848	LI_MAT_006	1	NA
16436	LIMHAS0629	LI_GDL_001	1	33
16436	LIMHAS0629	LI_GDL_001	1	NA
16436	LIMHAS0672	LI_MLV_011	1	31
16436	LIMHAS0849	LI_MLV_010	1	30
16436	LIMHAS0849	LI_MLV_010	1	31
16436	LIMHAS0849	LI_MLV_010	1	32
16436	LIMHEC0578	LI_VZB_004	1	30
16436	LIMHEC0578	LI_VZB_004	1	33
16436	LIMHEC0578	LI_VZB_004	1	34
16436	LIMHHE0002	LI_VZB_003	1	30
16436	LIMHHE0002	LI_VZB_003	1	34
16436	LIMHHE0005	LI_VZB_007	1	34
16436	LIMHHE0008	LI_VZB_005	1	30
16436	LIMHHE0008	LI_VZB_005	1	34
16436	LIMHHE0112	LI_KEL_001	1	30
16436	LIMHHE0112	LI_KEL_001	1	34
16436	LIMHHE0114	LI_RDP_001	1	30
16436	LIMHHE0114	LI_RDP_001	1	31
16436	LIMHMA0273	LI_WAR_001	2	NA
16436	LIMHVL0092	LI_LBV_003	1	31
16436	LIMHVL0092	LI_LBV_003	1	33
16436	LIMHVL0092	LI_LBV_003	1	34
16436	LIMLUM0054	LI_VIJ_001	2	NA
16436	LIMLUM0401	LI_GRD_001	2	30
16436	LIMLUM0401	LI_GRD_001	2	33
16436	LIMMGR0262	LI_DON_003	1	34
16436	LIMMGR0376	LI_DON_002	1	30
16436	LIMMGR0376	LI_DON_002	1	34
16436	LIMMSK0353	LI_BER_002	1	30
16436	LIMMSK0353	LI_BER_002	1	31
16436	LIMMSM0198	LI_MEC_002	1	34
16436	LIMOPG0016	NA	2	34
16436	LIMTES0026	LI_ABH_011	1	34
16436	LIMZNH0225	LI_MLV_014	1	31
16436	LIMZNH0238	LI_MLV_015	1	30
16436	LIMZNH0238	LI_MLV_015	1	31
16436	LIMZNH0338	LI_TEU_003	1	28
16436	LIMZNH0338	LI_TEU_003	1	34
16436	LIMZNH0432	LI_MLV_013	1	30
16436	LIMZNH0432	LI_MLV_013	1	31
16436	LIMZNH0477	LI_MLV_016	1	30
16436	LIMZNH0477	LI_MLV_016	1	31
16436	LIMZNH0477	LI_MLV_016	1	32
16436	LIMZNH0507	LI_SBB_003	1	33
16436	LIMZNH0508	LI_SBB_002	1	30
16436	OVLALT0332	OV_KRA_002	1	30
16436	OVLALT0332	OV_KRA_002	1	31
16436	OVLALT0332	OV_KRA_002	2	30
16436	OVLALT0332	OV_KRA_002	2	31
16436	OVLBLE0018	OV_DON_001	1	32
16436	OVLDEI0194	OV_VOS_001	1	33
16436	OVLDSB0184	OV_DAM_001	1	33
16436	OVLGNT0817	OV_BLA_001	1	32
16436	OVLLOK0354	OV_MOL_002	1	33
16436	OVLLOK0354	OV_MOL_002	2	33
16436	OVLNAZ0048	OV_PAP_001	1	NA
16436	OVLNAZ0048	OV_PAP_001	2	NA
16436	VBRKAM0057	VB_TOR_001	1	32
16436	VBROHV0050	VB_DIJ_001	1	NA
16436	VBRSZI0213	VB_VIE_005	1	33
16436	VBRSZI0297	VB_VIE_004	1	30
16436	VBRSZI0297	VB_VIE_004	1	33
16436	VBRSZI0315	VB_VIE_006	1	33
16801	ANTANT0383	AN_HOP_001	1	33
16801	ANTBAA0036	AN_MOE_001	1	30
16801	ANTBAA0036	AN_MOE_001	1	32
16801	ANTBAL0711	AN_MOS_001	2	NA
16801	ANTBCT0028	AN_GSV_007	1	34
16801	ANTBCT0231	AN_GSV_006	1	34
16801	ANTBCT0404	AN_GSV_002	2	31
16801	ANTBCT0544	AN_RVS_002	2	31
16801	ANTBSE0335	AN_GKH_002	2	NA
16801	ANTGEE0305	AN_SEL_002	1	33
16801	ANTHGS0196	AN_VVM_004	1	30
16801	ANTHGS0196	AN_VVM_004	1	34
16801	ANTHGS0622	AN_VVM_003	1	30
16801	ANTHTS0151	AN_SNE_003	2	30
16801	ANTHTS0151	AN_SNE_003	2	34
16801	ANTKAL0004	AN_KAL_003	2	34
16801	ANTKAL0330	AN_KAL_002	2	34
16801	ANTKAL0383	AN_NOL_001	2	34
16801	ANTKAS0008	AN_SNE_006	1	30
16801	ANTKAS0017	AN_SNE_002	2	NA
16801	ANTKAS0030	AN_SNE_004	1	30
16801	ANTKAS0030	AN_SNE_004	1	34
16801	ANTKAS0030	AN_SNE_004	2	30
16801	ANTKAS0030	AN_SNE_004	2	34
16801	ANTKAS0033	AN_SNE_007	1	34
16801	ANTKAS0213	AN_TIE_005	1	31
16801	ANTKAS0213	AN_TIE_005	1	33
16801	ANTKAS0295	AN_KAS_003	1	34
16801	ANTKAS0431	AN_TIE_004	1	33
16801	ANTKAS0467	AN_TIE_003	2	30
16801	ANTKAS0467	AN_TIE_003	2	34
16801	ANTKAS0501	AN_SNE_008	1	30
16801	ANTKON0018	AN_VUI_001	1	NA
16801	ANTLIL0362	AN_KDN_002	2	30
16801	ANTLIL0362	AN_KDN_002	2	32
16801	ANTLIL0415	AN_GIE_001	1	30
16801	ANTLIL0415	AN_GIE_001	1	31
16801	ANTLIL0528	AN_KDN_001	2	30
16801	ANTLIL0547	AN_LIL_001	1	30
16801	ANTLIL0547	AN_LIL_001	2	30
16801	ANTMAL0275	AN_DVH_010	1	31
16801	ANTMEC0030	AN_GVM_001	1	32
16801	ANTMOL0066	AN_MUI_003	1	32
16801	ANTMOL0068	AN_MOL_004	1	32
16801	ANTMOL0088	AN_RPT_002	2	30
16801	ANTMOL0088	AN_RPT_002	2	31
16801	ANTMOL0099	AN_RPT_004	1	31
16801	ANTMOL0568	AN_RPT_003	1	30
16801	ANTMOL0568	AN_RPT_003	1	31
16801	ANTOTH0015	AN_TUR_001	2	30
16801	ANTOTH0270	AN_LDL_003	2	34
16801	ANTOTH0306	AN_LDL_002	2	30
16801	ANTRAV0381	AN_TUR_002	1	33
16801	ANTRIJ0005	AN_DVH_009	1	31
16801	ANTRIJ0006	AN_DVH_004	2	31
16801	ANTRIJ0006	AN_DVH_004	2	32
16801	ANTRIJ0030	NA	1	33
16801	ANTRIJ0053	AN_DVH_007	1	31
16801	ANTRIJ0072	AN_DVH_003	2	31
16801	ANTRIJ0171	AN_SLH_001	2	31
16801	ANTTUR0065	AN_TVG_003	2	30
16801	ANTTUR0065	AN_TVG_003	2	31
16801	ANTTUR0082	AN_TVG_004	2	30
16801	ANTWIL0020	AN_HAZ_001	1	32
16801	ANTZAN0122	AN_PUL_001	1	31
16801	ANTZAN0122	AN_PUL_001	1	33
16801	ANTZAN0176	AN_PUL_002	1	33
16801	LIMASS2024	LI_HEU_003	1	34
16801	LIMBIL0100	LI_MUN_001	1	NA
16801	LIMBIL0336	LI_MUN_002	1	31
16801	LIMBRE0077	NA	1	31
16801	LIMBRE0285	LI_KBR_003	1	30
16801	LIMBRE0285	LI_KBR_003	1	31
16801	LIMDPB0158	LI_MAT_012	1	31
16801	LIMDPB0315	LI_LAN_008	2	33
16801	LIMDST0104	LI_HEU_002	2	34
16801	LIMGNK0035	LI_MAT_007	2	32
16801	LIMGNK0035	LI_MAT_007	2	33
16801	LIMGNK0050	LI_MAT_009	2	31
16801	LIMGNK0055	LI_MAT_011	1	31
16801	LIMGNK0062	LI_MAT_003	2	33
16801	LIMGNK0089	LI_WIK_005	2	30
16801	LIMGNK0095	LI_WIK_003	2	30
16801	LIMGNK0103	LI_WIK_009	1	30
16801	LIMGNK0103	LI_WIK_009	1	31
16801	LIMGNK0119	LI_MAT_004	2	31
16801	LIMGNK0142	LI_MAT_010	1	30
16801	LIMGNK0142	LI_MAT_010	1	31
16801	LIMGNK0167	LI_BOK_005	1	NA
16801	LIMGNK0177	LI_WIK_006	2	30
16801	LIMGNK0182	LI_MAT_002	2	30
16801	LIMGNK0182	LI_MAT_002	2	31
16801	LIMGNK0182	LI_MAT_002	2	32
16801	LIMGNK0372	LI_WIK_002	2	30
16801	LIMGNK0396	LI_MAT_001	2	31
16801	LIMGNK0397	LI_BOK_004	1	30
16801	LIMGNK0397	LI_BOK_004	1	31
16801	LIMGNK0397	LI_BOK_004	2	30
16801	LIMGNK0397	LI_BOK_004	2	31
16801	LIMHAS0463	LI_MLV_029	1	31
16801	LIMHAS0482	LI_BOK_006	1	30
16801	LIMHAS0482	LI_BOK_006	1	31
16801	LIMHAS0482	LI_BOK_006	2	30
16801	LIMHAS0482	LI_BOK_006	2	31
16801	LIMHAS0619	LI_MLV_025	1	30
16801	LIMHAS0619	LI_MLV_025	1	31
16801	LIMHAS0619	LI_MLV_025	1	32
16801	LIMHHE0112	LI_KEL_001	2	30
16801	LIMHHE0112	LI_KEL_001	2	34
16801	LIMHHE0285	LI_LBV_004	1	33
16801	LIMLNK0018	LI_MAA_002	1	33
16801	LIMLNK0086	LI_SLU_001	1	30
16801	LIMLNK0086	LI_SLU_001	1	34
16801	LIMLNK0105	LI_JUF_001	1	30
16801	LIMLNK0237	LI_ASP_001	1	30
16801	LIMLNK0237	LI_ASP_001	1	31
16801	LIMLOM0211	LI_KAT_001	1	30
16801	LIMLOM0211	LI_KAT_001	1	34
16801	LIMLOM0211	LI_KAT_001	2	30
16801	LIMLOM0211	LI_KAT_001	2	34
16801	LIMLOM0467	LI_SAH_001	1	31
16801	LIMLOM0475	LI_VOS_001	1	30
16801	LIMLOM0475	LI_VOS_001	1	31
16801	LIMMGR0011	LI_DON_004	1	30
16801	LIMMGR0011	LI_DON_004	1	31
16801	LIMMSM0197	LI_MEC_001	2	34
16801	LIMMSM0198	LI_MEC_002	2	34
16801	LIMOPG0016	NA	1	34
16801	LIMOVP0094	LI_PIJ_001	1	34
16801	LIMOVP0094	LI_PIJ_001	2	34
16801	LIMWEL0154	LI_BRB_001	1	NA
16801	LIMZNH0036	LI_MLV_021	1	31
16801	LIMZNH0065	LI_MLV_020	1	30
16801	LIMZNH0065	LI_MLV_020	1	31
16801	LIMZNH0127	LI_MLV_018	1	NA
16801	LIMZNH0206	LI_MLV_022	1	31
16801	LIMZNH0304	LI_MLV_023	1	NA
16801	LIMZUT0080	LI_ZUT_001	1	30
16801	LIMZUT0080	LI_ZUT_001	1	32
16801	OVLMOE0016	OV_TUM_001	1	33
16801	OVLSTK0268	OV_STB_001	1	30
16801	OVLSTK0268	OV_STB_001	1	32
16801	VBRKAM0021	NA	1	32
16801	VBRKAM0057	VB_TOR_001	2	32
16801	VBRKAM0120	VB_LAB_001	1	NA
16801	VBRSZI0243	VB_VIE_007	1	33
16801	VBRSZI0435	VB_VIE_008	1	33
16801	WVLBRU1212	WV_ASS_001	2	33
16801	WVLKNO0014	WV_ZWI_116	1	21
16801	WVLOSK0532	WV_LEI_001	1	33
16801	WVLOSK0532	WV_LEI_001	2	33
17167	ANTARE0025	AN_RAV_002	1	30
17167	ANTARE0025	AN_RAV_002	2	30
17167	ANTBAA0036	AN_MOE_001	2	30
17167	ANTBAA0036	AN_MOE_001	2	32
17167	ANTBAA0044	AN_VVM_005	1	31
17167	ANTBAL0373	AN_BAV_001	1	33
17167	ANTBAL0505	AN_BAV_002	1	33
17167	ANTBAL0592	AN_BAS_002	1	33
17167	ANTBAL0595	AN_BAS_001	1	33
17167	ANTBCT0231	AN_GSV_006	2	34
17167	ANTBCT0252	AN_GSV_004	2	32
17167	ANTBCT0252	AN_GSV_004	2	33
17167	ANTBCT0458	AN_GSV_003	2	30
17167	ANTBSE0334	AN_BLA_001	2	30
17167	ANTBSE0334	AN_BLA_001	2	31
17167	ANTESS0009	AN_DEB_001	1	30
17167	ANTESS0062	AN_NOL_002	1	30
17167	ANTESS0062	AN_NOL_002	1	34
17167	ANTGEE0046	AN_ZAM_003	1	33
17167	ANTGEE0046	AN_ZAM_003	2	33
17167	ANTGEE0069	AN_ZAM_002	1	33
17167	ANTGEE0107	AN_ZEG_002	1	30
17167	ANTGEE0107	AN_ZEG_002	1	31
17167	ANTGEE0107	AN_ZEG_002	1	33
17167	ANTGEE0107	AN_ZEG_002	2	30
17167	ANTGEE0107	AN_ZEG_002	2	31
17167	ANTGEE0107	AN_ZEG_002	2	33
17167	ANTGEE0126	AN_ZEG_004	1	30
17167	ANTGEE0126	AN_ZEG_004	1	33
17167	ANTGEE0126	AN_ZEG_004	2	30
17167	ANTGEE0126	AN_ZEG_004	2	33
17167	ANTGEE0193	AN_ZEG_003	1	33
17167	ANTGEE0193	AN_ZEG_003	2	33
17167	ANTGEE0305	AN_SEL_002	2	33
17167	ANTHTS0097	AN_ENK_001	1	30
17167	ANTHTS0097	AN_ENK_001	1	34
17167	ANTKAL0247	AN_KSV_004	1	34
17167	ANTKAL0247	AN_KSV_004	2	34
17167	ANTKAL0269	AN_KSV_005	1	34
17167	ANTKAL0269	AN_KSV_005	2	34
17167	ANTKAS0033	AN_SNE_007	2	34
17167	ANTKAS0268	AN_TIE_006	1	30
17167	ANTKAS0295	AN_KAS_003	2	34
17167	ANTKAS0403	AN_KAS_002	2	30
17167	ANTKAS0462	AN_TIE_002	2	30
17167	ANTKAS0462	AN_TIE_002	2	34
17167	ANTLIL0004	AN_LIL_003	1	30
17167	ANTLIL0004	AN_LIL_003	1	32
17167	ANTMEC0257	AN_MEC_002	1	33
17167	ANTMOL0089	AN_RPT_005	1	32
17167	ANTMOL0089	AN_RPT_005	1	33
17167	ANTMOL0099	AN_RPT_004	2	31
17167	ANTMOL0568	AN_RPT_003	2	30
17167	ANTMOL0568	AN_RPT_003	2	31
17167	ANTOTH0324	AN_LDL_004	1	30
17167	ANTRAV0052	AN_BOG_001	2	30
17167	ANTRAV0052	AN_BOG_001	2	31
17167	ANTRAV0297	AN_RAV_001	1	30
17167	ANTRAV0297	AN_RAV_001	1	34
17167	ANTRAV0369	AN_RAV_003	1	30
17167	ANTRET0186	AN_GOO_002	2	30
17167	ANTRET0186	AN_GOO_002	2	32
17167	ANTRIJ0053	AN_DVH_007	2	31
17167	ANTTUR0207	AN_MEL_001	2	30
17167	ANTTUR0207	AN_MEL_001	2	31
17167	ANTTUR0207	AN_MEL_001	2	32
17167	ANTWUU0140	AN_GSV_008	1	30
17167	ANTZAN0172	AN_PUL_004	1	NA
17167	ANTZAN0175	AN_PUL_003	1	31
17167	ANTZAN0175	AN_PUL_003	1	33
17167	LIMASS2024	LI_HEU_003	2	34
17167	LIMBIL0336	LI_MUN_002	2	31
17167	LIMGNK0081	LI_MAT_016	1	31
17167	LIMGNK0118	LI_MAT_015	1	31
17167	LIMGNK0180	LI_MAT_017	1	31
17167	LIMHAS0103	LI_TOM_001	1	33
17167	LIMHAS0103	LI_TOM_001	2	33
17167	LIMHAS0281	LI_TOM_002	1	30
17167	LIMHAS0281	LI_TOM_002	1	33
17167	LIMHAS0281	LI_TOM_002	2	30
17167	LIMHAS0281	LI_TOM_002	2	33
17167	LIMHAS0849	LI_MLV_010	2	30
17167	LIMHAS0849	LI_MLV_010	2	31
17167	LIMHAS0849	LI_MLV_010	2	32
17167	LIMHEC0128	LI_EKS_001	1	33
17167	LIMHEC0201	NA	1	33
17167	LIMHHE0330	NA	1	30
17167	LIMHHE0375	LI_VZB_001	2	34
17167	LIMHLN0068	LI_HAL_002	1	33
