sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source
OVLLOK0354	OVLLOK0354	33	20840361	20840361	original sample frame/assessments monitoring cycle 1
VBRLKB0006	VBRLKB0006	33	21180089	21180089	original sample frame
WVLDIK0776	WVLDIK0776	33	21364209	21364209	watersurfaces_hab_v4
WVLOSK0053	WVLOSK0053	33	21870657	21870657	assessments monitoring cycle 1
VBRARS0043	VBRARS0043	33	21880966	21880966	watersurfaces_hab_v4
VBRARS0551	VBRARS0551	33	21880966	21880966	watersurfaces_hab_v4
LIMZNH0252	LIMZNH0252	33	22351590	22351590	watersurfaces_hab_v4
ANTBRM0271	ANTBRM0271	33	22394089	22394089	original sample frame
ANTRIJ0030	ANTRIJ0030	33	22672542	22672542	assessments monitoring cycle 1
ANTMOL0611	ANTMOL0611	33	22706678	22706678	original sample frame
LIMHAS0619	LIMHAS0619	33	22707942	22707942	watersurfaces_hab_v4
LIMDPB0038	LIMDPB0038	33	22894898	22894898	watersurfaces_hab_v4
LIMHVL0144	LIMHVL0144	33	22974134	22974134	watersurfaces_hab_v4
ANTGEE0166	ANTGEE0166	33	23123702	23123702	original sample frame
ANTBOE0034	ANTBOE0034	33	23450262	23450262	original sample frame
ANTDES0037	ANTDES0037	33	23578742	23578742	original sample frame
VBRROT0068	VBRROT0068	33	23604102	23604102	original sample frame
OVLLOK0182	OVLLOK0182	33	23609257	23609257	original sample frame
LIMDPB0057	LIMDPB0057	33	23681330	23681330	original sample frame/assessments monitoring cycle 1
ANTKAS0431	ANTKAS0431	33	23924726	23924726	original sample frame/assessments monitoring cycle 1
ANTZAN0176	ANTZAN0176	33	23999702	23999702	assessments monitoring cycle 1
VBRDIE0145	VBRDIE0145	33	24271926	24271926	watersurfaces_hab_v4
VBRSZI0435	VBRSZI0435	33	24339766	24339766	original sample frame/assessments monitoring cycle 1
ANTBAL0187	ANTBAL0187	33	24522614	24522614	watersurfaces_hab_v4
455708_v2016	455708_v2016	33	24657833	24657833	original sample frame
LIMHHE0285	LIMHHE0285	33	24763090	24763090	original sample frame/assessments monitoring cycle 1
OVLNIN0135	OVLNIN0135	33	24844281	24844281	original sample frame
WVLOSK0528	WVLOSK0528	33	24980417	24980417	watersurfaces_hab_v4
ANTGEE0305	ANTGEE0305	33	25113078	25113078	original sample frame/assessments monitoring cycle 1
VBRHIL0006	VBRHIL0006	33	25466374	25466374	original sample frame
ANTMOL0143	ANTMOL0143	33	25662582	25662582	original sample frame/assessments monitoring cycle 1
LIMZNH0101	LIMZNH0101	33	25845430	25845430	watersurfaces_hab_v4
ANTMOL0139	ANTMOL0139	33	25947254	25947254	watersurfaces_hab_v4
LIMZNH0273	LIMZNH0273	33	26582710	26582710	watersurfaces_hab_v4
ANTKAS0259	ANTKAS0259	33	26800118	26800118	watersurfaces_hab_v4
ANTGEE0177	ANTGEE0177	33	26810102	26810102	watersurfaces_hab_v4
ANTGEE1016	ANTGEE1016	33	26831670	26831670	watersurfaces_hab_v4
ANTMEC0283	ANTMEC0283	33	27007766	27007766	original sample frame
511990_v2018	511990_v2018	33	27072169	27072169	watersurfaces_hab_v4
LIMHDS0068	LIMHDS0068	33	27300838	27300838	original sample frame
LIMZNH0554	LIMZNH0554	33	27348662	27348662	watersurfaces_hab_v4
OVLDND0331	OVLDND0331	33	27487913	27487913	original sample frame
WVLOSK0693	WVLOSK0693	33	27732929	27732929	watersurfaces_hab_v4
VBRSZI0243	VBRSZI0243	33	27747638	27747638	original sample frame/assessments monitoring cycle 1
LIMHEC0201	LIMHEC0201	33	27894546	27894546	original sample frame/assessments monitoring cycle 1
ANTBAL0461	ANTBAL0461	33	28075894	28075894	watersurfaces_hab_v4
ANTZAN0175	ANTZAN0175	33	28382422	28382422	original sample frame/assessments monitoring cycle 1
ANTTUR0245	ANTTUR0245	33	28464174	28464174	original sample frame
ANTBAL0380	ANTBAL0380	33	28747638	28747638	watersurfaces_hab_v4
LIMZNH0163	LIMZNH0163	33	28876470	28876470	watersurfaces_hab_v4
LIMKIN0118	LIMKIN0118	33	28979602	28979602	watersurfaces_hab_v4
ANTANT0082	ANTANT0082	33	29020457	29020457	original sample frame
VBRDIE0220	VBRDIE0220	33	29101494	29101494	assessments monitoring cycle 1
LIMHEC0145	LIMHEC0145	33	29196918	29196918	watersurfaces_hab_v4
LIMBRE0105	LIMBRE0105	33	29257874	29257874	watersurfaces_hab_v4
LIMZNH0256	LIMZNH0256	33	29400758	29400758	original sample frame
OVLBLE0239	OVLBLE0239	33	29431465	29431465	watersurfaces_hab_v4
512876_v2018	512876_v2018	33	29479657	29479657	watersurfaces_hab_v4
VBRSZI0278	VBRSZI0278	33	29582646	29582646	original sample frame
ANTGEE0629	ANTGEE0629	33	29802230	29802230	original sample frame
ANTBAL0705	ANTBAL0705	33	29910902	29910902	original sample frame
WVLDIK0781	WVLDIK0781	33	29990385	29990385	watersurfaces_hab_v4
LIMBIL0114	LIMBIL0114	33	30103346	30103346	original sample frame
640042_v2020	640042_v2020	33	30209257	30209257	watersurfaces_hab_v4
ANTARE0298	ANTARE0298	33	30373422	30373422	watersurfaces_hab_v4
VBRDIE0236	VBRDIE0236	33	30537782	30537782	original sample frame
OVLLOK0063	OVLLOK0063	33	30601321	30601321	assessments monitoring cycle 1
ANTANT0251	ANTANT0251	33	30645181	30645181	original sample frame
OVLBLE0248	OVLBLE0248	33	30865065	30865065	assessments monitoring cycle 1
ANTGEE0115	ANTGEE0115	33	31037174	31037174	watersurfaces_hab_v4
ANTARE0278	ANTARE0278	33	31136494	31136494	watersurfaces_hab_v4
ANTGEE0036	ANTGEE0036	33	31206198	31206198	original sample frame
550310_v2018	550310_v2018	33	31273106	31273106	watersurfaces_hab_v4
ANTGEE0143	ANTGEE0143	33	31315702	31315702	original sample frame
ANTANT0468	ANTANT0468	33	31336745	31336745	watersurfaces_hab_v4
ANTBCT0252	ANTBCT0252	33	31398110	31398110	assessments monitoring cycle 1
ANTBAL0514	ANTBAL0514	33	31418230	31418230	watersurfaces_hab_v4
LIMHVL0092	LIMHVL0092	33	31466166	31466166	assessments monitoring cycle 1
OVLGNT0436	OVLGNT0436	33	31774153	31774153	original sample frame
187534_v2020	187534_v2020	33	32153481	32153481	watersurfaces_hab_v4
LIMHMA0272	LIMHMA0272	33	32293394	32293394	watersurfaces_hab_v4
VBRDIE0252	VBRDIE0252	33	32307254	32307254	watersurfaces_hab_v4
514923_v2018	514923_v2018	33	32637330	32637330	watersurfaces_hab_v4
ANTWUU0194	ANTWUU0194	33	32637406	32637406	original sample frame
514691_v2018	514691_v2018	33	33296530	33296530	watersurfaces_hab_v4
VBRDIE0376	VBRDIE0376	33	33356854	33356854	watersurfaces_hab_v4
WVLOSK0527	WVLOSK0527	33	33369025	33369025	watersurfaces_hab_v4
OVLGER0219	OVLGER0219	33	33415385	33415385	watersurfaces_hab_v4
ANTGEE0868	ANTGEE0868	33	33549046	33549046	watersurfaces_hab_v4
LIMGNK0035	LIMGNK0035	33	33958194	33958194	original sample frame/assessments monitoring cycle 1
ANTBAL0451	ANTBAL0451	33	34060150	34060150	original sample frame
LIMBIL0092	LIMBIL0092	33	34297650	34297650	original sample frame
LIMZNH0576	LIMZNH0576	33	34410214	34410214	watersurfaces_hab_v4
WVLDIK1039	WVLDIK1039	33	34487793	34487793	watersurfaces_hab_v4
ANTTUR0627	ANTTUR0627	33	34492406	34492406	watersurfaces_hab_v4
ANTBSE0058	ANTBSE0058	33	34675358	34675358	original sample frame
LIMMSK0183	LIMMSK0183	33	34785682	34785682	watersurfaces_hab_v4
493849_v2018	493849_v2018	33	35077057	35077057	watersurfaces_hab_v4
ANTMOL0036	ANTMOL0036	33	35123318	35123318	original sample frame/assessments monitoring cycle 1
LIMZNH0019	LIMZNH0019	33	35282614	35282614	watersurfaces_hab_v4
ANTMEC0280	ANTMEC0280	33	35396374	35396374	original sample frame
ANTMEC0281	ANTMEC0281	33	35396374	35396374	original sample frame
ANTBAL0519	ANTBAL0519	33	35612534	35612534	watersurfaces_hab_v4
ANTRAV0381	ANTRAV0381	33	35664174	35664174	original sample frame/assessments monitoring cycle 1
ANTBOE0063	ANTBOE0063	33	36033174	36033174	original sample frame
640016_v2020	640016_v2020	33	36238569	36238569	original sample frame
LIMHEC0128	LIMHEC0128	33	36242038	36242038	assessments monitoring cycle 1
479576_v2018	479576_v2018	33	36323241	36323241	original sample frame
ANTBAL0444	ANTBAL0444	33	36464502	36464502	watersurfaces_hab_v4
LIMGNK0081	LIMGNK0081	33	36497714	36497714	watersurfaces_hab_v4
WVLDIK0136	WVLDIK0136	33	36543985	36543985	original sample frame/assessments monitoring cycle 1
LIMBIL0067	LIMBIL0067	33	36656946	36656946	original sample frame
LIMKIN0058	LIMKIN0058	33	36927890	36927890	watersurfaces_hab_v4
ANTKAS0429	ANTKAS0429	33	37064694	37064694	watersurfaces_hab_v4
ANTGEE0182	ANTGEE0182	33	37481206	37481206	watersurfaces_hab_v4
LIMZNH0188	LIMZNH0188	33	37658294	37658294	watersurfaces_hab_v4
ANTOTH0110	ANTOTH0110	33	37693998	37693998	watersurfaces_hab_v4
LIMZNH0539	LIMZNH0539	33	37899958	37899958	assessments monitoring cycle 1
ANTBAL0761	ANTBAL0761	33	38168438	38168438	watersurfaces_hab_v4
629217_v2020	629217_v2020	33	38524662	38524662	watersurfaces_hab_v4
ANTKAS0331	ANTKAS0331	33	38753526	38753526	watersurfaces_hab_v4
ANTGEE0193	ANTGEE0193	33	38786806	38786806	original sample frame/assessments monitoring cycle 1
VBRDIE0275	VBRDIE0275	33	38926390	38926390	watersurfaces_hab_v4
WVLDIK1027	WVLDIK1027	33	38927857	38927857	original sample frame/assessments monitoring cycle 1
ANTHST0191	ANTHST0191	33	38957398	38957398	watersurfaces_hab_v4
VBRSZI0284	VBRSZI0284	33	39019830	39019830	original sample frame
LIMZNH0548	LIMZNH0548	33	39100086	39100086	watersurfaces_hab_v4
ANTHGS0277	ANTHGS0277	33	39501150	39501150	original sample frame
ANTVOR0148	ANTVOR0148	33	39527638	39527638	watersurfaces_hab_v4
LIMDPB0098	LIMDPB0098	33	39672114	39672114	watersurfaces_hab_v4
LIMZNH0091	LIMZNH0091	33	39751398	39751398	watersurfaces_hab_v4
LIMHHE0030	LIMHHE0030	33	39944118	39944118	watersurfaces_hab_v4
LIMKIN0044	LIMKIN0044	33	39977362	39977362	watersurfaces_hab_v4
VBRSZI0325	VBRSZI0325	33	40068406	40068406	original sample frame
ANTGEE0032	ANTGEE0032	33	40512310	40512310	original sample frame
ANTGEE0069	ANTGEE0069	33	40512310	40512310	original sample frame/assessments monitoring cycle 1
VBRARS0370	VBRARS0370	33	40808582	40808582	assessments monitoring cycle 1
ANTKAS0229	ANTKAS0229	33	40873974	40873974	watersurfaces_hab_v4
LIMHEC0132	LIMHEC0132	33	41484918	41484918	watersurfaces_hab_v4
ANTMEC0257	ANTMEC0257	33	41949974	41949974	original sample frame/assessments monitoring cycle 1
ANTGEE0146	ANTGEE0146	33	42063606	42063606	watersurfaces_hab_v4
VBRZOU0046	VBRZOU0046	33	42107366	42107366	original sample frame/assessments monitoring cycle 1
VBRSZI0273	VBRSZI0273	33	42165558	42165558	original sample frame
LIMLNK0101	LIMLNK0101	33	42203634	42203634	watersurfaces_hab_v4
629030_v2020	629030_v2020	33	42456822	42456822	watersurfaces_hab_v4
ANTOTH0292	ANTOTH0292	33	42484270	42484270	watersurfaces_hab_v4
ANTBAL0762	ANTBAL0762	33	42592118	42592118	original sample frame
LIMBOC0235	LIMBOC0235	33	42807442	42807442	watersurfaces_hab_v4
ANTBAL0561	ANTBAL0561	33	42845046	42845046	original sample frame
ANTBRS0118	ANTBRS0118	33	42913758	42913758	watersurfaces_hab_v4
LIMZNH0106	LIMZNH0106	33	42950326	42950326	watersurfaces_hab_v4
ANTBAL0658	ANTBAL0658	33	43030390	43030390	watersurfaces_hab_v4
LIMZNH0507	LIMZNH0507	33	43035346	43035346	original sample frame/assessments monitoring cycle 1
ANTGEE0453	ANTGEE0453	33	43171574	43171574	original sample frame
LIMZNH0479	LIMZNH0479	33	43359926	43359926	watersurfaces_hab_v4
ANTLIL0157	ANTLIL0157	33	43459030	43459030	watersurfaces_hab_v4
LIMDST0074	LIMDST0074	33	43597906	43597906	watersurfaces_hab_v4
401208_v2020	401208_v2020	33	43655401	43655401	watersurfaces_hab_v4
493043_v2018	493043_v2018	33	43985454	43985454	watersurfaces_hab_v4
LIMKIN0121	LIMKIN0121	33	44171666	44171666	watersurfaces_hab_v4
513023_v2018	513023_v2018	33	44520169	44520169	watersurfaces_hab_v4
VBRSZI0248	VBRSZI0248	33	44524854	44524854	original sample frame
VBRARS0360	VBRARS0360	33	44540038	44540038	watersurfaces_hab_v4
LIMHLN0071	LIMHLN0071	33	44801078	44801078	original sample frame
ANTBAL0438	ANTBAL0438	33	45049718	45049718	watersurfaces_hab_v4
ANTBAL0140	ANTBAL0140	33	45494134	45494134	watersurfaces_hab_v4
ANTKAS0266	ANTKAS0266	33	45674486	45674486	watersurfaces_hab_v4
WVLOSK0530	WVLOSK0530	33	45951937	45951937	watersurfaces_hab_v4
WVLOSK0531	WVLOSK0531	33	45951937	45951937	watersurfaces_hab_v4
ANTOTH0316	ANTOTH0316	33	46023214	46023214	watersurfaces_hab_v4
LIMHVL0465	LIMHVL0465	33	46370486	46370486	original sample frame
LIMBRE0284	LIMBRE0284	33	46477458	46477458	watersurfaces_hab_v4
451806_v2016	451806_v2016	33	46809001	46809001	watersurfaces_hab_v4
ANTANT0253	ANTANT0253	33	46898109	46898109	original sample frame
ANTBAL0429	ANTBAL0429	33	47179638	47179638	original sample frame
ANTKAS0194	ANTKAS0194	33	47550454	47550454	watersurfaces_hab_v4
VBRARS0554	VBRARS0554	33	47685766	47685766	watersurfaces_hab_v4
LIMKIN0018	LIMKIN0018	33	47861906	47861906	original sample frame
426880_v2020	426880_v2020	33	47868210	47868210	watersurfaces_hab_v4
LIMKIN0100	LIMKIN0100	33	48443794	48443794	watersurfaces_hab_v4
OVLLOK0298	OVLLOK0298	33	48661417	48661417	original sample frame
LIMKIN0235	LIMKIN0235	33	48686562	48686562	watersurfaces_hab_v4
LIMMSK0116	LIMMSK0116	33	48760658	48760658	watersurfaces_hab_v4
549749_v2018	549749_v2018	33	48992786	48992786	watersurfaces_hab_v4
ANTWES0416	ANTWES0416	33	49000246	49000246	original sample frame
LIMPEE0584	LIMPEE0584	33	49137426	49137426	watersurfaces_hab_v4
ANTMOL0556	ANTMOL0556	33	49138806	49138806	watersurfaces_hab_v4
OVLDNL0063	OVLDNL0063	33	49163257	49163257	watersurfaces_hab_v4
LIMKIN0227	LIMKIN0227	33	49164690	49164690	watersurfaces_hab_v4
ANTBAL0584	ANTBAL0584	33	49321846	49321846	watersurfaces_hab_v4
514922_v2018	514922_v2018	33	49414546	49414546	watersurfaces_hab_v4
ANTKAS0131	ANTKAS0131	33	49868790	49868790	watersurfaces_hab_v4
LIMLUM0233	LIMLUM0233	33	49902262	49902262	watersurfaces_hab_v4
WVLDIK0775	WVLDIK0775	33	49913329	49913329	watersurfaces_hab_v4
VBRDIE0373	VBRDIE0373	33	50134070	50134070	watersurfaces_hab_v4
VBRDIE0374	VBRDIE0374	33	50134070	50134070	watersurfaces_hab_v4
LIMLNK0018	LIMLNK0018	33	50222322	50222322	original sample frame/assessments monitoring cycle 1
WVLHOU0688	WVLHOU0688	33	50537425	50537425	watersurfaces_hab_v4
LIMZNH0174	LIMZNH0174	33	50634422	50634422	watersurfaces_hab_v4
LIMDST0178	LIMDST0178	33	50866514	50866514	original sample frame/assessments monitoring cycle 1
LIMZNH0044	LIMZNH0044	33	51011254	51011254	watersurfaces_hab_v4
ANTOTH0078	ANTOTH0078	33	51079726	51079726	watersurfaces_hab_v4
ANTBAL0493	ANTBAL0493	33	51144566	51144566	watersurfaces_hab_v4
ANTOTH0013	ANTOTH0013	33	51392814	51392814	original sample frame
VBRDIE0181	VBRDIE0181	33	51509302	51509302	original sample frame
ANTRIJ0055	ANTRIJ0055	33	51586206	51586206	original sample frame
LIMLUM0401	LIMLUM0401	33	51728822	51728822	original sample frame/assessments monitoring cycle 1
ANTHST0331	ANTHST0331	33	51917142	51917142	watersurfaces_hab_v4
ANTBAL0585	ANTBAL0585	33	52062070	52062070	watersurfaces_hab_v4
505905_v2018	505905_v2018	33	52182062	52182062	watersurfaces_hab_v4
VBRARS0052	VBRARS0052	33	52289670	52289670	original sample frame/assessments monitoring cycle 1
ANTMEE0161	ANTMEE0161	33	52350454	52350454	watersurfaces_hab_v4
ANTMOL0148	ANTMOL0148	33	52743286	52743286	watersurfaces_hab_v4
VBRSZI0220	VBRSZI0220	33	52913462	52913462	original sample frame
LIMMGR0271	LIMMGR0271	33	52931538	52931538	watersurfaces_hab_v4
LIMHMA0021	LIMHMA0021	33	53264914	53264914	watersurfaces_hab_v4
LIMHAS0281	LIMHAS0281	33	53307110	53307110	assessments monitoring cycle 1
LIMMSK0143	LIMMSK0143	33	53425298	53425298	watersurfaces_hab_v4
ANTBAL0141	ANTBAL0141	33	53516150	53516150	watersurfaces_hab_v4
426733_v2020	426733_v2020	33	53591346	53591346	watersurfaces_hab_v4
ANTGEE0119	ANTGEE0119	33	53597942	53597942	original sample frame
WVLOSK0524	WVLOSK0524	33	53816257	53816257	watersurfaces_hab_v4
ANTBAL0600	ANTBAL0600	33	53913462	53913462	watersurfaces_hab_v4
ANTTUR0081	ANTTUR0081	33	54239534	54239534	watersurfaces_hab_v4
LIMGNK0087	LIMGNK0087	33	54507826	54507826	watersurfaces_hab_v4
137981_v2020	137981_v2020	33	54642345	54642345	watersurfaces_hab_v4
ANTZAN0122	ANTZAN0122	33	55121110	55121110	original sample frame/assessments monitoring cycle 1
VBRARS0365	VBRARS0365	33	55435398	55435398	watersurfaces_hab_v4
ANTTUR0125	ANTTUR0125	33	55463926	55463926	watersurfaces_hab_v4
493047_v2018	493047_v2018	33	55519790	55519790	watersurfaces_hab_v4
LIMHLN0090	LIMHLN0090	33	55532598	55532598	watersurfaces_hab_v4
LIMMSM0105	LIMMSM0105	33	55633234	55633234	watersurfaces_hab_v4
ANTBAL0166	ANTBAL0166	33	55979894	55979894	watersurfaces_hab_v4
OVLGNT0748	OVLGNT0748	33	56013449	56013449	original sample frame
606587_v2014	606587_v2014	33	56424505	56424505	original sample frame
ANTGEE0179	ANTGEE0179	33	56743670	56743670	watersurfaces_hab_v4
VBRSZI0258	VBRSZI0258	33	56845622	56845622	original sample frame
OVLDSB0154	OVLDSB0154	33	56884617	56884617	original sample frame
426548_v2020	426548_v2020	33	56908082	56908082	watersurfaces_hab_v4
VBRSZI0062	VBRSZI0062	33	57185590	57185590	original sample frame
ANTANT0319	ANTANT0319	33	57195453	57195453	original sample frame
629031_v2020	629031_v2020	33	57530102	57530102	watersurfaces_hab_v4
ANTBAL0403	ANTBAL0403	33	57632630	57632630	watersurfaces_hab_v4
ANTZAN0051	ANTZAN0051	33	57639126	57639126	watersurfaces_hab_v4
OVLKRU0197	OVLKRU0197	33	57662761	57662761	watersurfaces_hab_v4
LIMHMA0052	LIMHMA0052	33	57721362	57721362	watersurfaces_hab_v4
ANTMOL0730	ANTMOL0730	33	57789558	57789558	watersurfaces_hab_v4
ANTPUU0051	ANTPUU0051	33	58228969	58228969	original sample frame
ANTMOL0734	ANTMOL0734	33	58313846	58313846	watersurfaces_hab_v4
LIMHLN0136	LIMHLN0136	33	58498102	58498102	original sample frame
WVLDIK1021	WVLDIK1021	33	58772209	58772209	watersurfaces_hab_v4
ANTKAS0126	ANTKAS0126	33	58789878	58789878	watersurfaces_hab_v4
514888_v2018	514888_v2018	33	58882450	58882450	watersurfaces_hab_v4
VBRSZI0241	VBRSZI0241	33	58942774	58942774	original sample frame
LIMKIN0238	LIMKIN0238	33	59172322	59172322	watersurfaces_hab_v4
ANTWUU0153	ANTWUU0153	33	59364830	59364830	assessments monitoring cycle 1
ANTNIJ0045	ANTNIJ0045	33	59464854	59464854	watersurfaces_hab_v4
LIMMSK0151	LIMMSK0151	33	59607442	59607442	assessments monitoring cycle 1
ANTKAS0278	ANTKAS0278	33	59871222	59871222	original sample frame
ANTBAL0709	ANTBAL0709	33	59893622	59893622	original sample frame
LIMHLN0162	LIMHLN0162	33	60185766	60185766	watersurfaces_hab_v4
LIMHAS0629	LIMHAS0629	33	60269286	60269286	assessments monitoring cycle 1
LIMMSK0356	LIMMSK0356	33	60503186	60503186	watersurfaces_hab_v4
506642_v2020	506642_v2020	33	60593769	60593769	original sample frame
VBRKRB0004	VBRKRB0004	33	60837318	60837318	watersurfaces_hab_v4
VBRBOU0097	VBRBOU0097	33	60844422	60844422	original sample frame
LIMZNH0029	LIMZNH0029	33	60923574	60923574	watersurfaces_hab_v4
ANTGEE0038	ANTGEE0038	33	61025078	61025078	watersurfaces_hab_v4
VBRSZI0292	VBRSZI0292	33	61039926	61039926	original sample frame
VBRSZI0283	VBRSZI0283	33	61302070	61302070	original sample frame
441059_v2016	441059_v2016	33	61489065	61489065	original sample frame
511965_v2018	511965_v2018	33	61740713	61740713	watersurfaces_hab_v4
ANTTUR0342	ANTTUR0342	33	61755382	61755382	watersurfaces_hab_v4
ANTTUR0345	ANTTUR0345	33	61852662	61852662	watersurfaces_hab_v4
575258_v2016	575258_v2016	33	62198378	62198378	watersurfaces_hab_v4
ANTBAL0373	ANTBAL0373	33	62371702	62371702	original sample frame/assessments monitoring cycle 1
ANTANT0383	ANTANT0383	33	62794025	62794025	original sample frame/assessments monitoring cycle 1
LIMZNH0292	LIMZNH0292	33	62824118	62824118	watersurfaces_hab_v4
656470_v2014	656470_v2014	33	62898905	62898905	original sample frame
VBRSZI0400	VBRSZI0400	33	63137078	63137078	original sample frame
WVLZED0500	WVLZED0500	33	63586049	63586049	watersurfaces_hab_v4
LIMHEC0039	LIMHEC0039	33	63764242	63764242	watersurfaces_hab_v4
ANTKAS0213	ANTKAS0213	33	63770614	63770614	original sample frame/assessments monitoring cycle 1
OVLDEI0194	OVLDEI0194	33	63424201	63956342	original sample frame/assessments monitoring cycle 1
OVLBLE0139	OVLBLE0139	33	64173961	64173961	assessments monitoring cycle 1
LIMHSL0036	LIMHSL0036	33	64628786	64628786	original sample frame
LIMOPG0082	LIMOPG0082	33	64825938	64825938	watersurfaces_hab_v4
624387_v2014	624387_v2014	33	65022249	65022249	original sample frame
OVLBLE0182	OVLBLE0182	33	65111721	65111721	watersurfaces_hab_v4
LIMMSK0158	LIMMSK0158	33	65112466	65112466	watersurfaces_hab_v4
LIMKIN0239	LIMKIN0239	33	65182178	65182178	watersurfaces_hab_v4
OVLDNL0064	OVLDNL0064	33	65345529	65345529	original sample frame
LIMDPB0249	LIMDPB0249	33	65345842	65345842	watersurfaces_hab_v4
VBRARS0136	VBRARS0136	33	65511558	65511558	watersurfaces_hab_v4
LIMMGR0027	LIMMGR0027	33	65514450	65514450	watersurfaces_hab_v4
LIMMSK0347	LIMMSK0347	33	65537874	65537874	watersurfaces_hab_v4
492656_v2018	492656_v2018	33	65690790	65690790	watersurfaces_hab_v4
LIMLUM0301	LIMLUM0301	33	65963446	65963446	original sample frame
ANTMOL0144	ANTMOL0144	33	66178166	66178166	watersurfaces_hab_v4
OVLDND0330	OVLDND0330	33	66285225	66285225	original sample frame
VBRSZI0244	VBRSZI0244	33	66544950	66544950	original sample frame
WVLDIK0774	WVLDIK0774	33	66690545	66690545	watersurfaces_hab_v4
ANTGEE0076	ANTGEE0076	33	66705142	66705142	original sample frame
LIMHLN0068	LIMHLN0068	33	66886710	66886710	original sample frame/assessments monitoring cycle 1
VBRDIE0375	VBRDIE0375	33	66911286	66911286	watersurfaces_hab_v4
LIMHLN0163	LIMHLN0163	33	67001510	67001510	watersurfaces_hab_v4
WVLHOU0692	WVLHOU0692	33	67003345	67003345	watersurfaces_hab_v4
VBRHOL0202	VBRHOL0202	33	67075974	67075974	watersurfaces_hab_v4
629342_v2020	629342_v2020	34	75230	75230	watersurfaces_hab_v4
ANTKAL0019	ANTKAL0019	34	197342	197342	watersurfaces_hab_v4
ANTOTH0271	ANTOTH0271	34	301614	301614	original sample frame/assessments monitoring cycle 1
ANTBCT0464	ANTBCT0464	34	501982	501982	original sample frame
ANTMOL0747	ANTMOL0747	34	893046	893046	watersurfaces_hab_v4
ANTBCT0698	ANTBCT0698	34	1120478	1120478	watersurfaces_hab_v4
ANTBCT0525	ANTBCT0525	34	1284318	1284318	watersurfaces_hab_v4
ANTHTS0151	ANTHTS0151	34	1554390	1554390	assessments monitoring cycle 1
ANTKAS0616	ANTKAS0616	34	1685462	1685462	original sample frame/assessments monitoring cycle 1
ANTKAL0021	ANTKAL0021	34	1736414	1736414	watersurfaces_hab_v4
LIMHHE0001	LIMHHE0001	34	1823954	1823954	original sample frame/assessments monitoring cycle 1
LIMNEE0211	LIMNEE0211	34	2197778	2197778	original sample frame
544450_v2016	544450_v2016	34	2333486	2333486	original sample frame
ANTESS0062	ANTESS0062	34	2462430	2462430	assessments monitoring cycle 1
ANTKAL0469	ANTKAL0469	34	2605790	2605790	watersurfaces_hab_v4
ANTKAS0033	ANTKAS0033	34	2606838	2606838	original sample frame/assessments monitoring cycle 1
LIMMSM0197	LIMMSM0197	34	2715218	2715218	original sample frame/assessments monitoring cycle 1
LIMHHE0375	LIMHHE0375	34	2814902	2814902	original sample frame/assessments monitoring cycle 1
ANTKAL0383	ANTKAL0383	34	57164510	2900702	original sample frame/assessments monitoring cycle 1
ANTBCT0319	ANTBCT0319	34	2955486	2955486	watersurfaces_hab_v4
ANTBCT0529	ANTBCT0529	34	2955486	2955486	watersurfaces_hab_v4
ANTBCT0019	ANTBCT0019	34	2977246	2977246	watersurfaces_hab_v4
LIMNEE0147	LIMNEE0147	34	3098898	3098898	original sample frame
ANTRAV0188	ANTRAV0188	34	3447598	3447598	original sample frame
LIMMSK0221	LIMMSK0221	34	3499090	3499090	watersurfaces_hab_v4
ANTBCT0089	ANTBCT0089	34	3763678	3763678	watersurfaces_hab_v4
LIMNEE0011	LIMNEE0011	34	3901714	3901714	original sample frame/assessments monitoring cycle 1
LIMMGR0262	LIMMGR0262	34	58731474	4205522	original sample frame/assessments monitoring cycle 1
LIMMGR0376	LIMMGR0376	34	4205522	4205522	original sample frame/assessments monitoring cycle 1
ANTHTS0097	ANTHTS0097	34	4346838	4346838	original sample frame/assessments monitoring cycle 1
ANTBCT0136	ANTBCT0136	34	4517342	4517342	watersurfaces_hab_v4
ANTBCT0275	ANTBCT0275	34	4811998	4811998	watersurfaces_hab_v4
467308_v2018	467308_v2018	34	4864734	4864734	original sample frame
ANTKAL0018	ANTKAL0018	34	4947678	4947678	watersurfaces_hab_v4
ANTBCT0494	ANTBCT0494	34	4958430	4958430	watersurfaces_hab_v4
ANTBCT0512	ANTBCT0512	34	4987102	4987102	watersurfaces_hab_v4
ANTBCT0079	ANTBCT0079	34	5107166	5107166	watersurfaces_hab_v4
ANTMOL0642	ANTMOL0642	34	5280886	5280886	watersurfaces_hab_v4
ANTBCT0376	ANTBCT0376	34	5478622	5478622	watersurfaces_hab_v4
ANTRAV0129	ANTRAV0129	34	5479214	5479214	original sample frame
ANTBCT0508	ANTBCT0508	34	5860574	5860574	watersurfaces_hab_v4
ANTBCT0055	ANTBCT0055	34	5991902	5991902	watersurfaces_hab_v4
ANTBCT0315	ANTBCT0315	34	6101214	6101214	watersurfaces_hab_v4
ANTMOL0555	ANTMOL0555	34	6147190	6147190	watersurfaces_hab_v4
ANTMOL0547	ANTMOL0547	34	6655094	6655094	watersurfaces_hab_v4
ANTBCT0057	ANTBCT0057	34	6761950	6761950	watersurfaces_hab_v4
LIMOPG0041	LIMOPG0041	34	6934482	6934482	original sample frame
