polygon_id	grts_ranking	in_object	x	y
ANTOTH0321	3653678	1	194025.93	225069.21
ANTOTH0324	10840622	1	194802.1	224574.21
ANTOTH0328	51599918	1	194120.92	225276.79
ANTOTH0396	60877870	1	193957.77	219506.98
ANTOTH0399	38640174	0	195243.74	225574.91
ANTPUU0051	58228969	1	147607.91	196698.39
ANTRAN0277	4532118	1	166629.44	212309.34
ANTRAN0360	47900566	1	167227.34	210977.36
ANTRAV0052	15082286	1	197471.61	234961.51
ANTRAV0122	33126702	1	192207.97	231029.4
ANTRAV0129	5479214	1	195310.71	228124.33
ANTRAV0132	38527790	1	197151.83	233092.91
ANTRAV0135	16527662	1	192510.78	227941.76
ANTRAV0151	53386030	1	195633.29	228216.91
ANTRAV0163	35625774	1	195384.07	227955.51
ANTRAV0169	24349486	1	196825.29	230657.43
ANTRAV0172	27060014	1	198276.19	231289.08
ANTRAV0175	48637742	1	199196.01	232787.45
ANTRAV0188	3447598	1	195275.2	228332.33
ANTRAV0192	55548718	1	195574.65	227951.68
ANTRAV0196	12919598	1	198120.64	234032.8
ANTRAV0209	11153710	1	192750.02	227838.66
ANTRAV0211	28072750	1	195226.14	227659.38
ANTRAV0230	58579758	1	194646.23	228089.93
ANTRAV0273	63709998	1	197942.7	234699.41
ANTRAV0274	25699118	1	198045.2	234796.64
ANTRAV0291	29006638	1	195673.57	228055.63
ANTRAV0292	26188590	1	195484.38	227986.9
ANTRAV0293	51354414	1	195561.3	228002.61
ANTRAV0294	49888046	1	195839.74	229008.98
ANTRAV0296	66276142	1	197195.16	229527.54
ANTRAV0297	53791534	1	196927.7	229758.24
ANTRAV0369	3416878	1	197881.01	234790.63
ANTRAV0377	10152750	1	196642.25	228290.49
ANTRAV0378	50390830	1	198529.41	231149.96
ANTRAV0379	45849390	1	195170.59	227869.26
ANTRAV0381	35664174	0	192263.87	228029.6
ANTRAV0382	29995310	1	192744.47	227624.66
ANTRAV0383	21750574	1	197175.49	233062.8
ANTRAV0386	64801582	1	196917.91	229354.88
ANTRAV0387	50734894	1	199304.81	232885.02
ANTRET0092	12838134	1	196669.25	217631.96
ANTRET0186	46362158	1	201867.25	220494.99
ANTRET0192	53767726	1	201629.83	220509.3
ANTRET0199	49311278	1	201625.2	220230.4
ANTRET0236	45125878	1	196416.96	212728.08
ANTRET0249	6812918	1	196556.13	214625.38
ANTRET0250	15201526	1	196566.15	214647.92
ANTRET0262	4449526	1	196629.4	217610.55
ANTRET0273	55218422	1	196351.35	213373.97
ANTRIJ0005	4781214	1	175153.34	224146.69
ANTRIJ0006	10560670	0	175039.95	224838.94
ANTRIJ0015	10560670	1	175047.97	224856.05
ANTRIJ0021	44115102	1	175013.29	224834.86
ANTRIJ0025	52503710	1	175069.64	224777.33
ANTRIJ0028	27337886	1	175034.85	224827.67
ANTRIJ0039	10560670	1	175026.29	224845.15
ANTRIJ0041	44168350	1	175198.91	224433.26
ANTRIJ0042	10560670	1	175041.01	224842.01
ANTRIJ0049	48309406	1	175054.69	224842.97
ANTRIJ0051	39920798	1	175008.94	224794.27
ANTRIJ0053	34034846	1	175675.03	224575.02
ANTRIJ0054	62989470	1	175041.22	224869.54
ANTRIJ0055	51586206	1	175336.76	225034.44
ANTRIJ0059	44115102	1	175020.03	224857.77
ANTRIJ0072	3994782	1	175540.45	224045.46
ANTRIJ0074	14754974	1	175059.78	224819.73
ANTRIJ0076	21951646	1	174935.18	224218.81
ANTRIJ0079	25949342	1	175073.72	224447.45
ANTRIJ0080	65086622	1	175103.93	224848.31
ANTRIJ0081	62989470	1	175031.89	224876.16
ANTRIJ0107	17536670	1	179543.01	224705.63
ANTRIJ0171	35259294	1	174913.64	228591.72
ANTRIJ0308	25425054	1	174722.76	224409.06
ANTRIJ0643	45786270	1	174364.64	225136.49
ANTSIL0031	8790238	1	164867.41	219562.01
ANTSIL0322	65151198	1	164848.83	219153.57
ANTSTB0002	52395965	1	151303.38	226027.12
ANTTUR0065	27194670	1	189379.88	229110.46
ANTTUR0077	67040558	1	189207.96	229160.63
ANTTUR0082	3667246	1	189499.04	229040.05
ANTTUR0112	43007022	1	190308.61	218865.95
ANTTUR0122	66277366	1	189684.09	218260.08
ANTTUR0127	20958198	1	190179.23	218338.14
ANTTUR0142	2248694	1	189572.82	217618.46
ANTTUR0166	59037742	1	187903.15	225084.91
ANTTUR0207	58252334	1	191833.47	220787.26
ANTTUR0224	31775790	1	191538.04	221035.08
ANTTUR0245	28464174	1	188109.53	220494.68
ANTTUR0274	33923374	1	191586.77	228721.63
ANTTUR0275	40837422	1	190171.4	228148.29
ANTTUR0276	44769582	1	190238.62	228054.03
ANTTUR0296	22107438	1	189577.91	228497.74
ANTTUR0300	42464558	1	189628.08	228935.43
ANTTUR0301	9172270	1	189720.86	228977.87
ANTTUR0304	9883950	1	190005.58	229222.59
ANTTUR0340	41669678	1	188759.78	219154.27
ANTTUR0347	34034734	1	188906.65	220020.72
ANTTUR0355	28824622	1	188507.05	219466.72
ANTVOR0058	1222870	1	177242	215310.32
ANTVOS0039	9946158	1	187823.76	221289.77
ANTWES0062	46842966	1	182506.53	195028.36
ANTWES0133	1086262	1	186807.95	201680.04
ANTWES0416	49000246	1	186986.93	196648.81
ANTWIL0020	15752425	1	151536.49	195110.14
ANTWIL0084	39493609	1	151941.17	193923.14
ANTWIL0124	45785065	1	152067.1	194006.16
ANTWIL0176	3317737	1	151566.06	193854.58
ANTWUU0118	58815966	1	167530.42	229782.17
ANTWUU0140	3724766	1	166401.05	229389.61
ANTWUU0153	59364830	1	165810.88	229679.51
ANTWUU0176	43423198	1	166464.17	229410.18
ANTWUU0178	4625886	1	166431.52	229511.54
ANTWUU0194	32637406	1	162713.25	231389.07
ANTZAN0078	50771670	1	172060.23	208142.78
ANTZAN0122	55121110	1	174310.13	212295.97
ANTZAN0128	29693142	1	174169.05	212113.16
ANTZAN0152	4904662	1	169982.57	207926.27
ANTZAN0171	58332374	1	174082.83	212344.8
ANTZAN0172	7476438	1	173970.72	212110.23
ANTZAN0175	28382422	1	174532.86	212415.3
ANTZAN0176	23999702	1	174410.13	212508.67
ANTZAN0206	51304150	1	169522.41	208212.01
LIMASS2024	63085138	1	238109.25	190588.3
LIMBIL0008	34856498	1	228391.1	178023.36
LIMBIL0055	50026290	1	232533.88	177467.61
LIMBIL0059	57475314	1	235633.84	177499.38
LIMBIL0067	36656946	1	232728.15	177591.87
LIMBIL0092	34297650	1	232619.47	177598.49
LIMBIL0100	16930610	1	232427.2	177399.52
LIMBIL0114	30103346	1	232650.04	177534.83
LIMBIL0154	25319218	1	232423.03	177499.62
LIMBIL0336	2840370	1	232519.91	177545.36
LIMBOC0027	44336658	1	232599.96	211663.12
LIMBOC0033	27559442	1	232633.28	211661.4
LIMBOC0044	61113874	1	232638.48	211621.04
LIMBOC0073	66881042	1	232515.81	211727.77
LIMBOC0078	3966482	1	232576.1	211761.94
LIMBOC0091	56460818	1	232432.22	211758.26
LIMBOC0109	51152402	1	232629.79	211687.89
LIMBOC0115	38635026	1	232270.3	211727.26
LIMBOC0121	45909522	1	232495.06	211742.52
LIMBOC0124	27559442	1	232634.94	211647.73
LIMBOC0145	41715218	1	232574.26	211686.09
LIMBOC0155	58492434	1	232555.76	211701.41
LIMBOC0166	61113874	1	232636.96	211634.65
LIMBOC0176	27559442	1	232631.33	211673.49
LIMBOC0184	63735314	1	232648.37	211755.44
LIMBOC0204	8160786	1	232536.04	211715.74
LIMBOC0287	50005522	1	231137.73	211713.91
LIMBRE0071	50344082	1	240722.79	208581.11
LIMBRE0113	38809746	1	240749.42	208422.23
LIMBRE0115	61055122	1	239793.67	207779.83
LIMBRE0283	20607122	1	240119.79	208651.24
LIMBRE0285	28389522	1	240514.81	208705.79
LIMBRE0286	58011794	1	240465.9	208486.45
LIMBRG0031	8979638	1	203493.71	194110.1
LIMBRG0054	21732278	1	211281.52	196544.04
LIMBRG0182	20746166	1	217539.1	197716.12
LIMBRG0192	55021494	1	217260.57	197374.28
LIMBRG0199	56922038	1	217587.65	197890.89
LIMBRG0209	28282806	1	217258.13	197151.55
LIMBRG0231	16446390	1	218135.49	198208.76
LIMBRG0271	21558966	1	211889.01	193622.94
LIMBRG0272	15267510	1	211924.38	193646.36
LIMBRG0273	48821942	1	211955.08	193673.14
LIMBRG0274	40761014	1	211985.45	193693.38
LIMDPB0057	23681330	1	223908.59	182225.17
LIMDPB0058	32004402	1	224005.04	182416.27
LIMDPB0069	56645938	1	224131.66	182394.9
LIMDPB0100	38820146	1	224061.73	182318.9
LIMDPB0101	58026290	1	225098.39	182007.03
LIMDPB0135	66414898	1	225148.88	182035.32
LIMDPB0157	11954482	1	225299.88	181962.96
LIMDPB0158	57239858	1	225007.34	181814.38
LIMDPB0177	55404850	1	225018.57	182020.87
LIMDPB0249	65345842	1	223386.34	181846.08
LIMDPB0304	66480434	1	225332.03	181887.15
LIMDPB0309	65607986	1	223560.27	181847.45
LIMDPB0311	8984882	1	223635.07	181944.66
LIMDPB0315	1382706	1	223355.08	181762.88
LIMDPB0319	48044338	1	223740.36	182054.73
LIMDST0104	22583890	1	239071.29	190188.65
LIMDST0108	1675858	1	239704.51	190485.84
LIMDST0113	39490130	1	239464.34	190404.79
LIMDST0118	45060690	1	239676.29	190372.12
LIMDST0134	18134354	1	243247.56	189263.77
LIMDST0149	20407890	1	242618.91	189299
LIMDST0150	25736530	1	243550.38	189212.03
LIMDST0178	50866514	1	248383.37	190925.96
LIMDST0194	39347794	1	242842.03	189263.24
LIMDST0215	50041426	1	240101.59	189992.68
LIMGNK0004	38496562	1	225638.22	182435
LIMGNK0009	33057074	1	225058.71	182303.99
LIMGNK0010	15427890	1	225588.84	182345.1
LIMGNK0021	23750962	1	225355.78	182122.61
LIMGNK0022	50211122	1	226235.82	182511.31
LIMGNK0025	1534258	1	225537.03	182260.59
LIMGNK0029	13265202	1	225505.59	182086.91
LIMGNK0033	10119474	1	225498.58	182149.41
LIMGNK0035	33958194	1	225892.9	182438.05
LIMGNK0040	10944818	1	221535.91	183681.05
LIMGNK0041	20382002	1	221588.39	183701.71
LIMGNK0042	62243122	1	222004.09	183718.14
LIMGNK0046	41400626	1	224556.64	184871.14
LIMGNK0048	7717170	1	222078.04	183680.31
LIMGNK0050	17664562	1	226905.57	183619.54
LIMGNK0053	7717170	1	222085.46	183685.77
LIMGNK0055	50260274	1	225856.02	183166.42
LIMGNK0056	40747314	1	221813.08	183683.49
LIMGNK0057	20824370	1	221877.33	183538.45
LIMGNK0058	21412146	1	224155.7	185246.16
LIMGNK0060	28758322	1	221978.38	184154.25
LIMGNK0062	1239346	1	226207.59	182813.26
LIMGNK0064	377138	0	222096.63	183765.53
LIMGNK0066	10991922	1	224746.3	184964.4
LIMGNK0067	28234034	1	222158.21	183785.71
LIMGNK0068	66471634	1	226625.5	187962.69
LIMGNK0070	54378802	1	221888.81	183560.42
LIMGNK0071	59681074	1	225772.77	182970.71
LIMGNK0072	41271602	1	222039.08	183648.64
LIMGNK0079	66316594	1	226536.95	183047.38
LIMGNK0081	36497714	1	226580.43	183318.01
LIMGNK0087	54507826	1	224600.3	185055.56
LIMGNK0089	51099954	1	224373.26	185083.77
LIMGNK0092	58048818	1	222068.18	183677.44
LIMGNK0095	15972658	1	224512.42	184926.18
LIMGNK0096	25542962	1	222094.8	183688.02
LIMGNK0097	61718834	1	221743.33	183739.77
LIMGNK0099	22014258	1	226353.81	182811.48
LIMGNK0103	7518514	1	223861.65	185220.57
LIMGNK0105	50446642	1	222066.88	183503.47
LIMGNK0109	62372146	1	224637.31	184895.64
LIMGNK0114	54372658	1	225276.63	183046.46
LIMGNK0118	13429042	1	226710.47	183490.66
LIMGNK0119	452914	1	225993.28	182750.71
LIMGNK0121	43919666	1	226179.46	182701.78
LIMGNK0124	10479922	1	226479.09	182983.31
LIMGNK0127	14090546	1	221659.48	183561.74
LIMGNK0131	30849330	1	224065.98	185270.59
LIMGNK0134	13613362	1	224526.17	185186.57
LIMGNK0139	42383666	1	224230.66	185189.39
LIMGNK0140	25542962	1	222103.22	183695.88
LIMGNK0142	59418930	1	225459.6	183049.39
LIMGNK0144	50575666	1	224472.78	184810.88
LIMGNK0147	22921522	1	221916.81	183664.62
LIMGNK0152	38284754	1	228976.11	185994.19
LIMGNK0154	32964914	1	221658.41	183719.74
LIMGNK0156	54966578	1	224203.06	185300.92
LIMGNK0157	2025778	1	226052.01	183038.56
LIMGNK0158	56879410	1	226393.97	183016.17
LIMGNK0161	53137714	1	221954.24	183855.77
LIMGNK0167	24756530	1	221906.59	183406.86
LIMGNK0169	42576178	1	225269.72	182917.22
LIMGNK0171	15411506	1	226392.83	182710.78
LIMGNK0173	8644914	1	226443	183139.81
LIMGNK0174	41271602	1	222055.5	183667.37
LIMGNK0175	49473842	1	226215.04	182888.79
LIMGNK0177	13351218	1	224358.31	185144.5
LIMGNK0180	33286450	1	226617.38	183182.61
LIMGNK0182	7006514	1	226256.22	183131.12
LIMGNK0371	55234866	1	221748.65	183850.89
LIMGNK0372	1227058	1	223764.49	185180.65
LIMGNK0373	32110898	1	223672.99	185143.08
LIMGNK0374	12187954	1	223574.24	185087.75
LIMGNK0375	2537778	0	224024.01	185166.22
LIMGNK0376	29538610	1	223968.44	185134.53
LIMGNK0384	64973106	1	225689.27	182585.43
LIMGNK0385	12249394	0	226089.62	183009.13
LIMGNK0396	16644658	1	227197.56	183802.6
LIMGNK0397	6476082	1	221830.63	184046.99
LIMGNK0399	64409906	1	222140.26	184127.57
LIMGNK0411	21074226	1	221678.24	183846.59
LIMGNK0848	11401778	1	227110.56	183921.65
LIMGNK0850	31916338	1	221487.31	183663.25
LIMGNK0854	10305074	1	229843.52	178761.87
LIMGNK0858	14499378	1	229784.29	178764.66
LIMGNK0859	60685874	1	229935.92	178755.71
LIMGNK0861	38900018	1	221502.81	183791.53
LIMGNK0896	4641074	1	222043.42	184241.09
LIMHAS0103	4302566	1	215869.48	180805.8
LIMHAS0281	53307110	1	216066.38	180687.24
LIMHAS0440	10960614	1	216061.77	185368.5
LIMHAS0447	24329958	1	215870.55	185637.77
LIMHAS0453	33751346	1	221584.61	183379.61
LIMHAS0456	42271026	1	221498.97	183259.49
LIMHAS0462	687846	1	215326.01	185348.37
LIMHAS0463	43114214	1	216590.53	183720.84
LIMHAS0466	62471910	1	216089.33	185609.6
LIMHAS0479	22396646	1	215465.51	184685.17
LIMHAS0482	57901362	0	221225.86	182574.58
LIMHAS0490	37175014	1	215981.91	185544.98
LIMHAS0497	16334566	1	216165.41	185688.66
LIMHAS0513	66862822	1	215914.63	185264.55
LIMHAS0514	3882726	1	215719.05	185509.01
LIMHAS0530	66961126	1	215224.55	184681.8
LIMHAS0531	212710	1	215950.45	185573.99
LIMHAS0540	36880102	1	215160.34	184147.81
LIMHAS0541	40582886	1	215650.05	185415.53
LIMHAS0544	3358438	0	215930.96	185573.86
LIMHAS0545	41762534	1	216249.26	185333.4
LIMHAS0546	27754802	1	221490.73	182590.57
LIMHAS0547	10850610	1	221697.62	184131.71
LIMHAS0553	54837554	1	221743.26	182880.28
LIMHAS0558	15253810	1	221982.05	183077.06
LIMHAS0561	12779826	1	221704.27	183323.03
LIMHAS0569	45682406	1	217727.04	184403.71
LIMHAS0570	11079398	1	217784.64	184305.83
LIMHAS0619	22707942	1	215523.01	185340.98
LIMHAS0622	704230	1	215492.84	184086.81
LIMHAS0629	60269286	1	211734.18	185663.17
LIMHAS0669	10419942	1	215732.51	184502.31
LIMHAS0672	10141414	1	215333.15	184232.35
LIMHAS0763	57999666	1	221630.57	183226.34
LIMHAS0764	37945650	1	221624.91	183276.53
LIMHAS0765	63111474	1	221647.94	183263.13
LIMHAS0766	28639538	1	221668.05	183252.4
LIMHAS0767	63111474	1	221665.31	183271.89
LIMHAS0846	27541222	1	215806.5	185067.3
LIMHAS0849	14454502	1	216629.63	185454.62
LIMHAS0854	54460134	1	215648.93	184410.84
LIMHAS0909	16600758	1	216223.27	185848.54
LIMHAS0914	40451814	1	216208.98	185760.55
LIMHDS0068	27300838	1	208922.57	180168.18
LIMHEC0047	41609426	1	221453.15	200578.5
LIMHEC0120	18452242	1	218996.25	207558.27
LIMHEC0128	36242038	1	217628.94	205656.62
LIMHEC0537	32434386	1	221463.86	200628.8
LIMHEC0578	7518418	1	218962.53	198892.68
LIMHHE0001	1823954	1	220026.61	197537.82
LIMHHE0002	47109330	1	220380.81	197965.96
LIMHHE0004	64738514	1	219946.12	197594.01
LIMHHE0005	25810130	1	219704.6	197911.82
LIMHHE0008	17552594	1	219985.27	197384.67
LIMHHE0009	49665234	1	219886.36	197842.63
LIMHHE0112	11222738	1	225722.53	192160.99
LIMHHE0114	18423506	1	223904.41	191923.99
LIMHHE0150	33304274	1	225153.27	191913.94
LIMHHE0154	48692946	1	226609.61	192671.02
LIMHHE0222	12443346	1	223470.56	190449.51
LIMHHE0223	63069906	1	223859.35	190650.01
LIMHHE0228	25026258	1	223408.09	190516.04
LIMHHE0236	5398226	1	223772.88	190557.1
LIMHHE0243	2777810	1	222522.97	189930.27
LIMHHE0244	41803474	1	223404.85	190546.69
LIMHHE0247	39591634	1	224661.77	191590.12
LIMHHE0258	9331410	1	222474.28	189970.6
LIMHHE0285	24763090	1	218898.36	189914.51
LIMHHE0286	1012434	1	219109.46	190380.68
LIMHHE0296	28729042	1	223919.39	190814.59
LIMHHE0297	14048978	1	223873.05	190800.73
LIMHHE0303	9297618	1	223463.09	190647.81
LIMHHE0304	9297618	1	223444.33	190638.89
LIMHHE0305	15392466	1	223000.77	189985.49
LIMHHE0306	43441874	1	222975.25	189971.71
LIMHHE0309	9952978	1	223440.48	190326.94
LIMHHE0310	36167378	1	223486.52	190264.55
LIMHHE0311	47439570	1	223502.63	190243.59
LIMHHE0312	2612946	1	223456.56	190244.41
LIMHHE0313	27778770	1	223444.87	190235.38
LIMHHE0314	8904402	1	223360.79	190409.3
LIMHHE0316	33677010	1	223631.68	190468.53
LIMHHE0317	40099538	1	223572.49	190402.63
LIMHHE0318	51502802	1	223540.28	190506.1
LIMHHE0319	57614034	1	223974.11	190962.49
LIMHHE0322	59793106	1	224357.71	190847.31
LIMHHE0328	28712658	1	224396.63	190952.13
LIMHHE0332	38149842	1	224520.65	190985.62
LIMHHE0333	39722706	1	224633.78	190955.08
LIMHHE0350	58470098	1	225056.88	191846.3
LIMHHE0375	2814902	0	218369.16	198198.92
LIMHHE0380	66068178	0	224384.36	191504.11
LIMHLN0068	66886710	1	201673.74	186243.3
LIMHLN0071	44801078	1	201787	186030.97
LIMHLN0093	57711670	1	201400.72	186273.2
LIMHLN0122	54959158	1	201378.77	186338.65
LIMHLN0136	58498102	1	201727.07	186250.51
LIMHLN0137	45128758	1	201464.46	186248.53
LIMHMA0012	2216554	1	228404.35	220373.03
LIMHMA0144	5244434	1	231266.3	211990.39
LIMHMA0158	43374866	1	226114.84	217825.73
LIMHMA0166	29168234	1	228169.92	219512.15
LIMHMA0213	64483946	1	228550.49	221024.87
LIMHMA0271	15536746	1	228330.25	219446.75
LIMHMA0273	1782290	1	228408.38	216399.4
LIMHSL0036	64628786	1	226470.49	172829.29
LIMHVL0062	36102838	1	212951.88	187954.63
LIMHVL0079	20353718	1	212979.11	187736.53
LIMHVL0081	51372726	1	213056.8	188000.11
LIMHVL0090	65462966	1	212904.87	187886.42
LIMHVL0123	15016630	1	214536.98	188459.06
LIMHVL0124	65842870	1	215811.77	188014.1
LIMHVL0137	41624246	1	214378.22	188255.34
LIMHVL0140	26898102	1	215091.46	188595.11
LIMHVL0142	51998390	1	215018.14	188746.12
LIMHVL0143	28648118	1	214360.85	188544.38
LIMHVL0144	22974134	1	215304.24	187847.13
LIMHVL0192	53644982	1	215138.23	187431.54
LIMHVL0199	16458422	1	214341.55	188284
LIMHVL0239	61444790	1	213159.57	187712.44
LIMHVL0248	33386166	1	214624.21	188790.75
LIMHVL0465	46370486	1	215511.55	187252.13
LIMKIN0001	66334866	1	240761.64	208725.36
LIMKIN0010	64106642	1	240998.8	209010.81
LIMKIN0015	34111890	1	243301.57	208211.75
LIMKIN0018	47861906	1	242549.53	208144.34
LIMKIN0023	12013714	1	243165.7	208143.8
LIMKIN0026	8278162	1	242567.23	208088.12
LIMKIN0231	842210	1	253202.31	205187.54
LIMLNK0018	50222322	1	243164.61	177324.22
LIMLNK0039	47249394	1	238650.76	179701.12
LIMLNK0055	63953906	1	240832.42	179752.87
LIMLNK0076	59832306	1	238714.99	179738.49
LIMLNK0083	37812210	1	238767.32	179809.7
LIMLNK0086	18488306	1	240080.16	180931.02
LIMLNK0089	21034994	1	238738.67	179845.6
LIMLNK0104	60880882	1	238786.54	179711.39
LIMLNK0105	19291122	1	240297.78	180865.74
LIMLNK0116	49068018	1	239116.51	180971.26
LIMLNK0117	30088178	1	239173.16	181013.73
LIMLNK0118	728050	1	239193.95	180984.36
LIMLNK0119	3349490	1	239256.48	180939.71
LIMLNK0167	58776562	1	240345.27	180378.91
LIMLNK0237	3234802	1	240957.31	181348.89
LIMLOM0030	36671862	1	210755.16	212438.48
LIMLOM0154	50126454	1	213031.9	208212.28
LIMLOM0176	54320758	1	213084.57	208107.6
LIMLOM0211	12831350	1	215230.41	210138.08
LIMLOM0233	43345170	1	222542.51	216756.14
LIMLOM0235	21268754	1	222996.36	217350.23
LIMLOM0237	35948818	1	223030.71	217489.99
LIMLOM0239	2918674	1	222967.28	217474.51
LIMLOM0467	63956342	0	214266.92	215863.12
LIMLOM0475	40200566	1	216616.91	216985.64
LIMLOM0478	45932150	1	213080.44	208160.32
LIMLUM0041	42707942	1	205828.98	185379.94
LIMLUM0054	9736166	1	206384.35	185169.43
LIMLUM0103	29708726	1	204363.89	185987.14
LIMLUM0121	27552742	1	205076.67	185449.19
LIMLUM0124	8421814	1	204266.31	185866.49
LIMLUM0143	16077238	1	204536.46	185828.06
LIMLUM0151	60189110	1	207183.74	190016.35
LIMLUM0222	59871206	1	207200.13	185439.43
LIMLUM0233	49902262	1	210645.02	186358.08
LIMLUM0240	31473638	1	209432.91	184859.03
LIMLUM0277	12521446	1	207528.35	185214.44
LIMLUM0300	58290870	1	210584.73	186356.09
LIMLUM0301	65963446	1	209425.31	186013.19
LIMLUM0350	7373238	1	204290.61	186059.3
LIMLUM0401	51728822	1	204377.19	185858.06
LIMMGR0011	54176722	0	230468.28	195439.31
LIMMGR0017	32559058	1	232160.9	194619.5
LIMMGR0035	6426578	1	232946.26	195201.74
LIMMGR0253	4762578	1	230361.18	195207.23
LIMMGR0255	49504210	1	233070.89	194765.84
LIMMGR0261	8924114	1	230041.29	194265.47
LIMMGR0262	58731474	1	230032.8	194440.5
LIMMGR0371	47095762	1	233883.18	195808.19
LIMMSK0007	29026130	1	242737.23	196353.02
LIMMSK0080	13559634	1	243051.73	196377.05
LIMMSK0134	8578898	1	243091.27	196166.74
LIMMSK0151	59607442	1	243288.51	202517.97
LIMMSK0353	44201810	1	242807.39	195699.59
LIMMSK0359	9316434	1	245595.14	201200.19
LIMMSK0360	12462162	1	245653.04	201199.27
LIMMSK0399	66448210	1	238323.7	196000.21
LIMMSK0456	7856546	1	251887.19	199911.03
LIMMSM0026	22619730	1	241823.18	188581.08
LIMMSM0036	61042674	1	241055.17	185366.05
LIMMSM0061	12686322	1	236671.34	184147.02
LIMMSM0167	54423538	1	241095.36	185265.32
LIMMSM0172	45268978	1	240584.96	182458.59
LIMMSM0173	11714546	1	240585.66	182465.58
LIMMSM0197	2715218	1	237157.59	185965.01
LIMMSM0198	11035634	1	237196.08	185801.66
LIMMSM0247	34940498	1	242105.23	188623.58
LIMNEE0011	3901714	1	223299.56	217476.58
LIMNEE0082	47663378	1	223953.81	218476.55
LIMNEE0125	10995986	1	223698.98	218150.76
LIMNEE0133	8489234	1	223056.71	217037.82
LIMNEE0147	3098898	1	223881.96	218098.12
LIMNEE0167	552466	1	228582.85	211485.92
LIMNEE0172	25718290	1	228604.01	211510.59
LIMNEE0176	40847634	1	223766.89	218182.99
LIMNEE0177	49236242	1	223827.81	218181.88
LIMNEE0178	65521938	1	223741.32	218138.46
LIMNEE0179	63588626	1	223799.68	217954.63
LIMNEE0180	46811410	1	223758.23	218013.33
LIMNEE0181	49727762	1	223652.01	217992.16
LIMNEE0182	50776338	1	223630.17	217869.1
LIMNEE0183	41863442	1	223587.4	217788.1
LIMNEE0211	2197778	1	223044.02	216870.57
LIMNEE0213	35686674	1	223154.6	217286.65
LIMOPG0001	28430290	1	232689.04	194348.51
LIMOPG0009	60409298	1	232356.91	193790.83
LIMOPG0020	30442962	1	231829.58	193836.73
LIMOPG0030	32540114	1	231753.91	193839.96
LIMOPG0041	6934482	1	232554.17	194239.81
LIMOPG0129	40928722	1	231705.51	193794.17
LIMOVP0094	7257874	1	218789.13	208568.19
LIMPEE0593	41182226	1	230687.14	203713.37
LIMSTT0069	34121190	1	209812.66	172352.14
LIMTES0026	25473078	1	196070.91	193508.96
LIMTES0079	58022198	1	193512.63	192619.99
LIMTES0125	54751286	1	194333.13	192504.54
LIMTES0127	13791286	1	194991.54	192946.18
LIMTES0166	49508406	1	194453.53	192575.42
LIMTES0212	37351478	1	195996.74	192071.07
LIMTES0245	28512310	0	196409.66	192321.7
LIMTES0480	54464566	0	196498	192196.1
LIMTON0188	2177138	1	228668.05	163549.11
LIMWEL0154	26280166	1	217907.22	170241.13
LIMZNH0003	50515638	1	216215.69	187186.85
LIMZNH0006	11718326	1	216264.64	187246.72
LIMZNH0009	10182326	1	217780.09	186271.39
LIMZNH0010	32218806	1	216906.17	186532.28
LIMZNH0013	7298742	1	217743.93	185942.66
LIMZNH0018	61148902	1	217792.88	184655.55
LIMZNH0020	8953526	1	217463.71	186236.5
LIMZNH0022	39411382	1	217788.39	186670.36
LIMZNH0024	9002678	1	217644.65	186737.24
LIMZNH0026	8572598	1	216322.52	187205.21
LIMZNH0029	60923574	1	216790.29	185918.58
LIMZNH0036	53124790	0	217431.99	186521.59
LIMZNH0038	54894262	1	216953.23	186114.56
LIMZNH0040	10342118	1	218015.79	185362.57
LIMZNH0043	2150070	1	216029.04	187434.25
LIMZNH0046	36921014	1	217963.71	186024.43
LIMZNH0048	46911158	1	216092.71	187483.88
LIMZNH0055	12242662	1	218597.96	185756.53
LIMZNH0056	29544118	1	216253.01	187152.46
LIMZNH0057	4546230	1	217788.74	186521.82
LIMZNH0059	47799990	1	217795.6	186598.66
LIMZNH0061	6332086	1	217278.45	186290.75
LIMZNH0062	6463158	1	217150.38	186605.41
LIMZNH0065	28679862	1	216928.93	186212.72
LIMZNH0066	44654262	1	217673.64	186696.73
LIMZNH0068	48586422	1	217651.95	186384.07
LIMZNH0077	48144054	1	217271.06	186433.43
LIMZNH0079	5594806	1	217719.76	186563.47
LIMZNH0084	29318838	1	217705.32	186003.65
LIMZNH0085	41066166	1	217273.77	186676.57
LIMZNH0087	53255862	1	217525.35	185889.96
LIMZNH0091	39751398	1	217289.68	185809.35
LIMZNH0092	25104102	1	218277.67	184437.84
LIMZNH0095	42901174	1	217235.13	186511.47
LIMZNH0098	1662646	1	217826.31	186615.57
LIMZNH0099	48303846	1	218117.53	184300.94
LIMZNH0102	44785334	1	217737.35	186250.02
LIMZNH0105	20909798	1	218327.98	184476.4
LIMZNH0106	42950326	1	217853.45	185975.17
LIMZNH0109	26959542	1	217765.79	186306.04
LIMZNH0111	32202422	1	217624.15	186228.71
LIMZNH0112	24415974	1	217055.03	185798.23
LIMZNH0115	42127030	1	216284.47	187177
LIMZNH0127	25796278	1	216881.61	185966.93
LIMZNH0132	54464230	1	218369.79	184441.82
LIMZNH0133	17522358	1	217739.37	186105.9
LIMZNH0138	4902630	1	218458.87	185592.33
LIMZNH0139	38821558	1	218311.82	185905
