polygon_id	grts_ranking	in_object	x	y
ANTBRM0211	8966889	1	142969.73	200468.85
ANTBRM0217	14865129	1	143122.01	200703.73
ANTBRM0220	48419561	1	143127.91	200678.1
ANTBRM0222	57987817	1	143259.87	200212.09
ANTBRM0224	28627689	1	143336.54	200245.94
ANTBRM0225	3134185	1	143393.09	200637.67
ANTBRM0226	19649257	1	143645.03	200356.84
ANTBRM0234	58184425	1	143811.79	200662.79
ANTBRM0236	13751017	1	143458.81	200687.47
ANTBRM0238	9687785	1	143604.7	200338.96
ANTBRM0246	250601	1	143436.55	200320.23
ANTBRM0249	50516713	1	143352.63	200706.72
ANTBRM0253	32133865	1	144048.95	201060.45
ANTBRM0255	39932649	1	144804.1	200994.5
ANTBRM0269	63787753	1	144530.28	200804.04
ANTBRM0271	22394089	1	145592.62	199735.38
ANTBRM0273	20189929	1	144279.85	201220.57
ANTBRM0330	27579113	1	143350.23	200310.39
ANTBRM0331	2872041	1	143691.12	200368.85
ANTBRM0345	32330473	1	144508.14	200715.53
ANTBRM0421	4961001	1	141524.65	199790.34
ANTBRS0049	43534558	1	162062.68	223468.44
ANTBRS0068	64618718	1	161672.98	221487.23
ANTBRS0118	42913758	1	158933.63	224715.08
ANTBRS0121	51284190	1	162003.84	224430.78
ANTBRS0178	19058654	1	158761.33	224349.63
ANTBRS0179	28012510	1	158834.55	225358.37
ANTBRS0413	25980894	1	158666.98	225380.63
ANTBSE0018	23536286	1	180026.23	222189.84
ANTBSE0021	5125790	1	181419.09	224178.51
ANTBSE0058	34675358	1	182486.05	225302.21
ANTBSE0061	58472094	1	181670.38	224488.43
ANTBSE0085	54716062	1	180437.21	225203.09
ANTBSE0098	18684574	1	182685.75	225253.13
ANTBSE0109	16889502	1	180071.23	223844.3
ANTBSE0123	28047006	1	180578.49	222824.79
ANTBSE0125	4384414	1	180443.3	225240.8
ANTBSE0162	46969502	1	181359.18	219778.94
ANTBSE0165	40393374	1	183134.1	224782.85
ANTBSE0197	40691358	1	180110.94	224920.46
ANTBSE0214	57325214	1	180347.74	224527.85
ANTBSE0215	54421150	1	180784.6	225278.36
ANTBSE0227	21903006	1	181408.63	224206.6
ANTBSE0228	26338974	1	180333.28	225457.16
ANTBSE0276	17479326	1	180463.84	224522.09
ANTBSE0277	57849502	1	180549.87	224646.84
ANTBSE0298	42250910	1	181391.26	219872.93
ANTBSE0314	11810462	1	181291.14	224227.8
ANTBSE0333	65857182	1	180184.46	224892.52
ANTBSE0334	222878	1	181406.88	224880.88
ANTBSE0335	34101918	1	183129.9	224879.17
ANTBSE0336	3648158	1	184711.47	225069.87
ANTBSE0338	44131998	1	181022.56	224854.34
ANTBSE0366	20949662	1	184528.13	225077.92
ANTDES0010	41310326	1	205774.25	215594.2
ANTDES0037	23578742	1	205136.74	216604.07
ANTDES0075	12040310	1	204060.47	217406.77
ANTDES0091	6424694	1	204897.65	217733.16
ANTDES0096	50051190	1	203983.91	217142.1
ANTDES0098	63461622	1	200768.56	213464.33
ANTDES0098	63461622	1	200768.56	213464.33
ANTDUF0188	29813270	1	158770.53	196105.54
ANTESS0009	48111390	1	154968.18	239136.86
ANTESS0030	20726494	1	154505.6	234840.32
ANTESS0033	8199966	1	154540.18	239423.72
ANTESS0062	2462430	1	155811.49	234599.83
ANTESS0117	28047134	1	155913.93	235842.28
ANTESS0224	26624734	1	154701.25	234651.86
ANTESS0225	2900702	1	154578.02	234753.04
ANTGEE0011	18623286	1	191557.92	198786.45
ANTGEE0032	40512310	1	191474.64	198843.05
ANTGEE0036	31206198	1	191529.94	198828.65
ANTGEE0046	18623286	1	191548.16	198807.63
ANTGEE0069	40512310	1	191497.68	198829.27
ANTGEE0071	10234678	1	191585.8	198782.38
ANTGEE0076	66705142	1	189868.04	209533.62
ANTGEE0099	12441334	1	189531.32	209881.67
ANTGEE0105	18606838	0	190018.62	209677.58
ANTGEE0107	17749750	1	189356.42	209959.66
ANTGEE0119	53597942	1	189714.9	209659.38
ANTGEE0126	4839158	1	189884.4	209483.56
ANTGEE0130	7116534	1	188362.02	208891.39
ANTGEE0140	43051766	1	190125.98	210011.69
ANTGEE0141	50064118	1	190195.14	209882.34
ANTGEE0142	35182326	1	189274.46	209664.17
ANTGEE0143	31315702	1	189582.65	209781.06
ANTGEE0153	22075126	1	189072.81	209835.88
ANTGEE0154	7116534	1	188344.18	208892.24
ANTGEE0161	32036598	1	189242.21	209828.91
ANTGEE0163	51959542	1	189314.07	209672.09
ANTGEE0164	8165110	1	188264.02	208876.22
ANTGEE0166	23123702	1	188958.38	209808.91
ANTGEE0193	38786806	1	189743.93	210021.43
ANTGEE0305	25113078	1	197980.14	207168.56
ANTGEE0422	18231798	1	197352.17	207056.98
ANTGEE0453	43171574	1	193827.72	203574.05
ANTGEE0477	1752822	1	193889.52	203334.69
ANTGEE0513	1933046	1	193648.08	203041.49
ANTGEE0629	29802230	1	193746.16	203608.78
ANTGEE0633	22904566	1	193609.79	203064.76
ANTGEE0718	65338870	1	199422.68	205119.21
ANTGEE0790	64059126	1	188839.31	207739.49
ANTGEE0834	50251766	1	193334.04	212427.84
ANTGEE0857	30955254	1	188906.25	209725.3
ANTGEE0858	42391286	1	189108.61	209896.45
ANTGEE0859	1103606	1	189179.95	209805.02
ANTGEE0866	15849206	1	189767.14	209733.7
ANTGEE0867	33412854	1	189531.87	209774.37
ANTGEE0875	47699702	1	189499.87	210111.16
ANTGEE0876	20829942	1	189457.09	209817.21
ANTGEE0877	12113654	1	189402.68	209868.74
ANTGEE0886	54274870	1	191520.55	198673.29
ANTGEE0889	12200758	1	191462.92	198661.73
ANTGEE1026	30094838	1	197407.92	205152.92
ANTGEE1081	41525494	1	195979.41	210922.63
ANTGRO0078	5039830	1	173314.05	208940.81
ANTGRO0095	45924054	1	177538.71	208359.01
ANTGRO0101	34529238	1	178725.91	206131.22
ANTGRO0105	31923926	1	177521.1	208309.31
ANTGRO0117	66526934	1	177556.16	208290.23
ANTGRO0122	21828566	1	177931.64	206376.57
ANTGRO0124	22795222	1	178092.04	208228.98
ANTGRO0161	4140758	1	174105.09	208349.91
ANTGRO0180	55865046	1	175188.58	207565.41
ANTHEI0155	48206678	1	174561.37	192955.09
ANTHGS0010	35732574	1	180693.35	242949.1
ANTHGS0022	3984478	1	178259.58	242622.84
ANTHGS0196	28980574	1	176514.99	240822.87
ANTHGS0200	14335326	1	171449.82	237598.72
ANTHGS0248	18529630	1	171430.13	237568.46
ANTHGS0277	39501150	1	171473.74	237627.54
ANTHGS0552	49335646	1	171537.91	237599
ANTHGS0565	17054046	1	177606.58	238378.59
ANTHGS0569	22267294	1	182546.92	233668.01
ANTHGS0622	1520990	0	176615.85	240531.87
ANTHGS0650	47170974	1	182541.18	233637.25
ANTHST0032	23327062	1	184484.33	190328.69
ANTHST0049	21147990	1	184717.19	191451.59
ANTHST0060	4452694	1	184417.91	190332.97
ANTHST0066	48492886	1	184468.52	190417.64
ANTHST0069	7336278	1	184774.49	190405.69
ANTHST0076	33485142	1	184494.3	190451.22
ANTHST0096	33468758	1	184414.35	191238.81
ANTHST0109	38711638	1	184475.39	191242.21
ANTHST0141	454998	1	184578.18	190801.96
ANTHST0147	63172950	1	184400.08	190416.12
ANTHST0180	25952566	1	187415.92	191403.49
ANTHST0183	7078198	1	187547.31	191422.4
ANTHST0184	58589494	1	187482.74	191491.68
ANTHST0197	18743606	1	187633.07	191505.32
ANTHST0203	9175350	1	187442.98	191413.19
ANTHST0226	42729782	1	187449.19	191441.39
ANTHST0235	64880950	1	187580.95	191462
ANTHST0268	16675158	1	184961.45	190540.57
ANTHST0272	57749814	1	189595.92	193249.53
ANTHST0273	4260150	1	187359.88	191390.1
ANTHST0281	7078198	1	187563.51	191443.8
ANTHST0290	786742	1	187477.28	191343.07
ANTHST0296	20840758	1	187420.63	191559.3
ANTHST0307	10354998	1	187616.08	191528.16
ANTHST0319	53215542	1	187599.88	191421.66
ANTHST0329	21758262	1	187453.49	191367.23
ANTHST0346	33567062	1	185110.76	191187.94
ANTHST0348	58786102	1	187397.02	191428.29
ANTHST0353	66978102	1	187406.39	191473.15
ANTHST0366	46924086	1	187477.77	191402.15
ANTHST0369	33423670	1	187413.01	191517.77
ANTHST0377	8257846	1	187504.23	191483.83
ANTHST0387	23855414	1	187571.38	191398.65
ANTHST0389	16646454	1	187439.46	191509.45
ANTHST0396	11272502	1	187565.86	191350.68
ANTHST0399	56492342	1	187586.08	191541.43
ANTHST0407	54395190	1	187447.06	191557.35
ANTHST0410	16646454	1	187458.45	191493.08
ANTHST0428	19661110	1	187621.02	191453.72
ANTHST0435	17563958	1	187523	191343.46
ANTHST0457	55505238	1	184359.97	190575.31
ANTHST0458	20377942	1	184362.28	190736.52
ANTHST0460	9089366	1	184566.42	191081.81
ANTHST0506	33747286	1	184766.86	190432.2
ANTHST0507	28586326	1	184928.84	191242.17
ANTHST0508	10662230	1	184751.96	191255.2
ANTHST0509	20361558	1	184769.66	191023.68
ANTHST0510	13807958	1	184778.6	191415.32
ANTHST0619	52687190	1	184565.93	190400.22
ANTHST0624	15950934	1	185125.47	195237.51
ANTHST0639	36438326	1	187651.36	191431.46
ANTHST0646	52166966	1	187549.25	191277.09
ANTHST0655	53215542	1	187625.07	191395.58
ANTHST0658	15466806	1	187603.56	191363.47
ANTHST0665	24015190	0	185021.99	190616.7
ANTHTS0016	37746646	1	184326.61	208499.33
ANTHTS0069	40216022	1	184228.17	211105.04
ANTHTS0083	44069846	1	179747.14	208008.08
ANTHTS0086	22172630	1	179669.51	207756.79
ANTHTS0090	33706966	1	179530.62	207825.81
ANTHTS0097	4346838	1	179580.04	207731.4
ANTHTS0136	9091030	1	185265.51	209989.67
ANTHTS0138	41531350	1	185404.11	209891.12
ANTHTS0151	1554390	1	185646.72	209884.34
ANTHTS0161	25544438	1	185887.51	209692.07
ANTHTS0163	62175190	1	185266.29	209739.59
ANTHTS0227	57866198	0	184832.34	208986.42
ANTHUL0066	2171990	1	184653.7	194909.14
ANTHUL0121	13706326	1	184685.6	194924.97
ANTHUL0132	62989398	1	184793.03	194934.71
ANTHUL0181	41452630	1	183624.18	194641.41
ANTHUL0183	33629270	1	184751.39	194952.18
ANTHUL0218	22553686	1	183901.82	194602.97
ANTHUL0219	1582166	0	183862.86	194586.05
ANTHUL0223	54428758	1	183784.18	194425.48
ANTHUL0235	14885974	1	184122.75	194324.35
ANTHUL0273	28353622	1	184005.7	195056.43
ANTHUL0276	6366294	1	184675.89	194822.71
ANTHUL0277	50406486	1	184744.57	194971.21
ANTHUL0279	20874326	1	183813.27	194433.88
ANTKAL0004	65766110	1	154233.26	233063.92
ANTKAL0027	26493662	1	154296.86	234725.32
ANTKAL0057	39680734	1	159101.06	227906.91
ANTKAL0093	55458526	1	159169.73	227748.68
ANTKAL0202	63682270	1	159032.77	234745.66
ANTKAL0228	64109278	1	158836.94	227476.12
ANTKAL0232	64895710	1	159004.91	227633.2
ANTKAL0233	59390686	1	158968.09	227716.02
ANTKAL0234	51002078	1	158914.73	227723.56
ANTKAL0235	18709214	1	159038.31	227866.74
ANTKAL0242	34257630	1	158177.13	228133.05
ANTKAL0244	18315998	1	158454.55	228362.09
ANTKAL0245	15284958	1	158441.01	227566.79
ANTKAL0247	34634462	1	158705.75	227915.42
ANTKAL0248	61897438	1	158528.43	227887.94
ANTKAL0249	50887390	1	158672.96	228069.94
ANTKAL0250	48265950	1	158725.07	227992.16
ANTKAL0251	31554270	1	159021.74	228100.53
ANTKAL0252	14777054	1	158996.99	228105.82
ANTKAL0253	52001502	1	158906.4	228266.39
ANTKAL0254	46562014	1	158976.21	228425.2
ANTKAL0255	66484958	1	158839.3	228463.64
ANTKAL0256	63929054	1	158662.2	228356.79
ANTKAL0257	51804894	1	158736.94	228320.4
ANTKAL0258	60259038	1	158453.81	228398.69
ANTKAL0260	23362270	1	158444.66	228139.14
ANTKAL0262	55605982	1	158627.31	227880.81
ANTKAL0266	52853470	1	158904.66	228493.11
ANTKAL0267	41319134	1	158856.38	228547.22
ANTKAL0269	7420638	1	158618.45	227373.17
ANTKAL0285	23675614	1	154216.52	234427.99
ANTKAL0286	14762718	1	154416.05	234308.4
ANTKAL0287	15811294	1	154604.85	234270.91
ANTKAL0288	56181470	1	154347.84	234257.33
ANTKAL0319	1639134	1	153422.83	233215.26
ANTKAL0330	16937694	1	154978.15	232527.18
ANTKAL0344	31351518	1	155327.25	231151.99
ANTKAL0345	51274462	1	155164.73	231369.6
ANTKAL0360	53181150	1	158611.99	228591.87
ANTKAL0381	53654238	1	155134.69	231005.18
ANTKAL0383	57164510	1	154431.38	234699.95
ANTKAL0385	24490718	1	154884.49	231465.85
ANTKAL0399	65764062	1	158692.29	228605.37
ANTKAL0404	5126878	1	159125.94	227801.08
ANTKAL0470	24146654	1	154510.34	232533.3
ANTKAP0006	35842014	1	154084.43	225439.82
ANTKAP0014	18180062	1	153880.31	225792.81
ANTKAP0130	7892958	1	158327.1	225519.53
ANTKAP0185	60338142	1	158388.62	225949.46
ANTKAP0211	31012830	1	156960.76	224500.76
ANTKAP0220	12019678	1	153839.06	226427.68
ANTKAS0008	8898294	1	186069.63	210149.6
ANTKAS0017	22132694	1	185405.42	210207.37
ANTKAS0020	66307830	1	186024.05	210004.21
ANTKAS0030	12957654	1	185758.6	209984.6
ANTKAS0033	2606838	1	186124.6	210374.85
ANTKAS0036	52414198	1	186276.73	210165.71
ANTKAS0040	43366358	1	185716.97	210098.33
ANTKAS0052	50841334	1	186020.02	210232.6
ANTKAS0137	66424822	1	189096.89	216998.62
ANTKAS0145	26972150	1	189219.73	217228.55
ANTKAS0147	8097782	1	189303.85	217167.17
ANTKAS0152	14135286	1	188741.69	215171.07
ANTKAS0201	3248118	1	189112.9	216644.33
ANTKAS0211	12652534	1	188895.91	216730.17
ANTKAS0213	63770614	0	188894.53	216963.01
ANTKAS0264	47529974	1	187774.43	218053.98
ANTKAS0268	7196662	1	188363.37	217595.63
ANTKAS0278	59871222	1	189077.13	216709.65
ANTKAS0295	49857782	1	195835.15	216377.03
ANTKAS0299	30796846	1	193897.94	218607.19
ANTKAS0302	705782	1	195108.46	216417.34
ANTKAS0317	13757486	1	193905.77	219065.83
ANTKAS0321	24669174	1	193672.79	217853.55
ANTKAS0324	32861174	1	193955.82	218493.27
ANTKAS0341	55700526	1	193864.74	219052.34
ANTKAS0349	19262510	1	193971.04	218776.66
ANTKAS0351	39382006	1	193771.23	217499.73
ANTKAS0353	49638390	1	193963.04	218513.22
ANTKAS0377	14992630	1	196044.65	216195.62
ANTKAS0394	47619062	1	191161.11	215397.83
ANTKAS0402	51829750	1	190741.6	214911.82
ANTKAS0403	1498102	1	190770.95	214933.67
ANTKAS0405	40033270	1	190489.54	214960.5
ANTKAS0415	63156214	1	188672.03	215040.36
ANTKAS0420	1470454	1	189096.9	214800.64
ANTKAS0427	27627510	1	189152.44	216829.82
ANTKAS0431	23924726	1	188692.6	216843.17
ANTKAS0442	30730230	1	191085.17	213563.84
ANTKAS0455	33898486	1	187716.11	217924.24
ANTKAS0457	64045046	1	187739.61	217742.33
ANTKAS0462	31395830	0	187922.11	217399.41
ANTKAS0467	19795958	1	187957.87	216969.95
ANTKAS0474	29298678	1	188158.49	217434.54
ANTKAS0501	452054	1	185443.96	211291.05
ANTKAS0514	21097518	1	193837.65	218914.65
ANTKAS0515	15854638	1	193944.4	218878.05
ANTKAS0614	17638870	1	185517.15	211643.92
ANTKAS0616	1685462	1	185565.22	210058.17
ANTKON0008	5700246	1	154276.38	203542.61
ANTKON0018	21428886	1	154245.18	203606.38
ANTLIL0004	8483486	1	180356.46	219630.54
ANTLIL0017	13105622	1	179642.44	214113.1
ANTLIL0032	48017878	1	180886.31	217986.07
ANTLIL0046	11317718	1	180850.52	217960.73
ANTLIL0064	29565398	1	180306.61	215554.91
ANTLIL0073	1421782	1	181341.87	217890.77
ANTLIL0090	41392598	1	179800.94	214074.91
ANTLIL0091	44478934	1	181041.69	218116.78
ANTLIL0092	59846102	1	183437.93	217980.57
ANTLIL0093	24457686	1	180311.81	216900.06
ANTLIL0168	44274134	1	179248.95	214562.5
ANTLIL0236	39170518	1	181312.52	217872.61
ANTLIL0249	36942294	1	181403.96	218144.98
ANTLIL0275	45611478	1	179609.18	214068.95
ANTLIL0287	64795094	1	180917.52	217953.86
ANTLIL0293	42021334	1	180603.39	216913.57
ANTLIL0348	50696662	1	179528.17	215308.29
ANTLIL0360	25506262	1	180381.27	216904.09
ANTLIL0362	7049686	1	179526.4	214985.53
ANTLIL0415	54912046	1	186059.68	219670.31
ANTLIL0512	33878486	1	180596.99	218120.6
ANTLIL0523	66138782	1	180091.14	219570.53
ANTLIL0528	3924438	1	179866.55	215288.44
ANTLIL0543	31240662	1	180916.59	218009.04
ANTLIL0547	4174294	0	181717.07	218115.74
ANTLIL0573	26948254	1	180661.98	218957.7
ANTLIL0577	60551838	1	181107.56	219592.16
ANTLIL0595	48901590	1	183176.48	217582.81
ANTLKD0377	55842614	1	193581.91	194585.08
ANTMAL0018	40446166	1	176135.84	215679.43
ANTMAL0060	65824982	1	177090.18	215592.22
ANTMAL0096	21605534	1	173095.73	222674.24
ANTMAL0108	11675806	1	175429.72	219470.18
ANTMAL0136	2258078	1	174382.29	224000.53
ANTMAL0243	48159902	1	170181.78	220182.21
ANTMAL0275	53376158	1	174550.7	223792.9
ANTMEC0030	20807190	1	155121.29	194789.03
ANTMEC0091	24910614	1	159877.01	189701.51
ANTMEC0106	8395542	1	159857.24	189645.3
ANTMEC0118	47454998	1	160031.76	189692.59
ANTMEC0122	44571414	1	160042.47	189482.55
ANTMEC0128	60562198	1	159852.19	189879.34
ANTMEC0137	37493526	1	159767.06	189783.23
ANTMEC0141	56630038	1	160006.84	189486.57
ANTMEC0142	9181974	1	159920.45	189886.27
ANTMEC0143	56367894	1	159857.37	189818.17
ANTMEC0148	61610774	1	159994.6	189720.06
ANTMEC0160	19667734	1	159922.15	189784.74
ANTMEC0205	31878934	1	160343.65	190232.02
ANTMEC0246	23075606	1	159965.71	189501.28
ANTMEC0247	18881302	1	159942.86	189474.82
ANTMEC0248	2104086	1	159933.07	189508.16
ANTMEC0249	2104086	1	159924.82	189524.25
ANTMEC0250	18881302	1	159921.9	189500.86
ANTMEC0252	13638422	1	159946.04	189623.86
ANTMEC0253	47192854	1	159910.83	189623.78
ANTMEC0254	41949974	1	159884.29	189619.1
ANTMEC0255	47192854	1	159902.57	189604.73
ANTMEC0256	30415638	1	159908.53	189636.85
ANTMEC0257	41949974	1	159858.39	189617.08
ANTMEC0258	13638422	1	159919.38	189601.48
ANTMEC0259	45882134	1	159814.79	189668.3
ANTMEC0260	58465046	1	159843.79	189686.56
ANTMEC0261	7084822	1	159926.19	189686.88
ANTMEC0262	40639254	1	159939.29	189724.4
ANTMEC0263	32250646	1	159950.58	189762.14
ANTMEC0264	32250646	1	159970.44	189759.96
ANTMEC0265	13376278	1	160006.11	189795.94
ANTMEC0266	13376278	1	159998.38	189811.7
ANTMEC0267	38542102	1	159896.16	189827.38
ANTMEC0268	38542102	1	159916.11	189840.7
ANTMEC0269	4987670	1	159928.42	189836.01
ANTMEC0270	59513622	1	159896.18	189855.88
ANTMEC0271	55319318	1	159898.05	189792.25
ANTMEC0273	8002326	1	159744.53	189786.17
ANTMEC0274	64756502	1	159778.37	189798.85
ANTMEC0275	31202070	1	159802.49	189822.37
ANTMEC0276	47979286	1	159820.45	189814.7
ANTMEC0277	31202070	1	159820.31	189844.78
ANTMEC0278	60562198	1	159823.01	189854.74
ANTMEC0279	14424854	1	159782.81	189843.39
ANTMEC0280	35396374	1	159801.13	189885.75
ANTMEC0281	35396374	1	159814.88	189871.35
ANTMEC0282	17510166	1	159885.56	189918.2
ANTMEC0283	27007766	1	159866.31	189913.08
ANTMEC0284	10230550	1	159845.64	189903.6
ANTMEC0285	7609110	1	160041.01	189896.54
ANTMEC0286	6822678	1	160082.15	189484.64
ANTMEC0287	19296022	1	160327.17	190218.5
ANTMEC0288	9121558	1	159876.88	190027.27
ANTMOL0032	8595182	1	205043.67	218829.32
ANTMOL0033	55199862	1	206153.09	217730.05
ANTMOL0036	35123318	1	206195.21	213749.77
ANTMOL0046	16402550	1	206135.12	217631.8
ANTMOL0048	49956982	1	206123.48	217657.39
ANTMOL0049	55199862	1	206137.09	217757.69
ANTMOL0057	28985462	1	206221.1	217590.63
ANTMOL0061	10089590	1	206889.05	218403.64
ANTMOL0065	33179766	1	206136.86	217672.5
ANTMOL0066	59090670	1	205604.95	219012.69
ANTMOL0067	45197038	1	205364.39	218843.06
ANTMOL0068	7244918	1	206530.05	213201.27
ANTMOL0071	58345590	1	206101.27	217609.38
ANTMOL0076	50702062	1	205627.06	219088.66
ANTMOL0080	16402550	1	206137.54	217660.24
ANTMOL0083	12101358	1	205734.11	219138.97
ANTMOL0085	60704886	1	206093.53	217691.65
ANTMOL0088	20997870	1	205148.59	219968.86
ANTMOL0089	1988334	1	204254.7	221293.51
ANTMOL0090	50741998	1	206720.7	222794.21
ANTMOL0093	33191662	1	206187.76	221778.91
ANTMOL0098	7452398	1	205817.29	221287.45
ANTMOL0099	41125614	0	203871.43	220544.56
ANTMOL0101	64087790	1	205398.31	219839.23
ANTMOL0103	28702446	1	204668.02	221192.51
ANTMOL0134	43119734	1	206954.25	218245.8
ANTMOL0135	57971830	1	207558.16	214914.83
ANTMOL0138	9112694	0	208027.99	213161.58
ANTMOL0142	35255414	1	206979.06	218399.14
ANTMOL0143	25662582	1	207637.78	215026.32
ANTMOL0152	35492982	1	207929.53	215155.79
ANTMOL0163	53054582	1	207276.79	213373.5
ANTMOL0465	24126326	1	209377.64	210234.66
ANTMOL0527	49768174	1	204807.62	219622.63
ANTMOL0528	31942382	1	204651.31	219713.13
ANTMOL0539	27534198	1	209005.4	209979.3
ANTMOL0551	38048886	1	207580.93	214868.82
ANTMOL0559	11662454	1	206873.79	218172.06
ANTMOL0560	55571574	1	206736.48	218115.51
ANTMOL0568	61761262	1	204507.05	220454.7
ANTMOL0570	34490486	1	205918.68	217760.12
ANTMOL0571	63866998	1	205687.4	217479.98
ANTMOL0572	23758966	1	205762.37	217297.01
ANTMOL0611	22706678	1	199945.6	207261.58
ANTMOL0653	41502838	1	206348.59	218197.38
ANTMOL0654	8123510	1	206377.29	218195.46
ANTMOL0659	57091822	1	204989.53	218963.73
ANTMOL0713	53847790	1	205783.73	219058.22
ANTMOL0716	21923958	1	205642.41	217451.03
ANTMOL0719	42555510	1	205786.61	216523.06
ANTMOL0720	3598062	1	205458.74	220145.02
ANTMRK0279	12784030	1	181974.23	229670.48
ANTMRK0286	30626206	1	182973.3	230750.64
ANTOLE0015	43595734	1	185540.87	208954.05
ANTOLE0018	19478486	1	185397.21	208982.29
ANTOLE0022	60635094	1	185804.89	209158.16
ANTOLE0038	17119190	1	185380.69	209215.41
ANTOLE0041	44644310	1	185431.26	208864.99
ANTOLE0052	36255702	1	185390.87	208942.58
ANTOTH0001	25178414	1	192152.37	227857.44
ANTOTH0009	5255470	1	192101.97	227830.84
ANTOTH0013	51392814	1	192074.32	227931.14
ANTOTH0014	38809902	1	192122.82	227863.31
ANTOTH0015	762158	1	191826.45	228255.3
ANTOTH0017	55963950	1	193687.23	227561.29
ANTOTH0029	36090158	1	192282.44	227774.76
ANTOTH0034	51642414	1	193988.05	226753.38
ANTOTH0039	62927150	1	192217.46	227846.87
ANTOTH0094	19687982	1	194460.87	224300.61
ANTOTH0138	9296430	1	194182.8	226468.36
ANTOTH0159	62085678	1	194287.27	225490
ANTOTH0170	5364270	1	194318.23	226430.23
ANTOTH0216	10054190	1	194894.83	224572.52
ANTOTH0219	43122734	1	193327.1	226389.12
ANTOTH0243	10345006	1	194200.68	226451.54
ANTOTH0268	18455086	1	195570.7	225452.87
ANTOTH0269	35166766	1	195717.7	225475.27
ANTOTH0270	11573806	1	195691.03	225602.72
ANTOTH0271	301614	1	196004.68	225555.53
ANTOTH0306	2468398	1	195494.09	224212.85
ANTOTH0313	44587566	0	194796.27	225330.67
