sample_id	segment_id	type	river_name	sac	catchment_area	grts_ranking	sample
17903090_3260	250	35	MAAS	1	2	17903090	0
17980082_3260	330	35	BERWIJN	1	2	17980082	0
18082130_3260	174	35	MAAS	1	2	18082130	0
18138870_3260	626	35	KLEINE NETE	1	2	18138870	0
18171666_3260	492	35	BOLLISENBEEK	1	2	18171666	0
18270290_3260	56	35	BOSBEEK	1	2	18270290	0
18404850_3260	282	35	MAAS	1	2	18404850	0
18413906_3260	131	35	MAAS	1	2	18413906	0
18417462_3260	1347	35	VARENDONKSE BEEK	1	2	18417462	0
18426354_3260	1870	35	MAAS	1	2	18426354	0
18499858_3260	1108	35	DOMMEL	1	2	18499858	0
18512370_3260	1841	35	MAAS	1	2	18512370	0
18535570_3260	509	35	ITTERBEEK	1	2	18535570	0
18556402_3260	279	35	MAAS	1	2	18556402	0
18737014_3260	1545	35	GROTE NETE	1	2	18737014	0
18837010_3260	1156	35	WARMBEEK	1	2	18837010	0
18901682_3260	362	35	BERWIJN	1	2	18901682	0
18938194_3260	134	35	MAAS	1	2	18938194	0
18966866_3260	159	35	MAAS	1	2	18966866	0
18991602_3260	1862	35	MAAS	1	2	18991602	0
19015542_3260	1262	35	KLEINE HOOFDGRACHT	1	2	19015542	0
19059858_3260	507	35	ITTERBEEK	1	2	19059858	0
19097938_3260	164	35	MAAS	1	2	19097938	0
19134962_3260	1822	35	MAAS	1	2	19134962	0
19214866_3260	441	35	WARMBEEK	1	2	19214866	0
19316598_3260	1743	35	ASBEEK	1	2	19316598	0
19332242_3260	5	35	ABEEK	1	2	19332242	0
19359058_3260	219	35	MAAS	1	2	19359058	0
19382962_3260	952	35	VOER	1	2	19382962	0
19548434_3260	1107	35	DOMMEL	1	2	19548434	0
19568502_3260	1761	35	ASBEEK	1	2	19568502	0
19576694_3260	1560	35	GROTE NETE	1	2	19576694	0
19593718_3260	1630	35	MOLSE NETE	1	2	19593718	0
19613458_3260	499	35	BOLLISENBEEK	1	2	19613458	0
19619250_3260	1032	35	VOER	1	2	19619250	0
19723410_3260	528	35	ITTERBEEK	1	2	19723410	0
19728182_3260	1341	35	VARENDONKSE BEEK	1	2	19728182	0
19892498_3260	1116	35	DOMMEL	1	2	19892498	0
20236786_3260	1856	35	MAAS	1	2	20236786	0
20251154_3260	784	35	WARMBEEK	1	2	20251154	0
20266066_3260	947	35	BOSBEEK	1	2	20266066	0
20307474_3260	721	35	WARMBEEK	1	2	20307474	0
20329618_3260	521	35	ITTERBEEK	1	2	20329618	0
20457810_3260	167	35	MAAS	1	2	20457810	0
20511058_3260	132	35	MAAS	1	2	20511058	0
20653554_3260	278	35	MAAS	1	2	20653554	0
20741590_3260	1528	35	LAAKBEEK	1	2	20741590	0
20784562_3260	11	35	VOER	1	2	20784562	0
20940534_3260	630	35	KLEINE NETE	1	2	20940534	0
20965238_3260	1268	35	KLEINE HOOFDGRACHT	1	2	20965238	0
21141366_3260	1764	35	ASBEEK	1	2	21141366	0
21166038_3260	605	35	KLEINE NETE	1	2	21166038	0
21248498_3260	1844	35	MAAS	1	2	21248498	0
21477238_3260	1274	35	KLEINE HOOFDGRACHT	1	2	21477238	0
21539602_3260	924	35	DOMMEL	1	2	21539602	0
21611382_3260	1281	35	KLEINE HOOFDGRACHT	1	2	21611382	0
21631314_3260	197	35	MAAS	1	2	21631314	0
21846802_3260	901	35	DOMMEL	1	2	21846802	0
21903222_3260	1566	35	GROTE NETE	1	2	21903222	0
21973266_3260	1106	35	DOMMEL	1	2	21973266	0
22013814_3260	1266	35	KLEINE HOOFDGRACHT	1	2	22013814	0
22047202_3260	981	35	MAAS	1	2	22047202	0
22051830_3260	1287	35	RODE LOOP	1	2	22051830	0
22140402_3260	289	35	MAAS	1	2	22140402	0
22304502_3260	1696	35	LARUMSE LOOP	1	2	22304502	0
22306226_3260	1040	35	VOER	1	2	22306226	0
22306322_3260	720	35	WARMBEEK	1	2	22306322	0
22357878_3260	1254	35	KLEINE HOOFDGRACHT	1	2	22357878	0
22383074_3260	967	35	MAAS	1	2	22383074	0
22454134_3260	1750	35	ASBEEK	1	2	22454134	0
22508978_3260	336	35	BERWIJN	1	2	22508978	0
22559058_3260	141	35	MAAS	1	2	22559058	0
22776594_3260	939	35	DOMMEL	1	2	22776594	0
22829113_3260	1699	35	WOLFPUTBEEK	1	2	22829113	0
22931318_3260	1546	35	GROTE NETE	1	2	22931318	0
22957558_3260	1394	35	GROTE NETE	1	2	22957558	0
23039058_3260	1000	35	MAAS	1	2	23039058	0
23107446_3260	1756	35	ASBEEK	1	2	23107446	0
23169810_3260	933	35	DOMMEL	1	2	23169810	0
23340918_3260	1533	35	GROTE NETE	1	2	23340918	0
23431650_3260	966	35	MAAS	1	2	23431650	0
23574390_3260	1276	35	KLEINE HOOFDGRACHT	1	2	23574390	0
23638546_3260	433	35	WARMBEEK	1	2	23638546	0
23678386_3260	577	35	NA	1	2	23678386	0
23713010_3260	1804	35	MAAS	1	2	23713010	0
23767378_3260	153	35	MAAS	1	2	23767378	0
23808274_3260	1101	35	DOMMEL	1	2	23808274	0
23825170_3260	940	35	DOMMEL	1	2	23825170	0
23900178_3260	408	35	WARMBEEK	1	2	23900178	0
23947602_3260	156	35	MAAS	1	2	23947602	0
24028498_3260	210	35	MAAS	1	2	24028498	0
24028790_3260	1603	35	GROTE NETE	1	2	24028790	0
24077650_3260	217	35	MAAS	1	2	24077650	0
24171762_3260	1809	35	MAAS	1	2	24171762	0
24246610_3260	136	35	MAAS	1	2	24246610	0
24267538_3260	928	35	DOMMEL	1	2	24267538	0
24282070_3260	1144	35	KLEINE NETE	1	2	24282070	0
24394226_3260	1845	35	MAAS	1	2	24394226	0
24405622_3260	1594	35	GROTE NETE	1	2	24405622	0
24445458_3260	785	35	WARMBEEK	1	2	24445458	0
24471414_3260	1250	35	GROTE NETE	1	2	24471414	0
24524210_3260	343	35	BERWIJN	1	2	24524210	0
24573910_3260	601	35	KLEINE NETE	1	2	24573910	0
24628370_3260	1045	35	OMLEIDING ABEEK	1	2	24628370	0
24698354_3260	232	35	MAAS	1	2	24698354	0
24791826_3260	929	35	DOMMEL	1	2	24791826	0
24792886_3260	1324	35	VARENDONKSE BEEK	1	2	24792886	0
24834666_3260	1705	35	WARMBEEK	1	2	24834666	0
24881110_3260	451	35	KLEINE NETE	1	2	24881110	0
24883474_3260	1048	35	DOMMEL	1	2	24883474	0
25104722_3260	195	35	MAAS	1	2	25104722	0
25243122_3260	251	35	MAAS	1	2	25243122	0
25286866_3260	465	35	BOLLISENBEEK	1	2	25286866	0
25322454_3260	448	35	KLEINE NETE	1	2	25322454	0
25475570_3260	1837	35	MAAS	1	2	25475570	0
25552758_3260	1541	35	GROTE NETE	1	2	25552758	0
25680354_3260	976	35	MAAS	1	2	25680354	0
25709330_3260	921	35	DOMMEL	1	2	25709330	0
25754098_3260	1829	35	MAAS	1	2	25754098	0
25825618_3260	198	35	MAAS	1	2	25825618	0
25935734_3260	1752	35	ASBEEK	1	2	25935734	0
25956690_3260	190	35	MAAS	1	2	25956690	0
25976306_3260	271	35	MAAS	1	2	25976306	0
26018422_3260	1708	35	GROTE NETE	1	2	26018422	0
26041842_3260	276	35	MAAS	1	2	26041842	0
26058230_3260	1400	35	GROTE NETE	1	2	26058230	0
26103218_3260	1025	35	VOER	1	2	26103218	0
26106546_3260	332	35	BERWIJN	1	2	26106546	0
26145938_3260	529	35	ITTERBEEK	1	2	26145938	0
26162610_3260	337	35	BERWIJN	1	2	26162610	0
26185874_3260	546	35	ABEEK	1	2	26185874	0
26381814_3260	1388	35	GROTE NETE	1	2	26381814	0
26382134_3260	1338	35	VARENDONKSE BEEK	1	2	26382134	0
26577650_3260	1819	35	MAAS	1	2	26577650	0
26633846_3260	1586	35	GROTE NETE	1	2	26633846	0
26656630_3260	1742	35	ASBEEK	1	2	26656630	0
26662358_3260	1470	35	LAAKBEEK	1	2	26662358	0
26718738_3260	437	35	WARMBEEK	1	2	26718738	0
26782482_3260	925	35	DOMMEL	1	2	26782482	0
26830710_3260	1248	35	GROTE NETE	1	2	26830710	0
26864630_3260	1293	35	RODE LOOP	1	2	26864630	0
26930674_3260	239	35	MAAS	1	2	26930674	0
27028146_3260	365	35	BERWIJN	1	2	27028146	0
27046418_3260	436	35	WARMBEEK	1	2	27046418	0
27092854_3260	1249	35	GROTE NETE	1	2	27092854	0
27108982_3260	1609	35	GROTE NETE	1	2	27108982	0
27125074_3260	226	35	MAAS	1	2	27125074	0
27144054_3260	1707	35	GROTE NETE	1	2	27144054	0
27237874_3260	263	35	MAAS	1	2	27237874	0
27258386_3260	868	35	WARMBEEK	1	2	27258386	0
27402514_3260	910	35	DOMMEL	1	2	27402514	0
27473782_3260	1578	35	GROTE NETE	1	2	27473782	0
27572722_3260	1839	35	MAAS	1	2	27572722	0
27726994_3260	512	35	ITTERBEEK	1	2	27726994	0
27746578_3260	905	35	DOMMEL	1	2	27746578	0
27894742_3260	535	35	KLEINE NETE	1	2	27894742	0
27933010_3260	146	35	MAAS	1	2	27933010	0
28039378_3260	469	35	BOLLISENBEEK	1	2	28039378	0
28200018_3260	992	35	MAAS	1	2	28200018	0
28426322_3260	121	35	MAAS	1	2	28426322	0
28427126_3260	1564	35	GROTE NETE	1	2	28427126	0
28469110_3260	832	35	HANSKENSELSLOOP	1	2	28469110	0
28741110_3260	1391	35	GROTE NETE	1	2	28741110	0
28794386_3260	425	35	WARMBEEK	1	2	28794386	0
28936466_3260	1124	35	DOMMEL	1	2	28936466	0
29053910_3260	460	35	KLEINE NETE	1	2	29053910	0
29056434_3260	1033	35	VOER	1	2	29056434	0
29075414_3260	452	35	KLEINE NETE	1	2	29075414	0
29082290_3260	951	35	VOER	1	2	29082290	0
29173170_3260	10	35	VOER	1	2	29173170	0
29252274_3260	331	35	BERWIJN	1	2	29252274	0
29312786_3260	497	35	BOLLISENBEEK	1	2	29312786	0
29353846_3260	1267	35	KLEINE HOOFDGRACHT	1	2	29353846	0
29442934_3260	1571	35	GROTE NETE	1	2	29442934	0
29460342_3260	1410	35	BRISDILLOOP	1	2	29460342	0
29525974_3260	1620	35	KLEINE NETE	1	2	29525974	0
29555190_3260	1632	35	MOLSE NETE	1	2	29555190	0
29616466_3260	172	35	MAAS	1	2	29616466	0
29751254_3260	600	35	KLEINE NETE	1	2	29751254	0
29770358_3260	1712	35	GROTE NETE	1	2	29770358	0
29855154_3260	2	35	VOER	1	2	29855154	0
29903634_3260	920	35	DOMMEL	1	2	29903634	0
29926834_3260	352	35	BERWIJN	1	2	29926834	0
29961014_3260	1694	35	GROTE NETE	1	2	29961014	0
29980534_3260	1412	35	BRISDILLOOP	1	2	29980534	0
29985042_3260	1123	35	DOMMEL	1	2	29985042	0
30000370_3260	1796	35	MAAS	1	2	30000370	0
30058102_3260	1607	35	GROTE NETE	1	2	30058102	0
30080886_3260	1735	35	ASBEEK	1	2	30080886	0
30312722_3260	1119	35	DOMMEL	1	2	30312722	0
30490642_3260	1154	35	WARMBEEK	1	2	30490642	0
30564626_3260	92	35	DOMMEL	1	2	30564626	0
30566006_3260	1580	35	GROTE NETE	1	2	30566006	0
30600722_3260	410	35	WARMBEEK	1	2	30600722	0
30648146_3260	51	35	BOSBEEK	1	2	30648146	0
30694834_3260	1039	35	VOER	1	2	30694834	0
30746486_3260	1255	35	KLEINE HOOFDGRACHT	1	2	30746486	0
30840694_3260	1766	35	ASBEEK	1	2	30840694	0
30865206_3260	1349	35	VARENDONKSE BEEK	1	2	30865206	0
31148306_3260	1103	35	DOMMEL	1	2	31148306	0
31257746_3260	526	35	ITTERBEEK	1	2	31257746	0
31280210_3260	987	35	MAAS	1	2	31280210	0
31319378_3260	225	35	MAAS	1	2	31319378	0
31484594_3260	361	35	BERWIJN	1	2	31484594	0
31542354_3260	991	35	MAAS	1	2	31542354	0
31558738_3260	1002	35	MAAS	1	2	31558738	0
31581522_3260	223	35	MAAS	1	2	31581522	0
31767026_3260	1838	35	MAAS	1	2	31767026	0
31839474_3260	1807	35	MAAS	1	2	31839474	0
31841810_3260	724	35	WARMBEEK	1	2	31841810	0
31856502_3260	1769	35	ASBEEK	1	2	31856502	0
32002922_3260	1094	35	DOMMEL	1	2	32002922	0
32057842_3260	1868	35	MAAS	1	2	32057842	0
32070322_3260	324	35	BERWIJN	1	2	32070322	0
32127314_3260	145	35	MAAS	1	2	32127314	0
32228018_3260	949	35	VOER	1	2	32228018	0
32253814_3260	1258	35	KLEINE HOOFDGRACHT	1	2	32253814	0
32325022_3260	1641	35	MARK	1	2	32325022	0
32367954_3260	227	35	MAAS	1	2	32367954	0
32374006_3260	845	35	DESSELSE NEET	1	2	32374006	0
32439442_3260	43	35	ABEEK	1	2	32439442	0
32495062_3260	1473	35	LAAKBEEK	1	2	32495062	0
32592746_3260	1100	35	DOMMEL	1	2	32592746	0
32593138_3260	1813	35	MAAS	1	2	32593138	0
32601334_3260	963	35	KLEINE NETE	1	2	32601334	0
32778578_3260	169	35	MAAS	1	2	32778578	0
32818934_3260	628	35	KLEINE NETE	1	2	32818934	0
33017334_3260	1385	35	GROTE NETE	1	2	33017334	0
33020386_3260	974	35	MAAS	1	2	33020386	0
33054130_3260	1042	35	VOER	1	2	33054130	0
33093906_3260	781	35	DOMMEL	1	2	33093906	0
33293942_3260	1616	35	GROTE NETE	1	2	33293942	0
33374290_3260	123	35	MAAS	1	2	33374290	0
33408758_3260	622	35	KLEINE NETE	1	2	33408758	0
33512882_3260	1038	35	VOER	1	2	33512882	0
33523446_3260	629	35	KLEINE NETE	1	2	33523446	0
33552722_3260	127	35	MAAS	1	2	33552722	0
33654646_3260	1411	35	BRISDILLOOP	1	2	33654646	0
33700178_3260	143	35	MAAS	1	2	33700178	0
33769366_3260	316	35	TAPPELBEEK	1	2	33769366	0
33956626_3260	486	35	BOLLISENBEEK	1	2	33956626	0
33967538_3260	1028	35	VOER	1	2	33967538	0
33967602_3260	257	35	MAAS	1	2	33967602	0
34028018_3260	1847	35	MAAS	1	2	34028018	0
34048274_3260	1113	35	DOMMEL	1	2	34048274	0
34065910_3260	1383	35	GROTE NETE	1	2	34065910	0
34068690_3260	1236	35	BOLLISENBEEK	1	2	34068690	0
34104950_3260	1590	35	GROTE NETE	1	2	34104950	0
34129654_3260	624	35	KLEINE NETE	1	2	34129654	0
34137974_3260	1536	35	GROTE NETE	1	2	34137974	0
34223538_3260	346	35	BERWIJN	1	2	34223538	0
34286066_3260	1864	35	MAAS	1	2	34286066	0
34430450_3260	275	35	MAAS	1	2	34430450	0
34554742_3260	1573	35	GROTE NETE	1	2	34554742	0
34572770_3260	970	35	MAAS	1	2	34572770	0
34573394_3260	999	35	MAAS	1	2	34573394	0
34580086_3260	1595	35	GROTE NETE	1	2	34580086	0
34748374_3260	607	35	KLEINE NETE	1	2	34748374	0
34835218_3260	895	35	DOMMEL	1	2	34835218	0
34846678_3260	615	35	KLEINE NETE	1	2	34846678	0
34910738_3260	434	35	WARMBEEK	1	2	34910738	0
34989942_3260	1543	35	GROTE NETE	1	2	34989942	0
35016114_3260	1030	35	VOER	1	2	35016114	0
35111602_3260	954	35	VOER	1	2	35111602	0
35278326_3260	1395	35	GROTE NETE	1	2	35278326	0
35300982_3260	1608	35	GROTE NETE	1	2	35300982	0
35533970_3260	519	35	ITTERBEEK	1	2	35533970	0
35629014_3260	453	35	KLEINE NETE	1	2	35629014	0
35645302_3260	1539	35	GROTE NETE	1	2	35645302	0
35699186_3260	1834	35	MAAS	1	2	35699186	0
35924306_3260	171	35	MAAS	1	2	35924306	0
36123126_3260	1626	35	MOLSE NETE	1	2	36123126	0
36226806_3260	625	35	KLEINE NETE	1	2	36226806	0
36230642_3260	281	35	MAAS	1	2	36230642	0
36298258_3260	725	35	WARMBEEK	1	2	36298258	0
36335890_3260	1163	35	DOMMEL	1	2	36335890	0
36343606_3260	1336	35	VARENDONKSE BEEK	1	2	36343606	0
36387986_3260	4	35	ABEEK	1	2	36387986	0
36440082_3260	379	35	ABEEK	1	2	36440082	0
36501366_3260	1423	35	BRISDILLOOP	1	2	36501366	0
36539154_3260	937	35	DOMMEL	1	2	36539154	0
36543990_3260	1398	35	GROTE NETE	1	2	36543990	0
36652818_3260	495	35	BOLLISENBEEK	1	2	36652818	0
36742578_3260	354	35	BERWIJN	1	2	36742578	0
36762770_3260	525	35	ITTERBEEK	1	2	36762770	0
36845906_3260	144	35	MAAS	1	2	36845906	0
37029494_3260	1610	35	GROTE NETE	1	2	37029494	0
37033878_3260	315	35	TAPPELBEEK	1	2	37033878	0
37099382_3260	1768	35	ASBEEK	1	2	37099382	0
37150226_3260	418	35	WARMBEEK	1	2	37150226	0
37219858_3260	865	35	WARMBEEK	1	2	37219858	0
37291830_3260	1345	35	VARENDONKSE BEEK	1	2	37291830	0
37374738_3260	930	35	DOMMEL	1	2	37374738	0
37445042_3260	1034	35	VOER	1	2	37445042	0
37456658_3260	938	35	DOMMEL	1	2	37456658	0
37458258_3260	179	35	MAAS	1	2	37458258	0
37513906_3260	363	35	BERWIJN	1	2	37513906	0
37523794_3260	185	35	MAAS	1	2	37523794	0
37564946_3260	439	35	WARMBEEK	1	2	37564946	0
37587730_3260	936	35	DOMMEL	1	2	37587730	0
37680274_3260	530	35	ITTERBEEK	1	2	37680274	0
37732214_3260	1242	35	GROTE NETE	1	2	37732214	0
37856214_3260	536	35	KLEINE NETE	1	2	37856214	0
37879030_3260	843	35	DESSELSE NEET	1	2	37879030	0
37934226_3260	505	35	ITTERBEEK	1	2	37934226	0
37961202_3260	252	35	MAAS	1	2	37961202	0
37962998_3260	1715	35	KLEINE NETE	1	2	37962998	0
37982546_3260	180	35	MAAS	1	2	37982546	0
38020982_3260	1261	35	KLEINE HOOFDGRACHT	1	2	38020982	0
38544146_3260	483	35	BOLLISENBEEK	1	2	38544146	0
38559218_3260	272	35	MAAS	1	2	38559218	0
38702162_3260	995	35	MAAS	1	2	38702162	0
38766454_3260	1407	35	BRISDILLOOP	1	2	38766454	0
38768438_3260	1327	35	VARENDONKSE BEEK	1	2	38768438	0
38781010_3260	117	35	MAAS	1	2	38781010	0
38873586_3260	1872	35	MAAS	1	2	38873586	0
38922102_3260	1270	35	KLEINE HOOFDGRACHT	1	2	38922102	0
38953234_3260	91	35	DOMMEL	1	2	38953234	0
38965046_3260	1337	35	VARENDONKSE BEEK	1	2	38965046	0
38991670_3260	1889	35	VARENDONKSE BEEK	1	2	38991670	0
39039506_3260	438	35	WARMBEEK	1	2	39039506	0
39089110_3260	463	35	KLEINE NETE	1	2	39089110	0
39092642_3260	985	35	MAAS	1	2	39092642	0
39184246_3260	1544	35	GROTE NETE	1	2	39184246	0
39303030_3260	1275	35	KLEINE HOOFDGRACHT	1	2	39303030	0
39407026_3260	576	35	NA	1	2	39407026	0
39410354_3260	325	35	BERWIJN	1	2	39410354	0
39543766_3260	538	35	KLEINE NETE	1	2	39543766	0
39553298_3260	1115	35	DOMMEL	1	2	39553298	0
39598418_3260	137	35	MAAS	1	2	39598418	0
39714678_3260	1740	35	ASBEEK	1	2	39714678	0
39734354_3260	993	35	MAAS	1	2	39734354	0
39804338_3260	1035	35	VOER	1	2	39804338	0
39804402_3260	268	35	MAAS	1	2	39804402	0
39839606_3260	1540	35	GROTE NETE	1	2	39839606	0
39844114_3260	103	35	DOMMEL	1	2	39844114	0
39974774_3260	1419	35	BRISDILLOOP	1	2	39974774	0
40046390_3260	1332	35	VARENDONKSE BEEK	1	2	40046390	0
40089462_3260	1550	35	GROTE NETE	1	2	40089462	0
40144306_3260	14	35	VOER	1	2	40144306	0
40151826_3260	922	35	DOMMEL	1	2	40151826	0
40253778_3260	147	35	MAAS	1	2	40253778	0
40275446_3260	1390	35	GROTE NETE	1	2	40275446	0
40288118_3260	1744	35	ASBEEK	1	2	40288118	0
40412594_3260	350	35	BERWIJN	1	2	40412594	0
40446450_3260	1869	35	MAAS	1	2	40446450	0
40520466_3260	931	35	DOMMEL	1	2	40520466	0
40857106_3260	1158	35	WARMBEEK	1	2	40857106	0
40864226_3260	968	35	MAAS	1	2	40864226	0
40946162_3260	1853	35	MAAS	1	2	40946162	0
40957074_3260	524	35	ITTERBEEK	1	2	40957074	0
41104818_3260	341	35	BERWIJN	1	2	41104818	0
41105906_3260	1849	35	MAAS	1	2	41105906	0
41128274_3260	181	35	MAAS	1	2	41128274	0
41154898_3260	129	35	MAAS	1	2	41154898	0
41310994_3260	896	35	DOMMEL	1	2	41310994	0
41312530_3260	93	35	DOMMEL	1	2	41312530	0
41428854_3260	1532	35	GROTE NETE	1	2	41428854	0
41482514_3260	780	35	DOMMEL	1	2	41482514	0
41510774_3260	1245	35	GROTE NETE	1	2	41510774	0
41534326_3260	1280	35	KLEINE HOOFDGRACHT	1	2	41534326	0
41569782_3260	1397	35	GROTE NETE	1	2	41569782	0
41635314_3260	260	35	MAAS	1	2	41635314	0
41670866_3260	470	35	BOLLISENBEEK	1	2	41670866	0
41841490_3260	518	35	ITTERBEEK	1	2	41841490	0
41920118_3260	1598	35	GROTE NETE	1	2	41920118	0
42088406_3260	609	35	KLEINE NETE	1	2	42088406	0
42100342_3260	1581	35	GROTE NETE	1	2	42100342	0
42116054_3260	458	35	KLEINE NETE	1	2	42116054	0
42128530_3260	506	35	ITTERBEEK	1	2	42128530	0
42153846_3260	1576	35	GROTE NETE	1	2	42153846	0
42334166_3260	599	35	KLEINE NETE	1	2	42334166	0
42362486_3260	1587	35	GROTE NETE	1	2	42362486	0
42492946_3260	553	35	ABEEK	1	2	42492946	0
42509746_3260	353	35	BERWIJN	1	2	42509746	0
42531154_3260	133	35	MAAS	1	2	42531154	0
42641014_3260	1606	35	GROTE NETE	1	2	42641014	0
42689682_3260	413	35	SOERBEEK	1	2	42689682	0
42706550_3260	1599	35	GROTE NETE	1	2	42706550	0
42761686_3260	1526	35	LAAKBEEK	1	2	42761686	0
42912018_3260	1111	35	DOMMEL	1	2	42912018	0
42961170_3260	1118	35	DOMMEL	1	2	42961170	0
43023350_3260	1288	35	RODE LOOP	1	2	43023350	0
43054226_3260	523	35	ITTERBEEK	1	2	43054226	0
43068914_3260	249	35	MAAS	1	2	43068914	0
43182726_3260	1698	35	MOLENBEEK	1	2	43182726	0
43215186_3260	163	35	MAAS	1	2	43215186	0
43279990_3260	1592	35	GROTE NETE	1	2	43279990	0
43354070_3260	1148	35	KLEINE NETE	1	2	43354070	0
43355382_3260	859	35	DESSELSE NEET	1	2	43355382	0
43476114_3260	411	35	SOERBEEK	1	2	43476114	0
43486642_3260	3	35	VOER	1	2	43486642	0
43539890_3260	958	35	VOER	1	2	43539890	0
43708718_3260	1695	35	DE AA	1	2	43708718	0
43722226_3260	280	35	MAAS	1	2	43722226	0
44038482_3260	126	35	MAAS	1	2	44038482	0
44122998_3260	1570	35	GROTE NETE	1	2	44122998	0
44141298_3260	1820	35	MAAS	1	2	44141298	0
44156662_3260	619	35	KLEINE NETE	1	2	44156662	0
44170486_3260	841	35	DESSELSE NEET	1	2	44170486	0
44250546_3260	342	35	BERWIJN	1	2	44250546	0
44261650_3260	907	35	DOMMEL	1	2	44261650	0
44328566_3260	1593	35	GROTE NETE	1	2	44328566	0
44354034_3260	1857	35	MAAS	1	2	44354034	0
44403958_3260	857	35	DESSELSE NEET	1	2	44403958	0
44453686_3260	1322	35	VARENDONKSE BEEK	1	2	44453686	0
44560658_3260	1056	35	DOMMEL	1	2	44560658	0
44714770_3260	932	35	DOMMEL	1	2	44714770	0
44742518_3260	1561	35	GROTE NETE	1	2	44742518	0
44749970_3260	510	35	ITTERBEEK	1	2	44749970	0
44776862_3260	1648	35	MARK	1	2	44776862	0
44804054_3260	450	35	KLEINE NETE	1	2	44804054	0
44862898_3260	18	35	VOER	1	2	44862898	0
44908626_3260	124	35	MAAS	1	2	44908626	0
44952566_3260	1291	35	RODE LOOP	1	2	44952566	0
45175658_3260	1099	35	DOMMEL	1	2	45175658	0
45189906_3260	934	35	DOMMEL	1	2	45189906	0
45218066_3260	100	35	DOMMEL	1	2	45218066	0
45245398_3260	449	35	KLEINE NETE	1	2	45245398	0
45280786_3260	409	35	WARMBEEK	1	2	45280786	0
45437910_3260	1146	35	KLEINE NETE	1	2	45437910	0
45475154_3260	224	35	MAAS	1	2	45475154	0
45501874_3260	1029	35	VOER	1	2	45501874	0
45539666_3260	202	35	MAAS	1	2	45539666	0
45599890_3260	1044	35	OMLEIDING ABEEK	1	2	45599890	0
45646242_3260	983	35	MAAS	1	2	45646242	0
45695058_3260	122	35	MAAS	1	2	45695058	0
45770614_3260	834	35	HANSKENSELSLOOP	1	2	45770614	0
45819378_3260	277	35	MAAS	1	2	45819378	0
45821426_3260	245	35	MAAS	1	2	45821426	0
45873110_3260	598	35	KLEINE NETE	1	2	45873110	0
45885302_3260	1257	35	KLEINE HOOFDGRACHT	1	2	45885302	0
45912402_3260	186	35	MAAS	1	2	45912402	0
45975510_3260	1149	35	KLEINE NETE	1	2	45975510	0
46169558_3260	1524	35	LAAKBEEK	1	2	46169558	0
46224626_3260	1812	35	MAAS	1	2	46224626	0
46257650_3260	288	35	MAAS	1	2	46257650	0
46259698_3260	230	35	MAAS	1	2	46259698	0
46294646_3260	1582	35	GROTE NETE	1	2	46294646	0
46348150_3260	1577	35	GROTE NETE	1	2	46348150	0
46370038_3260	849	35	DESSELSE NEET	1	2	46370038	0
46383634_3260	442	35	WARMBEEK	1	2	46383634	0
46501110_3260	858	35	DESSELSE NEET	1	2	46501110	0
46539026_3260	912	35	DOMMEL	1	2	46539026	0
46559506_3260	1161	35	DOMMEL	1	2	46559506	0
46783986_3260	231	35	MAAS	1	2	46783986	0
46913746_3260	468	35	BOLLISENBEEK	1	2	46913746	0
47024086_3260	1150	35	KLEINE NETE	1	2	47024086	0
47157046_3260	1326	35	VARENDONKSE BEEK	1	2	47157046	0
47305970_3260	1803	35	MAAS	1	2	47305970	0
47397362_3260	1851	35	MAAS	1	2	47397362	0
47593810_3260	149	35	MAAS	1	2	47593810	0
47602354_3260	334	35	BERWIJN	1	2	47602354	0
47627526_3260	1784	35	IJSE	1	2	47627526	0
47678338_3260	957	35	VOER	1	2	47678338	0
47804690_3260	1160	35	DOMMEL	1	2	47804690	0
47898130_3260	1155	35	WARMBEEK	1	2	47898130	0
48009554_3260	187	35	MAAS	1	2	48009554	0
48109650_3260	57	35	BOSBEEK	1	2	48109650	0
48117170_3260	344	35	BERWIJN	1	2	48117170	0
48123378_3260	255	35	MAAS	1	2	48123378	0
48233718_3260	839	35	DESSELSE NEET	1	2	48233718	0
48364790_3260	840	35	DESSELSE NEET	1	2	48364790	0
48423250_3260	204	35	MAAS	1	2	48423250	0
48465138_3260	1797	35	MAAS	1	2	48465138	0
48487922_3260	236	35	MAAS	1	2	48487922	0
48636178_3260	914	35	DOMMEL	1	2	48636178	0
48647602_3260	572	35	NA	1	2	48647602	0
48651026_3260	897	35	DOMMEL	1	2	48651026	0
48682226_3260	1799	35	MAAS	1	2	48682226	0
48707858_3260	98	35	DOMMEL	1	2	48707858	0
48840094_3260	1644	35	MARK	1	2	48840094	0
48860242_3260	1001	35	MAAS	1	2	48860242	0
48887986_3260	319	35	BERWIJN	1	2	48887986	0
48915794_3260	215	35	MAAS	1	2	48915794	0
48990690_3260	971	35	MAAS	1	2	48990690	0
49029906_3260	484	35	BOLLISENBEEK	1	2	49029906	0
49087094_3260	1709	35	GROTE NETE	1	2	49087094	0
49126902_3260	1399	35	GROTE NETE	1	2	49126902	0
49169234_3260	53	35	BOSBEEK	1	2	49169234	0
49278482_3260	869	35	WARMBEEK	1	2	49278482	0
49377554_3260	1055	35	DOMMEL	1	2	49377554	0
49497874_3260	498	35	BOLLISENBEEK	1	2	49497874	0
