segment_code	river_name	wl_code	grts_ranking	sac	catchment_area	x	y
old_1232	WARMBEEK	L217_5191	7844882	outside	< 10 km²	228520.19511723	205014.216971211
old_1233	WARMBEEK	L217_5191	17282066	outside	< 10 km²	228486.611178148	204941.22451622
old_1234	DOMMEL	L107_855	62841042	outside	> 10 km²	226260.945900001	200720.999000002
old_1235	DOMMEL	L107_855	34988242	outside	> 10 km²	226243.028831979	200618.097398349
old_124	MAAS	VL11_203	44908626	intersecting or downstream	> 10 km²	248265.272242363	194110.682269758
old_125	MAAS	VL11_203	1917010	intersecting or downstream	> 10 km²	248229.237543178	194017.650912905
old_1252	GROTE NETE	VL11_123	50669430	intersecting or downstream	> 10 km²	206713.704899997	205286.596000001
old_1256	KLEINE HOOFDGRACHT	L111_707	6104950	intersecting or downstream	> 10 km²	206856.93294348	205592.813068444
old_1257	KLEINE HOOFDGRACHT	L111_707	45885302	intersecting or downstream	> 10 km²	206944.732327857	205633.498364414
old_1258	KLEINE HOOFDGRACHT	L111_707	32253814	intersecting or downstream	> 10 km²	207032.183074323	205669.653152093
old_1259	KLEINE HOOFDGRACHT	L111_707	53225334	intersecting or downstream	> 10 km²	207117.368012484	205712.942636105
old_126	MAAS	VL11_203	44038482	intersecting or downstream	> 10 km²	248190.898183501	193925.38419991
old_127	MAAS	VL11_203	33552722	intersecting or downstream	> 10 km²	248154.983279728	193832.104960648
old_1279	KLEINE HOOFDGRACHT	L111_707	52216694	intersecting or downstream	> 10 km²	208870.80385296	206320.163580528
old_128	MAAS	VL11_203	3406162	intersecting or downstream	> 10 km²	248118.522533248	193739.039375465
old_1280	KLEINE HOOFDGRACHT	L111_707	41534326	intersecting or downstream	> 10 km²	208965.916052929	206345.106070023
old_1281	KLEINE HOOFDGRACHT	L111_707	21611382	intersecting or downstream	> 10 km²	209059.800407232	206372.270228446
old_1282	KLEINE HOOFDGRACHT	L111_707	17417078	intersecting or downstream	> 10 km²	209152.762267799	206403.511691889
old_1283	KLEINE HOOFDGRACHT	L111_707	9552758	intersecting or downstream	> 10 km²	209228.289965579	206453.836984671
old_1284	KLEINE HOOFDGRACHT	L111_707	10601334	intersecting or downstream	> 10 km²	209302.105474511	206505.359650338
old_129	MAAS	VL11_203	41154898	intersecting or downstream	> 10 km²	248082.662054731	193645.745786997
old_13	VOER	L107_891	60067250	intersecting or downstream	> 10 km²	247336.414645129	162172.189276446
old_130	MAAS	VL11_203	16513362	intersecting or downstream	> 10 km²	248045.694260815	193552.90369667
old_1309	LOEIJENS NEETJE	L111_1066	378102	outside	> 10 km²	196022.7355	215574.442400001
old_131	MAAS	VL11_203	18413906	intersecting or downstream	> 10 km²	248005.583070006	193461.358733587
old_1310	LOEIJENS NEETJE	L111_1066	43066614	outside	> 10 km²	196736.365900002	217194.767900001
old_1311	LOEIJENS NEETJE	L111_1066	13706486	outside	> 10 km²	196732.039388983	217297.84513879
old_1312	LOEIJENS NEETJE	L111_1066	37299446	outside	> 10 km²	196725.997553166	217400.885896819
old_1313	LOEIJENS NEETJE	L111_1066	38348022	outside	> 10 km²	196717.979243397	217503.709055271
old_1314	LOEIJENS NEETJE	L111_1066	33809654	outside	> 10 km²	196691.921799165	217602.69029433
old_1315	LOEIJENS NEETJE	L111_1066	35906806	outside	> 10 km²	196725.620292477	217700.126295291
old_1316	LOEIJENS NEETJE	L111_1066	51635446	outside	> 10 km²	196763.803690612	217795.929991051
old_1317	LOEIJENS NEETJE	L111_1066	15721718	outside	> 10 km²	196824.461942722	217879.11729586
old_1318	LOEIJENS NEETJE	L111_1066	66839798	outside	> 10 km²	196889.228607414	217959.486176098
old_1319	LOEIJENS NEETJE	L111_1066	8119542	outside	> 10 km²	196954.062444592	218039.800593501
old_132	MAAS	VL11_203	20511058	intersecting or downstream	> 10 km²	247966.189389167	193369.512381385
old_1320	LOEIJENS NEETJE	L111_1066	1762550	outside	> 10 km²	197019.228570031	218119.846209911
old_1321	LOEIJENS NEETJE	L111_1066	60482806	outside	> 10 km²	197083.717806517	218200.435388932
old_133	MAAS	VL11_203	42531154	intersecting or downstream	> 10 km²	247921.993097843	193280.122191369
old_1331	VARENDONKSE BEEK	L107_695	16256822	intersecting or downstream	> 10 km²	189428.873208138	197105.786233366
old_1332	VARENDONKSE BEEK	L107_695	40046390	intersecting or downstream	> 10 km²	189526.931590254	197121.123476336
old_1333	VARENDONKSE BEEK	L107_695	4394806	intersecting or downstream	> 10 km²	189618.088090041	197095.270077337
old_1334	VARENDONKSE BEEK	L107_695	63344438	intersecting or downstream	> 10 km²	189697.891662715	197036.116422264
old_1335	VARENDONKSE BEEK	L107_695	58363702	intersecting or downstream	> 10 km²	189785.407251126	196990.931057552
old_1336	VARENDONKSE BEEK	L107_695	36343606	intersecting or downstream	> 10 km²	189851.507305089	196921.441478825
old_1337	VARENDONKSE BEEK	L107_695	38965046	intersecting or downstream	> 10 km²	189871.031484509	196823.656959423
old_1338	VARENDONKSE BEEK	L107_695	26382134	intersecting or downstream	> 10 km²	189911.684326156	196732.677895284
old_1339	VARENDONKSE BEEK	L107_695	6459190	intersecting or downstream	> 10 km²	189956.733304694	196643.636179067
old_134	MAAS	VL11_203	18938194	intersecting or downstream	> 10 km²	247869.673059133	193194.993633484
old_1340	VARENDONKSE BEEK	L107_695	61671222	intersecting or downstream	> 10 km²	189997.11816028	196552.373193499
old_1341	VARENDONKSE BEEK	L107_695	19728182	intersecting or downstream	> 10 km²	190003.172666013	196457.030800471
old_1342	VARENDONKSE BEEK	L107_695	12388150	intersecting or downstream	> 10 km²	190095.890692117	196420.211083154
old_1343	VARENDONKSE BEEK	L107_695	58525494	intersecting or downstream	> 10 km²	190191.875047347	196392.914669812
old_1344	VARENDONKSE BEEK	L107_695	16058166	intersecting or downstream	> 10 km²	190285.713750965	196359.818110987
old_1345	VARENDONKSE BEEK	L107_695	37291830	intersecting or downstream	> 10 km²	190313.282584285	196274.607368572
old_1346	VARENDONKSE BEEK	L107_695	62457654	intersecting or downstream	> 10 km²	190299.444203376	196200.010102005
old_1347	VARENDONKSE BEEK	L107_695	18417462	intersecting or downstream	> 10 km²	190335.030669123	196111.780572855
old_1348	VARENDONKSE BEEK	L107_695	5699382	intersecting or downstream	> 10 km²	190334.543591571	196030.960072008
old_1349	VARENDONKSE BEEK	L107_695	30865206	intersecting or downstream	> 10 km²	190266.255720361	195958.659326084
old_135	MAAS	VL11_203	61995346	intersecting or downstream	> 10 km²	247814.917813498	193111.371404418
old_1350	EDE	L217_0591	48623809	outside	< 10 km²	85711.4319000021	209177.206999999
old_1351	EDE	L217_0591	32633025	outside	< 10 km²	85799.3867411167	209129.385003295
old_1352	EDE	L217_0591	55439553	outside	< 10 km²	85887.9769598599	209082.787708126
old_1353	EDE	L217_0591	64876737	outside	< 10 km²	85975.5352206252	209034.259326164
old_1354	EDE	L217_0591	8122561	outside	< 10 km²	86064.4988350814	208988.446317058
old_1355	EDE	L217_0591	50065601	outside	< 10 km²	86139.9044970667	208933.227470353
old_1356	EDE	L217_0591	4976833	outside	< 10 km²	86210.8621689085	208874.222180044
old_1357	EDE	L217_0591	27324609	outside	< 10 km²	86273.2468242259	208795.996415343
old_1358	EDE	L217_0591	1372353	outside	< 10 km²	86343.0969761004	208726.13396561
old_1359	EDE	L217_0591	63238337	outside	< 10 km²	86415.4138631994	208670.787888841
old_136	MAAS	VL11_203	24246610	intersecting or downstream	> 10 km²	247759.995281858	193027.858498591
old_1360	EDE	L217_0591	62451905	outside	< 10 km²	86476.879278771	208593.269359047
old_1361	EDE	L217_0591	66646209	outside	< 10 km²	86537.1223648019	208513.320437802
old_1362	EDE	L217_0591	19460289	outside	< 10 km²	86528.6490705271	208418.869384889
old_1363	EDE	L217_0591	20713665	outside	< 10 km²	86511.7772252041	208320.705310257
old_1364	EDE	L217_0591	62656705	outside	< 10 km²	86529.7843375668	208222.224282881
old_1365	EDE	L217_0591	51564737	outside	< 10 km²	86574.8116184532	208139.217918454
old_1366	EDE	L217_0591	11194561	outside	< 10 km²	86645.5378699993	208072.818870059
old_1367	EDE	L217_0591	5951681	outside	< 10 km²	86719.2209818883	208009.479745915
old_1368	EDE	L217_0591	16437441	outside	< 10 km²	86777.7311962044	207928.24935533
old_1369	EDE	L217_0591	52875457	outside	< 10 km²	86835.7795659334	207846.917127208
old_137	MAAS	VL11_203	39598418	intersecting or downstream	> 10 km²	247705.143069817	192944.299348138
old_1370	EDE	L217_0591	24105153	outside	< 10 km²	86881.3834590316	207759.289922459
old_1371	EDE	L217_0591	14667969	outside	< 10 km²	86938.733123226	207678.343213219
old_1372	EDE	L217_0591	23056577	outside	< 10 km²	87007.58645388	207605.882519563
old_1373	EDE	L217_0591	27840705	outside	< 10 km²	87090.6036564395	207617.103622363
old_1374	EDE	L217_0591	36229313	outside	< 10 km²	87172.9614599721	207632.545339516
old_1375	EDE	L217_0591	17354945	outside	< 10 km²	87248.3065689032	207605.754995386
old_1376	EDE	L217_0591	31772865	outside	< 10 km²	87318.5882139471	207549.083783528
old_1377	EDE	L217_0591	44355777	outside	< 10 km²	87371.5861462909	207466.004971258
old_1378	EDE	L217_0591	13947073	outside	< 10 km²	87447.9669242409	207454.284929104
old_1379	EDE	L217_0591	8704193	outside	< 10 km²	87516.6702366561	207423.822843669
old_138	MAAS	VL11_203	66861394	intersecting or downstream	> 10 km²	247651.904594327	192859.721075579
old_1380	EDE	L217_0591	36473417	outside	< 10 km²	87571.1906955435	207339.856355891
old_1381	EDE	L217_0591	42486345	outside	< 10 km²	87620.0319127426	207254.573991006
old_1382	EDE	L217_0591	14174793	outside	< 10 km²	87644.6709094029	207174.793197452
old_1383	GROTE NETE	VL11_123	34065910	intersecting or downstream	> 10 km²	199079.394400001	203728.691500001
old_1384	GROTE NETE	VL11_123	63426038	intersecting or downstream	> 10 km²	199092.01657828	203632.030081076
old_1385	GROTE NETE	VL11_123	33017334	intersecting or downstream	> 10 km²	199107.539358041	203533.812752565
old_1386	GROTE NETE	VL11_123	5230070	intersecting or downstream	> 10 km²	199158.650346554	203451.055793953
old_1387	GROTE NETE	VL11_123	8556022	intersecting or downstream	> 10 km²	199243.808766239	203407.803540282
old_1388	GROTE NETE	VL11_123	26381814	intersecting or downstream	> 10 km²	199344.502386168	203407.613222622
old_1389	GROTE NETE	VL11_123	52858358	intersecting or downstream	> 10 km²	199442.553391922	203424.345682582
old_139	MAAS	VL11_203	62667090	intersecting or downstream	> 10 km²	247593.619767709	192778.81999979
old_1390	GROTE NETE	VL11_123	40275446	intersecting or downstream	> 10 km²	199540.764207962	203405.23271018
old_1391	GROTE NETE	VL11_123	28741110	intersecting or downstream	> 10 km²	199641.125112218	203398.358855836
old_1392	GROTE NETE	VL11_123	60853750	intersecting or downstream	> 10 km²	199705.560582543	203340.265332075
old_1393	GROTE NETE	VL11_123	2133494	intersecting or downstream	> 10 km²	199781.69969942	203276.769804733
old_1394	GROTE NETE	VL11_123	22957558	intersecting or downstream	> 10 km²	199866.61017104	203225.124505715
old_1395	GROTE NETE	VL11_123	35278326	intersecting or downstream	> 10 km²	199963.582627029	203198.905581173
old_1396	GROTE NETE	VL11_123	64638454	intersecting or downstream	> 10 km²	200053.465464392	203224.071402296
old_1397	GROTE NETE	VL11_123	41569782	intersecting or downstream	> 10 km²	200138.169820898	203210.347685407
old_1398	GROTE NETE	VL11_123	36543990	intersecting or downstream	> 10 km²	200226.460368188	203170.556473038
old_1399	GROTE NETE	VL11_123	49126902	intersecting or downstream	> 10 km²	200306.335719211	203143.580406281
old_14	VOER	L107_891	40144306	intersecting or downstream	> 10 km²	247383.306552491	162100.699554702
old_140	MAAS	VL11_203	66599250	intersecting or downstream	> 10 km²	247545.593528761	192692.253207049
old_1400	GROTE NETE	VL11_123	26058230	intersecting or downstream	> 10 km²	200393.058072606	203143.756903244
old_1401	GROTE NETE	VL11_123	65379830	intersecting or downstream	> 10 km²	200486.855585874	203145.927974666
old_1402	GROTE NETE	VL11_123	2465270	intersecting or downstream	> 10 km²	200562.060147002	203135.922936571
old_1404	BRISDILLOOP	L111_1065	65242998	intersecting or downstream	> 10 km²	208532.525899999	203748.206
old_1405	BRISDILLOOP	L111_1065	56854390	intersecting or downstream	> 10 km²	208598.581953612	203824.350002598
old_1406	BRISDILLOOP	L111_1065	63932278	intersecting or downstream	> 10 km²	208656.405488511	203906.429523908
old_141	MAAS	VL11_203	22559058	intersecting or downstream	> 10 km²	247504.69357896	192601.0688596
old_142	MAAS	VL11_203	60307794	intersecting or downstream	> 10 km²	247480.349731909	192505.697919591
old_1424	KLEIN  WILBOEREBEEK	L107_629	16986326	outside	> 10 km²	171793.036399998	212738.2535
old_1425	KLEIN  WILBOEREBEEK	L107_629	25899222	outside	> 10 km²	171788.873421198	212832.433632943
old_1426	KLEIN  WILBOEREBEEK	L107_629	10694870	outside	> 10 km²	171793.988480309	212927.302990467
old_1427	KLEIN  WILBOEREBEEK	L107_629	42610902	outside	> 10 km²	171859.188518263	212982.819648069
old_1428	LOEIJENS NEETJE	L217_4653	56090158	outside	< 10 km²	199627.883900002	219975.463500001
old_1429	LOEIJENS NEETJE	L217_4653	54713902	outside	< 10 km²	199727.106177088	219975.017349321
old_143	MAAS	VL11_203	33700178	intersecting or downstream	> 10 km²	247471.999899998	192406.10700984
old_1430	LOEIJENS NEETJE	L217_4653	48422446	outside	< 10 km²	199826.292215557	219975.779761224
old_1431	LOEIJENS NEETJE	L217_4653	26402350	outside	< 10 km²	199919.178290523	220007.868338199
old_1432	LOEIJENS NEETJE	L217_4653	11197998	outside	< 10 km²	200007.138488781	220053.766921588
old_1433	LOEIJENS NEETJE	L217_4653	45801006	outside	< 10 km²	200096.460597852	220096.972624326
old_1434	LOEIJENS NEETJE	L217_4653	3792430	outside	< 10 km²	200186.086986234	220139.540738217
old_1435	LOEIJENS NEETJE	L217_4653	13610542	outside	< 10 km²	200275.538007054	220182.479848615
old_1436	LOEIJENS NEETJE	L217_4653	35630638	outside	< 10 km²	200365.105882834	220225.174537094
old_1437	LOEIJENS NEETJE	L217_4653	42839598	outside	< 10 km²	200894.828900002	220538.991999999
old_1438	LOEIJENS NEETJE	L217_4653	55422510	outside	< 10 km²	200962.607372858	220511.350977502
old_1439	LOEIJENS NEETJE	L217_4653	23178798	outside	< 10 km²	201036.877427385	220578.812257109
old_144	MAAS	VL11_203	36845906	intersecting or downstream	> 10 km²	247475.371874979	192306.392175136
old_1440	LOEIJENS NEETJE	L217_4653	57781806	outside	< 10 km²	201127.388669916	220617.822769915
old_1441	LOEIJENS NEETJE	L217_4653	47398446	outside	< 10 km²	201201.342882284	220674.710313296
old_1443	LOEIJENS NEETJE	L217_4653	28360238	outside	< 10 km²	201304.201922926	220848.435348073
old_1444	LOEIJENS NEETJE	L217_4653	33340974	outside	< 10 km²	201376.924545131	220907.500724455
old_1445	LOEIJENS NEETJE	L217_4653	20758062	outside	< 10 km²	201473.796123361	220936.172933038
old_1446	LOEIJENS NEETJE	L217_4653	9748014	outside	< 10 km²	201572.130828245	220956.764614976
old_1447	LOEIJENS NEETJE	L217_4653	25476654	outside	< 10 km²	201672.966417292	220950.365595079
old_1448	LOEIJENS NEETJE	L217_4653	9027118	outside	< 10 km²	201773.949288002	220947.102564176
old_1449	LOEIJENS NEETJE	L217_4653	37338670	outside	< 10 km²	201872.907212741	220928.620456154
old_145	MAAS	VL11_203	32127314	intersecting or downstream	> 10 km²	247495.808608911	192209.010549468
old_1450	LOEIJENS NEETJE	L217_4653	11124270	outside	< 10 km²	201979.025399998	221130.613000002
old_1451	LOEIJENS NEETJE	L217_4653	51887662	outside	< 10 km²	202005.19750452	221217.218587557
old_1452	LOEIJENS NEETJE	L217_4653	66567726	outside	< 10 km²	202026.976680779	221305.281967381
old_1453	LOEIJENS NEETJE	L217_4653	7847470	outside	< 10 km²	202048.58756649	221393.395241397
old_1454	DESSELSE NEET	L111_717	9014518	intersecting or downstream	> 10 km²	201210.087899998	216426.986000001
old_1455	DESSELSE NEET	L111_717	11947254	intersecting or downstream	> 10 km²	201295.625529889	216463.880181854
old_1456	DESSELSE NEET	L111_717	59370742	intersecting or downstream	> 10 km²	202244.843900003	217089.759
old_1457	DESSELSE NEET	L111_717	59308150	intersecting or downstream	> 10 km²	202343.913108461	217063.242569383
old_1458	DESSELSE NEET	L111_717	2685046	intersecting or downstream	> 10 km²	202424.075235715	217095.364801743
old_146	MAAS	VL11_203	27933010	intersecting or downstream	> 10 km²	247547.030500067	192127.107323765
old_1463	ZILTBEKE	L217_0601	33137345	outside	< 10 km²	81524.8589000031	212975.1818
old_1464	ZILTBEKE	L217_0601	434881	outside	< 10 km²	81436.766184152	212954.770119679
old_1465	ZILTBEKE	L217_0601	7393985	outside	< 10 km²	81348.7523694956	212934.032182725
old_1466	ZILTBEKE	L217_0601	2151105	outside	< 10 km²	81260.4331553808	212914.61974977
old_1467	ZILTBEKE	L217_0601	48288449	outside	< 10 km²	81172.1545375266	212895.024165087
old_147	MAAS	VL11_203	40253778	intersecting or downstream	> 10 km²	247623.772324112	192063.063672772
old_1474	STIEMER	L217_4032	16128562	outside	< 10 km²	228892.843400002	185548.300000001
old_1475	STIEMER	L217_4032	7477810	outside	< 10 km²	228927.505081087	185642.587100664
old_1476	STIEMER	L217_4032	38935090	outside	< 10 km²	228956.881699577	185738.630849199
old_1477	STIEMER	L217_4032	6827474	outside	< 10 km²	228986.579041422	185834.587321339
old_1478	STIEMER	L217_4032	51916242	outside	< 10 km²	229015.564758421	185930.764213849
old_1479	STIEMER	L217_4032	58207698	outside	< 10 km²	229094.021066713	185993.222579524
old_148	MAAS	VL11_203	9845074	intersecting or downstream	> 10 km²	247708.35702987	192011.844245795
old_1480	STIEMER	L217_4032	52178386	outside	< 10 km²	229072.210226203	186080.178940114
old_1481	STIEMER	L217_4032	43789778	outside	< 10 km²	229126.328421041	186161.207276998
old_1482	STIEMER	L217_4032	4206034	outside	< 10 km²	229192.99475886	186233.99847821
old_1483	STIEMER	L217_4032	6303186	outside	< 10 km²	229280.908981695	186281.037254483
old_1484	STIEMER	L217_4032	64302546	outside	< 10 km²	229320.550847591	186366.415074502
old_1485	STIEMER	L217_4032	9776594	outside	< 10 km²	229387.452783957	186440.059647546
old_1486	STIEMER	L217_4032	16657874	outside	< 10 km²	229456.793927058	186512.671978276
old_1487	STIEMER	L217_4032	59649490	outside	< 10 km²	229525.770720059	186585.644309174
old_1488	STIEMER	L217_4032	23473618	outside	< 10 km²	229611.992121856	186636.846458514
old_1489	STIEMER	L217_4032	64630226	outside	< 10 km²	229699.119221508	186686.842299292
old_149	MAAS	VL11_203	47593810	intersecting or downstream	> 10 km²	247802.3317248	191978.333878445
old_1490	STIEMER	L217_4032	8007122	outside	< 10 km²	229789.808149209	186712.287371736
old_1491	STIEMER	L217_4032	50998738	outside	< 10 km²	229886.034763031	186723.079154297
old_1492	STIEMER	L217_4032	46591442	outside	< 10 km²	229943.025073081	186800.717292475
old_1493	STIEMER	L217_4032	14085586	outside	< 10 km²	230035.843574014	186835.72225281
old_1494	STIEMER	L217_4032	34958802	outside	< 10 km²	230118.36513105	186868.125877414
old_1495	STIEMER	L217_4032	93650	outside	< 10 km²	230211.135072333	186888.390817851
old_1496	STIEMER	L217_4032	9530834	outside	< 10 km²	230307.693704027	186913.327303303
old_1497	STIEMER	L217_4032	1142226	outside	< 10 km²	230401.568026464	186948.84476269
old_1498	STIEMER	L217_4032	2387410	outside	< 10 km²	230484.043366132	187004.657977254
old_1499	STIEMER	L217_4032	36990418	outside	< 10 km²	230554.262107293	187075.459291241
old_15	VOER	L107_891	63212978	intersecting or downstream	> 10 km²	247462.806338467	162068.322630655
old_150	MAAS	VL11_203	61778258	intersecting or downstream	> 10 km²	247899.548024565	191955.747855942
old_1500	STIEMER	L217_4032	53505490	outside	< 10 km²	230617.41166958	187153.129106524
old_1501	STIEMER	L217_4032	58486226	outside	< 10 km²	230701.891207827	187206.217332031
old_1502	STIEMER	L217_4032	13397458	outside	< 10 km²	230786.6679041	187258.768489238
old_1503	STIEMER	L217_4032	38304306	outside	< 10 km²	227907.7359	184297.844999999
old_1504	STIEMER	L217_4032	65567282	outside	< 10 km²	228001.771389422	184321.236443664
old_1505	STIEMER	L217_4032	6847026	outside	< 10 km²	228093.503987942	184349.640461438
old_1506	STIEMER	L217_4032	20740658	outside	< 10 km²	228165.519628066	184411.18342888
old_1507	STIEMER	L217_4032	10254898	outside	< 10 km²	228207.629481775	184498.401643003
old_1508	STIEMER	L217_4032	49314354	outside	< 10 km²	228258.833315856	184580.431043171
old_1509	STIEMER	L217_4032	31488562	outside	< 10 km²	228275.844602221	184672.629352551
old_151	MAAS	VL11_203	62826834	intersecting or downstream	> 10 km²	247997.599934526	191936.473887104
old_1510	STIEMER	L217_4032	23099954	outside	< 10 km²	228325.38932273	184755.427391618
old_1511	STIEMER	L217_4032	34159154	outside	< 10 km²	228381.939473803	184833.999953694
old_1512	STIEMER	L217_4032	55130674	outside	< 10 km²	228473.105099096	184865.541493608
old_1513	STIEMER	L217_4032	24721970	outside	< 10 km²	228562.303011422	184902.66628315
old_1515	MUNTLOOP	L111_1049	952670	outside	> 10 km²	175351.358711811	236847.309629006
old_1516	MUNTLOOP	L111_1049	37128542	outside	> 10 km²	175316.223300025	236754.06321066
old_1517	MUNTLOOP	L111_1049	49711454	outside	> 10 km²	175261.883003198	236671.21885725
old_1518	MUNTLOOP	L111_1049	40274270	outside	> 10 km²	175223.101262597	236581.018519883
old_1519	ZUTENDAALBEEK	L217_4132	28727090	intersecting or downstream	< 10 km²	232311.9899	177182.467999998
old_152	MAAS	VL11_203	53127506	intersecting or downstream	> 10 km²	248094.786953061	191913.179530894
old_1520	ZUTENDAALBEEK	L217_4132	25581362	intersecting or downstream	< 10 km²	232247.519081832	177257.145066605
old_1521	ZUTENDAALBEEK	L217_4132	21387058	intersecting or downstream	< 10 km²	232206.818632849	177351.961432573
old_1522	ZUTENDAALBEEK	L217_4132	22697778	intersecting or downstream	< 10 km²	232156.657863749	177441.939465942
old_1523	ZUTENDAALBEEK	L217_4132	45766450	intersecting or downstream	< 10 km²	232182.169918316	177542.231281519
old_1524	LAAKBEEK	L111_1052	46169558	intersecting or downstream	> 10 km²	183077.819899999	215612.372000001
old_1525	LAAKBEEK	L111_1052	54033878	intersecting or downstream	> 10 km²	183037.779993538	215701.577385801
old_1526	LAAKBEEK	L111_1052	42761686	intersecting or downstream	> 10 km²	183024.4430587	215799.308447517
old_1527	LAAKBEEK	L111_1052	5012950	intersecting or downstream	> 10 km²	182990.400911982	215889.116939989
old_1528	LAAKBEEK	L111_1052	20741590	intersecting or downstream	> 10 km²	182949.322875017	215978.498406946
old_1529	LAAKBEEK	L111_1052	6258134	intersecting or downstream	> 10 km²	182897.864710791	216057.845401102
old_153	MAAS	VL11_203	23767378	intersecting or downstream	> 10 km²	248189.972297563	191883.197555986
old_1530	LAAKBEEK	L111_1052	14646742	intersecting or downstream	> 10 km²	182827.421196977	216125.271032383
old_1531	GROTE NETE	L107_708	61351798	intersecting or downstream	> 10 km²	207209.615400001	205523.401500002
old_1532	GROTE NETE	L107_708	41428854	intersecting or downstream	> 10 km²	207305.119374251	205522.349513238
old_1533	GROTE NETE	L107_708	23340918	intersecting or downstream	> 10 km²	207352.777305152	205603.314534034
old_1534	GROTE NETE	L107_708	51963766	intersecting or downstream	> 10 km²	207404.965628223	205651.566776444
old_1535	GROTE NETE	L107_708	3729270	intersecting or downstream	> 10 km²	207480.522419823	205708.697657425
old_1536	GROTE NETE	L107_708	34137974	intersecting or downstream	> 10 km²	207554.316234826	205710.780757492
old_1537	GROTE NETE	L107_708	59828086	intersecting or downstream	> 10 km²	207647.752763079	205740.128135749
old_1538	GROTE NETE	L107_708	64022390	intersecting or downstream	> 10 km²	207730.798386359	205759.983574332
old_1539	GROTE NETE	L107_708	35645302	intersecting or downstream	> 10 km²	207774.688503525	205813.330014762
old_154	MAAS	VL11_203	59418962	intersecting or downstream	> 10 km²	248281.481275055	191843.239493461
old_1540	GROTE NETE	L107_708	39839606	intersecting or downstream	> 10 km²	207832.179218929	205840.921814281
old_1541	GROTE NETE	L107_708	25552758	intersecting or downstream	> 10 km²	207889.496544356	205849.646426354
old_1542	GROTE NETE	L107_708	12969846	intersecting or downstream	> 10 km²	207977.517474619	205841.561457711
old_1543	GROTE NETE	L107_708	34989942	intersecting or downstream	> 10 km²	208052.169164475	205861.520759636
old_1544	GROTE NETE	L107_708	39184246	intersecting or downstream	> 10 km²	208103.429240168	205869.661808793
old_1545	GROTE NETE	L107_708	18737014	intersecting or downstream	> 10 km²	208170.833390449	205908.806474505
old_1546	GROTE NETE	L107_708	22931318	intersecting or downstream	> 10 km²	208250.006325245	205906.710585686
old_1547	GROTE NETE	L107_708	15591286	intersecting or downstream	> 10 km²	208340.542689902	205916.597058796
old_1548	GROTE NETE	L107_708	63158134	intersecting or downstream	> 10 km²	208405.540708067	205941.072701591
old_1549	GROTE NETE	L107_708	8632182	intersecting or downstream	> 10 km²	208459.099177813	205993.568585818
old_155	MAAS	VL11_203	11364690	intersecting or downstream	> 10 km²	248370.113311864	191797.111114789
old_1550	GROTE NETE	L107_708	40089462	intersecting or downstream	> 10 km²	208544.539126125	206020.265563452
old_1551	GROTE NETE	L107_708	61060982	intersecting or downstream	> 10 km²	208618.665526967	206028.213540305
old_1552	GROTE NETE	L107_708	9418614	intersecting or downstream	> 10 km²	208696.601586958	206086.127071682
old_1553	GROTE NETE	L107_708	58701686	intersecting or downstream	> 10 km²	208784.932544987	206107.011493901
old_1554	GROTE NETE	L107_708	67090294	intersecting or downstream	> 10 km²	208869.434759056	206127.091243786
old_1555	GROTE NETE	L107_708	58636150	intersecting or downstream	> 10 km²	208921.492043833	206140.95236946
old_1556	GROTE NETE	L107_708	4110198	intersecting or downstream	> 10 km²	209016.157772852	206116.526326495
old_156	MAAS	VL11_203	23947602	intersecting or downstream	> 10 km²	248453.271955529	191742.173619066
old_157	MAAS	VL11_203	65628498	intersecting or downstream	> 10 km²	248532.1160733	191680.73664418
old_158	MAAS	VL11_203	3238226	intersecting or downstream	> 10 km²	248600.916945361	191609.439939516
old_159	MAAS	VL11_203	18966866	intersecting or downstream	> 10 km²	248653.347204252	191524.837319661
old_16	VOER	L107_891	4492722	intersecting or downstream	> 10 km²	247555.007837127	162044.035242718
old_160	MAAS	VL11_203	12544338	intersecting or downstream	> 10 km²	248694.704144662	191433.912587449
old_161	MAAS	VL11_203	7301458	intersecting or downstream	> 10 km²	248728.159978099	191339.846060566
old_1619	KLEINE NETE	VL11_127	59934678	intersecting or downstream	> 10 km²	183114.562899999	208333.783500001
old_162	MAAS	VL11_203	60778834	intersecting or downstream	> 10 km²	248750.358706392	191242.748018088
old_1620	KLEINE NETE	VL11_127	29525974	intersecting or downstream	> 10 km²	183195.530108854	208307.822346983
old_1621	KLEINE NETE	VL11_127	8554454	intersecting or downstream	> 10 km²	183276.47274485	208281.78505451
old_1622	MOLSE NETE	VL11_128	60502518	intersecting or downstream	> 10 km²	197665.727899998	206977.138999999
old_1623	MOLSE NETE	VL11_128	63648246	intersecting or downstream	> 10 km²	197709.489289936	206928.027606219
old_1624	MOLSE NETE	VL11_128	61551094	intersecting or downstream	> 10 km²	197793.080042904	206961.72807757
old_1625	MOLSE NETE	VL11_128	8073718	intersecting or downstream	> 10 km²	197847.889277656	206940.02183686
old_1626	MOLSE NETE	VL11_128	36123126	intersecting or downstream	> 10 km²	197907.993759473	206962.817955218
old_1627	MOLSE NETE	VL11_128	10957302	intersecting or downstream	> 10 km²	197991.312347454	206966.107867807
old_1628	MOLSE NETE	VL11_128	8860150	intersecting or downstream	> 10 km²	198074.075110395	206984.849261616
