segment_code	river_name	wl_code	grts_ranking	sac	catchment_area	x	y
new_114573	Ziepbeek	L217_5011	40679410	intersecting or downstream	< 10 km²	239112.986477507	181083.567180008
new_114574	Ziepbeek	L217_5011	30088178	intersecting or downstream	< 10 km²	239166.19618608	181007.5815311
new_11603	Abeek	VL11_133	32193682	intersecting or downstream	> 10 km²	235607.112300001	206781.556400001
new_11626	Abeek	VL11_133	24082834	intersecting or downstream	> 10 km²	244692.481882559	206191.88851249
new_11627	Abeek	VL11_133	37910930	intersecting or downstream	> 10 km²	244778.755941543	206239.094445558
new_116410	NA	G	8863730	intersecting or downstream	NA	240317.232199997	183367.5614
new_11707	De Aa	VL05_121	4146134	intersecting or downstream	> 10 km²	178305.293300003	209663.629500002
new_11708	De Aa	VL05_121	29311958	intersecting or downstream	> 10 km²	178207.511798082	209643.790862624
new_11709	De Aa	VL05_121	9257942	intersecting or downstream	> 10 km²	178121.386241118	209593.133868843
new_11710	De Aa	VL05_121	51200982	intersecting or downstream	> 10 km²	178077.143325711	209510.461263225
new_11711	De Aa	VL05_121	33375190	intersecting or downstream	> 10 km²	178067.541148758	209410.947603185
new_11712	De Aa	VL05_121	32752598	intersecting or downstream	> 10 km²	178014.190382423	209341.543461356
new_11713	De Aa	VL05_121	7062486	intersecting or downstream	> 10 km²	177916.707006752	209319.628837894
new_11714	De Aa	VL05_121	65782742	intersecting or downstream	> 10 km²	177819.907038409	209295.288843005
new_11715	De Aa	VL05_121	33276886	intersecting or downstream	> 10 km²	177724.098073852	209306.74646599
new_11716	De Aa	VL05_121	13024982	intersecting or downstream	> 10 km²	177628.970795828	209322.762645079
new_117516	Lakebuis	L217_0501	14382657	outside	< 10 km²	79702.2176729367	200797.397188276
new_117759	Lakebuis	L217_0501	16479809	outside	< 10 km²	79685.8299999982	200895.544500001
new_11839	Dommel	VL05_136	53895442	intersecting or downstream	> 10 km²	224743.613399997	212098.103999998
new_119642	Heiwickbeek	L217_5011	33554418	intersecting or downstream	< 10 km²	239326.938266806	181964.617793548
new_119643	Heiwickbeek	L217_5011	54525938	intersecting or downstream	< 10 km²	239332.519502231	181877.337938409
new_119644	Heiwickbeek	L217_5011	56623090	intersecting or downstream	< 10 km²	239336.345505717	181781.714522645
new_119645	Heiwickbeek	L217_5011	9247730	intersecting or downstream	< 10 km²	239320.247638825	181690.472507291
new_119646	Heiwickbeek	L217_5011	34413554	intersecting or downstream	< 10 km²	239291.82950353	181599.785292053
new_119647	Heiwickbeek	L217_5011	27073522	intersecting or downstream	< 10 km²	239226.217509874	181530.51957888
new_119648	Heiwickbeek	L217_5011	43064306	intersecting or downstream	< 10 km²	239171.075258611	181456.030975261
new_119649	Heiwickbeek	L217_5011	30481394	intersecting or downstream	< 10 km²	239172.384166133	181365.316038906
new_119650	Heiwickbeek	L217_5011	27335666	intersecting or downstream	< 10 km²	239232.355990966	181293.896967863
new_119651	Heiwickbeek	L217_5011	54598642	intersecting or downstream	< 10 km²	239308.583973077	181232.718563403
new_119652	Heiwickbeek	L217_5011	5708786	intersecting or downstream	< 10 km²	239379.744019583	181165.330687304
new_11975	Abeek	VL11_133	16650386	intersecting or downstream	> 10 km²	242662.906400003	207006.312600002
new_121103	Bornebeek	L217_0501	12687425	intersecting or downstream	< 10 km²	74930.2128010247	199944.929944934
new_121104	Bornebeek	L217_0501	1153089	intersecting or downstream	< 10 km²	74883.2612770893	200027.539545929
new_121105	Bornebeek	L217_0501	65116225	intersecting or downstream	< 10 km²	74823.3249143432	200105.562835557
new_121106	Bornebeek	L217_0501	13166657	intersecting or downstream	< 10 km²	74764.7195181669	200185.23410878
new_123118	Beek	L217_5014	9786450	intersecting or downstream	< 10 km²	243734.628899999	196676.6538
new_125629	Merlebeek	L217_0501	37641153	outside	< 10 km²	74515.5157999992	203819.156199999
new_125632	Merlebeek	L217_0501	48389057	outside	< 10 km²	74329.7470581668	204011.231767971
new_125633	Merlebeek	L217_0501	56777665	outside	< 10 km²	74299.484245303	204107.937694321
new_125634	Merlebeek	L217_0501	32660417	outside	< 10 km²	74298.0020174941	204209.3967588
new_125635	Merlebeek	L217_0501	35634113	outside	< 10 km²	74270.1410193874	204287.702082524
new_126691	Gielisbeek	L217_5111	44963794	outside	< 10 km²	228045.973694591	198662.209223684
new_126708	Gielisbeek	L217_5111	60315602	outside	< 10 km²	227492.270873856	200037.382626645
new_129188	NA	G	32462866	outside	NA	233509.296700001	203339.296999998
new_129324	Hommelbeek	L217_5111	13150162	intersecting or downstream	< 10 km²	229426.61583055	200223.896011552
new_129327	Hommelbeek	L217_5111	48539602	intersecting or downstream	< 10 km²	229608.151676265	200464.940599088
new_129398	Snellegembeek	G	66018561	outside	NA	63067.6294439373	207143.158527079
new_129399	Snellegembeek	G	61824257	outside	NA	63040.8027446236	207192.900329715
new_13009	Herseltseloop	L111_1062	44822870	intersecting or downstream	> 10 km²	184445.662715422	189958.5732142
new_13115	Zutendaalbeek	L107_853	20338482	intersecting or downstream	> 10 km²	232312.380400002	177180.067499999
new_132228	NA	L217_0516	25835265	outside	< 10 km²	60217.9681832469	207369.435037084
new_132229	NA	L217_0516	55195393	outside	< 10 km²	60282.1271270705	207432.719704209
new_133009	Steenbroekloop	G	3553298	intersecting or downstream	NA	231850.682746786	204821.378978328
new_133214	Veeweidewaterloop	L217_5101	36440082	intersecting or downstream	< 10 km²	230993.780833772	204172.792128904
new_13341	Bosbeek	VL05_135	20708434	intersecting or downstream	> 10 km²	250524.359200001	200132.6404
new_134870	Vosbeek	L217_5101	60237842	intersecting or downstream	< 10 km²	233157.234200001	205327.531199999
new_134887	Bullenbeek	L217_5111	40524754	outside	< 10 km²	229809.455027124	197510.78003863
new_135644	Soerbeek	L217_5112	33511442	outside	< 10 km²	233519.652263712	203406.853081588
new_135944	Waterbeek - 2	G	62273554	intersecting or downstream	NA	231847.810599998	204873.2894
new_136235	NA	G	8849106	intersecting or downstream	NA	225466.713112396	188362.435380717
new_136236	NA	G	26216146	intersecting or downstream	NA	225395.19386739	188419.78751481
new_136536	NA	G	10680454	intersecting or downstream	NA	185200.488899998	180561.263300002
new_137238	NA	G	32462866	outside	NA	233509.296700001	203339.296999998
new_137692	Roosterbeek	L217_4051	56985298	intersecting or downstream	< 10 km²	225267.476239341	188925.465369673
new_137693	Roosterbeek	L217_4051	52790994	intersecting or downstream	< 10 km²	225180.725369346	188895.83987727
new_137842	Warmbeek	L217_5191	21225490	outside	< 10 km²	229156.182932093	208217.736039872
new_138691	Dorperloop	L217_5191	27127314	intersecting or downstream	< 10 km²	228303.704700001	211063.928100001
new_138692	Dorperloop	L217_5191	60419602	intersecting or downstream	< 10 km²	228344.449098197	211179.258788994
new_139669	Wagerheideloop	L217_5181	36799082	intersecting or downstream	< 10 km²	228898.411170546	218814.159978015
new_140445	Warmbeek	L217_5191	1040402	outside	< 10 km²	229059.600056618	208055.240404932
new_141743	Waerthofloop	G	55587858	outside	NA	228805.634928233	205359.421142552
new_142364	Voer	L217_5452	23643010	outside	< 10 km²	252551.312399998	159603.265700001
new_14506	Abeek	L107_861	9177106	intersecting or downstream	> 10 km²	230987.125570158	204105.468909785
new_15064	Demer	VL05_102	5119142	intersecting or downstream	> 10 km²	200581.064172163	184344.578704163
new_15065	Demer	VL05_102	56499366	intersecting or downstream	> 10 km²	200522.103471887	184425.594104715
new_153854	NA	G	35450673	intersecting or downstream	NA	33030.121299997	203449.515799999
new_153855	NA	G	34926385	intersecting or downstream	NA	33117.2595224813	203448.752575111
new_153856	NA	G	35974961	intersecting or downstream	NA	33196.9195222171	203448.86645459
new_153857	NA	G	53014321	intersecting or downstream	NA	33269.3564052081	203497.345385228
new_153898	Veurs	L217_5452	47416194	outside	< 10 km²	251824.463624391	160910.326647509
new_154448	Schrijnebroeksbeek	L217_4021	27517234	outside	< 10 km²	219392.485115182	183307.806425796
new_157559	Jaegersbeek	G	29616577	outside	NA	79087.8125	212451.843800001
new_157560	Jaegersbeek	G	8645057	outside	NA	79057.4302059311	212554.906862843
new_157561	Jaegersbeek	G	34859457	outside	NA	79040.8259119963	212651.377476949
new_157562	Jaegersbeek	G	16771521	outside	NA	79045.8835869574	212740.674955054
new_157563	Jaegersbeek	G	66054593	outside	NA	78955.4846284144	212768.239100439
new_157804	NA	G	35846278	intersecting or downstream	NA	185130.7346	180572.721900001
new_157805	NA	G	41613446	intersecting or downstream	NA	185080.453899998	180639.217600001
new_158265	NA	G	34705318	intersecting or downstream	NA	186168.7029	180265.7656
new_158267	NA	G	58036134	intersecting or downstream	NA	186102.279731601	180367.636728885
new_158455	Laarbeek	L217_4361	4247526	outside	< 10 km²	206876.179300003	184254.962000001
new_15879	Bollisenbeek	L107_854	49539282	intersecting or downstream	> 10 km²	221602.303770297	200964.128127042
new_15885	Bollisenbeek	L107_854	55206674	intersecting or downstream	> 10 km²	223658.057786342	205411.759193323
new_15886	Bollisenbeek	L107_854	51012370	intersecting or downstream	> 10 km²	223725.273615122	205481.230000217
new_1591	Zwartwater	VL05_118	7609510	intersecting or downstream	> 10 km²	200704.076946541	184189.476125674
new_1592	Zwartwater	VL05_118	11803814	intersecting or downstream	> 10 km²	200655.270247083	184275.485533438
new_1593	Zwartwater	VL05_118	57547942	intersecting or downstream	> 10 km²	200606.177128219	184361.316782109
new_1594	Zwartwater	VL05_118	14556326	intersecting or downstream	> 10 km²	200579.220199404	184454.359319871
new_160058	Keibeek	L217_3751	43809990	intersecting or downstream	< 10 km²	162629.571099997	179801.4476
new_160059	NA	G	9469126	intersecting or downstream	NA	162437.568999998	179736.707800001
new_1606	Zwartwater	VL05_118	21445798	intersecting or downstream	> 10 km²	200109.834880599	185524.839022552
new_1607	Zwartwater	VL05_118	212134	intersecting or downstream	> 10 km²	200100.492709299	185620.695880054
new_16097	Dommel	VL05_136	57143570	intersecting or downstream	> 10 km²	223654.429702135	213555.47803076
new_161324	NA	G	26316710	intersecting or downstream	NA	186219.315309185	180206.525992845
new_161836	Halbeek	L217_4341	38917558	outside	< 10 km²	207021.140630355	189400.816072002
new_161837	Halbeek	L217_4341	33674678	outside	< 10 km²	206934.73970511	189348.627053896
new_16202	Molse Nete	VL11_128	42873334	intersecting or downstream	> 10 km²	197615.389624914	206925.043883667
new_162303	NA	G	43290534	intersecting or downstream	NA	186183.166727946	180151.773779722
new_1636	Voer	L107_891	35098034	intersecting or downstream	> 10 km²	248239.147610041	161886.682307875
new_165462	Keibeek	L217_3751	48266438	intersecting or downstream	< 10 km²	162452.8059	179683.267499998
new_165463	Keibeek	L217_3751	44072134	intersecting or downstream	< 10 km²	162521.576461232	179707.936825597
new_165464	Keibeek	L217_3751	56392902	intersecting or downstream	< 10 km²	162583.363238817	179741.463715661
new_166695	Scheppelijke Nete	L217_4591	359542	outside	< 10 km²	210008.597499996	212199.954599999
new_166708	NA	G	17836918	outside	NA	205814.891592415	209305.127304883
new_166709	NA	G	48245622	outside	NA	205786.761599273	209211.789360013
new_166710	NA	G	27274102	outside	NA	205743.946574868	209168.42190413
new_166711	NA	G	26487670	outside	NA	205755.577358713	209068.674486396
new_166712	NA	G	62139254	outside	NA	205655.169274034	209078.114823932
new_166713	NA	G	32516982	outside	NA	205596.904443191	209131.527068726
new_166714	NA	G	25701238	outside	NA	205503.807423892	209140.360154519
new_166715	NA	G	26749814	outside	NA	205402.43165908	209138.198145986
new_166716	NA	G	24685430	outside	NA	205301.140811099	209140.800895141
new_166717	NA	G	37268342	outside	NA	205200.306554339	209138.812979794
new_166718	NA	G	55094134	outside	NA	205099.066431298	209135.561368998
new_166719	NA	G	13937526	outside	NA	205027.517249837	209098.957143104
new_166720	NA	G	1354614	outside	NA	205016.113053174	208998.187804387
new_168025	Kleinebeek	L217_4391	27917750	intersecting or downstream	< 10 km²	202550.773800001	191520.7324
new_168026	Kleinebeek	L217_4391	6356406	intersecting or downstream	< 10 km²	202592.974627397	191436.764335895
new_168027	Kleinebeek	L217_4391	59833782	intersecting or downstream	< 10 km²	202654.07435523	191364.147895992
new_168028	Kleinebeek	L217_4391	36765110	intersecting or downstream	< 10 km²	202615.857746181	191297.795112155
new_168029	Kleinebeek	L217_4391	61930934	intersecting or downstream	< 10 km²	202551.445924437	191229.628540008
new_168065	Kleinebeek	L217_4391	53349814	intersecting or downstream	< 10 km²	202836.598477684	192339.757504026
new_17009	Horstgaterbeek	L111_1087	13124754	intersecting or downstream	> 10 km²	243189.296700001	205922.594000001
new_170694	Oudevosvijverloop	G	1621622	outside	NA	212059.074360118	209199.056467386
new_170695	Oudevosvijverloop	G	51101302	outside	NA	211972.824748595	209143.637046213
new_170696	Oudevosvijverloop	G	21479030	outside	NA	211922.512158039	209087.838726627
new_170697	Oudevosvijverloop	G	39304822	outside	NA	211828.06024965	209045.406948954
new_170698	Oudevosvijverloop	G	35110518	outside	NA	211735.938800835	209067.134120195
new_17103	Molenbeek	L107_664	8750569	outside	> 10 km²	144029.473290337	193458.140825224
new_171133	NA	G	12094902	intersecting or downstream	NA	203387.031099997	192121.7676
new_171134	Kleinebeek	L217_4391	48795062	intersecting or downstream	< 10 km²	203314.518072677	192044.812146411
new_171135	Kleinebeek	L217_4391	52039094	intersecting or downstream	< 10 km²	203234.02615388	191971.442874849
new_171136	Kleinebeek	L217_4391	2031030	intersecting or downstream	< 10 km²	203151.895947234	191903.099181186
new_173257	Zandvang	G	27246866	intersecting or downstream	NA	224939.467900001	210809.286600001
new_174788	Meiloop	G	13380406	intersecting or downstream	NA	191629.731799997	198802.694499999
new_175051	NA	G	46768374	outside	NA	196075.828900002	210966.557300001
new_17777	Zwalmbeek	VL11_63	10854553	intersecting or downstream	> 10 km²	102544.535999998	175149.239500001
new_17778	Zwalmbeek	VL11_63	51749017	intersecting or downstream	> 10 km²	102468.858396737	175186.989199531
new_17835	Warmbeek	L107_858	42655250	intersecting or downstream	> 10 km²	228737.593883816	212626.117476552
new_17836	Warmbeek	L107_858	34266642	intersecting or downstream	> 10 km²	228729.191355877	212700.206553488
new_17839	Warmbeek	L107_858	26664466	intersecting or downstream	> 10 km²	228678.420590582	212948.282657481
new_17848	Warmbeek	L107_858	34303506	intersecting or downstream	> 10 km²	228660.317828937	211971.969925966
new_17849	Warmbeek	L107_858	21720594	intersecting or downstream	> 10 km²	228678.295593743	212056.306310414
new_17850	Warmbeek	L107_858	26963474	intersecting or downstream	> 10 km²	228651.705517145	212096.529919611
new_17851	Warmbeek	L107_858	64712210	intersecting or downstream	> 10 km²	228680.98748163	212168.842605883
new_17866	Warmbeek	L107_858	17907730	intersecting or downstream	> 10 km²	228981.632042418	209559.726992652
new_17871	Warmbeek	L107_858	34385938	intersecting or downstream	> 10 km²	228742.160039198	210162.015715836
new_18082	Kleine Nete	VL11_127	32293846	intersecting or downstream	> 10 km²	178410.281756244	208557.552574331
new_18083	Kleine Nete	VL11_127	62702550	intersecting or downstream	> 10 km²	178310.915312794	208581.838762173
new_18084	Kleine Nete	VL11_127	56673238	intersecting or downstream	> 10 km²	178263.262464771	208667.40302741
new_18085	Kleine Nete	VL11_127	65061846	intersecting or downstream	> 10 km²	178190.938402686	208691.299633059
new_18086	Kleine Nete	VL11_127	10142678	intersecting or downstream	> 10 km²	178167.414132703	208785.484972224
new_18087	Kleine Nete	VL11_127	5948374	intersecting or downstream	> 10 km²	178091.895257941	208852.713833817
new_18088	Kleine Nete	VL11_127	48219094	intersecting or downstream	> 10 km²	178050.107780256	208922.364671712
new_18089	Kleine Nete	VL11_127	38781910	intersecting or downstream	> 10 km²	178070.414234473	209003.465187329
new_18090	Kleine Nete	VL11_127	57656278	intersecting or downstream	> 10 km²	177982.010883173	209028.5623756
new_18091	Kleine Nete	VL11_127	63423446	intersecting or downstream	> 10 km²	177895.265012819	209071.443938004
new_18092	Kleine Nete	VL11_127	27771862	intersecting or downstream	> 10 km²	177802.771020442	209107.817407878
new_18094	Kleine Nete	VL11_127	41899766	intersecting or downstream	> 10 km²	188137.759228633	210202.795131625
new_18095	Kleine Nete	VL11_127	50288374	intersecting or downstream	> 10 km²	188057.123325214	210155.333760966
new_18096	Kleine Nete	VL11_127	36919030	intersecting or downstream	> 10 km²	187976.730143251	210107.311675902
new_18097	Kleine Nete	VL11_127	63211254	intersecting or downstream	> 10 km²	187896.058593784	210059.761486119
new_18098	Kleine Nete	VL11_127	59016950	intersecting or downstream	> 10 km²	187811.913898639	210020.084764433
new_18099	Kleine Nete	VL11_127	18122486	intersecting or downstream	> 10 km²	187719.250283204	210006.768975144
new_180992	Loeijens Neetje	L217_4653	24755758	outside	< 10 km²	201962.950300001	220971.605300002
new_183011	NA	G	52880430	intersecting or downstream	NA	186333.280098919	220351.705630308
new_18421	Kleine Nete	VL11_127	17598198	intersecting or downstream	> 10 km²	187626.414700001	209994.4914
new_18422	Kleine Nete	VL11_127	52201206	intersecting or downstream	> 10 km²	187527.671944351	209981.364941726
new_18423	Kleine Nete	VL11_127	43812598	intersecting or downstream	> 10 km²	187428.680317175	209984.832635811
new_18437	De Aa	VL05_121	34030550	intersecting or downstream	> 10 km²	178472.126400001	209638.102299999
new_18438	De Aa	VL05_121	23020502	intersecting or downstream	> 10 km²	178389.318835159	209655.762912302
new_184654	Stormgracht	L217_4583	49482230	outside	< 10 km²	201395.177423346	207303.557929335
new_184655	Stormgracht	L217_4583	50530806	outside	< 10 km²	201302.076569561	207266.793345975
new_185030	Merkske	L217_5251	53024158	outside	< 10 km²	185683.035867396	234209.642366051
new_185031	Merkske	L217_5251	53024158	outside	< 10 km²	185589.553479253	234180.739875992
new_185032	Merkske	L217_5251	32052638	outside	< 10 km²	185502.476678499	234130.870847359
new_187677	Lossingsbeek	L217_4401	29757318	outside	< 10 km²	176433.922190737	179361.976147124
new_187678	Lossingsbeek	L217_4401	63836038	outside	< 10 km²	176397.928065524	179447.424822527
new_18774	Soerbeek	L107_869	53634194	intersecting or downstream	> 10 km²	239485.368900001	206156.035799999
new_18789	Soerbeek	L107_869	5136530	intersecting or downstream	> 10 km²	240884.759275895	206498.912392639
new_18790	Soerbeek	L107_869	53895314	intersecting or downstream	> 10 km²	240974.930301734	206538.51606064
new_18801	Soerbeek	L107_869	22270098	intersecting or downstream	> 10 km²	242035.643013989	206830.812953531
new_18802	Soerbeek	L107_869	40095890	intersecting or downstream	> 10 km²	242131.958423951	206857.803759314
new_18803	Soerbeek	L107_869	51515538	intersecting or downstream	> 10 km²	242228.655879897	206883.387089997
new_18804	Soerbeek	L107_869	60952722	intersecting or downstream	> 10 km²	242325.110742578	206909.853998521
new_18805	Soerbeek	L107_869	19009682	intersecting or downstream	> 10 km²	242421.828100003	206935.359200001
new_18806	Soerbeek	L107_869	7213202	intersecting or downstream	> 10 km²	242502.560318713	206958.511224229
new_18807	Soerbeek	L107_869	12456082	intersecting or downstream	> 10 km²	242583.497327843	206980.942739845
new_189727	Huybrechtsloop	G	28179758	intersecting or downstream	NA	187405.9925	232199.116999999
new_189728	Gelsloopke	L217_5251	1309998	intersecting or downstream	< 10 km²	187334.941112623	232270.581753948
new_189729	Gelsloopke	L217_5251	48495918	intersecting or downstream	< 10 km²	187227.091029067	232229.517589878
new_189932	NA	G	22046358	intersecting or downstream	NA	159041.8081	203839.103
new_190364	Bosbeek	L217_4733	38056406	intersecting or downstream	< 10 km²	180883.779200003	217696.294599999
new_19044	Bosbeek	VL05_135	35994706	intersecting or downstream	> 10 km²	250051.359817913	199645.025030757
new_19045	Bosbeek	VL05_135	27737170	intersecting or downstream	> 10 km²	250129.117234082	199703.373705984
new_190676	Ruitersveldenloop2	G	32052638	outside	NA	185414.880199999	234082.183600001
new_190680	Merkske	L217_5251	62772638	outside	< 10 km²	185043.670526189	233983.928167352
new_190681	Merkske	L217_5251	3003806	outside	< 10 km²	184950.353453222	233958.50042667
new_190682	Merkske	L217_5251	3003806	outside	< 10 km²	184857.031133324	233933.25337189
new_190683	Merkske	L217_5251	25449886	outside	< 10 km²	184765.107254006	233904.881836868
new_190729	NA	G	44678702	outside	NA	201978.871600002	221113.209800001
new_190756	Loeijens Neetje	L217_4653	17159918	outside	< 10 km²	203272.851016207	221950.245036056
new_190757	Loeijens Neetje	L217_4653	38131438	outside	< 10 km²	203173.289363952	221934.290179512
new_190782	Loeijens Neetje	L217_4653	16660206	outside	< 10 km²	204353.603580719	221697.23457581
new_190783	Loeijens Neetje	L217_4653	43980526	outside	< 10 km²	204293.099374517	221759.607902971
new_190784	Loeijens Neetje	L217_4653	31397614	outside	< 10 km²	204192.420398951	221759.303311991
new_190785	Loeijens Neetje	L217_4653	55514862	outside	< 10 km²	204091.745342573	221758.502380785
new_190786	Loeijens Neetje	L217_4653	32970478	outside	< 10 km²	203991.05575375	221758.2764435
new_190787	Loeijens Neetje	L217_4653	38213358	outside	< 10 km²	203890.365220805	221757.578258985
new_191290	Looyloop	L217_4712	14952494	outside	< 10 km²	187363.815399997	223322.3334
new_191291	Looyloop	L217_4712	57092142	outside	< 10 km²	187436.066548017	223288.307733924
new_19226	Ziepbeek	L107_883	57023474	intersecting or downstream	> 10 km²	239857.387671716	180885.3625732
new_192793	Klein Neetje	L217_4653	11284014	outside	< 10 km²	200807.478500001	219236.112599999
new_19325	Bollisenbeek	L107_854	30435538	intersecting or downstream	> 10 km²	221621.873199999	201289.458900001
new_19326	Bollisenbeek	L107_854	2123986	intersecting or downstream	> 10 km²	221617.58744153	201378.438555151
new_19327	Bollisenbeek	L107_854	45344978	intersecting or downstream	> 10 km²	221598.787600003	201048.3171
new_19328	Bollisenbeek	L107_854	21227730	intersecting or downstream	> 10 km²	221622.647299998	201164.993241264
new_19473	Bollisenbeek	L107_854	2566354	intersecting or downstream	> 10 km²	221778.857500189	201796.245660137
new_195778	Vleminckloop	L217_4651	49253494	intersecting or downstream	< 10 km²	206737.030000001	212453.041299999
new_196603	Hanskeselsloop	L217_4501	56256374	intersecting or downstream	< 10 km²	206565.614773308	204374.199373177
new_196630	Asbeek	L111_1065	57284470	intersecting or downstream	> 10 km²	207684.8006	204002.596500002
new_197728	Edegemse Beek	L217_1731	18086550	outside	< 10 km²	154759.071917687	203896.164954968
new_197729	Edegemse Beek	L217_1731	43252374	outside	< 10 km²	154664.300976248	203879.246684598
new_197862	Steenovenloop	G	17038638	intersecting or downstream	NA	187165.120800003	232300.483199999
new_197863	Gelsloopke	L217_5251	11533614	intersecting or downstream	< 10 km²	187057.232356558	232266.873958349
new_197943	NA	G	13211382	intersecting or downstream	NA	188583.825900003	208983.198600002
new_19797	Kleine Nete	VL11_127	50701270	intersecting or downstream	> 10 km²	180467.263594885	208547.839578624
new_19798	Kleine Nete	VL11_127	27632598	intersecting or downstream	> 10 km²	180397.349090424	208474.729463578
new_19799	Kleine Nete	VL11_127	49652694	intersecting or downstream	> 10 km²	180301.329148283	208440.813267544
new_19800	Kleine Nete	VL11_127	65184726	intersecting or downstream	> 10 km²	180200.189981532	208438.63088159
new_19803	Kleine Nete	VL11_127	66352086	intersecting or downstream	> 10 km²	179954.30990769	208307.975711523
new_198658	NA	G	20443382	outside	NA	196154.2839	211088.150699999
new_199859	NA	G	2614318	intersecting or downstream	NA	186553.189598259	219937.291796296
new_200839	Maasbeek	L217_4611	43755702	outside	< 10 km²	204171.364555946	198396.784195994
new_20138	Maas	VL11_203	13249010	intersecting or downstream	> 10 km²	245792.507771399	180676.482835661
new_20139	Maas	VL11_203	51096050	intersecting or downstream	> 10 km²	245847.229185975	180760.332689319
new_20140	Maas	VL11_203	37464562	intersecting or downstream	> 10 km²	245904.039738323	180842.799620147
new_20141	Maas	VL11_203	66824690	intersecting or downstream	> 10 km²	245970.87021551	180917.272451798
new_20142	Maas	VL11_203	12823026	intersecting or downstream	> 10 km²	246038.659249506	180990.980527394
new_20143	Maas	VL11_203	8628722	intersecting or downstream	> 10 km²	246107.271100499	181063.922698538
new_20144	Maas	VL11_203	40086002	intersecting or downstream	> 10 km²	246178.507331806	181134.300750895
new_20145	Maas	VL11_203	52668914	intersecting or downstream	> 10 km²	246245.152618532	181209.041296921
new_20146	Maas	VL11_203	8055282	intersecting or downstream	> 10 km²	246315.414238253	181280.392821188
new_20147	Maas	VL11_203	5958130	intersecting or downstream	> 10 km²	246378.726912856	181357.965506756
