"";"polygon_id";"point_code_vervang";"grts_ranking";"rank_rel_polygon";"rank_rel_buffer";"x_coord";"y_coord"
"39";"013649_v2020";"128657_1";45479568;50;23;36381,591973471;183022,113583292
"40";"013649_v2020";"128657_1";50460304;54;24;36413,591973471;182990,113583292
"41";"013649_v2020";"128657_1";51508880;57;25;36445,591973471;182862,113583292
"42";"013649_v2020";"128657_1";54654608;59;26;36381,591973471;182894,113583292
"43";"013649_v2020";"128657_1";55445136;61;27;36349,591973471;183022,113583292
"44";"013649_v2020";"128657_1";58848912;64;28;36477,591973471;182926,113583292
"45";"013649_v2020";"128657_1";62256784;66;29;36413,591973471;183054,113583292
"46";"013649_v2020";"128657_1";63043216;68;30;36445,591973471;182990,113583292
"47";"013649_v2020";"919185_1";5113489;4;1;36317,591973471;183022,113583292
"48";"013649_v2020";"919185_1";7730833;6;2;36381,591973471;183086,113583292
"49";"013649_v2020";"919185_1";11925137;11;3;36381,591973471;183054,113583292
"50";"013649_v2020";"919185_1";16905872;15;4;36381,591973471;182990,113583292
"51";"013649_v2020";"919185_1";17172112;17;5;36317,591973471;182990,113583292
"52";"013649_v2020";"919185_1";17696400;19;6;36349,591973471;183086,113583292
"53";"013649_v2020";"919185_1";21890704;24;7;36317,591973471;183054,113583292
"54";"013649_v2020";"919185_1";22410896;27;8;36381,591973471;183150,113583292
"55";"013649_v2020";"919185_1";24508048;28;9;36413,591973471;183086,113583292
"56";"013649_v2020";"919185_1";28702352;31;10;36413,591973471;183022,113583292
"57";"013649_v2020";"919185_1";33949328;36;11;36349,591973471;182990,113583292
"58";"013649_v2020";"919185_1";34473616;38;12;36349,591973471;183118,113583292
"59";"013649_v2020";"919185_1";38667920;44;13;36349,591973471;183054,113583292
"60";"013649_v2020";"919185_1";42862224;48;14;36285,591973471;183054,113583292
"61";"013649_v2020";"919185_1";45479568;50;15;36381,591973471;183022,113583292
"62";"013649_v2020";"919185_1";46007952;52;16;36349,591973471;183150,113583292
"63";"013649_v2020";"919185_1";47056528;53;17;36285,591973471;183118,113583292
"64";"013649_v2020";"919185_1";50460304;54;18;36413,591973471;182990,113583292
"65";"013649_v2020";"919185_1";51250832;56;19;36317,591973471;183118,113583292
"66";"013649_v2020";"919185_1";55445136;61;20;36349,591973471;183022,113583292
"67";"013649_v2020";"919185_1";58062480;63;21;36381,591973471;183118,113583292
"68";"013649_v2020";"919185_1";62256784;66;22;36413,591973471;183054,113583292
"69";"013649_v2020";"919185_1";63833744;69;23;36285,591973471;183086,113583292
"70";"103080_v2014";"1285121_1";23763968;1;1;56605,591973471;211950,113583292
"71";"103080_v2014";"1285121_1";45587456;2;2;56573,591973471;211918,113583292
"72";"103080_v2014";"1285121_1";57318400;3;3;56637,591973471;211950,113583292
"73";"104655_v2014";"92126_1";436190;1;1;154141,591973471;226094,113583292
"74";"104655_v2014";"92126_1";2533342;2;2;154173,591973471;226158,113583292
"75";"104655_v2014";"92126_1";4286430;3;3;154045,591973471;226222,113583292
"76";"104655_v2014";"92126_1";12675038;4;4;154109,591973471;226222,113583292
"77";"104655_v2014";"92126_1";13723614;5;5;154109,591973471;226126,113583292
"78";"104655_v2014";"92126_1";16869342;6;6;154077,591973471;226158,113583292
"79";"104655_v2014";"92126_1";17213406;7;7;154141,591973471;226126,113583292
"80";"104655_v2014";"92126_1";19310558;8;8;154141,591973471;226158,113583292
"81";"104655_v2014";"92126_1";22112222;9;9;154045,591973471;226094,113583292
"82";"104655_v2014";"92126_1";23504862;10;10;154141,591973471;226222,113583292
"83";"104655_v2014";"92126_1";29452254;11;11;154077,591973471;226222,113583292
"84";"104655_v2014";"92126_1";30500830;12;12;154077,591973471;226126,113583292
"85";"104655_v2014";"92126_1";33646560;13;13;154077,591973471;226190,113583292
"86";"104655_v2014";"92126_1";33990624;14;14;154173,591973471;226126,113583292
"87";"104655_v2014";"92126_1";36087776;15;15;154173,591973471;226190,113583292
"88";"104655_v2014";"92126_1";38889440;16;16;154045,591973471;226126,113583292
"89";"104655_v2014";"92126_1";44476384;17;17;154205,591973471;226158,113583292
"90";"104655_v2014";"92126_1";46573536;18;18;154205,591973471;226126,113583292
"91";"104655_v2014";"92126_1";50423776;19;19;154109,591973471;226158,113583292
"92";"104655_v2014";"92126_1";52864992;20;20;154141,591973471;226190,113583292
"93";"104655_v2014";"92126_1";57059296;21;21;154173,591973471;226222,113583292
"94";"104655_v2014";"92126_1";58812384;22;22;154045,591973471;226190,113583292
"95";"104655_v2014";"92126_1";61253600;23;23;154205,591973471;226190,113583292
"96";"104655_v2014";"92126_1";64055264;24;24;154109,591973471;226094,113583292
"97";"105978_v2014";"1426969_1";7718425;1;1;94621,591973471;169358,113583292
"98";"105978_v2014";"1426969_1";14009881;2;2;94557,591973471;169358,113583292
"99";"105978_v2014";"1426969_1";21349912;3;3;94621,591973471;169294,113583292
"100";"105978_v2014";"1426969_1";22398488;4;4;94525,591973471;169422,113583292
"101";"105978_v2014";"1426969_1";24495640;5;5;94653,591973471;169326,113583292
"102";"105978_v2014";"1426969_1";30787096;6;6;94589,591973471;169358,113583292
"103";"105978_v2014";"1426969_1";34981400;7;7;94557,591973471;169422,113583292
"104";"105978_v2014";"1426969_1";38127128;8;8;94653,591973471;169294,113583292
"105";"105978_v2014";"1426969_1";39175704;9;9;94525,591973471;169390,113583292
"106";"105978_v2014";"1426969_1";40918936;10;10;94525,591973471;169454,113583292
"107";"105978_v2014";"1426969_1";51758616;11;11;94589,591973471;169390,113583292
"108";"105978_v2014";"1426969_1";58050072;12;12;94621,591973471;169326,113583292
"109";"105978_v2014";"1426969_1";64341528;13;13;94589,591973471;169326,113583292
"110";"106342_v2014";"968217_1";5162521;1;1;94141,591973471;168782,113583292
"111";"106342_v2014";"968217_1";8701465;2;2;94237,591973471;168718,113583292
"112";"106342_v2014";"968217_1";9356825;3;3;94173,591973471;168782,113583292
"113";"106342_v2014";"968217_1";11060761;4;4;94301,591973471;168654,113583292
"114";"106342_v2014";"968217_1";15255065;5;5;94269,591973471;168654,113583292
"115";"106342_v2014";"968217_1";17745432;6;6;94173,591973471;168718,113583292
"116";"106342_v2014";"968217_1";19580440;7;7;94205,591973471;168654,113583292
"117";"106342_v2014";"968217_1";21284376;8;8;94301,591973471;168686,113583292
"118";"106342_v2014";"968217_1";21939736;9;9;94109,591973471;168750,113583292
"119";"106342_v2014";"968217_1";25478680;10;10;94269,591973471;168718,113583292
"120";"106342_v2014";"968217_1";26134040;11;11;94205,591973471;168750,113583292
"121";"106342_v2014";"968217_1";32032280;12;12;94269,591973471;168622,113583292
"122";"106342_v2014";"968217_1";34522648;13;13;94205,591973471;168718,113583292
"123";"106342_v2014";"968217_1";38716952;14;14;94141,591973471;168750,113583292
"124";"106342_v2014";"968217_1";42255896;15;15;94269,591973471;168686,113583292
"125";"106342_v2014";"968217_1";42911256;16;16;94205,591973471;168782,113583292
"126";"106342_v2014";"968217_1";44615192;17;17;94301,591973471;168622,113583292
"127";"106342_v2014";"968217_1";47105560;18;18;94141,591973471;168718,113583292
"128";"106342_v2014";"968217_1";48809496;19;19;94237,591973471;168622,113583292
"129";"106342_v2014";"968217_1";51299864;20;20;94173,591973471;168686,113583292
"130";"106342_v2014";"968217_1";57198104;21;21;94269,591973471;168590,113583292
"131";"106342_v2014";"968217_1";59033112;22;22;94237,591973471;168686,113583292
"132";"106342_v2014";"968217_1";59688472;23;23;94173,591973471;168750,113583292
"133";"106342_v2014";"968217_1";63227416;24;24;94237,591973471;168750,113583292
"134";"106342_v2014";"968217_1";65586712;25;25;94237,591973471;168654,113583292
"135";"107593_v2014";"2867990_1";19645206;1;1;155037,591973471;186446,113583292
"136";"107593_v2014";"2867990_1";28033814;3;2;155069,591973471;186350,113583292
"137";"107593_v2014";"2867990_1";36422424;5;3;155069,591973471;186446,113583292
"138";"107593_v2014";"2867990_1";40616728;7;4;155101,591973471;186350,113583292
"139";"107593_v2014";"2867990_1";49136408;9;5;155101,591973471;186318,113583292
"140";"107593_v2014";"2867990_1";53199640;11;6;155069,591973471;186414,113583292
"141";"107593_v2014";"2867990_1";57393944;13;7;155133,591973471;186382,113583292
"142";"107593_v2014";"2867990_1";61588248;15;8;155069,591973471;186382,113583292
"143";"107593_v2014";"2867990_1";65782552;17;9;155101,591973471;186414,113583292
"144";"107593_v2014";"7062294_1";19645206;1;1;155037,591973471;186446,113583292
"145";"107593_v2014";"7062294_1";28033814;3;2;155069,591973471;186350,113583292
"146";"107593_v2014";"7062294_1";36422424;5;3;155069,591973471;186446,113583292
"147";"107593_v2014";"7062294_1";40616728;7;4;155101,591973471;186350,113583292
"148";"107593_v2014";"7062294_1";49136408;9;5;155101,591973471;186318,113583292
"149";"107593_v2014";"7062294_1";53199640;11;6;155069,591973471;186414,113583292
"150";"107593_v2014";"7062294_1";57393944;13;7;155133,591973471;186382,113583292
"151";"107593_v2014";"7062294_1";61588248;15;8;155069,591973471;186382,113583292
"152";"107593_v2014";"7062294_1";65782552;17;9;155101,591973471;186414,113583292
"153";"108731_v2020";"506841_1";4701145;1;1;108541,591973471;167342,113583292
"154";"108731_v2020";"506841_1";5721049;2;2;108573,591973471;167406,113583292
"155";"108731_v2020";"506841_1";6638553;3;NA;108541,591973471;167438,113583292
"156";"108731_v2020";"506841_1";22498264;4;NA;108573,591973471;167438,113583292
"157";"108731_v2020";"506841_1";23415768;5;3;108509,591973471;167406,113583292
"158";"108731_v2020";"506841_1";26655704;6;4;108573,591973471;167278,113583292
"159";"108731_v2020";"506841_1";38255576;7;5;108541,591973471;167374,113583292
"160";"108731_v2020";"506841_1";40192984;8;6;108541,591973471;167406,113583292
"161";"108731_v2020";"506841_1";51821528;9;7;108573,591973471;167374,113583292
"162";"108731_v2020";"506841_1";55032792;10;8;108509,591973471;167374,113583292
"163";"113526_v2014";"9537222_1";42043080;1;1;157277,591973471;183758,113583292
"164";"113526_v2014";"9537222_1";52528840;2;2;157405,591973471;183566,113583292
"165";"113526_v2014";"9537222_1";56387272;3;NA;157213,591973471;183854,113583292
"166";"117719_v2014";"116518_1";2750246;1;1;208381,591973471;164782,113583292
"167";"117719_v2014";"116518_1";3065638;2;2;208413,591973471;164750,113583292
"168";"117719_v2014";"116518_1";4310822;3;3;208413,591973471;164942,113583292
"169";"117719_v2014";"116518_1";5044006;4;4;208349,591973471;164942,113583292
"170";"117719_v2014";"116518_1";7259942;5;5;208477,591973471;164814,113583292
"171";"117719_v2014";"116518_1";8505126;6;6;208509,591973471;164942,113583292
"172";"117719_v2014";"116518_1";11454246;7;7;208445,591973471;164782,113583292
"173";"117719_v2014";"116518_1";12699430;8;8;208509,591973471;164846,113583292
"174";"117719_v2014";"116518_1";13432614;9;9;208349,591973471;164846,113583292
"175";"117719_v2014";"116518_1";16893734;10;10;208413,591973471;164846,113583292
"176";"117719_v2014";"116518_1";19527462;11;11;208381,591973471;164814,113583292
"177";"117719_v2014";"116518_1";21088038;12;12;208445,591973471;164910,113583292
"178";"117719_v2014";"116518_1";21821222;13;13;208349,591973471;164910,113583292
"179";"117719_v2014";"116518_1";23721766;14;14;208381,591973471;164750,113583292
"180";"117719_v2014";"116518_1";24037158;15;15;208477,591973471;164782,113583292
"181";"117719_v2014";"116518_1";25282342;16;16;208477,591973471;164910,113583292
"182";"117719_v2014";"116518_1";26330918;17;17;208541,591973471;164942,113583292
"183";"117719_v2014";"116518_1";28231462;18;18;208445,591973471;164814,113583292
"184";"117719_v2014";"116518_1";29476646;19;19;208477,591973471;164846,113583292
"185";"117719_v2014";"116518_1";30209830;20;20;208381,591973471;164878,113583292
"186";"117719_v2014";"116518_1";30525222;21;21;208541,591973471;164846,113583292
"187";"117719_v2014";"116518_1";33670952;22;22;208445,591973471;164878,113583292
"188";"117719_v2014";"116518_1";36304680;23;23;208349,591973471;164814,113583292
"189";"117719_v2014";"116518_1";37865256;24;24;208445,591973471;164942,113583292
"190";"117719_v2014";"116518_1";38598440;25;25;208381,591973471;164942,113583292
"191";"117719_v2014";"116518_1";40814376;26;26;208509,591973471;164814,113583292
"192";"117719_v2014";"116518_1";42059560;27;27;208509,591973471;164910,113583292
"193";"117719_v2014";"116518_1";45008680;28;28;208413,591973471;164814,113583292
"194";"117719_v2014";"116518_1";46253864;29;29;208477,591973471;164878,113583292
"195";"117719_v2014";"116518_1";46987048;30;30;208381,591973471;164846,113583292
"196";"117719_v2014";"116518_1";47302440;31;31;208541,591973471;164878,113583292
"197";"117719_v2014";"116518_1";50448168;32;32;208413,591973471;164878,113583292
"198";"117719_v2014";"116518_1";53081896;33;33;208349,591973471;164782,113583292
"199";"117719_v2014";"116518_1";54642472;34;34;208413,591973471;164910,113583292
"200";"117719_v2014";"116518_1";55375656;35;35;208381,591973471;164910,113583292
"201";"117719_v2014";"116518_1";58836776;36;36;208477,591973471;164942,113583292
"202";"117719_v2014";"116518_1";59885352;37;37;208541,591973471;164910,113583292
"203";"117719_v2014";"116518_1";61785896;38;38;208413,591973471;164782,113583292
"204";"117719_v2014";"116518_1";63031080;39;39;208509,591973471;164878,113583292
"205";"117719_v2014";"116518_1";63764264;40;40;208349,591973471;164878,113583292
"206";"118524_v2014";"227110_1";1275686;1;1;207741,591973471;163822,113583292
"207";"118524_v2014";"227110_1";4421414;2;2;207837,591973471;163886,113583292
"208";"118524_v2014";"227110_1";8615718;3;3;207805,591973471;163886,113583292
"209";"118524_v2014";"227110_1";12810022;4;4;207869,591973471;163822,113583292
"210";"118524_v2014";"227110_1";17004326;5;5;207805,591973471;163854,113583292
"211";"118524_v2014";"227110_1";25392934;6;6;207773,591973471;163918,113583292
"212";"118524_v2014";"227110_1";29587238;7;7;207837,591973471;163854,113583292
"213";"118524_v2014";"227110_1";30832422;8;8;207741,591973471;163790,113583292
"214";"118524_v2014";"227110_1";32929574;9;9;207805,591973471;163790,113583292
"215";"118524_v2014";"227110_1";33781544;10;10;207773,591973471;163822,113583292
"216";"118524_v2014";"227110_1";37975848;11;11;207837,591973471;163918,113583292
"217";"118524_v2014";"227110_1";46364456;12;12;207837,591973471;163822,113583292
"218";"118524_v2014";"227110_1";47609640;13;13;207709,591973471;163790,113583292
"219";"118524_v2014";"227110_1";49706792;14;14;207773,591973471;163790,113583292
"220";"118524_v2014";"227110_1";50558760;15;15;207805,591973471;163822,113583292
"221";"118524_v2014";"227110_1";51607336;16;16;207709,591973471;163822,113583292
"222";"118524_v2014";"227110_1";54753064;17;17;207869,591973471;163918,113583292
"223";"118524_v2014";"227110_1";57898792;18;18;207709,591973471;163950,113583292
"224";"118524_v2014";"227110_1";58947368;19;19;207773,591973471;163886,113583292
"225";"118524_v2014";"227110_1";61044520;20;20;207773,591973471;163950,113583292
"226";"118524_v2014";"227110_1";62093096;21;21;207677,591973471;163950,113583292
"227";"118524_v2014";"227110_1";63141672;22;22;207869,591973471;163854,113583292
"228";"121306_v2014";"2034782_1";7801950;1;1;179005,591973471;242926,113583292
"229";"121306_v2014";"2034782_1";16190558;2;2;179069,591973471;242926,113583292
"230";"121306_v2014";"2034782_1";32967774;3;3;179037,591973471;242958,113583292
"231";"121306_v2014";"2034782_1";35589216;4;4;179037,591973471;242862,113583292
"232";"121306_v2014";"2034782_1";45550688;5;5;179069,591973471;242990,113583292
"233";"121306_v2014";"2034782_1";49744992;6;6;179069,591973471;242958,113583292
"234";"121306_v2014";"2034782_1";60755040;7;7;179037,591973471;242830,113583292
"235";"121306_v2014";"2034782_1";66522208;8;8;179037,591973471;242926,113583292
"236";"139759_v2020";"1962161_1";5107889;1;1;23933,591973471;196046,113583292
"237";"139759_v2020";"1962161_1";6156465;2;2;24061,591973471;195982,113583292
"238";"139759_v2020";"1962161_1";7327921;3;3;24029,591973471;196078,113583292
"239";"139759_v2020";"1962161_1";10350769;4;4;24029,591973471;196014,113583292
"240";"139759_v2020";"1962161_1";14545073;5;5;23965,591973471;195950,113583292
"241";"139759_v2020";"1962161_1";15716529;6;6;23997,591973471;196078,113583292
"242";"139759_v2020";"1962161_1";18739376;7;7;23997,591973471;196014,113583292
"243";"139759_v2020";"1962161_1";21885104;8;8;23901,591973471;196046,113583292
"244";"139759_v2020";"1962161_1";22933680;9;9;24029,591973471;195982,113583292
"245";"139759_v2020";"1962161_1";26079408;10;10;23901,591973471;195950,113583292
"246";"139759_v2020";"1962161_1";27127984;11;11;24029,591973471;196046,113583292
"247";"139759_v2020";"1962161_1";31322288;12;12;23965,591973471;195982,113583292
"248";"139759_v2020";"1962161_1";35516592;13;13;23997,591973471;196046,113583292
"249";"139759_v2020";"1962161_1";40882352;14;14;24061,591973471;196078,113583292
"250";"139759_v2020";"1962161_1";42856624;15;15;23933,591973471;195982,113583292
"251";"139759_v2020";"1962161_1";43905200;16;16;24061,591973471;196046,113583292
"252";"139759_v2020";"1962161_1";48099504;17;17;23997,591973471;195982,113583292
"253";"139759_v2020";"1962161_1";52293808;18;18;23965,591973471;196014,113583292
"254";"139759_v2020";"1962161_1";55439536;19;19;23933,591973471;196014,113583292
"255";"139759_v2020";"1962161_1";59633840;20;20;23933,591973471;195950,113583292
"256";"139759_v2020";"1962161_1";60682416;21;21;24061,591973471;196014,113583292
"257";"139759_v2020";"1962161_1";64876720;22;22;23997,591973471;195950,113583292
"258";"140949_v2020";"1018841_1";17796056;1;1;109341,591973471;167982,113583292
"259";"140949_v2020";"1018841_1";30378968;3;2;109405,591973471;168014,113583292
"260";"140949_v2020";"1018841_1";34573272;5;3;109373,591973471;168014,113583292
"261";"140949_v2020";"1018841_1";46107608;7;4;109341,591973471;168046,113583292
"262";"140949_v2020";"1018841_1";47156184;9;5;109437,591973471;167982,113583292
"263";"140949_v2020";"1018841_1";51350488;11;6;109341,591973471;168014,113583292
"264";"140949_v2020";"1018841_1";55544792;13;7;109373,591973471;167950,113583292
"265";"140949_v2020";"1018841_1";63933400;15;8;109405,591973471;167982,113583292
"266";"140949_v2020";"1018841_2";17796056;1;1;109341,591973471;167982,113583292
"267";"140949_v2020";"1018841_2";30378968;3;2;109405,591973471;168014,113583292
"268";"140949_v2020";"1018841_2";34573272;5;3;109373,591973471;168014,113583292
"269";"140949_v2020";"1018841_2";46107608;7;4;109341,591973471;168046,113583292
"270";"140949_v2020";"1018841_2";47156184;9;5;109437,591973471;167982,113583292
"271";"140949_v2020";"1018841_2";51350488;11;6;109341,591973471;168014,113583292
"272";"140949_v2020";"1018841_2";55544792;13;7;109373,591973471;167950,113583292
"273";"140949_v2020";"1018841_2";63933400;15;8;109405,591973471;167982,113583292
"274";"145546_v2020";"1685137_1";4126353;1;NA;37309,591973471;183598,113583292
"275";"145546_v2020";"1685137_1";5879441;2;1;37437,591973471;183534,113583292
"276";"145546_v2020";"1685137_1";6403729;3;2;37437,591973471;183502,113583292
"277";"145546_v2020";"1685137_1";7534225;4;3;37373,591973471;183502,113583292
"278";"145546_v2020";"1685137_1";8320657;5;NA;37341,591973471;183630,113583292
"279";"145546_v2020";"1685137_1";12514961;6;4;37373,591973471;183534,113583292
"280";"145546_v2020";"1685137_1";14612113;7;NA;37245,591973471;183566,113583292
"281";"145546_v2020";"1685137_1";16709265;8;NA;37309,591973471;183566,113583292
"282";"145546_v2020";"1685137_1";20903568;9;NA;37277,591973471;183598,113583292
"283";"145546_v2020";"1685137_1";22656656;10;5;37437,591973471;183566,113583292
"284";"145546_v2020";"1685137_1";23180944;11;6;37405,591973471;183502,113583292
"285";"145546_v2020";"1685137_1";24311440;12;NA;37341,591973471;183502,113583292
"286";"145546_v2020";"1685137_1";25097872;13;7;37373,591973471;183598,113583292
"287";"145546_v2020";"1685137_1";29292176;14;NA;37341,591973471;183566,113583292
"288";"145546_v2020";"1685137_1";32700048;15;NA;37309,591973471;183502,113583292
"289";"145546_v2020";"1685137_1";33486480;16;NA;37309,591973471;183534,113583292
"290";"145546_v2020";"1685137_1";34535056;17;NA;37309,591973471;183662,113583292
"291";"145546_v2020";"1685137_1";39433872;18;8;37405,591973471;183534,113583292
"292";"145546_v2020";"1685137_1";46069392;19;NA;37341,591973471;183534,113583292
"293";"145546_v2020";"1685137_1";48166544;20;NA;37245,591973471;183534,113583292
"294";"145546_v2020";"1685137_1";50263696;21;NA;37277,591973471;183534,113583292
"295";"145546_v2020";"1685137_1";51312272;22;NA;37277,591973471;183662,113583292
"296";"145546_v2020";"1685137_1";54458000;23;NA;37309,591973471;183630,113583292
"297";"145546_v2020";"1685137_1";56211088;24;9;37405,591973471;183566,113583292
"298";"145546_v2020";"1685137_1";58652304;25;NA;37341,591973471;183598,113583292
"299";"145546_v2020";"1685137_1";62846608;26;10;37373,591973471;183566,113583292
"300";"145546_v2020";"1685137_1";65205904;27;NA;37245,591973471;183502,113583292
"301";"145546_v2020";"1685137_1";66254480;28;NA;37277,591973471;183502,113583292
"302";"145546_v2020";"1685137_1";67040912;29;NA;37277,591973471;183566,113583292
"303";"145550_v2020";"366225_1";4560529;1;1;37597,591973471;183854,113583292
"304";"145550_v2020";"366225_1";11908753;2;2;37661,591973471;183758,113583292
"305";"145550_v2020";"366225_1";17143440;4;3;37597,591973471;183790,113583292
"306";"145550_v2020";"366225_1";17413776;6;4;37629,591973471;183758,113583292
"307";"145550_v2020";"366225_1";25532048;8;5;37565,591973471;183854,113583292
"308";"145550_v2020";"366225_1";31823504;9;6;37565,591973471;183918,113583292
"309";"145550_v2020";"366225_1";33920656;10;7;37597,591973471;183822,113583292
"310";"145550_v2020";"366225_1";38114960;12;8;37597,591973471;183886,113583292
"311";"145550_v2020";"366225_1";42309264;13;9;37565,591973471;183886,113583292
"312";"145550_v2020";"366225_1";44406416;14;10;37597,591973471;183918,113583292
"313";"145550_v2020";"366225_1";45463184;15;11;37661,591973471;183726,113583292
"314";"145550_v2020";"366225_1";50697872;17;12;37629,591973471;183790,113583292
"315";"145550_v2020";"366225_1";50968208;19;13;37629,591973471;183726,113583292
"316";"145550_v2020";"366225_1";54892176;21;14;37629,591973471;183854,113583292
"317";"145550_v2020";"366225_2";11908753;2;1;37661,591973471;183758,113583292
"318";"145550_v2020";"366225_2";17143440;4;2;37597,591973471;183790,113583292
"319";"145550_v2020";"366225_2";17413776;6;3;37629,591973471;183758,113583292
"320";"145550_v2020";"366225_2";33920656;10;4;37597,591973471;183822,113583292
"321";"145550_v2020";"366225_2";45463184;15;5;37661,591973471;183726,113583292
"322";"145550_v2020";"366225_2";50697872;17;6;37629,591973471;183790,113583292
"323";"145550_v2020";"366225_2";50968208;19;7;37629,591973471;183726,113583292
"324";"145671_v2020";"576033_1";3721761;1;1;79869,591973471;164686,113583292
"325";"145671_v2020";"576033_1";13158945;3;2;79805,591973471;164814,113583292
"326";"145671_v2020";"576033_1";16632353;5;3;79901,591973471;164622,113583292
"327";"145671_v2020";"576033_1";37603872;7;4;79901,591973471;164654,113583292
"328";"145671_v2020";"576033_1";50907680;9;5;79837,591973471;164750,113583292
"329";"145671_v2020";"576033_1";54053408;11;6;79869,591973471;164654,113583292
"330";"145671_v2020";"576033_1";59296288;13;7;79837,591973471;164782,113583292
"331";"145671_v2020";"576033_2";3721761;1;1;79869,591973471;164686,113583292
"332";"145671_v2020";"576033_2";13158945;3;2;79805,591973471;164814,113583292
"333";"145671_v2020";"576033_2";16632353;5;3;79901,591973471;164622,113583292
"334";"145671_v2020";"576033_2";37603872;7;4;79901,591973471;164654,113583292
"335";"145671_v2020";"576033_2";50907680;9;5;79837,591973471;164750,113583292
"336";"145671_v2020";"576033_2";54053408;11;6;79869,591973471;164654,113583292
"337";"145671_v2020";"576033_2";59296288;13;7;79837,591973471;164782,113583292
"338";"146066_v2020";"1069225_1";9457833;1;1;133341,591973471;193998,113583292
"339";"146066_v2020";"1069225_1";15749289;2;2;133309,591973471;193838,113583292
"340";"146066_v2020";"1069225_1";17846440;3;3;133341,591973471;193902,113583292
"341";"146066_v2020";"1069225_1";22040744;4;4;133309,591973471;193902,113583292
"342";"146066_v2020";"1069225_1";49550760;5;5;133373,591973471;194030,113583292
"343";"146066_v2020";"1069225_1";59789480;6;6;133341,591973471;193966,113583292
"344";"146066_v2020";"1069225_1";66080936;7;7;133309,591973471;193870,113583292
"345";"146066_v2020";"1069225_1";66327976;8;8;133341,591973471;194030,113583292
"346";"146069_v2020";"751337_1";3176169;1;1;137053,591973471;197582,113583292
"347";"146069_v2020";"751337_1";15759081;2;2;136989,591973471;197582,113583292
"348";"146069_v2020";"751337_1";22312680;3;3;136957,591973471;197582,113583292
"349";"146069_v2020";"751337_1";25196264;4;4;137117,591973471;197518,113583292
"350";"146069_v2020";"751337_1";36730600;5;5;137085,591973471;197582,113583292
"351";"146069_v2020";"751337_1";53507816;6;6;137085,591973471;197550,113583292
