"";"point_status";"legacy_site";"point_code";"main_type";"type";"phab";"polygon_id";"source_bwk";"sac";"grts_ranking";"grts_ranking_draw";"measured_cycle1";"measurement_date";"selected_main_type";"selected_subtype";"rank_rel_main_type";"rank_rel_subtype";"x_coord";"y_coord"
"15";"reserve_cycle2";FALSE;"1047090_1";"2330";"2330_bu";100;"249556_v2020";"198";1;1047090;1047090;FALSE;NA;FALSE;FALSE;95;112;227421,591973471;183790,113583292
"16";"reserve_cycle2";FALSE;"1048566_1";"2330";"2330";100;"515734_v2018";"1710";1;1048566;1048566;FALSE;NA;FALSE;FALSE;96;5;187485,591973471;216878,113583292
"17";"reserve_cycle2";FALSE;"10508981_1";"2190";"2190_overig";20;"452240_v2016";"058";1;10508981;10508981;FALSE;NA;FALSE;FALSE;78;44;66173,6;224558,1
"18";"reserve_cycle2";FALSE;"10517702_1";"7140";"7140_base";60;"361155_v2020";"194";1;10517702;10517702;FALSE;NA;FALSE;FALSE;290;2;162557,591973471;179726,113583292
"19";"reserve_cycle2";FALSE;"1053622_1";"2330";"2330_bu";70;"677440_v2014";"198";1;1053622;1053622;FALSE;NA;FALSE;FALSE;97;113;216285,6;200046,1
"20";"reserve_cycle2";FALSE;"1062162_1";"2330";"2330_bu";100;"549731_v2016";"1411";0;1062162;1062162;FALSE;NA;FALSE;FALSE;34;114;219869,591973471;215822,113583292
"21";"reserve_cycle2";FALSE;"10622226_1";"6510";"6510_hus";100;"632716_v2020";"185";1;10622226;10622226;FALSE;NA;FALSE;FALSE;244;33;219133,6;217454,1
"22";"reserve_cycle2";FALSE;"1065910_1";"2330";"2330_bu";40;"639365_v2020";"198";1;1065910;1065910;FALSE;NA;FALSE;FALSE;98;115;215965,6;200974,1
"23";"reserve_cycle2";FALSE;"10717462_1";"6510";"6510_hus";100;"275809_v2020";"195";1;10717462;10717462;FALSE;NA;FALSE;FALSE;246;34;164413,6;187182,1
"24";"reserve_cycle2";FALSE;"1072246_1";"2330";"2330_bu";70;"560901_v2016";"149";0;1072246;1072246;FALSE;NA;FALSE;FALSE;35;116;208125,591973471;210478,113583292
"25";"reserve_cycle2";FALSE;"10759477_1";"2180";"2180";100;"587725_v2018";"16l";0;10759477;10759477;FALSE;NA;FALSE;FALSE;18;235;77309,591973471;226894,113583292
"26";"not_selelected";FALSE;"10766985_2";"6410";"6410_mo";10;"571296_v2018";"178";1;26495625;10766985;TRUE;2016-06-09;FALSE;FALSE;108;134;112125,8;193388,3
"27";"reserve_cycle2";FALSE;"1076854_1";"2330";"2330_bu";100;"562899_v2016";"1510";1;1076854;1076854;FALSE;NA;FALSE;FALSE;99;117;211965,6;208174,1
"28";"reserve_cycle2";FALSE;"1080629_1";"2160";"2160";100;"642835_v2014";"025";1;1080629;1080629;FALSE;NA;FALSE;FALSE;80;83;78365,6;228622,1
"29";"reserve_cycle2";FALSE;"1081137_1";"2160";"2160";70;"559562_v2018";"049";1;1081137;1081137;FALSE;NA;FALSE;FALSE;81;84;30845,6;203470,1
"30";"reserve_cycle2";FALSE;"1081974_1";"2330";"2330_bu";20;"631237_v2020";"186";1;1081974;1081974;FALSE;NA;FALSE;FALSE;100;118;216701,591973471;205358,113583292
"31";"reserve_cycle2";FALSE;"10840262_1";"6410";"6410_mo";30;"450341_v2018";"154";0;10840262;10840262;TRUE;2019-07-08;FALSE;FALSE;30;136;169053,7;177773,1
"32";"reserve_cycle2";FALSE;"10845493_1";"2190";"2190_mp";100;"515436_v2020";"198";1;10845493;10845493;FALSE;NA;FALSE;FALSE;79;36;78685,591973471;228174,113583292
"33";"reserve_cycle2";FALSE;"1084790_1";"2330";"2330_bu";60;"473150_v2018";"1412";0;1084790;1084790;FALSE;NA;FALSE;FALSE;36;119;215485,591973471;211822,113583292
"34";"reserve_cycle2";FALSE;"1085366_2";"6230";"6230_hn";NA;"414574_v2020";"1811";1;1085366;1085366;TRUE;2017-07-31;FALSE;FALSE;88;42;217214,9;197709,7
"35";"reserve_cycle2";FALSE;"10854337_1";"6410";"6410_mo";75;"508067_v2020";"167";0;10854337;10854337;FALSE;NA;FALSE;FALSE;31;138;76157,591973471;204014,113583292
"36";"reserve_cycle2";FALSE;"1086641_1";"2160";"2160";94;"645478_v2020";"10";1;1086641;1086641;FALSE;NA;FALSE;FALSE;82;85;24029,6;198350,1
"37";"reserve_cycle2";FALSE;"1094006_1";"2330";"2330_bu";100;"533349_v2020";"162";0;1094006;1094006;FALSE;NA;FALSE;FALSE;37;120;212093,591973471;213806,113583292
"38";"reserve_cycle2";FALSE;"1095890_2";"6230";"6230_hn";NA;"639013_v2020";"196";1;42711250;1095890;TRUE;2018-07-12;FALSE;FALSE;89;43;219509,7;198617,8
"39";"reserve_cycle2";FALSE;"1098102_1";"2330";"2330_bu";100;"533349_v2020";"162";0;1098102;1098102;FALSE;NA;FALSE;FALSE;38;121;212605,591973471;214350,113583292
"40";"reserve_cycle2";FALSE;"10982577_1";"2190";"2190_overig";68;"511694_v2020";"10";1;10982577;10982577;FALSE;NA;FALSE;FALSE;80;45;23357,6;198894,1
"41";"reserve_cycle2";FALSE;"1103634_1";"2330";"2330_bu";100;"533217_v2016";"149";0;1103634;1103634;FALSE;NA;FALSE;FALSE;39;122;219037,591973471;202894,113583292
"42";"reserve_cycle2";FALSE;"1104049_1";"2160";"2160";91;"511730_v2020";"09";1;1104049;1104049;FALSE;NA;FALSE;FALSE;83;86;26493,6;200878,1
"43";"reserve_cycle2";FALSE;"1107666_1";"6230";"6230_ha";10;"409732_v2018";"1410";1;1107666;1107666;TRUE;2018-06-19;FALSE;FALSE;90;41;224061,8;189806,1
"44";"reserve_cycle2";FALSE;"11080881_1";"2190";"2190_mp";NA;"509641_v2020";"10";1;11080881;11080881;TRUE;2021-07-22;FALSE;FALSE;81;37;23101,59;199278,11
"45";"reserve_cycle2";FALSE;"11098134_1";"6410";"6410_mo";100;"572187_v2014";"076";0;11098134;11098134;FALSE;NA;FALSE;FALSE;32;139;162109,591973471;195630,113583292
"46";"reserve_cycle2";FALSE;"1110453_1";"2120";"2120";80;"590591_v2014";"049";1;1110453;1110453;FALSE;NA;FALSE;FALSE;85;99;62077,6;223086,1
"47";"reserve_cycle2";FALSE;"1110750_1";"2330";"2330_bu";100;"561848_v2018";"147";1;1110750;1110750;FALSE;NA;FALSE;FALSE;101;123;153949,6;232078,1
"48";"reserve_cycle2";FALSE;"11142674_1";"6410";"6410_mo";30;"649530_v2014";"142";0;11142674;11142674;TRUE;2019-07-03;FALSE;FALSE;33;140;231773,6;212302,3
"49";"reserve_cycle2";FALSE;"1114582_1";"2330";"2330_bu";100;"520097_v2018";"1710";1;1114582;1114582;FALSE;NA;FALSE;FALSE;102;124;177853,6;217966,1
"50";"reserve_cycle2";FALSE;"1116273_1";"2160";"2160";80;"638498_v2014";"049";1;1116273;1116273;FALSE;NA;FALSE;FALSE;84;87;53373,6;217262,1
"51";"reserve_cycle2";FALSE;"1118134_1";"6230";"6230_hn";100;"414244_v2020";"1810";1;1118134;1118134;FALSE;NA;FALSE;FALSE;91;44;218333,591973471;197294,113583292
"52";"reserve_cycle2";FALSE;"11183814_1";"6510";"6510_hus";30;"111305_v2014";"118";0;11183814;11183814;FALSE;NA;FALSE;FALSE;409;35;158525,6;184334,1
"53";"reserve_cycle2";FALSE;"1119158_1";"2330";"2330_bu";100;"639528_v2020";"198";1;1119158;1119158;FALSE;NA;FALSE;FALSE;103;125;215965,6;200142,1
"54";"not_selelected";FALSE;"11228210_1";"6410";"6410_mo";30;"329220_v2016";"145";1;11228210;11228210;TRUE;2019-06-19;FALSE;FALSE;111;141;221533,5;175438,2
"55";"reserve_cycle2";FALSE;"1125937_1";"2120";"2120";75;"606676_v2018";"049";1;1125937;1125937;FALSE;NA;FALSE;FALSE;86;100;29341,6;202926,1
"56";"reserve_cycle2";FALSE;"1131446_1";"2330";"2330_bu";100;"639347_v2020";"198";1;1131446;1131446;FALSE;NA;FALSE;FALSE;104;126;216221,6;200590,1
"57";"reserve_cycle2";FALSE;"1132278_1";"2330";"2330";30;"590328_v2014";"988";0;1132278;1132278;FALSE;NA;FALSE;FALSE;40;6;186589,591973471;208686,113583292
"58";"reserve_cycle2";FALSE;"1135793_1";"2120";"2120";76;"645479_v2020";"10";1;1135793;1135793;FALSE;NA;FALSE;FALSE;87;101;22845,6;198638,1
"59";"reserve_cycle2";FALSE;"1135826_2";"6230";"6230_hn";20;"421354_v2020";"196";1;38884562;1135826;TRUE;2018-07-12;FALSE;FALSE;92;45;220022,4;196886,7
"60";"reserve_cycle2";FALSE;"11375793_2";"2190";"2190_overig";64;"562322_v2018";"10";1;15570097;11375793;TRUE;2021-08-31;FALSE;FALSE;82;46;23165,6;198222,1
"61";"reserve_cycle2";FALSE;"11380422_1";"6510";"6510_hus";100;"119063_v2014";"118";0;11380422;11380422;FALSE;NA;FALSE;FALSE;415;36;158365,6;184270,1
"62";"not_selelected";FALSE;"11394098_1";"6410";"6410_mo";20;"670047_v2014";"116";1;11394098;11394098;TRUE;2019-07-05;FALSE;FALSE;113;143;223069,6;175502,2
"63";"reserve_cycle2";FALSE;"1140081_1";"2120";"2120";70;"590156_v2014";"04l";1;1140081;1140081;FALSE;NA;FALSE;FALSE;88;102;42685,6;210638,1
"64";"reserve_cycle2";FALSE;"1140086_1";"2330";"2330_bu";100;"510043_v2018";"1610";1;1140086;1140086;FALSE;NA;FALSE;FALSE;105;127;214173,6;215470,1
"65";"reserve_cycle2";FALSE;"11413557_1";"2180";"2180";100;"619193_v2014";"018";0;11413557;11413557;FALSE;NA;FALSE;FALSE;19;236;73341,591973471;226606,113583292
"66";"reserve_cycle2";TRUE;"11413617_1";"2190";"2190_overig";NA;NA;NA;1;62580849;11413617;TRUE;2021-08-02;FALSE;FALSE;83;47;53685,4;216258,6
"67";"reserve_cycle2";FALSE;"1145009_1";"2120";"2120";60;"439140_v2016";"049";1;1145009;1145009;FALSE;NA;FALSE;FALSE;89;103;29341,591973471;201646,113583292
"68";"reserve_cycle2";FALSE;"11457713_1";"2190";"2190_mp";NA;"510139_v2020";"10";1;11457713;11457713;TRUE;2021-07-19;FALSE;FALSE;84;38;23005,59;199342,11
"69";"reserve_cycle2";FALSE;"1146673_1";"2160";"2160";80;"441120_v2016";"049";1;1146673;1146673;FALSE;NA;FALSE;FALSE;85;88;30397,6;203374,1
"70";"not_selelected";FALSE;"11466886_1";"6410";"6410_mo";80;"361010_v2020";"195";1;11466886;11466886;TRUE;2019-07-08;FALSE;FALSE;114;144;185021,4;180206,1
"71";"reserve_cycle2";FALSE;"1152177_1";"2120";"2120";76;"645479_v2020";"10";1;1152177;1152177;FALSE;NA;FALSE;FALSE;90;104;23261,591973471;198542,113583292
"72";"reserve_cycle2";FALSE;"1152185_1";"6230";"6230_hn";80;"357598_v2020";"186";1;1152185;1152185;FALSE;NA;FALSE;FALSE;94;46;144349,591973471;155822,113583292
"73";"reserve_cycle2";FALSE;"11649202_1";"6230";"6230_hnk";70;"680686_v2014";"11ex";1;11649202;11649202;FALSE;NA;FALSE;FALSE;483;7;241693,591973471;167150,113583292
"74";"reserve_cycle2";FALSE;"1167153_1";"2120";"2120";100;"444735_v2016";"05l";1;1167153;1167153;FALSE;NA;FALSE;FALSE;91;105;33341,6;204334,1
"75";"reserve_cycle2";FALSE;"11686065_1";"2190";"2190_overig";83;"169674_v2020";"10";1;11686065;11686065;TRUE;2021-08-27;FALSE;FALSE;85;48;23325,6;198094,1
"76";"reserve_cycle2";FALSE;"1170697_1";"6230";"6230_hn";100;"545202_v2018";"176";1;1170697;1170697;FALSE;NA;FALSE;FALSE;95;47;117981,591973471;207950,113583292
"77";"reserve_cycle2";FALSE;"11861301_1";"2190";"2190_overig";30;"633959_v2014";"059";1;11861301;11861301;FALSE;NA;FALSE;FALSE;86;49;77373,6;227854,1
"78";"reserve_cycle2";FALSE;"1191473_1";"2120";"2120";100;"589695_v2014";"05l";1;1191473;1191473;FALSE;NA;FALSE;FALSE;92;106;29725,6;202670,1
"79";"reserve_cycle2";FALSE;"1192373_1";"2120";"2120";100;"609725_v2018";"049";1;1192373;1192373;FALSE;NA;FALSE;FALSE;93;107;61917,6;222990,1
"80";"reserve_cycle2";FALSE;"1193137_1";"2160";"2160";91;"511730_v2020";"09";1;1193137;1193137;FALSE;NA;FALSE;FALSE;86;89;25949,6;200590,1
"81";"reserve_cycle2";FALSE;"1201329_1";"2160";"2160";82;"509646_v2020";"10";1;1201329;1201329;FALSE;NA;FALSE;FALSE;87;90;22813,6;198606,1
"82";"reserve_cycle2";FALSE;"12031153_1";"2190";"2190_overig";68;"511694_v2020";"10";1;12031153;12031153;FALSE;NA;FALSE;FALSE;87;50;23421,6;199022,1
"83";"reserve_cycle2";FALSE;"12042418_1";"6230";"6230_hnk";100;"674718_v2014";"11ex";1;12042418;12042418;FALSE;NA;FALSE;FALSE;484;8;241533,591973471;167342,113583292
"84";"reserve_cycle2";FALSE;"12073554_1";"6410";"6410_mo";90;"546085_v2018";"167";0;12073554;12073554;FALSE;NA;FALSE;FALSE;34;150;237053,591973471;193006,113583292
"85";"reserve_cycle2";FALSE;"1212382_2";"6230";"6230_hn";20;"437242_v2018";"147";1;1212382;1212382;TRUE;2018-06-27;FALSE;FALSE;96;48;159697,3;225447,3
"86";"reserve_cycle2";FALSE;"12129457_1";"2190";"2190_overig";75;"509600_v2020";"10";1;12129457;12129457;FALSE;NA;FALSE;FALSE;88;51;23261,6;199150,1
"87";"reserve_cycle2";FALSE;"1216305_1";"2120";"2120";100;"497221_v2020";"05l";1;1216305;1216305;FALSE;NA;FALSE;FALSE;94;108;32445,6;204526,1
"88";"reserve_cycle2";FALSE;"1217713_1";"2120";"2120";76;"645479_v2020";"10";1;1217713;1217713;FALSE;NA;FALSE;FALSE;95;109;23965,6;198830,1
"89";"reserve_cycle2";FALSE;"1217746_2";"6230";"6230_hn";10;"421332_v2020";"196";1;1217746;1217746;TRUE;2018-07-12;FALSE;FALSE;98;49;219393,7;196547,1
"90";"not_selelected";FALSE;"12229422_1";"6410";"6410_mo";NA;"447386_v2018";"166";1;12229422;12229422;TRUE;2019-08-01;FALSE;FALSE;120;151;195677,5;228014,1
"91";"reserve_cycle2";FALSE;"12293297_1";"2190";"2190_overig";75;"509541_v2020";"10";1;12293297;12293297;FALSE;NA;FALSE;FALSE;89;52;23229,591973471;199118,113583292
"92";"reserve_cycle2";FALSE;"1235121_1";"2160";"2160";91;"511730_v2020";"09";1;1235121;1235121;FALSE;NA;FALSE;FALSE;88;91;26877,6;200462,1
"93";"reserve_cycle2";FALSE;"12384433_1";"2190";"2190_mp";100;"441121_v2016";"145";1;12384433;12384433;FALSE;NA;FALSE;FALSE;90;39;28477,6;200174,1
"94";"reserve_cycle2";FALSE;"1239006_1";"4010";"4010";100;"646515_v2014";"129";0;1239006;1239006;FALSE;NA;FALSE;FALSE;11;202;153949,591973471;225454,113583292
"95";"reserve_cycle2";FALSE;"1239857_1";"2160";"2160";100;"562130_v2018";"16";1;1239857;1239857;FALSE;NA;FALSE;FALSE;89;92;37789,6;207278,1
"96";"reserve_cycle2";FALSE;"12413105_1";"2180";"2180";100;"638358_v2014";"043";0;12413105;12413105;FALSE;NA;FALSE;FALSE;20;237;26173,591973471;198862,113583292
"97";"reserve_cycle2";FALSE;"1242782_1";"6230";"6230_ha";70;"495326_v2018";"1611";1;1242782;1242782;FALSE;NA;FALSE;FALSE;99;44;180157,591973471;223054,113583292
"98";"reserve_cycle2";FALSE;"1243313_1";"2160";"2160";100;"460332_v2018";"05l";1;1243313;1243313;FALSE;NA;FALSE;FALSE;90;93;28189,6;200878,1
"99";"reserve_cycle2";FALSE;"1244469_1";"2160";"2160";100;"643003_v2014";"025";1;1244469;1244469;FALSE;NA;FALSE;FALSE;91;94;77885,6;228270,1
"100";"reserve_cycle2";FALSE;"12474421_1";"2180";"2180";100;"619623_v2014";"056";0;12474421;12474421;FALSE;NA;FALSE;FALSE;21;238;72317,591973471;226158,113583292
"101";"reserve_cycle2";FALSE;"1249582_1";"6230";"6230_ha";NA;"511134_v2018";"166";1;1249582;1249582;TRUE;2018-06-13;FALSE;FALSE;100;45;191101,7;230446,5
"102";"reserve_cycle2";FALSE;"1255122_1";"6230";"6230_ha";10;"409732_v2018";"1410";1;1255122;1255122;TRUE;2018-06-19;FALSE;FALSE;103;46;223229,5;189806,3
"103";"reserve_cycle2";FALSE;"12552466_1";"7140";"7140_mrd";60;"629780_v2020";"189";1;12552466;12552466;FALSE;NA;FALSE;FALSE;307;13;223261,591973471;217262,113583292
"104";"reserve_cycle2";FALSE;"1257009_1";"2160";"2160";85;"501922_v2020";"05l";1;1257009;1257009;FALSE;NA;FALSE;FALSE;92;95;29629,6;202638,1
"105";"reserve_cycle2";FALSE;"12573365_1";"2190";"2190_overig";20;"474718_v2014";"049";1;12573365;12573365;FALSE;NA;FALSE;FALSE;91;53;65757,6;224398,1
"106";"reserve_cycle2";FALSE;"1260481_1";"6510";"6510_hu";100;"493854_v2018";"166";1;1260481;1260481;FALSE;NA;FALSE;FALSE;82;236;73277,6;205582,1
"107";"reserve_cycle2";FALSE;"1266738_1";"6510";"6510_hu";40;"306745_v2016";"11";1;1266738;1266738;FALSE;NA;FALSE;FALSE;83,5;237,5;221277,6;175246,1
"108";"reserve_cycle2";FALSE;"1266738_2";"6510";"6510_hu";30;"305412_v2016";"1010";1;18043954;1266738;FALSE;NA;FALSE;FALSE;83,5;237,5;221317,61;175245,456
"109";"reserve_cycle2";FALSE;"1269458_1";"6230";"6230_ha";10;"409732_v2018";"1410";1;1269458;1269458;TRUE;2018-06-19;FALSE;FALSE;104;47;224125,4;189998,3
"110";"reserve_cycle2";FALSE;"1270646_1";"2330";"2330_bu";95;"561097_v2018";"147";0;1270646;1270646;FALSE;NA;FALSE;FALSE;42;137;209277,591973471;208430,113583292
"111";"reserve_cycle2";FALSE;"1271221_1";"2120";"2120";100;"515056_v2018";"049";0;1271221;1271221;FALSE;NA;FALSE;FALSE;15;110;55325,591973471;218766,113583292
"112";"reserve_cycle2";FALSE;"1276081_1";"2160";"2160";10;"596007_v2014";"05l";1;1276081;1276081;FALSE;NA;FALSE;FALSE;93;96;29853,6;201678,1
"113";"reserve_cycle2";FALSE;"1277553_1";"2120";"2120";10;"516868_v2020";"199";1;1277553;1277553;FALSE;NA;FALSE;FALSE;96;111;39997,6;208782,1
"114";"reserve_cycle2";FALSE;"1283249_1";"2120";"2120";76;"645479_v2020";"10";1;1283249;1283249;FALSE;NA;FALSE;FALSE;97;112;23229,6;198702,1
"115";"reserve_cycle2";FALSE;"12851253_1";"2180";"2180";100;"638175_v2014";"056";0;12851253;12851253;FALSE;NA;FALSE;FALSE;22;239;71997,591973471;226190,113583292
"116";"reserve_cycle2";FALSE;"12854694_1";"6410";"6410_mo";60;"343302_v2016";"144";0;12854694;12854694;FALSE;NA;FALSE;FALSE;35;155;190365,591973471;171438,113583292
"117";"reserve_cycle2";FALSE;"1286134_1";"6230";"6230_ha";80;"507182_v2018";"1710";0;1286134;1286134;FALSE;NA;FALSE;FALSE;24;48;187165,591973471;216462,113583292
"118";"reserve_cycle2";FALSE;"1286278_1";"6230";"6230";30;"420093_v2020";"195";1;1286278;1286278;FALSE;NA;FALSE;FALSE;105;2;180221,591973471;185038,113583292
"119";"reserve_cycle2";FALSE;"1289009_1";"2160";"2160";100;"513463_v2020";"1811";1;1289009;1289009;FALSE;NA;FALSE;FALSE;94;97;36893,6;206638,1
"120";"reserve_cycle2";FALSE;"1290614_1";"2330";"2330_bu";20;"600726_v2018";"1412";0;1290614;1290614;FALSE;NA;FALSE;FALSE;43;143;211741,591973471;213870,113583292
"121";"reserve_cycle2";FALSE;"12942645_1";"2190";"2190_overig";100;"515409_v2020";"198";1;12942645;12942645;FALSE;NA;FALSE;FALSE;92;54;78845,591973471;228142,113583292
"122";"reserve_cycle2";FALSE;"1294470_1";"6230";"6230_ha";40;"315231_v2016";"1310";1;1294470;1294470;FALSE;NA;FALSE;FALSE;106,5;49;179453,591973471;181902,113583292
"123";"reserve_cycle2";FALSE;"1294470_1";"6230";"6230_hn";25;"315231_v2016";"1310";1;1294470;1294470;FALSE;NA;FALSE;FALSE;106,5;50;179453,591973471;181902,113583292
"124";"reserve_cycle2";FALSE;"12948657_1";"2190";"2190_overig";83;"169674_v2020";"10";1;12948657;12948657;FALSE;NA;FALSE;FALSE;93;55;23357,6;198190,1
"125";"reserve_cycle2";FALSE;"12959622_1";"6410";"6410_mo";30;"611770_v2014";"04ex";0;12959622;12959622;FALSE;NA;FALSE;FALSE;36;156;177277,591973471;181326,113583292
"126";"reserve_cycle2";FALSE;"1296105_1";"6510";"6510_hu";100;"146068_v2020";"ex";1;1296105;1296105;FALSE;NA;FALSE;FALSE;87;239;137693,6;194574,1
"127";"reserve_cycle2";FALSE;"1298225_1";"2120";"2120";15;"545377_v2018";"048";1;1298225;1298225;FALSE;NA;FALSE;FALSE;98;113;33821,6;204654,1
"128";"reserve_cycle2";FALSE;"1298225_1";"2160";"2160";75;"545377_v2018";"048";1;1298225;1298225;FALSE;NA;FALSE;FALSE;95;98;33821,6;204654,1
"129";"reserve_cycle2";FALSE;"12982325_1";"2180";"2180";100;"638175_v2014";"056";0;12982325;12982325;FALSE;NA;FALSE;FALSE;23;240;71901,591973471;226286,113583292
"130";"reserve_cycle2";FALSE;"12987953_1";"2170";"2170";50;"638411_v2014";"05l";1;12987953;12987953;FALSE;NA;FALSE;FALSE;72;75;29853,6;202222,1
"131";"reserve_cycle2";FALSE;"1300657_1";"2160";"2160";91;"511730_v2020";"09";1;1300657;1300657;FALSE;NA;FALSE;FALSE;96;99;26493,6;200590,1
"132";"reserve_cycle2";FALSE;"13006641_1";"2190";"2190_overig";100;"609784_v2014";"07ex";1;13006641;13006641;FALSE;NA;FALSE;FALSE;94;56;34653,6;204526,1
"133";"reserve_cycle2";FALSE;"1301173_1";"2120";"2120";100;"507103_v2018";"018";1;1301173;1301173;FALSE;NA;FALSE;FALSE;99;114;66013,6;224622,1
"134";"reserve_cycle2";FALSE;"13046961_1";"2190";"2190_overig";75;"511700_v2020";"10";1;13046961;13046961;FALSE;NA;FALSE;FALSE;95;57;23805,6;199374,1
"135";"reserve_cycle2";FALSE;"1308318_1";"6230";"6230_ha";50;"495339_v2018";"1611";1;1308318;1308318;FALSE;NA;FALSE;FALSE;109;50;180349,591973471;223150,113583292
"136";"reserve_cycle2";FALSE;"1308849_1";"2160";"2160";60;"511592_v2020";"05l";1;1308849;1308849;FALSE;NA;FALSE;FALSE;97;100;28701,6;200910,1
"137";"reserve_cycle2";FALSE;"1310005_1";"2160";"2160";100;"643003_v2014";"025";1;1310005;1310005;FALSE;NA;FALSE;FALSE;98;101;77885,6;228398,1
"138";"reserve_cycle2";FALSE;"1311958_1";"4010";"4010";90;"633373_v2020";"187";0;1311958;1311958;FALSE;NA;FALSE;FALSE;12;203;175645,591973471;213006,113583292
"139";"reserve_cycle2";FALSE;"1312181_1";"2160";"2160";80;"460262_v2018";"046";1;1312181;1312181;FALSE;NA;FALSE;FALSE;99;102;57885,6;220142,1
"140";"reserve_cycle2";FALSE;"13191945_1";"7140";"7140_mrd";100;"470747_v2018";"147";1;13191945;13191945;FALSE;NA;FALSE;FALSE;308;14;106653,591973471;215566,113583292
"141";"reserve_cycle2";FALSE;"1320113_1";"2160";"2160";80;"509579_v2020";"10";1;1320113;1320113;FALSE;NA;FALSE;FALSE;100;103;24317,6;199054,1
"142";"reserve_cycle2";FALSE;"1322326_1";"6510";"6510_hu";100;"292177_v2020";"196";1;1322326;1322326;FALSE;NA;FALSE;FALSE;88;240;179421,591973471;186062,113583292
"143";"reserve_cycle2";FALSE;"1322545_1";"2160";"2160";90;"638500_v2014";"049";1;1322545;1322545;FALSE;NA;FALSE;FALSE;101;104;29949,6;203022,1
"144";"reserve_cycle2";FALSE;"13285158_1";"6230";"6230_hnk";60;"570203_v2018";"139";0;13285158;13285158;FALSE;NA;FALSE;FALSE;302;9;207261,591973471;163790,113583292
"145";"reserve_cycle2";FALSE;"1328710_1";"6510";"6510_hu";100;"411762_v2020";"185";1;1328710;1328710;FALSE;NA;FALSE;FALSE;89;241;169501,6;167310,1
"146";"reserve_cycle2";FALSE;"13313238_1";"6410";"6410_mo";100;"610941_v2020";"205";0;13313238;13313238;FALSE;NA;FALSE;FALSE;37;162;175677,591973471;212078,113583292
"147";"reserve_cycle2";FALSE;"13325489_1";"2190";"2190_overig";60;"511719_v2020";"10";1;13325489;13325489;FALSE;NA;FALSE;FALSE;96;58;22461,6;198894,1
"148";"reserve_cycle2";FALSE;"13353138_1";"6230";"6230_hnk";30;"614673_v2014";"0611";1;13353138;13353138;FALSE;NA;FALSE;FALSE;487;10;241405,591973471;167374,113583292
